Jul.Day,YYYY/MM/DD,Wdy,PAB/USD,PEN/USD,PHP/USD,XPT/USD,PLN/USD,PTE/USD,RON/USD,RUB/USD,SAR/USD,RSD/USD,XAG/USD,SGD/USD,SKK/USD,SIT/USD,ZAR/USD,KRW/USD,ESP/USD,XDR/USD,LKR/USD,SDD/USD
2451183,1/4/1999,Mon,1,3.1613,38.553,0.0027446,3.5046,168.84,0.99627,20.897,3.7555,,0.2024,1.6588,36.607,,5.8817,1185.9,140.13,0.70591,68.413,213.1524
2451184,1/5/1999,Tue,1,3.1698,37.519,0.0028047,3.4495,170.46,0.99745,20.982,3.7514,,0.19853,1.6686,36.459,,5.7835,1163.8,141.47,0.70691,68.341,213.4046
2451185,1/6/1999,Wed,1,3.1796,38.197,0.0027951,3.4115,172.28,0.99699,22.613,3.7485,,0.1942,1.6757,36.442,,5.6821,1157.3,142.98,0.7109,68.401,213.3057
2451186,1/7/1999,Thu,1,3.1868,38.196,0.0028062,3.4108,171.72,0.99679,22.609,3.7518,,0.19093,1.6705,36.435,,5.8642,1149.7,142.52,0.70934,68.5,213.2636
2451187,1/8/1999,Fri,1,3.193,38.056,0.0027918,3.4573,173.49,0.99865,22.751,3.7584,,0.19204,1.6776,36.803,,5.79,1172.3,143.98,0.7118,68.453,213.6624
2451190,1/11/1999,Mon,1,3.195,37.626,0.0027783,3.4705,173.81,1.12672,22.204,3.7553,,0.18752,1.6731,36.727,,5.9354,1172.7,144.25,0.70938,68.539,213.2227
2451191,1/12/1999,Tue,1,3.2002,37.893,0.0028214,3.5207,173.51,1.12675,23.305,3.7391,,0.18865,1.678,36.728,,6.014,1175.2,144,0.71296,68.649,213.2273
2451192,1/13/1999,Wed,1,3.2362,38.802,0.0028462,3.5344,171.38,1.13115,23.095,3.7678,,0.19347,1.6889,36.872,,6.1324,1173.3,142.23,0.71089,68.648,214.0595
2451193,1/14/1999,Thu,1,3.2734,38.465,0.0028424,3.5719,171.55,1.12704,22.461,3.7394,,0.19635,1.6824,36.738,,6.1878,1186.2,142.37,0.71068,68.534,213.2833
2451194,1/15/1999,Fri,1,3.2827,38.704,0.0028581,3.5428,172.95,1.12746,22.369,3.7606,,0.19525,1.6801,36.752,,6.1087,1183.9,143.54,0.71346,68.385,213.3631
2451197,1/18/1999,Mon,1,3.2645,38.254,0.0028423,3.5517,172.78,1.12867,22.744,3.7557,,0.19569,1.6829,36.809,,6.2706,1181,143.4,0.71331,68.583,213.5915
2451198,1/19/1999,Tue,1,3.2404,38.341,0.0028549,3.5069,172.77,1.12947,23.361,3.7299,,0.19618,1.6815,36.891,,6.0419,1175,143.39,0.71258,68.539,213.7407
2451199,1/20/1999,Wed,1,3.2424,38.345,0.0028363,3.5219,173.22,1.12556,22.981,3.7538,,0.19325,1.6782,36.885,,5.9957,1166.5,143.76,0.71305,68.572,213.0032
2451200,1/21/1999,Thu,1,3.269,38.154,0.0028216,3.5207,173.16,1.12518,23.073,3.7669,,0.19266,1.6717,36.904,,6.0649,1172.1,143.71,0.71332,68.626,212.93
2451201,1/22/1999,Fri,1,3.2789,38.65,0.0028665,3.5477,173.08,1.12582,22.886,3.7488,,0.1954,1.6795,36.99,,6.035,1179.3,143.64,0.71382,68.679,213.0507
2451204,1/25/1999,Mon,1,3.2895,38.734,0.0028404,3.5925,173.3,1.12627,22.295,3.7356,,0.1931,1.6873,37.129,,6.0459,1179.5,143.83,0.71318,68.685,213.1356
2451205,1/26/1999,Tue,1,3.3223,38.45,0.002856,3.5901,173.21,1.12672,23.035,3.7516,,0.19577,1.6821,37.105,,6.0377,1174.9,143.75,0.71317,68.668,213.2205
2451206,1/27/1999,Wed,1,3.3269,38.655,0.0028701,3.5901,174.66,1.12674,23.035,3.7518,,0.19535,1.6878,37.2,,6.0059,1175.2,144.96,0.71716,68.717,213.2264
2451207,1/28/1999,Thu,1,3.3458,38.701,0.0029367,3.6059,175.97,1.12763,23.053,3.7705,,0.19561,1.688,37.48,,6.046,1174.7,146.04,0.71951,68.863,213.3943
2451208,1/29/1999,Fri,1,3.3379,38.503,0.002896,3.616,176.26,1.12224,22.744,3.7419,,0.18899,1.6897,37.598,,6.0611,1174.9,146.29,0.71963,68.831,212.3745
2451211,2/1/1999,Mon,1,3.3625,38.548,0.0028848,3.7241,177.38,1.12624,22.765,3.7504,,0.18845,1.6908,37.873,,6.0288,1174.8,147.21,0.72011,68.908,213.1294
2451212,2/2/1999,Tue,1,3.3622,38.55,0.0028381,3.7233,176.98,1.12674,22.925,3.7444,,0.18444,1.6869,37.618,,6.006,1169.6,146.88,0.71638,68.679,213.2254
2451213,2/3/1999,Wed,1,3.3933,38.45,0.002838,3.702,176.82,1.1271,23.132,3.7555,,0.18072,1.6855,37.423,,6.0127,1171.4,146.75,0.7169,68.791,213.2925
2451214,2/4/1999,Thu,1,3.3898,38.594,0.0028532,3.6843,177.29,1.12626,23.127,3.757,,0.17923,1.6886,37.581,,6.0356,1171.1,147.14,0.71688,68.779,213.1348
2451215,2/5/1999,Fri,1,3.3875,38.594,0.0028129,3.7034,177.68,1.12648,23.12,3.7432,,0.1776,1.6878,37.639,,6.0089,1169.7,147.46,0.71861,68.816,213.1751
2451218,2/8/1999,Mon,1,3.3886,39.396,0.0028354,3.7429,177.47,1.12661,23.052,3.7413,,0.17887,1.6901,37.833,,5.9743,1175,147.29,0.7197,68.966,213.2013
2451219,2/9/1999,Tue,1,3.3898,39.492,0.0028216,3.7451,177.37,1.12678,22.906,3.7455,,0.18078,1.692,37.791,,6.0972,1174.8,147.2,0.71972,68.906,213.2333
2451220,2/10/1999,Wed,1,3.3759,39.005,0.0027984,3.7445,176.95,1.13012,22.833,3.7607,,0.1824,1.6923,37.809,,6.1059,1177.8,146.86,0.71972,68.825,213.8663
2451221,2/11/1999,Thu,1,3.3849,38.446,0.0027816,3.7472,177.37,1.1249,22.758,3.7415,,0.18058,1.688,37.845,,6.0602,1175.2,147.21,0.72068,68.967,212.8778
2451222,2/12/1999,Fri,1,3.3981,38.506,0.0027218,3.764,177.69,1.12679,22.896,3.7547,,0.17704,1.691,38.048,,6.1002,1174.9,147.47,0.72024,69.111,213.2346
2451225,2/15/1999,Mon,1,3.3896,38.659,0.0027159,3.8006,178.25,1.1274,22.908,3.7533,,0.17466,1.6933,38.263,,6.1196,1175.3,147.94,0.72255,69.061,213.3504
2451226,2/16/1999,Tue,1,3.3772,38.508,0.0027555,3.8299,179.14,1.12987,23.179,3.763,,0.18505,1.6974,38.508,,6.1531,1175.2,148.68,0.72591,69.165,213.8167
2451227,2/17/1999,Wed,1,3.3852,38.652,0.0027766,3.819,178.5,1.12915,22.924,3.759,,0.1846,1.6976,38.42,,6.1472,1175,148.15,0.72596,69.22,213.6817
2451228,2/18/1999,Thu,1,3.3803,38.704,0.0026794,3.8139,178.63,1.12765,22.943,3.7514,,0.18075,1.7006,38.455,,6.1958,1182,148.25,0.72699,69.195,213.3979
2451229,2/19/1999,Fri,1,3.3932,38.85,0.002666,3.7974,181.07,1.12795,22.92,3.7621,,0.17861,1.7067,39.4,,6.2303,1204.8,150.27,0.73129,69.284,213.4556
2451232,2/22/1999,Mon,1,3.4057,39.153,0.0026809,3.8307,181.65,1.12947,22.97,3.7557,,0.18048,1.7108,39.809,,6.1954,1216.9,150.75,0.73149,69.361,213.743
2451233,2/23/1999,Tue,1,3.4208,39.004,0.0026093,3.8272,182.35,1.12716,22.813,3.7533,,0.18173,1.7226,39.853,,6.2306,1211.8,151.34,0.73393,69.255,213.3045
2451234,2/24/1999,Wed,1,3.4238,39.046,0.0026026,3.8481,182.67,1.12741,22.838,3.7502,,0.18184,1.7251,40.116,,6.2028,1218.4,151.61,0.73581,69.444,213.3513
2451235,2/25/1999,Thu,1,3.4291,39.048,0.0026486,3.8579,181.12,1.12886,22.888,3.7435,,0.18261,1.7253,39.827,,6.1684,1224.1,150.31,0.73072,69.547,213.6257
2451236,2/26/1999,Fri,1,3.4749,38.961,0.0026299,3.8841,182.37,1.12407,23,3.752,,0.18079,1.7229,39.846,,6.1855,1223.5,151.35,0.73169,69.53,212.7197
2451239,3/1/1999,Mon,1,3.4153,38.959,0.0026459,3.921,184.08,1.1362,23.248,3.7545,,0.17915,1.7245,40.287,,6.1731,1219.3,152.77,0.73465,69.539,215.0152
2451240,3/2/1999,Tue,1,3.3944,39.004,0.0026639,3.9124,183.44,1.12517,22.863,3.7457,,0.18797,1.7346,39.916,,6.2423,1223.8,152.24,0.73416,69.597,212.9276
2451241,3/3/1999,Wed,1,3.3971,39.094,0.0026987,3.9697,184.15,1.12713,22.943,3.7522,,0.19058,1.7352,40.025,,6.2377,1230.5,152.83,0.73632,69.599,213.2989
2451242,3/4/1999,Thu,1,3.3966,39.203,0.0026989,3.9755,185.21,1.12949,23.071,3.7544,,0.19026,1.7352,40.31,,6.2338,1239.2,153.71,0.73967,69.653,213.7451
2451243,3/5/1999,Fri,1,3.4116,39.153,0.0026618,3.8776,184.89,1.12581,23.076,3.7448,,0.19191,1.7289,40.366,,6.2037,1242.3,153.45,0.73823,69.738,213.0481
2451246,3/8/1999,Mon,1,3.4141,38.899,0.002658,3.8549,183.92,1.12734,23.107,3.7485,,0.18987,1.7275,40.296,,6.1958,1239.2,152.64,0.73638,69.678,213.3385
2451247,3/9/1999,Tue,1,3.408,39.045,0.0026693,3.8776,184.39,1.12698,22.159,3.7444,,0.19017,1.7304,40.861,,6.1588,1236.3,153.03,0.736,69.743,213.2701
2451248,3/10/1999,Wed,1,3.4016,39.004,0.0027136,3.8868,182.91,1.12694,23.349,3.7547,,0.18955,1.7307,40.536,,6.1572,1232.9,151.8,0.73223,69.68,213.2637
2451249,3/11/1999,Thu,1,3.4022,38.999,0.0027213,3.8978,183.64,1.33289,22.212,3.7421,,0.18917,1.7364,41.148,,6.1565,1229.8,152.41,0.73263,69.68,213.1958
2451250,3/12/1999,Fri,1,3.3765,39.002,0.0027521,3.8686,183.12,1.32424,22.311,3.7503,,0.18977,1.734,40.929,,6.1792,1232.8,151.97,0.73127,69.643,213.3793
2451253,3/15/1999,Mon,1,3.3594,38.848,0.0027653,3.9335,183.42,1.3585,22.35,3.7531,,0.19531,1.7176,40.868,,6.222,1229.9,152.23,0.73091,69.527,213.3675
2451254,3/16/1999,Tue,1,3.349,38.854,0.0027505,3.8904,183.66,1.35708,23.346,3.7528,,0.20055,1.7221,40.66,,6.2695,1226.7,152.43,0.73108,69.446,213.1463
2451255,3/17/1999,Wed,1,3.3718,38.898,0.0027244,3.865,181.97,1.3,23.41,3.7516,,0.19802,1.7253,40.387,,6.2314,1227.2,151.02,0.72935,69.357,213.1794
2451256,3/18/1999,Thu,1,3.3466,38.897,0.0027301,3.8599,182.37,1.47306,23.379,3.7524,,0.19879,1.7258,40.572,,6.2385,1225.6,151.36,0.72915,69.551,212.8992
2451257,3/19/1999,Fri,1,3.3421,38.804,0.0026843,3.8487,183.5,1.37579,23.312,3.7497,,0.19693,1.7245,40.681,,6.2077,1215.2,152.3,0.72977,69.382,212.283
2451260,3/22/1999,Mon,1,3.3623,38.74,0.0027025,3.8953,183.63,1.4444,23.151,3.7603,,0.19689,1.729,41.039,,6.1762,1222.2,152.4,0.7312,69.479,213.7438
2451261,3/23/1999,Tue,1,3.391,38.742,0.0026823,3.9097,183.61,1.44133,23.102,3.7467,,0.19803,1.7314,40.83,,6.2347,1225.6,152.38,0.73071,69.479,213.2877
2451262,3/24/1999,Wed,1,3.3971,38.7,0.0026927,3.9064,183.52,1.44111,24.229,3.7404,,0.19657,1.7245,40.887,,6.2042,1222.7,152.31,0.72954,69.4,213.256
2451263,3/25/1999,Thu,1,3.3838,38.703,,,184.4,,,3.7573,,,1.7271,,,6.2123,1222.8,153.04,0.73184,69.339,
2451264,3/26/1999,Fri,1,3.3796,38.745,0.0027292,3.9324,186.59,1.44095,26.706,3.7504,,0.19695,1.7328,41.688,,6.2305,1222.5,154.85,0.73718,69.358,213.232
2451267,3/29/1999,Mon,1,3.3658,38.805,0.0027359,3.9423,187.05,1.46504,23.799,3.7444,,0.19606,1.733,41.961,,6.2298,1225.8,155.24,0.73754,69.353,213.1708
2451268,3/30/1999,Tue,1,3.3559,38.802,,,186.77,1.48518,,3.7525,,,1.7337,41.658,,6.2217,1222.7,155.01,0.73765,69.444,213.2489
2451269,3/31/1999,Wed,1,3.3323,38.747,0.0027748,3.9464,185.48,1.45052,25.009,3.7517,,0.19886,1.7274,41.606,,6.1802,1227,153.93,0.73438,69.452,213.2574
2451270,4/1/1999,Thu,1,3.3336,38.77,0.0027844,4.0028,185.97,1.43996,24.556,3.7558,,0.19908,1.7286,41.493,,6.166,1224.1,154.34,0.73719,69.482,212.7955
2451274,4/5/1999,Mon,1,3.3333,38.594,0.002716,4.0129,187.24,1.44964,25.097,3.7418,,0.20298,1.735,41.734,,6.1586,1226.7,155.4,0.74081,69.495,213.068
2451275,4/6/1999,Tue,1,3.3424,38.549,0.0028315,3.9487,184.91,1.43952,25.925,3.749,,0.20181,1.7336,41.417,,6.2047,1224.3,153.46,0.73742,69.409,213.3821
2451276,4/7/1999,Wed,1,3.3578,38.507,0.0028211,3.9319,185.89,1.41332,25.869,3.7559,,0.20151,1.735,41.662,,6.1804,1223,154.28,0.73875,69.248,213.4994
2451277,4/8/1999,Thu,1,3.3683,38.532,0.0028093,3.9166,184.91,1.41421,26.01,3.7496,,0.20376,1.7288,41.226,,6.2195,1222.6,153.47,0.73656,69.201,213.265
2451278,4/9/1999,Fri,1,3.3579,38.523,0.0027936,3.9331,185.89,1.38763,26.138,3.7529,,0.2047,1.7324,41.458,,6.1913,1221.1,154.28,0.73793,69.344,213.323
2451281,4/12/1999,Mon,1,3.3578,38.431,,,184.89,,,3.7553,,,1.7224,,,6.1718,1219.8,153.45,0.7356,69.433,
2451282,4/13/1999,Tue,1,3.3614,38.345,0.0027783,3.9318,185.98,1.42619,25.895,3.7485,,0.20494,1.7177,41.585,,6.1625,1218.4,154.35,0.73671,69.436,213.2228
2451283,4/14/1999,Wed,1,3.3488,38.152,0.0028099,3.9301,185.98,1.42675,25.767,3.7485,,0.20274,1.6932,41.575,,6.0786,1213.7,154.35,0.73555,69.437,213.3056
2451284,4/15/1999,Thu,1,3.3442,38.14,0.0027883,3.9603,187.05,1.45169,25.853,3.7561,,0.20497,1.6914,41.413,,6.0862,1214.8,155.24,0.73705,69.487,212.7942
2451285,4/16/1999,Fri,1,3.347,38.195,0.0027684,3.9889,187.54,1.45192,24.787,3.7665,,0.19794,1.7056,41.97,,6.1077,1216.5,155.65,0.73631,69.509,213.1877
2451288,4/19/1999,Mon,1,3.3422,37.947,0.0027443,3.9523,188.96,1.44684,24.988,3.741,,0.19346,1.7053,42.227,,6.0564,1207.3,156.82,0.73804,69.508,212.6567
2451289,4/20/1999,Tue,1,3.3352,38.056,0.0027625,3.9655,188.58,1.45247,25.1,3.7509,,0.19528,1.7085,42.16,,6.0524,1185,156.51,0.7376,69.701,213.4842
2451290,4/21/1999,Wed,1,3.3403,38.094,0.0027878,3.9916,188.89,1.45145,24.878,3.7542,,0.19522,1.7142,42.408,,6.0854,1190.3,156.76,0.73993,69.649,213.3343
2451291,4/22/1999,Thu,1,3.3449,38.153,0.0028303,3.9693,189.15,1.45063,24.913,3.7517,,0.19439,1.7091,42.296,,6.0676,1193.5,156.98,0.73996,69.633,212.8696
2451292,4/23/1999,Fri,1,3.3425,37.993,0.0028142,3.943,188.54,1.44765,23.613,3.752,,0.1939,1.7086,42.087,,6.1084,1190.6,156.48,0.7385,69.445,213.2085
2451295,4/26/1999,Mon,1,3.3477,37.952,0.0028311,3.9829,189.31,1.43839,24.403,3.7578,,0.19627,1.6981,42.027,,6.0714,1185.1,157.11,0.7395,69.502,5.2739
2451296,4/27/1999,Tue,1,3.3437,38.049,0.0028254,3.9896,188.26,1.43881,24.47,3.7454,,0.19435,1.7013,42.034,,6.0723,1181.9,156.24,0.73915,69.844,5.2755
2451297,4/28/1999,Wed,1,3.3352,37.995,0.0028304,3.9701,188.82,1.4563,24.52,3.7554,,0.1901,1.6977,41.945,,6.0537,1179.3,156.71,0.73884,69.548,5.2821
2451298,4/29/1999,Thu,1,3.3364,38.027,0.0028903,3.9656,189.18,1.46386,24.204,3.7564,,0.18769,1.696,42.338,,6.0507,1175.2,157.01,0.73951,69.644,5.2828
2451299,4/30/1999,Fri,1,3.3355,38.028,0.0028422,3.9373,189.74,1.46931,23.173,3.7531,,0.18761,1.6961,42.395,,6.1038,1188.9,157.47,0.74032,69.642,5.2919
2451302,5/3/1999,Mon,1,3.3376,37.882,0.0028499,3.9199,189.67,1.46115,23.419,3.7604,,,1.7027,42.45,,6.0741,1190.9,157.41,0.74121,69.602,5.2819
2451303,5/4/1999,Tue,1,3.33,37.745,0.0028729,3.9255,189.24,1.4616,24.673,3.7515,,0.18825,1.7052,42.491,,6.0676,1196,157.06,0.74084,69.698,5.287
2451304,5/5/1999,Wed,1,3.3265,37.789,0.0028356,3.8993,186.92,1.46364,23.048,3.7647,,0.18702,1.7009,42.226,,6.1125,1197.4,155.13,0.73746,69.799,5.2838
2451305,5/6/1999,Thu,1,3.3311,37.897,0.0028108,3.8809,186,1.46673,24.113,3.7552,,0.18567,1.7007,41.97,,6.0895,1202.3,154.36,0.73586,69.832,5.2914
2451306,5/7/1999,Fri,1,3.3355,37.878,0.0028298,3.8988,185.89,1.46461,24.178,3.7509,,0.18801,1.6975,41.789,,6.1506,1202.2,154.27,0.73615,69.842,5.2838
2451309,5/10/1999,Mon,1,3.3365,37.65,0.0028347,3.8902,185.81,1.46399,24.242,3.7474,,0.18503,1.6987,42.071,,6.1695,1200.4,154.21,0.73627,70.077,5.278
2451310,5/11/1999,Tue,1,3.3299,37.594,0.0028304,3.6348,186.96,1.46877,23.085,3.7532,,0.18437,1.6966,41.963,,6.1579,1199.1,155.16,0.73816,70.334,5.2918
2451311,5/12/1999,Wed,1,3.3245,37.553,0.0028227,3.9051,187.95,1.46716,25.102,3.7565,,0.18696,1.6986,42.234,,6.2109,1205.3,155.99,0.73931,70.536,5.293
2451312,5/13/1999,Thu,1,3.3248,37.636,0.0028183,3.9566,188.71,1.46692,24.737,3.7818,,0.18656,1.7057,42.734,,6.2309,1206.5,156.61,0.74105,70.732,5.2921
2451313,5/14/1999,Fri,1,3.3193,37.776,0.0028189,3.9531,188.22,1.46913,25.294,3.7707,,0.18308,1.7112,42.744,,6.2184,1207.8,156.21,0.74156,70.715,5.3001
2451316,5/17/1999,Mon,1,3.331,37.989,0.0028099,3.922,187.86,1.47373,24.712,3.7497,,0.18549,1.712,43.282,,6.1956,1205.9,155.91,0.74154,70.888,5.2806
2451317,5/18/1999,Tue,1,3.3246,37.719,0.0028251,3.905,187.86,1.51613,24.687,3.7349,,0.18766,1.7108,43.763,,6.1729,1200.1,155.91,0.74164,70.761,5.29
2451318,5/19/1999,Wed,1,3.3188,37.791,0.002823,3.9161,188.36,1.51356,24.741,3.7443,,0.18904,1.7216,45.119,,6.1852,1198.6,156.33,0.7435,70.816,5.2801
2451319,5/20/1999,Thu,1,3.3236,37.952,0.0028164,3.9303,188.57,1.51457,24.714,3.7498,,0.18774,1.7215,43.817,,6.2185,1196.5,156.5,0.7437,70.773,5.2836
2451320,5/21/1999,Fri,1,3.3269,37.811,0.0027966,3.9381,189.58,1.51452,24.657,3.734,,0.19136,1.7199,44.307,,6.2106,1193.4,157.34,0.74522,70.815,5.2835
2451324,5/25/1999,Tue,1,3.3436,37.819,,,189.33,,,3.7308,,,1.7223,,,6.2331,1185.9,157.13,0.74391,70.761,
2451325,5/26/1999,Wed,1,3.3509,38.056,0.0027971,3.9667,191.5,1.52348,24.518,3.7575,,0.19854,1.7296,44.122,,6.2709,1190.3,158.93,0.74577,70.754,5.301
2451326,5/27/1999,Thu,1,3.3321,38.106,0.0027461,4.0018,192.05,1.52643,24.598,3.7476,,0.20203,1.7315,44.419,,6.2584,1188.6,159.38,0.74552,70.884,5.301
2451327,5/28/1999,Fri,1,3.3311,38.056,0.0027487,3.9715,192.29,1.51963,24.609,3.7454,,0.20386,1.7253,43.432,,6.2532,1186.1,159.59,0.74498,70.871,5.2774
2451330,5/31/1999,Mon,1,3.3258,37.979,0.0027605,3.9707,192.11,1.53098,24.651,3.7582,,0.20367,1.7271,43.393,,6.2163,1186.3,159.43,0.74515,70.873,5.293
2451331,6/1/1999,Tue,1,3.3322,37.99,0.0027651,3.9603,191.92,1.53059,24.539,3.7498,,0.20076,1.7236,43.199,,6.2045,1187.8,159.28,0.74397,70.811,5.2797
2451332,6/2/1999,Wed,1,3.3321,37.99,0.002761,3.9711,193.51,1.53304,24.425,3.7508,,0.2002,1.7253,43.707,,6.1877,1186,160.6,0.74627,70.717,5.2832
2451333,6/3/1999,Thu,1,3.3353,38.027,0.0027515,3.9642,193.76,1.53872,24.431,3.7485,,0.20152,1.7268,43.697,,6.2103,1184.8,160.81,0.7471,70.733,5.2757
2451334,6/4/1999,Fri,1,3.3342,38.055,0.0027331,3.9969,194.08,1.54238,24.503,3.7492,,0.20503,1.7274,44.263,,6.1623,1183.3,161.07,0.74764,70.829,5.2848
2451337,6/7/1999,Mon,1,3.3356,37.983,0.0027753,3.9848,194.68,1.54714,23.41,3.7647,,0.202,1.7242,44.412,,6.1019,1183.1,161.57,0.74799,70.783,5.2911
2451338,6/8/1999,Tue,1,3.3389,37.794,0.0027691,3.9752,191.99,1.54649,24.407,3.7347,,0.20191,1.7129,43.793,,6.0861,1177.7,159.34,0.74342,70.834,5.2889
2451339,6/9/1999,Wed,1,3.3444,37.797,0.0027286,3.9372,191.83,1.54445,24.277,3.749,,0.20203,1.7123,43.771,,6.1189,1165.6,159.21,0.74287,70.813,5.2836
2451340,6/10/1999,Thu,1,3.3445,37.819,0.0027243,3.9121,191.32,1.54521,24.269,3.7433,,0.19565,1.7155,43.47,,6.1456,1167.2,158.78,0.74193,70.883,195.9076
2451341,6/11/1999,Fri,1,3.3534,37.883,0.0027436,3.9337,190.59,1.54817,24.8,3.7471,,0.19711,1.7109,43.544,,6.1003,1166.5,158.18,0.73998,70.859,196.2807
2451344,6/14/1999,Mon,1,3.3466,37.848,0.0027666,3.937,192.44,1.54507,24.339,3.7481,,0.19477,1.7124,43.631,,6.0825,1169.7,159.71,0.74435,70.967,196.0746
2451345,6/15/1999,Tue,1,3.3375,37.852,0.0027943,3.9378,192.4,1.54609,24.415,3.7528,,0.19751,1.7097,43.661,,6.0945,1165.1,159.68,0.74543,71.23,196.2034
2451346,6/16/1999,Wed,1,3.3319,37.79,,,194.59,,,3.749,,,1.7051,,,6.0779,1164.2,161.49,0.74744,71.087,
2451347,6/17/1999,Thu,1,3.3326,37.752,0.0028648,3.9243,194.09,1.55097,24.39,3.7462,,0.1983,1.7016,44.087,,6.0673,1166.9,161.08,0.74613,71.026,196.3262
2451348,6/18/1999,Fri,1,3.3323,37.747,0.0028646,3.9045,193.36,1.54783,24.261,3.7508,,0.20252,1.7093,43.672,,5.9885,1163.9,160.48,0.7463,71.285,195.9289
2451351,6/21/1999,Mon,1,3.3345,37.892,0.0028695,3.9248,194.19,1.55732,24.38,3.7544,,0.20266,1.709,44.158,,5.9955,1165.9,161.17,0.74921,71.239,197.128
2451352,6/22/1999,Tue,1,3.3356,37.721,0.0029017,3.9089,194.23,1.54585,23.313,3.7501,,0.19873,1.6996,43.874,,5.9732,1158.4,161.2,0.74823,71.29,195.926
2451353,6/23/1999,Wed,1,3.3348,37.796,0.0028972,3.9232,194.27,1.54134,23.511,3.7531,,0.19743,1.7021,44.126,,6.0209,1162.8,161.23,0.74962,71.415,196.4735
2451354,6/24/1999,Thu,1,3.3379,37.846,0.0028781,3.921,193.31,1.54257,24.364,3.7473,,0.19605,1.7018,43.867,,6.0597,1157.1,160.43,0.74815,71.637,196.1929
2451355,6/25/1999,Fri,1,3.3414,37.897,0.0028537,3.9056,191.98,1.53671,24.166,3.7435,,0.19466,1.7022,43.326,,6.0463,1154.9,159.33,0.74594,71.515,195.3239
2451358,6/28/1999,Mon,1,3.338,37.92,0.0028797,3.931,193.29,1.55094,24.237,3.7502,,0.19471,1.7042,43.628,,6.0669,1156.1,160.41,0.74763,71.678,196.134
2451359,6/29/1999,Tue,1,3.3342,37.926,0.0028763,3.9166,193.91,1.55887,23.033,3.7467,,0.19439,1.7027,43.82,,6.0455,1157.4,160.93,0.74818,71.566,196.0983
2451360,6/30/1999,Wed,1,3.3341,38.056,0.0028556,3.9004,194.64,1.55028,23.88,3.748,,0.1907,1.7021,43.592,,6.0353,1157.2,161.54,0.7491,71.526,195.0164
2451362,7/2/1999,Fri,1,3.3269,38.049,,,195.63,,,3.754,,,1.6978,,,6.0243,1164.1,162.36,0.75012,71.335,
2451365,7/5/1999,Mon,1,3.3234,38.151,0.0029035,3.9296,196.09,1.55722,24.277,3.7622,,0.19071,1.6967,44.273,,6.0135,1164.5,162.74,0.75214,71.471,196.6182
2451366,7/6/1999,Tue,1,3.3202,38.096,,,195.55,,,3.7421,,,1.6975,,,6.042,1167.1,162.3,0.75142,71.62,
2451367,7/7/1999,Wed,1,3.3213,38.271,0.0028837,3.8906,196.15,1.55514,24.589,3.75,,0.19216,1.6975,44.211,,6.0544,1172.2,162.79,0.75279,71.533,256.3048
2451368,7/8/1999,Thu,1,3.3214,38.504,,,196.55,,,,,,1.6981,,,6.0606,1180.5,163.12,0.75381,71.518,
2451369,7/9/1999,Fri,1,3.3178,38.502,0.0028375,3.9105,196.81,1.55297,24.271,3.7508,,0.19116,1.6995,44.405,,6.0872,1188,163.34,0.75423,71.649,256.4297
2451372,7/12/1999,Mon,1,3.3191,38.296,0.0028541,3.9206,197.76,1.55225,24.43,3.7575,,0.19178,1.6993,44.409,,6.1211,1183.1,164.13,0.75487,71.699,256.3122
2451373,7/13/1999,Tue,1,3.3255,38.298,0.0028798,3.9407,196.96,1.55372,24.428,3.7534,,0.19659,1.6989,44.337,,6.1848,1174.7,163.46,0.75311,71.688,256.5541
2451374,7/14/1999,Wed,1,3.3274,38.202,0.0028719,3.9089,196.24,1.55318,24.351,3.7509,,0.19573,1.699,44.099,,6.1414,1183.6,162.87,0.75101,71.844,255.9006
2451375,7/15/1999,Thu,1,3.3156,38.157,0.0028872,3.8938,196.14,1.56036,24.386,3.8041,,0.19914,1.6984,43.765,,6.151,1183.1,162.78,0.75069,71.683,256.4833
2451376,7/16/1999,Fri,1,3.3111,38.295,0.0028729,3.8997,196.48,1.56045,24.325,3.749,,0.1977,1.7057,44.074,,6.1459,1182.1,163.06,0.75187,71.683,256.0474
2451379,7/19/1999,Mon,1,3.3125,38.295,0.0028644,3.8908,196.48,1.56339,24.299,3.7533,,0.19781,1.7033,44.311,,6.1535,1187.6,163.06,0.74983,71.574,255.887
2451380,7/20/1999,Tue,1,3.312,38.399,0.0028543,3.8414,192.44,1.56476,24.089,3.7502,,0.1984,1.7015,43.174,,6.1249,1192.2,159.71,0.74495,71.599,256.1121
2451381,7/21/1999,Wed,1,3.3135,38.399,0.0028357,3.8324,190.46,1.56101,23.061,3.7541,,0.19833,1.6966,42.865,,6.124,1200.8,158.07,0.74179,71.681,255.8978
2451382,7/22/1999,Thu,1,3.3241,38.447,0.0028436,3.844,190.77,1.56284,24.164,3.7368,,0.19662,1.6981,42.514,,6.1052,1207.8,158.32,0.74058,71.684,256.1974
2451383,7/23/1999,Fri,1,3.3219,38.369,0.0028381,3.8212,190.92,1.56376,23.126,3.75,,0.19488,1.6984,42.489,,6.1082,1207.9,158.45,0.74018,71.752,256.3473
2451386,7/26/1999,Mon,1,3.3248,38.398,0.0028404,3.8034,188.19,1.55644,23.935,3.7483,,0.19428,1.6835,41.661,,6.1424,1208.8,156.19,0.73678,71.793,255.3088
