Jul.Day,YYYY/MM/DD,Wdy,PAB/USD,PEN/USD,PHP/USD,XPT/USD,PLN/USD,PTE/USD,RON/USD,RUB/USD,SAR/USD,RSD/USD,XAG/USD,SGD/USD,SKK/USD,SIT/USD,ZAR/USD,KRW/USD,ESP/USD,XDR/USD,LKR/USD,SDD/USD
2451936,1/26/2001,Fri,1,3.5326,49.193,0.0016507,4.1217,217.62,2.59207,28.155,3.7527,,0.20919,1.7495,47.29,,7.8905,1280.9,180.61,0.77385,89.395,256.6405
2451939,1/29/2001,Mon,1,3.5382,49.699,0.0016823,4.1139,218.39,2.59431,28.13,3.749,,0.20835,1.7467,47.472,,7.887,1265.5,181.25,0.77429,89.127,256.4062
2451940,1/30/2001,Tue,1,3.5342,49.325,0.0016839,4.0763,216.33,2.5929,28.121,3.7412,,0.20711,1.7461,46.955,,7.7885,1264.6,179.54,0.77094,89.409,256.0547
2451941,1/31/2001,Wed,1,3.5327,49.326,0.0016859,4.0755,215.37,2.64709,28.237,3.7533,,0.2091,1.7434,46.95,,7.768,1257.3,178.74,0.77051,89.499,256.5644
2451942,2/1/2001,Thu,1,3.529,49.126,0.0016861,4.0308,213.57,2.60549,28.233,3.7538,,0.21006,1.7368,46.479,,7.7336,1256.2,177.25,0.76667,89.892,258.9107
2451943,2/2/2001,Fri,1,3.5293,49.18,0.001705,4.0333,214.25,2.60551,28.233,3.7458,,0.21007,1.7388,46.79,,7.7751,1248.8,177.81,0.76809,88.014,258.9127
2451946,2/5/2001,Mon,1,3.5319,49.218,0.0016849,4.0099,213.33,2.60449,28.188,3.7446,,0.2131,1.7404,46.464,,7.7757,1262.2,177.05,0.76617,87.988,256.2125
2451947,2/6/2001,Tue,1,3.5289,48.958,0.0016649,4.0526,215.47,2.60613,28.199,3.7418,,0.2149,1.7434,46.816,,7.7847,1257.6,178.83,0.76936,86.861,256.1334
2451948,2/7/2001,Wed,1,3.5321,48.76,0.0016613,4.0423,214.84,2.66523,28.252,3.7521,,0.21698,1.7482,46.812,,7.8913,1267.5,178.3,0.76955,87.009,256.4313
2451949,2/8/2001,Thu,1,3.5317,48.343,0.0016946,4.094,218.31,2.66799,28.286,3.7511,,0.21906,1.7475,47.382,,7.9831,1265.7,181.18,0.77458,87.001,256.1891
2451950,2/9/2001,Fri,1,3.529,48.02,0.0017073,4.0824,216.36,2.66814,28.374,3.745,,0.21971,1.7465,46.916,,7.8639,1264.3,179.56,0.77345,86.436,256.0867
2451953,2/12/2001,Mon,1,3.5308,48.247,0.0017082,4.0583,215.81,2.67251,28.668,3.7447,,0.2197,1.7459,46.821,,7.8274,1264,179.11,0.7727,86.079,256.3059
2451954,2/13/2001,Tue,1,3.5344,47.701,0.001687,4.0766,217.76,2.62153,28.451,3.7497,,0.21987,1.7451,47.226,,7.8941,1253,180.73,0.77457,86.975,256.5092
2451955,2/14/2001,Wed,1,3.5302,47.505,0.0016888,4.0677,217.93,2.67546,28.444,3.7434,,0.22199,1.7453,47.378,,7.8832,1251.4,180.86,0.77372,86.523,256.3586
2451956,2/15/2001,Thu,1,3.5288,47.992,0.0016803,4.0935,221.3,2.63007,28.419,3.7451,,0.22252,1.743,48.166,,7.8742,1240.9,183.66,0.777,85.868,256.2227
2451957,2/16/2001,Fri,1,3.5248,47.549,0.0016834,4.0836,218.79,2.6833,28.385,3.7425,,0.22287,1.7385,47.629,,7.8448,1243.4,181.58,0.77402,86.483,256.0093
2451960,2/19/2001,Mon,1,3.5251,47.61,0.0016698,4.0709,217.97,2.68809,28.456,3.7509,,0.22227,1.7384,47.423,,7.7453,1245.7,180.9,0.77411,86.141,256.4661
2451961,2/20/2001,Tue,1,3.5262,47.861,0.0016566,4.0823,220.37,2.69211,28.466,3.7483,,0.22581,1.7394,47.879,,7.762,1233.3,182.89,0.7762,84.898,256.5539
2451962,2/21/2001,Wed,1,3.5284,47.75,0.0016573,4.1295,221.01,2.69504,28.468,3.7514,,0.2279,1.7445,48.045,,7.7961,1239.2,183.42,0.77802,85.036,256.6615
2451963,2/22/2001,Thu,1,3.5308,48.228,0.0016755,4.136,221.03,2.69868,28.447,3.7501,,0.2261,1.744,48.22,,7.8349,1241.3,183.44,0.77774,86.502,256.4738
2451964,2/23/2001,Fri,1,3.5302,48.361,0.0016759,4.1121,220.38,2.64737,28.535,3.7506,,0.22807,1.7451,47.975,,7.8639,1248.9,182.9,0.77652,86.517,256.5428
2451967,2/26/2001,Mon,1,3.5251,48.048,0.0016822,4.1138,220.43,2.65013,27.335,3.7559,,0.22573,1.7441,48.031,,7.781,1247,182.94,0.77723,85.595,256.6489
2451968,2/27/2001,Tue,1,3.5257,48.06,0.0016584,4.076,219.61,2.70379,28.51,3.7417,,0.22566,1.7413,47.822,,7.7105,1248.7,182.26,0.77618,86.502,256.4092
2451969,2/28/2001,Wed,1,3.5201,48.27,0.0016384,4.0256,217.62,2.70301,28.403,3.739,,0.22234,1.7442,47.445,,7.6849,1254.4,180.61,0.77484,86.482,256.2612
2451970,3/1/2001,Thu,1,3.5188,48.352,0.0016607,3.9719,215.75,2.70877,28.422,3.7457,,0.22722,1.7471,47.017,,7.7367,1252.7,179.06,0.77216,86.503,256.3416
2451971,3/2/2001,Fri,1,3.5215,48.524,0.0017062,3.9762,214.62,2.71642,28.474,3.7605,,0.22605,1.7498,46.944,,7.742,1267.1,178.12,0.77143,86.503,256.8083
2451974,3/5/2001,Mon,1,3.5166,47.83,0.0017625,3.978,215.81,2.71417,28.437,3.7505,,0.22599,1.7563,47.148,,7.7637,1273.5,179.11,0.77307,86.49,256.4727
2451975,3/6/2001,Tue,1,3.5162,47.616,0.001736,3.9499,215.29,2.71542,28.419,3.751,,0.22661,1.7559,46.934,,7.8953,1263.8,178.68,0.77247,85.019,256.4015
2451976,3/7/2001,Wed,1,3.5157,47.72,,,216.12,,,3.7474,,,1.7582,,,7.9111,1269.7,179.37,0.7745,85.063,
2451977,3/8/2001,Thu,1,3.5177,48.037,0.0017081,3.9464,216.09,2.71487,28.69,3.7595,,0.22541,1.7565,46.922,,7.719,1269.8,179.34,0.77388,85.121,256.5012
2451978,3/9/2001,Fri,1,3.5181,47.935,0.0016726,3.9664,215.17,2.71795,28.43,3.7535,,0.22186,1.7556,46.875,,7.7493,1269.1,178.58,0.7729,84.238,256.499
2451981,3/12/2001,Mon,1,3.5181,48.191,0.0017163,3.9975,215.52,2.71866,28.442,3.7483,,0.22646,1.7613,46.889,,7.7734,1278.5,178.87,0.77408,84.466,256.5211
2451982,3/13/2001,Tue,1,3.5177,48.166,0.0017357,4.0554,218.98,2.71977,28.433,3.7574,,0.2259,1.7611,47.606,,7.8018,1275.4,181.74,0.77847,84.357,256.4348
2451983,3/14/2001,Wed,1,3.5174,48.134,0.0017101,4.0677,219.47,2.72548,28.466,3.7414,,0.22605,1.7661,47.859,,7.8648,1277.4,182.15,0.77979,84.695,256.7386
2451984,3/15/2001,Thu,1,3.519,48.33,0.0017089,4.0971,221.6,2.73002,28.687,3.7503,,0.22586,1.7695,48.341,,7.8411,1284.7,183.91,0.78363,85.178,257.557
2451985,3/16/2001,Fri,1,3.5221,48.65,0.0017187,4.1415,224.57,2.72881,28.438,3.7458,,0.23369,1.777,48.926,,7.9382,1294,186.38,0.7883,85.442,257.4863
2451988,3/19/2001,Mon,1,3.5227,48.552,0.0017307,4.1213,223.19,2.73409,28.399,3.7589,,0.23199,1.7681,48.521,,7.9964,1295.1,185.23,0.78666,85.496,257.4938
2451989,3/20/2001,Tue,1,3.5222,48.484,0.0017534,4.0765,221.42,2.73397,28.43,3.7401,,0.23107,1.7763,48.151,,7.975,1296.3,183.77,0.78466,85.565,257.5015
2451990,3/21/2001,Wed,1,3.5228,48.582,0.0017184,4.1107,223.46,2.73533,28.493,3.7441,,0.23037,1.7846,48.468,,7.9908,1302.9,185.45,0.7875,85.514,257.4408
2451991,3/22/2001,Thu,1,3.5242,48.766,0.0017398,4.1615,225.8,2.74171,28.53,3.7541,,0.23214,1.7887,49.042,,8.0306,1322,187.4,0.79068,85.64,257.5046
2451992,3/23/2001,Fri,1,3.5255,49.027,0.0017689,4.1253,224.62,2.7432,28.529,3.7552,,0.22895,1.7845,48.809,,7.9593,1308.6,186.41,0.78788,85.549,257.494
2451995,3/26/2001,Mon,1,3.5206,49.277,0.0017659,4.1045,223.85,2.74532,28.77,3.7452,,0.22894,1.7928,48.608,,7.9443,1310.9,185.78,0.78695,85.611,257.5065
2451996,3/27/2001,Tue,1,3.521,49.272,0.0017342,4.0926,224.97,2.74783,28.548,3.7543,,0.23029,1.7931,48.661,,7.9985,1311,186.71,0.78862,85.895,257.5723
2451997,3/28/2001,Wed,1,3.5206,49.199,0.0017575,4.0831,225.77,2.74957,28.531,3.7579,,0.22914,1.7974,48.957,,8.0072,1301.5,187.37,0.78876,86.194,257.4158
2451998,3/29/2001,Thu,1,3.522,49.378,0.00178,4.0696,227.61,2.75456,28.551,3.7475,,0.23154,1.8007,49.305,,8.0051,1322.3,188.9,0.79179,86.337,257.5092
2451999,3/30/2001,Fri,1,3.5241,49.324,0.0017857,4.086,228.05,2.75602,28.54,3.7504,,0.23233,1.805,49.641,,8.0316,1331.1,189.27,0.79473,86.338,257.411
2452002,4/2/2001,Mon,1,3.5241,49.681,0.0018264,4.067,227.17,2.75792,28.619,3.7384,,0.23408,1.8155,49.286,,8.1055,1349.5,188.53,0.79462,86.343,257.4016
2452003,4/3/2001,Tue,1,3.5251,49.729,0.0017687,4.0517,224.62,2.76057,28.649,3.7498,,0.23103,1.8113,48.639,,8.1219,1344.9,186.42,0.79032,87.184,257.4919
2452004,4/4/2001,Wed,1,3.5236,49.775,0.0017218,4.019,222.39,2.76257,28.641,3.7445,,0.23224,1.8162,48.322,,8.0689,1368.3,184.57,0.78754,87.872,257.5088
2452005,4/5/2001,Thu,1,3.527,50.213,0.0017553,4.0071,223.36,2.76743,28.645,3.7635,,0.23036,1.8096,48.42,,8.0752,1349.3,185.37,0.7882,87.608,257.5426
2452006,4/6/2001,Fri,1,3.5308,50.397,0.0017604,4.0061,222.72,2.7658,28.598,3.7428,,0.23009,1.8136,48.203,,8.0646,1342.5,184.84,0.78657,87.664,257.3896
2452009,4/9/2001,Mon,1,3.5437,50.393,0.0017345,3.972,222.41,2.7755,28.584,3.7513,,0.23218,1.8155,48.143,,8.0712,1339.2,184.58,0.7864,87.729,257.6145
2452010,4/10/2001,Tue,1,3.5449,50.071,0.001737,4.0375,225.57,2.7747,28.635,3.7533,,0.2316,1.8123,48.813,,8.0382,1333.5,187.21,0.79012,87.575,257.5495
2452011,4/11/2001,Wed,1,3.5428,49.872,0.0017227,4.0348,226.36,2.7169,28.611,3.7506,,0.22845,1.807,48.766,,8.0267,1322.6,187.87,0.79124,87.654,256.1804
2452012,4/12/2001,Thu,1,3.5412,49.869,0.0016881,3.9996,224.65,2.78281,28.616,3.7512,,0.22876,1.8036,48.488,,8.0159,1316.4,186.44,0.78809,87.487,256.2244
2452016,4/16/2001,Mon,1,3.5438,50.051,0.001658,3.9891,226.23,2.72866,28.843,3.7519,,0.22471,1.8105,48.717,,8.0355,1329.4,187.76,0.79086,87.171,256.1078
2452017,4/17/2001,Tue,1,3.5585,50.271,0.0016167,4.0127,227.41,2.79056,27.495,3.7385,,0.22866,1.8086,49.083,,8.1437,1324.7,188.74,0.79177,87.228,256.4022
2452018,4/18/2001,Wed,1,3.5747,50.185,0.0016001,4.0049,226.85,2.79073,28.711,3.7651,,0.22913,1.7995,49.132,,8.1143,1315.4,188.27,0.79005,87.426,256.1787
2452019,4/19/2001,Thu,1,3.5798,50.039,0.0016103,3.9975,224.98,2.7972,28.67,3.7425,,0.22582,1.806,48.476,,8.1474,1298,186.72,0.78717,87.66,256.1683
2452020,4/20/2001,Fri,1,3.5876,50.208,0.0016213,4.0064,221.97,2.80099,28.65,3.7454,,0.2251,1.8134,47.955,,8.1618,1313.5,184.22,0.78422,87.943,256.2585
2452023,4/23/2001,Mon,1,3.5871,50.437,0.0016208,4.0549,223.75,2.80294,28.637,3.7437,,0.2274,1.8072,48.357,,8.1347,1313.8,185.7,0.78566,88.164,256.3174
2452024,4/24/2001,Tue,1,3.5913,50.43,0.0016514,4.0348,224.07,2.80384,28.638,3.7547,,0.22411,1.8131,48.461,,8.1058,1306.5,185.97,0.78647,88.671,256.1514
2452025,4/25/2001,Wed,1,3.5884,50.565,0.0016827,4.0203,223.35,2.81005,28.684,3.747,,0.2264,1.8169,48.368,,8.1095,1307.9,185.36,0.78561,88.671,256.4696
2452026,4/26/2001,Thu,1,3.5916,50.709,0.0016891,3.9648,222.47,2.81829,28.669,3.7504,,0.22781,1.8169,48.114,,8.0057,1316.1,184.63,0.78552,88.952,256.1545
2452027,4/27/2001,Fri,1,3.5929,51.287,0.0016899,3.9741,224.62,2.81203,28.952,3.7487,,0.22925,1.8185,48.708,,7.9674,1326.8,186.42,0.78844,89.738,256.2689
2452030,4/30/2001,Mon,1,3.5853,51.341,0.001688,3.9597,225.94,2.81955,28.92,3.7479,,0.2292,1.8209,48.944,,8.0314,1317,187.51,0.78998,90.436,257.2315
2452031,5/1/2001,Tue,1,3.5845,51.349,0.0016892,3.94,224.29,2.79528,28.957,3.7504,,0.22936,1.813,48.773,,8.022,1316.6,186.14,0.78671,90.33,257.4102
2452032,5/2/2001,Wed,1,3.5869,51.098,0.0016894,3.9634,224.63,2.82331,28.893,3.747,,0.22938,1.8158,,,8.0362,1306.2,186.43,0.78681,92.502,257.4375
2452033,5/3/2001,Thu,1,3.5958,50.591,0.0016581,3.9573,225.56,2.82701,28.941,3.7522,,0.22801,1.821,,,8.0935,1294.7,187.2,0.78747,92.511,257.3648
2452034,5/4/2001,Fri,1,3.598,50.242,0.001634,3.9382,224.32,2.83171,28.981,3.7502,,0.22806,1.8229,,,8.0235,1292,186.17,0.78582,90.448,257.4151
2452037,5/7/2001,Mon,1,3.5921,50.535,0.0016344,3.9485,224.8,2.83429,28.988,3.7466,,0.22811,1.8254,48.278,,7.985,1296.5,186.57,0.7863,90.287,257.4766
2452038,5/8/2001,Tue,1,3.6059,50.504,0.0016364,3.9574,226.55,2.83777,29.023,3.7552,,0.22839,1.8251,,,8.0062,1303.3,188.02,0.78892,90.263,257.7942
2452039,5/9/2001,Wed,1,3.6143,50.439,0.0016298,3.9647,226.66,2.83323,28.977,3.7551,,0.22933,1.8225,,,7.9484,1302.1,188.11,0.79027,89.819,257.3854
2452040,5/10/2001,Thu,1,3.6093,50.658,0.001629,3.9727,228.01,2.83184,28.963,3.7404,,0.22922,1.8166,49.232,,7.9412,1306.5,189.23,0.79219,89.79,257.2591
2452041,5/11/2001,Fri,1,3.6062,50.515,0.0016297,4.0023,228.85,2.84245,28.975,3.7544,,0.22931,1.813,49.251,,7.9748,1297.3,189.93,0.79286,89.768,257.3608
2452044,5/14/2001,Mon,1,3.6031,50.52,0.0016302,4.018,229.21,2.84343,29.054,3.7578,,0.22939,1.8184,49.267,,7.9856,1297.2,190.23,0.79385,89.878,257.4433
2452045,5/15/2001,Tue,1,3.5992,50.361,0.0016391,4.002,228.12,2.84407,29.036,3.7569,,0.22933,1.8184,49.349,,8.0016,1304,189.33,0.7925,90.274,257.3753
2452046,5/16/2001,Wed,1,3.6029,50.127,0.001639,3.9692,226.75,2.84535,29.064,3.7564,,0.22931,1.8125,49.346,,8.012,1309.4,188.19,0.79097,90.264,257.3603
2452047,5/17/2001,Thu,1,3.5976,50.091,0.0016394,3.9726,227.22,2.85301,29.101,3.7515,,0.22936,1.8081,49.357,,7.9658,1301.5,188.57,0.79061,90.448,257.4156
2452048,5/18/2001,Fri,1,3.602,50.312,0.0016392,3.9751,228.49,2.82504,29.087,3.7507,,0.22934,1.8106,49.351,,7.9307,1303.6,189.63,0.79257,90.496,257.3875
2452052,5/22/2001,Tue,1,3.5872,50.915,0.0016116,3.9875,231.56,2.85495,29.092,3.7512,,0.21964,1.8094,49.324,,7.9091,1300.2,192.18,0.79531,90.47,257.2474
2452053,5/23/2001,Wed,1,3.589,50.45,0.0016164,3.9992,233.15,2.8333,29.126,3.7367,,0.21846,1.8048,49.385,,7.9394,1286,193.5,0.79496,90.451,257.5505
2452054,5/24/2001,Thu,1,3.5892,50.27,0.0016288,4.0053,233.91,2.86592,29.112,3.751,,0.2215,1.7996,49.362,,7.9635,1285.1,194.13,0.79635,90.697,257.4305
2452055,5/25/2001,Fri,1,3.5927,50.431,0.0016344,4.0209,233.73,2.86638,29.107,3.7509,,0.22129,1.809,49.369,,7.8877,1288.7,193.98,0.79608,90.787,257.4707
2452058,5/28/2001,Mon,1,3.6097,50.815,0.0016343,4.0163,233.15,2.86625,29.096,3.7511,,0.21982,1.8125,49.367,,7.9043,1296.4,193.5,0.79592,90.846,257.4592
2452059,5/29/2001,Tue,1,3.6163,50.753,0.0016072,4.0373,234.52,2.8397,29.101,3.7483,,0.21804,1.808,50.034,,7.9406,1289.7,194.63,0.79639,91.18,257.3333
2452060,5/30/2001,Wed,1,3.6147,50.556,0.0016264,4.0008,233.71,2.87061,29.146,3.7518,,0.22133,1.8114,50.06,,7.9691,1289.4,193.96,0.79533,91.156,257.4645
2452061,5/31/2001,Thu,1,3.6233,50.497,0.0016073,3.9816,237.04,2.87499,29.163,3.7682,,0.22119,1.8095,50.037,,8.0171,1280.6,196.73,0.7978,91.842,257.3498
2452062,6/1/2001,Fri,1,3.6295,50.578,0.0016956,3.9827,237.19,2.87722,29.091,3.742,,0.22633,1.8137,,,8.0378,1284.2,196.85,0.79828,91.19,257.5076
2452065,6/4/2001,Mon,1,3.5714,50.8,0.0017177,3.9821,237.27,2.87855,29.176,3.751,,0.23047,1.8152,50.356,,8.0277,1284,196.92,0.79893,90.282,257.5476
2452066,6/5/2001,Tue,1,3.5537,50.701,0.001723,3.9659,235.73,2.82305,28.946,3.7554,,0.23011,1.8121,50.377,,8.0457,1286.9,195.64,0.79823,90.159,257.4677
2452067,6/6/2001,Wed,1,3.5497,50.702,0.0017442,3.9967,237.16,2.88683,29.192,3.7495,,0.23077,1.8131,50.675,,8.0838,1285.5,196.83,0.80095,89.788,257.5109
2452068,6/7/2001,Thu,1,3.5288,50.781,0.0017334,3.9908,235.69,2.88457,28.936,3.7487,,0.23081,1.8095,50.481,,8.0813,1285.6,195.61,0.7992,89.729,257.4612
2452069,6/8/2001,Fri,1,3.5216,50.768,0.0017199,3.9749,235.63,2.88742,28.923,3.7543,,0.2315,1.8092,50.548,,8.0604,1285.7,195.56,0.8003,89.735,257.4385
2452072,6/11/2001,Mon,1,3.5144,51.047,0.0017407,3.9742,237.94,2.88738,28.916,3.7439,,0.23106,1.814,50.972,,8.1032,1288.1,197.48,0.80446,89.87,257.4626
2452073,6/12/2001,Tue,1,3.5238,51.052,0.0017306,3.9949,236.38,2.89773,29.269,3.7508,,0.23128,1.8161,51.154,,8.1042,1289.7,196.18,0.80232,89.935,257.122
2452074,6/13/2001,Wed,1,3.5141,51.339,0.0017658,3.9538,234.8,2.88869,28.89,3.7558,,0.22876,1.8159,50.419,,8.0879,1292,194.87,0.8,89.935,256.2477
2452075,6/14/2001,Thu,1,3.508,51.312,0.001742,3.9385,233.14,2.89611,28.916,3.7539,,0.22576,1.8138,49.826,,8.0327,1291.5,193.49,0.79739,90.237,256.391
2452076,6/15/2001,Fri,1,3.514,51.45,0.0017343,3.937,232.22,2.89447,28.866,3.7461,,0.22657,1.814,49.649,,8.0016,1291.9,192.73,0.79749,89.947,256.1222
2452079,6/18/2001,Mon,1,3.5221,51.79,0.0017414,3.9619,232.8,2.89687,28.894,3.7471,,0.22768,1.8169,49.782,,8.0456,1291.9,193.21,0.79844,89.941,257.5329
2452080,6/19/2001,Tue,1,3.5239,52.264,0.0017306,3.9763,234.25,2.89891,28.899,3.7461,,0.2261,1.8167,50.085,,8.0764,1303.5,194.42,0.79982,89.906,257.4905
2452081,6/20/2001,Wed,1,3.5183,52.121,0.0017304,3.9883,235.66,2.90027,28.906,3.7424,,0.23063,1.8204,50.336,,8.0995,1303.9,195.58,0.80192,89.941,257.4607
2452082,6/21/2001,Thu,1,3.5162,52.131,0.0017275,3.9609,234.76,2.90389,28.887,3.7576,,0.23179,1.8226,49.987,,8.0591,1302.4,194.84,0.80067,90.48,257.4702
2452083,6/22/2001,Fri,1,3.5188,52.306,0.0017484,3.9583,233.89,2.90477,28.863,3.7645,,0.23022,1.8208,49.703,,8.0342,1303.4,194.12,0.79974,90.414,257.4347
2452086,6/25/2001,Mon,1,3.5188,52.315,0.0017487,3.9395,232.81,2.907,28.877,3.7516,,0.232,1.8208,49.437,,8.0355,1302.5,193.22,0.79852,90.399,257.4728
2452087,6/26/2001,Tue,1,3.5237,52.296,0.0017606,3.9543,232.47,2.87959,29.119,3.7448,,0.23094,1.8201,49.23,,8.0217,1300,192.93,0.79789,90.472,257.3998
2452088,6/27/2001,Wed,1,3.5195,52.307,0.0017754,3.9405,232.59,2.90937,29.129,3.7502,,0.2314,1.821,49.091,,8.0387,1297.6,193.03,0.79819,90.453,257.3149
2452089,6/28/2001,Thu,1,3.5113,52.362,0.0017899,3.9738,236.63,2.91696,28.899,3.754,,0.2318,1.8227,49.684,,8.0593,1303,196.39,0.8032,90.559,257.5562
2452090,6/29/2001,Fri,1,3.5075,52.425,0.0017951,4.0035,236.57,2.91823,28.922,3.7584,,0.23216,1.822,49.744,,8.0472,1300.5,196.33,0.80322,90.609,257.6067
2452094,7/3/2001,Tue,1,3.5148,52.881,0.0018091,3.9985,236.46,2.9187,28.963,3.7562,,0.23506,1.8228,49.477,,8.0106,1292.6,196.24,0.80306,90.563,257.5253
2452095,7/4/2001,Wed,1,3.5172,53.018,0.0018075,3.9843,237.11,2.91874,28.963,3.7516,,0.2343,1.8244,49.553,,8.0889,1295.9,196.78,0.80357,90.479,257.5274
2452096,7/5/2001,Thu,1,3.5188,52.96,0.0018169,4.0174,239.48,2.92101,28.946,3.7418,,0.23614,1.8244,50.088,,8.1572,1296.1,198.75,0.80748,90.576,257.4634
2452097,7/6/2001,Fri,1,3.5213,52.899,0.00183,4.188,236.8,2.92034,28.963,3.7441,,0.23564,1.8269,50.101,,8.2018,1294.5,196.53,0.80424,90.196,257.4406
2452100,7/9/2001,Mon,1,3.5097,52.871,0.0018072,4.3447,236.54,2.92348,29.018,3.7513,,0.23653,1.828,50.167,,8.2,1295.7,196.32,0.80382,90.059,257.4781
2452101,7/10/2001,Tue,1,3.5097,52.889,0.0018154,4.3738,234.2,2.86638,29.019,3.7515,,0.23538,1.8346,49.614,,8.2444,1297.9,194.37,0.80144,90.059,257.4857
2452102,7/11/2001,Wed,1,3.5101,53,0.0017832,4.3959,232.79,2.92222,28.95,3.7493,,0.23491,1.8358,49.509,,8.2466,1306.6,193.2,0.79865,90.065,257.3236
2452103,7/12/2001,Thu,1,3.5159,53.315,0.0017994,4.3008,234.99,2.86702,28.983,3.7494,,0.23494,1.8337,49.95,,8.2684,1298.2,195.03,0.80125,90.148,257.5277
2452104,7/13/2001,Fri,1,3.5072,53.189,0.0018038,4.237,235.13,2.92836,28.954,3.7571,,0.23451,1.8371,49.875,,8.2581,1303.4,195.14,0.80235,90.123,257.354
2452107,7/16/2001,Mon,1,3.5073,53.425,0.0018172,4.2215,234.49,2.93184,29,3.7555,,0.23789,1.836,49.763,,8.2558,1310.4,194.61,0.80227,90.199,257.501
2452108,7/17/2001,Tue,1,3.5063,53.876,0.0018469,4.194,234.51,2.93544,29.002,3.7547,,0.23597,1.8337,49.787,,8.2413,1310.9,194.63,0.80154,90.076,257.4319
2452109,7/18/2001,Wed,1,3.4926,53.992,0.0019344,4.2251,230.33,2.93622,29.012,3.7489,,0.23459,1.8302,48.813,,8.2527,1307.5,191.16,0.79608,90.082,257.4302
2452110,7/19/2001,Thu,1,3.4928,53.328,0.0019686,4.214,230.71,2.94531,29.068,3.7478,,0.23753,1.8256,49.168,,8.2754,1299.9,191.47,0.79574,90.105,257.6565
2452111,7/20/2001,Fri,1,3.4934,53.196,0.0020026,4.2232,230.06,2.94558,29.04,3.7543,,0.23747,1.8234,48.979,,8.2566,1300.3,190.93,0.79374,90.128,257.495
2452114,7/23/2001,Mon,1,3.4922,53.354,0.0020267,4.1984,231.11,2.94849,29.036,3.7493,,0.23403,1.8258,49.174,,8.2116,1310.1,191.81,0.79673,90.169,257.4616
2452115,7/24/2001,Tue,1,3.4973,53.574,0.0020348,4.1833,229.13,2.95001,29.043,3.7399,,0.23533,1.8181,48.764,,8.1857,1310.1,190.16,0.79427,90.158,257.4379
2452116,7/25/2001,Wed,1,3.4935,53.571,0.0019652,4.194,227.85,2.95172,29.248,3.7525,,0.23589,1.8174,48.597,,8.2044,1305.2,189.1,0.79221,90.123,257.4819
2452117,7/26/2001,Thu,1,3.4884,53.638,0.0019789,4.1888,228.73,2.89809,29.26,3.753,,0.23541,1.8028,49.09,,8.1569,1299.6,189.83,0.79346,90.1,257.5007
2452118,7/27/2001,Fri,1,3.4869,53.359,0.0019908,4.2112,229.13,2.95311,29.256,3.7544,,0.23611,1.7959,49.245,,8.1933,1295,190.17,0.79338,89.9,257.5119
2452121,7/30/2001,Mon,1,3.4888,53.541,0.0020578,4.2233,229.09,2.96193,29.063,3.7518,,0.23699,1.8043,49.27,,8.2269,1300.1,190.13,0.79502,89.906,257.4395
2452122,7/31/2001,Tue,1,3.4867,53.526,0.0021062,4.2561,229.07,2.96342,29.113,3.7427,,0.23639,1.8029,49.332,,8.254,1298,190.11,0.7948,89.912,257.5249
2452123,8/1/2001,Wed,1,3.4928,53.737,0.0021281,4.26,228.01,2.96367,29.097,3.7468,,0.23596,1.8045,49.086,,8.2437,1291.7,189.23,0.79315,89.918,257.4678
2452124,8/2/2001,Thu,1,3.4995,53.682,0.002094,4.2764,227.48,2.97089,29.137,3.7669,,0.23585,1.7809,48.741,,8.2285,1284.3,188.79,0.79184,89.918,257.6532
2452125,8/3/2001,Fri,1,3.4969,53.571,0.0020966,4.2256,226.75,2.971,29.112,3.7628,,0.2369,1.7751,48.445,,8.2339,1282.2,188.19,0.79103,89.754,257.4273
2452129,8/7/2001,Tue,1,3.5023,53.264,0.0022729,4.2255,228.45,2.97516,29.083,3.7479,,0.23966,1.7792,48.841,,8.2785,1284.8,189.6,0.79372,89.865,257.433
2452130,8/8/2001,Wed,1,3.4937,53.373,0.0022741,4.21,228.34,2.97674,29.088,3.7467,,0.24053,1.7764,48.823,,8.2931,1280,189.51,0.79325,89.83,257.5604
2452131,8/9/2001,Thu,1,3.4927,53.084,0.00232,4.2118,225.58,2.9782,29.348,3.7487,,0.24003,1.7758,48.117,,8.3049,1283.5,187.21,0.78973,89.836,257.3933
2452132,8/10/2001,Fri,1,3.4917,53.092,0.0022128,4.1858,224.19,2.98063,29.115,3.7504,,0.23801,1.7602,47.777,,8.2232,1279.2,186.07,0.78708,89.808,257.4553
2452135,8/13/2001,Mon,1,3.4881,51.269,0.002208,4.2292,223.25,2.9799,29.097,3.7517,,0.24146,1.7576,47.662,,8.2854,1279,185.28,0.78676,89.819,257.4707
2452136,8/14/2001,Tue,1,3.4928,51.162,0.0022862,4.246,221.99,2.98017,29.097,3.7616,,0.23769,1.7567,47.549,,8.2805,1288.5,184.24,0.78424,89.802,257.4673
2452137,8/15/2001,Wed,1,3.4909,50.764,0.0023449,4.2552,219.9,2.95166,29.359,3.7534,,0.2384,1.7462,47.072,,8.2249,1279.5,182.5,0.78002,89.836,257.4317
2452138,8/16/2001,Thu,1,3.4909,51.105,0.00231,4.2607,219.4,2.98139,29.376,3.735,,0.23964,1.7468,47.353,,8.2362,1279.1,182.08,0.7793,89.801,257.7638
