,Date,BCHUSD,BTCUSD,DASHUSD,ETCUSD,ETHUSD,GASUSD_e,GNOUSD_e,LSKUSD_b,LTCUSD,NXTUSD_b,OMGUSD_e,POTUSD_b,REPUSD_e,XEMUSD_b,XMRUSD,XRPUSD_b,ZECUSD_e,ZRXUSD_e
5504,2018-02-15 19,1382.96,10083.64,693,33.21,928.84,44.58432,157.717032,31.4609568,218,0.263989695,15.3630136,0.172430244,53.6776636,0.560549548,286.31,1.115250584,480.303164,1.00407604
5505,2018-02-15 20,1354.1,10069,699.18,33.38,925.8,43.947726,155.25666,31.2139,216,0.26229745,15.442344,0.1721799,53.224242,0.55510397,289.77,1.1035624,477.62022,1.0248606
5506,2018-02-15 21,1339,9853.42,681.26,33.8,918.69,43.5734667,155.901693,30.68354988,207.53,0.26229804,15.6912252,0.168493482,52.1264706,0.54991937,285.89,1.091758936,465.408354,1.02617673
5507,2018-02-15 22,1362,10047,696.83,34,929.72,44.6823432,157.680512,30.854337,216.98,0.26071965,16.2143168,0.1718037,52.482694,0.56484234,295,1.1122029,476.4815,1.02548116
5508,2018-02-15 23,1357,10004,700,33.75,926.73,44.946405,157.173408,30.942372,223.05,0.25630248,16.7182092,0.1710684,52.8792138,0.55852332,296,1.1034412,481.806927,1.35024561
5509,2018-02-16 00,1380,10224.05,712,33.86,935.45,44.9109545,158.65232,31.2242487,222,0.254067642,17.118735,0.174831255,53.582576,0.577863306,296,1.111354235,478.482675,1.20392415
5510,2018-02-16 01,1488,10275,711.9,33.6,937.95,45.0309795,159.170115,31.25655,218,0.24773025,17.0425515,0.17518875,54.4011,0.57221475,297.13,1.1066175,487.734,1.18650675
5511,2018-02-16 02,1460,10162.46,720,33.66,942.55,45.2518255,159.85648,31.29021434,216.89,0.248065649,17.2580905,0.173269943,54.3945605,0.56137429,295.78,1.104659402,484.09368,1.1781875
5512,2018-02-16 03,1529.74,10070.34,717.41,33.25,931.21,44.5211501,158.026337,31.48995318,212.39,0.247629661,16.7990284,0.172202814,53.07897,0.552861666,289.44,1.09766706,481.714933,1.2291972
5513,2018-02-16 04,1480,9985.12,703.52,32.7,920,44.3808,156.124,31.16355952,211.1,0.233751659,16.6244,0.172642725,51.0508,0.537898414,285.03,1.085382544,469.2,1.21256
5514,2018-02-16 05,1500,10077.38,708.41,33.1,927.6,44.5248,157.32096,31.87475294,215.07,0.242965632,16.74318,0.172726293,52.205328,0.540147568,286.27,1.095411206,473.91084,1.233708
5515,2018-02-16 06,1457.3,9850.73,689.29,32.44,914.77,44.4669697,153.223975,31.16770972,209.8,0.231393648,16.2646106,0.172092253,51.2728585,0.528491665,278,1.07372957,464.428729,1.20658163
5516,2018-02-16 07,1434,9745,672,32.27,908,44.10156,152.09,30.628535,210,0.2305667,16.12608,0.1705375,50.2578,0.51404875,276.42,1.0690265,461.6272,1.164964
5517,2018-02-16 08,1482.64,9929.89,686.36,32.92,925.2,44.465112,156.17376,31.2791535,215.14,0.233253116,16.348284,0.172978684,51.598404,0.517446568,281.8,1.086329966,468.52128,1.198134
5518,2018-02-16 09,1480,9850,686.36,32.74,923.14,43.9230012,154.256694,31.2639,212,0.2422115,16.3026524,0.1710945,50.8280884,0.5071765,286.8,1.078575,468.216608,1.1770035
5519,2018-02-16 10,1457.96,9770,685,32.69,922.5,43.89255,155.81025,30.90251,211.32,0.2387788,15.950025,0.170975,51.521625,0.4996378,281.2,1.079585,462.1725,1.1439
5520,2018-02-16 11,1465.84,9799.18,683.31,32.45,922,44.44962,154.2506,30.83801946,213.79,0.241255812,16.0428,0.17148565,50.64546,0.509459368,281.52,1.08280939,468.1916,1.137748
5521,2018-02-16 12,1462,9861,686.36,33.59,923.19,44.867034,155.926791,30.933957,222.52,0.23656539,16.1096655,0.1725675,51.0431751,0.51247617,285.85,1.0935849,466.395588,1.15860345
5522,2018-02-16 13,1468.17,9840,681.62,33.52,924.02,45.045975,156.066978,31.01568,221.6,0.2399976,16.2904726,0.1721016,51.2738698,0.5014464,283.1,1.091256,465.24407,1.16703726
5523,2018-02-16 14,1496.51,10034,693.16,33.68,932,45.77984,158.1604,31.587032,229.1,0.25125136,16.8226,0.1765984,52.86304,0.51705202,286.9,1.1027366,472.8968,1.191096
5524,2018-02-16 15,1484,10040.75,693.98,34,930.29,45.6958448,156.474778,31.25685475,230,0.247504487,16.8661577,0.1767172,52.5148705,0.522219408,286.89,1.107494725,475.37819,1.1814683
5525,2018-02-16 16,1486.68,10089.3,695.6,34.3,930.28,46.3465496,157.868516,31.4079909,231,0.25324143,17.3776304,0.17757168,52.4026724,0.51859002,286.1,1.10477835,469.233232,1.20285204
5526,2018-02-16 17,1484.91,10065,695.44,34.18,935.4,45.993618,158.17614,31.52358,232.24,0.2528328,17.604228,0.1781505,52.80333,0.51583125,286.5,1.109163,473.03178,1.239405
5527,2018-02-16 18,1460.7,9950,689.58,33.99,933.32,45.8446784,155.771108,31.25295,227,0.2514365,17.5277496,0.174125,52.0419232,0.5123255,284.37,1.095495,471.233268,1.21984924
5528,2018-02-16 19,1468.1,10030,690.21,34.76,930.31,46.050345,154.710553,31.2936,228.98,0.2523548,17.861952,0.176528,52.4973933,0.5091228,286.88,1.102297,475.574472,1.24475478
5529,2018-02-16 20,1484.91,9995,686,34.58,933.59,46.212705,155.256017,31.32433,226.27,0.24897545,17.8502408,0.1769115,52.561117,0.5095451,284,1.101449,467.915308,1.27435035
5530,2018-02-16 21,1496.2,10086.96,691.98,34.4,936,46.31328,157.9968,31.46122824,227.5,0.250358347,18.08352,0.17904354,52.81848,0.516351482,289.33,1.110574296,473.7096,1.313208
5531,2018-02-16 22,1491,10199,695,34.69,940.93,45.9456119,159.675821,32.02486,230.61,0.25415908,17.8870793,0.18093026,53.0966799,0.51790522,290.12,1.1157706,480.532951,1.28342852
5532,2018-02-16 23,1530,10161,695,34.49,939,46.53684,159.3483,31.70232,228.73,0.24965577,18.05697,0.18035775,52.66851,0.51485787,293.42,1.1116134,476.9181,1.285491
5533,2018-02-17 00,1525.16,10171.4,695,34.5,941.77,45.864199,159.818369,31.7245966,228.41,0.251945578,18.1196548,0.180135494,53.4266121,0.576616666,296,1.11071688,474.65208,1.26008826
5534,2018-02-17 01,1530,10340.56,714.79,34.62,948,47.07768,161.634,32.99672696,232.09,0.25944465,18.31536,0.18354494,53.72316,0.595202634,299.36,1.126086984,481.9632,1.248516
5535,2018-02-17 02,1538.22,10378.91,711.91,34.51,951.6,47.599032,161.20104,33.77297314,229.62,0.259265172,18.36588,0.181423347,54.2412,0.593569863,308,1.12092228,483.60312,1.2532572
5536,2018-02-17 03,1543.25,10469,716,34.33,958.7,48.884113,161.92443,33.81487,232.5,0.26413287,18.2153,0.18268405,54.329529,0.5946392,311,1.1275113,488.937,1.2674014
5537,2018-02-17 04,1536,10555.46,721,34.51,965,48.636,164.9185,34.0941358,230,0.277397489,18.09375,0.184192777,55.22695,0.59247797,319.23,1.12943422,493.694,1.26415
5538,2018-02-17 05,1519.93,10527.98,720.7,34.82,961.78,49.243136,164.368202,34.0053754,231,0.274674998,18.1968776,0.182765733,54.8022244,0.592198875,314.22,1.12649386,487.333926,1.26185536
5539,2018-02-17 06,1547,10778,731,34.58,966,49.49784,165.186,34.500378,229.96,0.2775335,17.9676,0.18581272,55.03302,0.59699342,318,1.1338456,488.6994,1.28478
5540,2018-02-17 07,1539.9,10721.6,726.2,34.5,962.6,49.323624,164.79712,34.30912,229.43,0.270398752,18.00062,0.18655584,55.10885,0.58807976,316.34,1.12684016,491.59982,1.2735198
5541,2018-02-17 08,1542.15,10780,726,34.2,962.84,48.6041632,166.186184,34.70082,228.1,0.2695,18.05325,0.1872486,54.4100884,0.5847072,323,1.129744,487.19704,1.25746904
5542,2018-02-17 09,1515.01,10664,731.18,33.9,958,47.40184,164.9676,34.295424,225.7,0.26969256,17.87628,0.18789968,53.81086,0.56956424,322,1.11972,488.2926,1.242526
5543,2018-02-17 10,1525.15,10617.99,728,34.15,952.92,47.1504816,163.806948,34.52970348,224,0.267360988,17.962542,0.186770444,53.1919944,0.575707418,323.57,1.107456357,484.273944,1.25023104
5544,2018-02-17 11,1523,10675.47,727.61,34.73,960,48.4128,165.024,34.81270767,225.51,0.26688675,17.8368,0.187674763,53.52,0.57829021,320.27,1.108113786,487.776,1.24224
5545,2018-02-17 12,1521,10808,724.8,34.45,972.03,48.6112203,167.772378,35.007112,226.31,0.2642556,18.0894783,0.18914,53.2769643,0.59843896,316.14,1.1910416,491.458368,1.24711449
5546,2018-02-17 13,1529,10670,718.1,34.4,963.31,47.6453126,166.267306,34.8909,224.63,0.2621619,17.7730695,0.184591,53.2806761,0.5838624,315.03,1.166231,489.554142,1.22918356
5547,2018-02-17 14,1510,10635.53,727.1,34.12,963.53,47.0491699,162.83657,34.93771605,225.3,0.257592537,17.6807755,0.189206079,53.186856,0.581019004,314,1.152891452,489.376887,1.2236831
5548,2018-02-17 15,1504.22,10732.56,727.25,34.6,960,47.3472,163.488,35.2027968,225.63,0.25929865,17.8464,0.189751661,52.9728,0.580416845,319.58,1.156969968,481.44,1.24896
5549,2018-02-17 16,1523,10809.79,735.52,34.33,968.6,47.984444,164.1777,35.672307,227.3,0.262137408,18.132192,0.189819912,53.243942,0.586106814,318.1,1.171781236,487.30266,1.2678974
5550,2018-02-17 17,1525,10779,735.5,34.38,965.1,47.811054,164.93559,33.598143,228.16,0.26052843,18.095625,0.18927924,53.900835,0.58357506,319.9,1.1608983,484.57671,1.2691065
5551,2018-02-17 18,1518,10763.92,730,34.37,962.9,47.47097,164.94477,33.4219716,226.8,0.259841029,17.832908,0.189337353,53.777965,0.581574598,316.49,1.158197792,485.87934,1.2681393
5552,2018-02-17 19,1515.9,10706,728,34.59,957,47.17053,165.1782,33.263542,225.9,0.25822872,17.7045,0.18532086,53.23791,0.58015814,316.58,1.156248,479.9355,1.252713
5553,2018-02-17 20,1519.9,10753,728,34.74,958,47.9958,165.3508,32.635355,227.35,0.25828706,17.79964,0.18570431,53.15942,0.58324272,318.7,1.1645499,480.437,1.262644
5554,2018-02-17 21,1523.91,10814,725.09,34.63,964.1,48.166436,164.66828,32.301418,227.78,0.26094182,17.990106,0.18827174,53.497909,0.58438856,317,1.1711562,483.49615,1.2716479
5555,2018-02-17 22,1530.51,10918,734.72,34.57,970,48.015,168.198,31.356496,229.9,0.2647615,18.2069,0.18571518,53.8544,0.59000872,319.42,1.1758686,487.91,1.27846
5556,2018-02-17 23,1538.76,11049,738.04,34.55,971,48.02566,168.4685,32.881824,228.59,0.265176,18.17712,0.18772251,54.0847,0.59090052,320,1.1745087,492.5883,1.277836
5557,2018-02-18 00,1627.99,11065,732,34.55,969.7,48.087423,170.95811,31.71229,228.68,0.26943275,18.084905,0.18777305,57.454725,0.5822403,320,1.166251,488.63183,1.2751555
5558,2018-02-18 01,1597.29,11170,736.04,34.33,971,48.6471,171.1873,31.19781,230.2,0.2704257,18.01205,0.1841933,56.59959,0.573021,317.79,1.163914,484.8203,1.276865
5559,2018-02-18 02,1595,11089.75,730.65,34.1,966.57,48.425157,169.633035,30.72969725,228.59,0.26837195,17.8912107,0.183091773,56.5636764,0.568460585,314.56,1.152225025,480.771918,1.26234042
5560,2018-02-18 03,1548.75,10792.45,718,33.72,949,47.5449,163.7974,29.2691244,225.45,0.26020597,17.22435,0.176132784,54.1879,0.556350798,308.3,1.125652535,472.0326,1.227057
5561,2018-02-18 04,1570,10887.24,718.8,33.65,953.5,47.589185,164.9555,30.83266368,226,0.263253463,17.41091,0.17920397,54.21601,0.557862178,311.33,1.130095512,471.6011,1.250992
5562,2018-02-18 05,1460.51,10415,683.7,32.3,920.5,44.64425,160.3511,29.443205,214.93,0.24985585,16.596615,0.1720558,52.11871,0.5344978,295.56,1.0842015,455.2793,1.194809
5563,2018-02-18 06,1459.99,10408.16,697.2,32.29,920,44.62,157.78,29.36141936,215.8,0.249379514,16.7256,0.17111015,53.82,0.532689629,295.56,1.08765272,460.92,1.1868
5564,2018-02-18 07,1507,10573,695.97,33,934,45.299,161.3018,30.217634,219.98,0.25195459,16.83068,0.17360866,54.66702,0.53763705,298.23,1.1038212,464.9452,1.188048
5565,2018-02-18 08,1448.3,10304,675.99,32.32,916,44.197,155.9948,29.696128,215.54,0.24461696,16.38724,0.1695008,53.10968,0.52766784,291.81,1.0736768,449.8476,1.145
5566,2018-02-18 09,1390,10080,663.73,30.66,900,43.371,153.18,27.6696,211.36,0.2356704,15.975,0.1660176,51.669,0.508032,286.2,1.041264,439.56,1.1259
5567,2018-02-18 10,1480,10480.52,697.2,32.25,921,45.129,158.1357,29.90092356,219.5,0.247549882,16.72536,0.170727671,54.03507,0.527903792,306.65,1.087877976,464.6445,1.16046
5568,2018-02-18 11,1511.25,10570,708.8,32.6,932.29,45.68221,155.599201,30.58958,218.7,0.2477608,16.8837719,0.1721853,53.8583933,0.5317767,305.14,1.086596,465.305939,1.18027914
5569,2018-02-18 12,1493,10510.5,695.61,32.19,927.71,45.8381511,157.896242,29.9023725,217.73,0.245840595,16.7729968,0.17342325,53.5938067,0.525525,301.36,1.08153045,460.329702,1.16242063
5570,2018-02-18 13,1509.1,10700,711.91,32.59,940.7,45.924974,160.20121,30.5378,221.19,0.249952,17.12074,0.176122,54.5606,0.533181,304.21,1.09782,464.7058,1.2172658
5571,2018-02-18 14,1508,10742.73,709.49,32.9,942,46.57248,161.553,30.82089237,228,0.251272455,17.0031,0.17704019,54.14616,0.531872562,303,1.109724009,460.638,1.218948
5572,2018-02-18 15,1499,10630,700.07,32.57,933,45.96891,160.0095,30.48684,224.35,0.2513995,16.84065,0.1757139,54.2073,0.5279921,303.2,1.09489,455.7705,1.200771
5573,2018-02-18 16,1474,10571,684.2,32.06,923.89,46.102111,158.631913,29.545945,224,0.24598717,16.5838255,0.17537289,53.1883473,0.52041033,302,1.0877559,451.320265,1.18165531
5574,2018-02-18 17,1493.62,10737.96,697.57,32.42,936.64,48.2650592,160.16544,30.066288,226.92,0.250409227,16.7096576,0.176532062,53.9223648,0.523153411,307.23,1.098493308,458.578944,1.1988992
5575,2018-02-18 18,1500,10750,695.46,32.72,940.07,48.1691868,159.717893,29.971,228,0.2480025,16.9964656,0.17673,54.0258229,0.5221275,306.93,1.1008,464.112559,1.20893002
5576,2018-02-18 19,1509,10846.2,706,34.2,944,47.93632,159.7248,30.3042828,220,0.25000491,17.10528,0.18167385,54.60096,0.523979922,305.97,1.10956626,468.0352,1.20832
5577,2018-02-18 20,1500.96,10760,696.84,33.66,935.9,47.534361,160.69403,29.97736,218.66,0.2513536,16.780687,0.1800148,54.18861,0.5217524,303.36,1.1029,459.5269,1.197952
5578,2018-02-18 21,1485,10756.49,692.54,33.92,929.97,47.0471823,157.536918,29.5803475,218,0.25331534,16.6836618,0.17715939,53.9103609,0.523948628,301.4,1.102540225,462.19509,1.1810619
5579,2018-02-18 22,1475.3,10554.05,690,34.35,917.5,46.599825,155.4245,28.8969889,215,0.247598013,16.817775,0.17298088,52.9948,0.516198586,297.62,1.083900935,455.814,1.1588025
5580,2018-02-18 23,1445.9,10379,688.77,34.09,910.85,45.4240895,154.389075,29.0612,212.89,0.24068901,16.4226255,0.17260277,52.2918985,0.50919374,293.54,1.069037,447.864945,1.1531361
5581,2018-02-19 00,1465,10411,682.69,33.54,920.24,45.2942128,154.876392,29.25491,217.11,0.24205575,16.2790456,0.17271849,52.4628824,0.51045133,290.91,1.0817029,450.549504,1.16502384
5582,2018-02-19 01,1490,10632.95,706.53,34.18,928.63,45.8650357,156.288429,30.3039075,219,0.247747735,16.4553236,0.176294311,53.1547812,0.521652527,300.95,1.100510325,471.186862,1.17843147
5583,2018-02-19 02,1486.37,10580,694.23,33.65,925,45.68575,155.6775,29.84618,216.37,0.2490532,16.38175,0.1754164,52.947,0.5186316,297.18,1.091856,466.6625,1.1766
5584,2018-02-19 03,1474,10516.77,689.87,33.5,922.48,45.5612872,155.253384,30.14106282,215.46,0.246092418,16.5861904,0.172685363,52.9319024,0.511851196,297.82,1.084278987,461.977984,1.18723176
5585,2018-02-19 04,1495.3,10535.3,701.8,34,927.84,45.8260176,158.66064,30.1204227,217.81,0.245788549,16.7103984,0.173094979,52.5250224,0.513806581,302.54,1.08618943,456.682848,1.19598576
5586,2018-02-19 05,1467.94,10479.09,690.78,33.88,924.23,45.7401427,155.825178,29.70822015,215.89,0.246572988,16.6268977,0.172904985,52.6256562,0.508235865,300.92,1.084585815,451.763624,1.17099941
5587,2018-02-19 06,1470,10487.89,686.39,34.61,925.44,45.901824,155.288832,29.52341035,216.01,0.245731263,16.6949376,0.172735548,52.6945536,0.512857821,301.57,1.085496615,461.054208,1.17623424
5588,2018-02-19 07,1508.24,10820,708,36.34,944,46.67136,157.7424,30.09042,221.39,0.2540536,17.21856,0.179071,53.75136,0.523688,308.78,1.107968,468.1296,1.21776
5589,2018-02-19 08,1508,10803.35,705.59,36.79,940,46.7368,160.27,29.7092125,225.9,0.260468769,17.5592,0.183332849,53.1382,0.518128666,305.97,1.107343375,467.368,1.20226
5590,2018-02-19 09,1520.4,10938.49,705.45,37.96,947,47.37841,159.3801,30.1902324,224.46,0.262851915,17.96459,0.183547862,53.63808,0.528329067,309.1,1.124476772,477.4774,1.216895
5591,2018-02-19 10,1514.58,10919,711.2,37.5,946.48,47.08738,159.292584,30.060007,222.5,0.26369385,18.0115144,0.18256568,53.8925712,0.52291091,308.14,1.1181056,482.7048,1.2162268
5592,2018-02-19 11,1523.86,10948.33,712.87,36.84,947.93,47.3206656,159.536619,29.73566428,222.94,0.262212503,17.8590012,0.182946594,53.6433587,0.519279292,310.46,1.121108992,482.591163,1.20481903
5593,2018-02-19 12,1513.25,10892.99,706.66,37.5,943,46.73508,158.7069,29.411073,221.56,0.260342461,17.67182,0.179516475,53.35494,0.517199165,310.44,1.114352877,481.0243,1.198553
5594,2018-02-19 13,1515,10940.4,711.78,38.63,943,46.73508,158.7069,29.320272,223.75,0.26038152,17.917,0.180297792,53.73214,0.520106616,311,1.11482676,480.7414,1.217413
5595,2018-02-19 14,1524.03,10932.83,715.8,39.21,944,46.78464,160.6688,29.68263345,223.36,0.262934562,17.81328,0.180829008,53.46816,0.520840021,311.5,1.107495679,474.36,1.185664
5596,2018-02-19 15,1547,11172.6,725.19,38.51,953.12,47.2461584,162.50696,29.8978776,225.5,0.268589304,18.3094352,0.183900996,54.32784,0.526006008,316.48,1.12396356,476.655312,1.19711872
5597,2018-02-19 16,1520.36,11071,720,38.3,945.45,46.8659565,161.199225,29.614925,223.34,0.26825033,17.623188,0.18809629,53.89065,0.51679428,312.07,1.1115284,470.928645,1.17708525
5598,2018-02-19 17,1500,10960.02,728,38,939.78,46.51911,158.634864,29.00021292,222.34,0.265451684,17.3295432,0.186868341,52.9378074,0.518080145,311.37,1.10696202,465.567012,1.15968852
5599,2018-02-19 18,1527.92,11092.2,728,39.07,944.45,46.750275,159.98983,29.3832378,225.58,0.26732202,17.831216,0.189898464,53.8053165,0.516674676,313.38,1.11254766,471.752775,1.17395135
5600,2018-02-19 19,1515.3,11127.2,724.16,38.7,942.99,47.0080515,159.742506,29.5315888,225.3,0.2698346,17.7565017,0.190163848,54.0144672,0.514633,315,1.11105092,466.874349,1.17968049
5601,2018-02-19 20,1528.02,11204.18,726,39,940,47.2914,161.304,29.44458504,225,0.269460529,17.6062,0.191031269,53.956,0.516512698,314.5,1.11358345,465.77,1.17594
5602,2018-02-19 21,1507.64,11086,725.65,38.99,935,46.8435,158.389,28.98989,222.53,0.26595314,17.41905,0.1879077,53.95885,0.51017772,310.84,1.1097086,477.8785,1.167815
5603,2018-02-19 22,1512.35,11090.27,726.48,38.45,936,47.1276,160.6176,29.23395172,222.03,0.265833772,17.5032,0.185096606,53.31456,0.515586652,315.08,1.105699919,474.4584,1.186848
5604,2018-02-19 23,1512.52,11156,721.5,38.39,941.64,47.8164792,158.289684,29.976172,222.99,0.26618216,17.5710024,0.18563584,53.2309092,0.5221008,314.15,1.10589428,470.443344,1.18929132
5605,2018-02-20 00,1531.69,11430,730.99,41.74,949.2,48.78888,158.61132,29.21508,223.98,0.2682621,18.31956,0.1893951,53.753196,0.515493,316,1.1125962,477.25776,1.1855508
5606,2018-02-20 01,1530.7,11500,731.39,42,950.67,49.1116122,161.043498,29.5205,224,0.266685,17.8535826,0.19113,53.8934823,0.51267,315.62,1.11412,476.475804,1.19594286
5607,2018-02-20 02,1529.86,11380,725.84,42.07,944.2,48.777372,159.94748,28.5638,222.4,0.2656092,18.156966,0.1878838,53.224554,0.5061824,314.1,1.1071602,471.43906,1.1726964
5608,2018-02-20 03,1523.74,11424.33,728.04,42.01,944.89,48.4539592,158.458053,28.40088438,222.88,0.269271458,18.0096034,0.188158715,53.7925877,0.506783279,311.06,1.104732711,470.082775,1.18583695
5609,2018-02-20 04,1520.01,11455.51,728.04,41.41,948.15,49.5408375,159.004755,28.638775,242.27,0.266569718,18.0432945,0.188557695,53.0964,0.506333542,317.01,1.104196609,470.377215,1.21268385
5610,2018-02-20 05,1513,11444,724.93,41.8,946,48.50142,157.6982,29.29664,240.5,0.26515748,18.0213,0.18642276,52.98546,0.50536704,317.42,1.11029688,469.5944,1.190068
5611,2018-02-20 06,1550,11556,728.04,40.93,955.49,48.7395449,158.515791,28.265976,245.25,0.26625024,18.2116394,0.19055844,53.0774695,0.50892624,315.11,1.11180276,471.534315,1.18385211
5612,2018-02-20 07,1530,11532,727.62,40.69,949.35,48.41685,156.357945,28.31106,242,0.265236,18.1610655,0.19016268,52.7363925,0.50083476,316.58,1.112838,471.352275,1.18953555
5613,2018-02-20 08,1512.28,11350.88,721.12,40.2,936.9,47.791269,154.40112,27.03779616,237.94,0.260275678,17.623089,0.183770747,52.541352,0.497168544,310.44,1.10103536,465.54561,1.161756
5614,2018-02-20 09,1490.1,11351.91,724.24,40.35,933,46.92057,153.012,28.02786579,238.1,0.259164105,17.54973,0.18673892,51.14706,0.497667734,310.18,1.094324124,463.701,1.150389
5615,2018-02-20 10,1500,11389,720,40.45,936.62,47.4023382,156.41554,27.572769,244,0.25602472,17.6178222,0.18370457,52.0105086,0.49861042,309.24,1.093344,466.155774,1.16234542
5616,2018-02-20 11,1500,11400.44,720,40.7,935,47.32035,156.145,27.95387888,242.98,0.256053882,18.01745,0.184117106,52.9023,0.494665092,310,1.093302196,461.89,1.15005
5617,2018-02-20 12,1509.92,11433.3,725,40.61,936.34,47.3975308,157.77329,28.2974175,240.43,0.257706582,17.8747306,0.183390132,51.9387798,0.490259904,311.32,1.093823811,463.4883,1.1563799
5618,2018-02-20 13,1515.4,11530.51,730,40.85,947.05,47.939671,158.441465,28.7109699,242.69,0.255977322,18.353829,0.184142245,52.5518045,0.494774184,314.1,1.095513755,467.8427,1.16581855
5619,2018-02-20 14,1500,11520,726,40.17,939.52,47.5585024,158.027264,28.30464,241,0.2555136,18.696448,0.1847808,51.720576,0.4922496,314,1.0927872,459.519232,1.15467008
5620,2018-02-20 15,1492.01,11510,722.7,40.17,937,47.44031,156.8538,28.45272,240.32,0.2511482,19.19913,0.1849657,51.3476,0.4942394,309.13,1.0917235,456.9749,1.138455
5621,2018-02-20 16,1501.7,11583,732.2,39.83,934,47.29776,156.6318,27.857115,244.59,0.25274106,18.97888,0.18903456,51.61284,0.49077171,312.47,1.08335799,458.0336,1.12547
5622,2018-02-20 17,1495,11692.92,726.32,39.22,930,47.0766,153.915,27.40820448,240.7,0.250111559,19.5765,0.190711525,51.5685,0.487010118,314.41,1.079022658,453.468,1.09089
5623,2018-02-20 18,1496,11677,733.09,39.12,926.92,45.2244268,152.01488,30.406908,243,0.25093873,19.094552,0.18835001,50.9898692,0.48868245,314.56,1.074284,454.1908,1.11045016
5624,2018-02-20 19,1483.27,11650,727.88,39.88,921,45.46977,150.2151,29.7774,241.76,0.2496595,19.01865,0.1911765,51.01419,0.4821935,313.5,1.079722,456.5397,1.104279
5625,2018-02-20 20,1492.58,11723.96,719.49,38.94,920.98,45.5608806,146.988408,28.23129568,242.05,0.251478942,19.6352936,0.189928152,51.0407116,0.484434027,313.5,1.070514788,457.174472,1.09504522
5626,2018-02-20 21,1476.61,11699,716.5,39.18,912.61,46.5066056,145.470034,26.685419,244.1,0.2491887,19.6941238,0.187184,50.3851981,0.47884007,311.98,1.05957843,453.658431,1.05315194
5627,2018-02-20 22,1425,11362.98,688.59,37.23,892.23,44.7810237,143.202915,25.25990454,234.15,0.241690585,18.6565293,0.18180768,51.124779,0.460996099,301.99,1.017668489,438.97716,1.0349868
5628,2018-02-20 23,1380.5,11217.17,674.77,36.5,882.4,43.828808,140.91928,25.38445571,228.8,0.235897085,18.018608,0.177119114,49.917368,0.459791798,299.68,1.030745751,434.31728,1.0262312
5629,2018-02-21 00,1363.82,11086.59,694.99,36.31,888,43.93824,139.6824,24.87830796,224.3,0.226831631,18.50592,0.171953011,48.62688,0.443907064,291.24,1.00211687,428.8152,0.99012
5630,2018-02-21 01,1384.07,11082.44,698.64,37.43,895,43.39855,138.725,24.80250072,223.72,0.236831743,18.21325,0.176654094,48.89385,0.449060469,294,1.024793227,428.9735,1.01493
5631,2018-02-21 02,1372.51,11040.71,673.5,37.11,892.74,43.1371968,138.3747,24.79743466,226.07,0.232738167,17.899437,0.172124669,48.475782,0.451123411,291.72,1.013426771,427.979556,1.00701072
5632,2018-02-21 03,1361.47,10900,682,36.59,882.5,43.021875,137.8465,24.8738,219,0.223886,17.63235,0.171021,47.910925,0.455184,284.69,1.004871,420.776,0.993695
5633,2018-02-21 04,1353.77,10770,666.19,35.81,873.49,42.7748053,135.39095,23.89863,218.06,0.2184156,17.382451,0.1683351,47.8061077,0.4505091,282,0.9911631,414.558354,0.97743531
5634,2018-02-21 05,1354.12,10840,670,36.49,872.99,41.9471695,137.670523,24.4442,220.27,0.2231956,17.3637711,0.1721392,47.5692251,0.4500768,289.42,0.9984724,416.328931,0.9864787
5635,2018-02-21 06,1375.77,11072.27,670.02,37.95,889.04,42.718372,137.8012,24.85724615,224.13,0.230524661,17.9763888,0.172616689,47.830352,0.455070297,297,1.020198958,420.427016,1.01883984
5636,2018-02-21 07,1365.21,11101.92,683.17,37.4,888,43.48536,139.0608,25.07923728,224,0.229809744,18.648,0.173189952,47.79216,0.463727198,301.04,1.017490968,427.128,1.036296
5637,2018-02-21 08,1365.99,11000.39,684.9,36.69,881.61,43.1724417,137.795643,24.25585995,221.27,0.229138124,18.337488,0.174136174,47.6862849,0.484457176,314,1.003235568,437.014077,1.02354921
5638,2018-02-21 09,1375.77,11175,698.99,37.39,895,44.72315,139.978,24.92025,223.29,0.2326635,18.98295,0.176565,48.7238,0.4847715,317,1.02150675,439.8925,1.044465
5639,2018-02-21 10,1369.51,10945.89,704.67,36.47,882.93,44.1200121,138.090252,24.5187936,219.54,0.230958279,18.718116,0.172507226,47.6340735,0.474504332,321.63,1.0109624,429.722031,1.03037931
5640,2018-02-21 11,1370,10928,697.38,36.23,886.75,44.08921,137.9783,24.47872,219.99,0.23287568,19.11833,0.1732088,47.9820425,0.48126912,318.63,1.01084,431.13785,1.02419625
5641,2018-02-21 12,1376.25,11005,709.4,36.37,888.7,44.186164,138.99268,25.300495,220.61,0.23517685,18.582717,0.1736589,48.087557,0.479818,318,1.02137405,432.53029,1.0264485
5642,2018-02-21 13,1341,10728.7,695.21,35,867.99,43.6685769,134.53845,24.4507073,216.13,0.22744844,17.706996,0.169406173,47.7220902,0.457793629,306.32,0.997876387,447.01485,1.01120835
5643,2018-02-21 14,1323.3,10622.29,672.58,35.19,860.5,42.83569,134.84035,23.87890792,210.74,0.225192548,17.889795,0.168044628,46.77678,0.452084662,305.8,0.982455602,437.22005,0.977528
