,Date,BCHUSD,BTCUSD,DASHUSD,ETCUSD,ETHUSD,GASUSD_e,GNOUSD_e,LSKUSD_b,LTCUSD,NXTUSD_b,OMGUSD_e,POTUSD_b,REPUSD_e,XEMUSD_b,XMRUSD,XRPUSD_b,ZECUSD_e,ZRXUSD_e
2156,2017-09-29 07,438.3,4096.5,326.04,12.69,289.7,21.883938,127.06242,5.677749,52.4,0.06841155,9.855594,0.07521174,20.484687,0.22809312,93.28,0.194624715,287.84592,0.205687
2157,2017-09-29 08,441.84,4118.21,327.5,12.74,289.95,22.007205,126.9981,5.65018412,52.57,0.069762477,9.8959935,0.076392796,20.7227265,0.228231198,93.86,0.195203154,286.87653,0.205081635
2158,2017-09-29 09,438.76,4104.83,326,12.58,288,21.7872,128.4768,5.68108472,52.1,0.068714854,9.7056,0.076349838,20.88288,0.22576565,93.58,0.194568942,286.0704,0.2065824
2159,2017-09-29 10,443.56,4169.99,327.68,12.69,290.34,22.399731,130.623966,5.75041621,52.86,0.069889032,9.8367192,0.077561814,20.6489808,0.22939115,94.07,0.196906928,286.159104,0.20556072
2160,2017-09-29 11,447.07,4205.9,331.09,13.01,297,22.275,132.3432,5.7999361,53.76,0.070785297,10.29105,0.078902684,21.09294,0.230945969,93.96,0.197214651,302.94,0.2151468
2161,2017-09-29 12,451,4230.15,333.01,13.06,300.4,22.899492,132.98708,5.8460673,54.49,0.07191255,10.25866,0.079569121,21.100096,0.233208169,95.51,0.200339904,300.4,0.21610776
2162,2017-09-29 13,443.5,4193,331.2,12.75,293,22.77489,128.4805,5.811498,53.53,0.0696038,9.89168,0.07916384,20.86746,0.23162132,94.42,0.19782574,292.414,0.2132161
2163,2017-09-29 14,442.4,4181,326.5,12.9,293.98,22.4541924,128.32227,5.757237,53.61,0.06986451,10.0629354,0.07914633,20.9372556,0.22631753,94.55,0.19759406,288.98234,0.208520014
2164,2017-09-29 15,445.3,4200,330.73,12.85,294.29,22.4984705,132.459929,5.8632,53.76,0.070098,10.0823754,0.078792,21.041735,0.227514,96.1,0.199332,294.29,0.214478552
2165,2017-09-29 16,448.66,4223.8,328.99,13,295.86,22.48536,131.480184,5.7950536,54.07,0.07117103,10.044447,0.078393728,20.798958,0.230028148,96.58,0.2006305,291.71796,0.21435057
2166,2017-09-29 17,442.73,4186.87,327.29,12.89,293.55,22.3890585,132.03879,5.75275938,53.58,0.07054876,9.951345,0.078294469,20.806824,0.232329416,96.22,0.198164557,290.32095,0.20918373
2167,2017-09-29 18,443,4166.1,330,12.81,291.67,22.4469232,129.880651,5.7200553,53.57,0.068907294,9.7767784,0.07790607,20.6735696,0.231093567,96.59,0.198348021,288.7533,0.208689885
2168,2017-09-29 19,440.38,4178,327.33,12.84,293,22.1801,133.4029,5.72386,53.49,0.06939658,9.87703,0.07846284,20.78542,0.23488716,96.67,0.19832966,293,0.2097001
2169,2017-09-29 20,444.06,4186.2,330.64,12.88,293.1,22.222842,130.63467,5.735094,53.31,0.070160712,9.842298,0.078616836,20.730963,0.238111056,96.32,0.198090984,292.30863,0.21006477
2170,2017-09-29 21,443.18,4191.85,329.95,12.8,294,23.07018,131.4768,5.73025895,53.5,0.070758428,9.99306,0.078848699,20.83872,0.238013243,96.31,0.198609853,288.12,0.2157372
2171,2017-09-29 22,440.5,4161.85,326.05,12.78,292.5,21.876075,129.5775,5.6934108,53.02,0.069669369,9.760725,0.078284399,20.384325,0.23639308,95,0.197063598,288.171,0.21209175
2172,2017-09-29 23,440,4168.07,328.2,12.71,293.1,21.994224,131.98293,5.69358362,53.1,0.069148281,9.736782,0.078901565,20.593206,0.236454611,95,0.196857946,288.43971,0.2095665
2173,2017-09-30 00,440.6,4190,330.52,12.86,294.89,22.9542376,133.496703,5.66488,53.42,0.069973,9.7372678,0.0785625,20.6069132,0.23464,94.7,0.1990669,289.493513,0.211347663
2174,2017-09-30 01,448.1,4241.49,332.7,13.12,298.89,23.8304997,135.307503,5.73025299,54.15,0.07019666,10.0994931,0.080333821,20.9402334,0.238626227,96.27,0.199859009,291.806307,0.216456138
2175,2017-09-30 02,446.8,4232.46,331.76,13.2,298.97,23.3764643,135.582895,5.73921576,54.21,0.070555108,10.0513714,0.079570248,20.9249103,0.23388574,95.91,0.199983735,291.944205,0.2152584
2176,2017-09-30 03,444.35,4208.8,331.21,13.09,298,23.23506,134.0404,5.6860888,53.92,0.071044544,9.96512,0.079377968,20.77954,0.232199496,95.27,0.201222728,292.487,0.2145004
2177,2017-09-30 04,443.61,4225,331.2,13.12,297.22,23.7746278,135.294544,5.699525,54.2,0.07068425,9.9895642,0.07913425,20.65679,0.235417,95.25,0.2017015,290.08672,0.21266091
2178,2017-09-30 05,446.79,4258,332.5,13.27,299.24,23.9362076,132.772788,5.782364,54.7,0.07119376,10.009578,0.0798375,20.8031648,0.23316808,95.85,0.20340466,292.05824,0.217218316
2179,2017-09-30 06,449.71,4293.68,332.11,13.45,301.4,24.108986,133.15852,5.83081744,55.3,0.072348508,10.14211,0.0805065,20.775502,0.23602359,96.42,0.204293294,290.2482,0.21721898
2180,2017-09-30 07,449.22,4320,332.5,13.42,302.5,24.2242,133.6445,6.14304,55.36,0.073008,10.1882,0.0815184,20.851325,0.2369952,96.01,0.203472,290.4,0.22043175
2181,2017-09-30 08,444.5,4299.9,331,13.26,301.3,25.065147,133.11434,6.2219553,55,0.072453315,10.265291,0.081182112,20.973493,0.2364945,95.79,0.202783284,289.248,0.21747834
2182,2017-09-30 09,444.54,4293.89,331.43,13.33,300.29,26.42552,133.689108,6.16173215,54.81,0.072523802,10.1287817,0.080123987,20.9091927,0.23891204,96.09,0.202800425,285.305529,0.219932396
2183,2017-09-30 10,450,4326.5,332.5,13.42,306,26.98614,136.2312,6.1479565,55.46,0.07329091,10.26018,0.08168432,21.23028,0.23942851,97,0.20438386,287.3034,0.222615
2184,2017-09-30 11,446,4303.18,332.5,13.33,302.23,25.9494678,134.552796,6.1105156,54.88,0.07194917,10.124705,0.081244038,21.1561,0.238094949,96,0.202765842,284.035754,0.220265224
2185,2017-09-30 12,444,4320,332,13.39,303.2,26.2268,134.98464,6.22512,55,0.0721872,9.94496,0.0813456,21.224,0.2374704,96.02,0.2028672,287.1304,0.22273072
2186,2017-09-30 13,445.78,4320.06,331.69,13.33,302.42,25.4516672,133.51843,6.10856484,55.03,0.072490607,10.0645376,0.080785122,21.3478278,0.235097665,95.66,0.202265209,288.266744,0.22031297
2187,2017-09-30 14,446.66,4334.9,332.47,13.39,303,26.9064,139.4406,6.025511,55.2,0.073779998,10.05657,0.082276402,21.17364,0.235124976,96.15,0.203436857,287.0319,0.221796
2188,2017-09-30 15,448,4350.44,333.3,13.4,304.57,26.4001276,141.229109,6.00795764,55.52,0.074044489,10.1787294,0.082571351,21.4843678,0.238099581,95.27,0.204035636,284.011525,0.21868126
2189,2017-09-30 16,444,4323,330.97,13.34,302.16,26.1730992,136.455456,5.952771,55.35,0.07474467,10.12236,0.08109948,21.408036,0.23590611,96.23,0.20218671,280.978584,0.214563816
2190,2017-09-30 17,445.61,4334,331,13.31,304.07,26.9892532,140.997259,6.050264,55.5,0.07506488,10.1376938,0.08260604,21.4308536,0.23724316,95.5,0.20352464,280.35254,0.217379643
2191,2017-09-30 18,445.77,4354.32,331.5,13.36,304.97,26.9380001,140.011727,6.01331592,55.67,0.074763674,10.2835884,0.083254598,21.378397,0.23513328,95.4,0.204043435,280.175939,0.216711682
2192,2017-09-30 19,445.77,4351,333,13.31,304.98,27.1096722,138.582912,6.000029,55.79,0.07505475,10.1466846,0.08340867,21.6657792,0.23717301,95.79,0.20414892,279.941142,0.221323986
2193,2017-09-30 20,444,4365,333.34,13.38,304.58,28.3320316,145.802446,6.07608,55.7,0.0751653,10.1151018,0.081189,21.4972564,0.23688855,95.08,0.20432565,278.38612,0.218505692
2194,2017-09-30 21,440.03,4342.86,330.98,13.25,302.24,28.1022752,142.113248,5.90194674,55.48,0.074566906,10.004144,0.080777196,21.3320992,0.235426441,95.17,0.199858417,276.821616,0.218307952
2195,2017-09-30 22,438.24,4360,329.21,13.28,303,33.936,145.0461,5.7552,55.37,0.074338,10.06566,0.080878,21.4524,0.2372276,96.44,0.2004728,278.154,0.2185236
2196,2017-09-30 23,438.32,4365,330,13.22,303,30.7848,143.4099,5.853465,55.54,0.07643115,10.18383,0.0811017,21.36453,0.23653935,96.05,0.1998297,277.548,0.218463
2197,2017-10-01 00,439,4371.59,329.32,13.21,303.86,31.540668,145.457782,5.84481583,55.52,0.077377143,10.2127346,0.081180426,21.1243472,0.237071326,96.03,0.201355435,278.33576,0.22045043
2198,2017-10-01 01,435.52,4358.19,329.14,13.11,302.2,30.8244,145.6604,5.7963927,55.19,0.07683489,10.13881,0.082064718,21.160044,0.235385842,95.7,0.201522706,277.54048,0.2174329
2199,2017-10-01 02,432.96,4293,327,12.92,299.8,29.98,144.6535,5.658174,54.25,0.07568559,9.92338,0.08079426,20.991996,0.23040531,94.71,0.19842246,277.94458,0.21507652
2200,2017-10-01 03,432.74,4320,326.91,12.92,300.05,29.674945,143.573925,5.73696,54.58,0.077112,10.057676,0.0806976,20.847474,0.233496,94.42,0.1994112,278.74645,0.213365555
2201,2017-10-01 04,430.5,4303.94,326.12,13.01,300.13,30.643273,140.310775,5.7242402,54.53,0.076394935,9.9883264,0.079838087,20.6879609,0.232843154,94.14,0.198885067,278.52064,0.2130923
2202,2017-10-01 05,431.77,4323.42,325.74,12.96,300.06,28.2026394,140.398074,5.78905938,54.61,0.076567768,10.05201,0.080891188,20.6831358,0.235237282,94.58,0.200304049,277.615512,0.212502492
2203,2017-10-01 06,430.61,4330.68,326.48,13,300.94,29.130992,140.117664,5.75114304,54.66,0.076436502,10.0303302,0.080853796,20.8220386,0.233900027,95,0.199990802,278.51997,0.214991536
2204,2017-10-01 07,431.85,4337.92,325.21,13,301.32,28.7399016,139.993272,5.75641984,54.66,0.075653325,10.0399824,0.081596275,20.8483308,0.234204301,94.7,0.200455283,277.847172,0.215263008
2205,2017-10-01 08,429,4322.26,325,12.93,300,29.16,139.38,5.69673868,54.48,0.076071776,9.888,0.081258488,20.757,0.233834266,94,0.199385854,275.52,0.21342
2206,2017-10-01 09,430,4316,326.6,12.91,300,31.5,139.95,5.7187,54.5,0.07557316,9.957,0.0811408,20.784,0.23319348,94.57,0.19948552,276.78,0.21414
2207,2017-10-01 10,430,4326.1,326.6,12.87,300,31.32,139.95,5.62393,54.5,0.075576967,9.939,0.081287419,20.97,0.236767453,95,0.199736037,278.4,0.21492
2208,2017-10-01 11,424.98,4317.67,324.96,12.73,300,30.51,143.7,5.63887702,54.41,0.075084281,9.966,0.080524546,20.913,0.238680798,94.56,0.199303647,276.3,0.2133
2209,2017-10-01 12,421,4289.19,324.74,12.74,297.77,30.491648,142.066067,5.56736862,53.9,0.073859852,9.766856,0.079350015,20.6592826,0.234618693,93.78,0.198332146,276.03279,0.210880714
2210,2017-10-01 13,419.8,4283,321.47,12.75,296.6,30.60912,141.98242,5.550768,53.78,0.07435288,9.701786,0.0788072,20.417944,0.23440859,92.97,0.19766045,272.872,0.2117724
2211,2017-10-01 14,419.16,4299.5,321,12.85,298.5,30.8649,138.9816,5.572152,53.95,0.074424345,9.775875,0.079239785,20.50695,0.23612854,93.16,0.1986369,273.1872,0.2113977
2212,2017-10-01 15,423.42,4313.26,322.16,12.86,299.8,31.80878,137.1585,5.71938276,54.15,0.075438917,9.857424,0.080010973,20.392396,0.238695808,93.24,0.198194297,274.97656,0.21279804
2213,2017-10-01 16,427,4316,320,12.88,301,32.2672,138.8212,5.688488,54.27,0.07553,9.82163,0.07997548,20.4379,0.23850216,92.48,0.19750016,273.6692,0.214914
2214,2017-10-01 17,425.11,4307,319.68,12.85,300.95,33.82678,138.226335,5.521574,54.16,0.07507101,9.8139795,0.0796795,20.3652865,0.23843552,92.17,0.19747595,272.088895,0.214487065
2215,2017-10-01 18,425.75,4332,318,12.78,302.38,32.35466,139.729798,5.570952,54.1,0.07498692,9.9120164,0.0805752,20.304817,0.24228876,92.68,0.19857888,269.178676,0.215324798
2216,2017-10-01 19,423.5,4326.6,318.08,12.73,301.56,31.874892,139.350876,5.4991086,54.25,0.07420119,9.8037156,0.080388228,20.385456,0.24488556,92.78,0.198331344,268.448712,0.2141076
2217,2017-10-01 20,424,4358.03,317.18,12.78,301.91,32.968572,137.580387,5.53034007,54.25,0.074347992,9.812075,0.080013431,20.5087463,0.245400669,93.63,0.198856909,268.760282,0.214205145
2218,2017-10-01 21,423.53,4368,317.76,12.85,303.14,31.950956,137.62556,5.521152,54.4,0.07521696,9.70048,0.08067696,20.5923002,0.24500112,93.7,0.19913712,269.7946,0.216260076
2219,2017-10-01 22,422.8,4401.02,316.43,12.91,305.32,30.562532,136.294848,5.53648316,55.03,0.075301452,9.907634,0.08150689,20.822824,0.248393569,94.01,0.2023589,269.90288,0.215983368
2220,2017-10-01 23,419.93,4412.79,317.26,12.94,304.6,30.39908,134.51136,5.54246424,55.02,0.07479679,9.719786,0.081151208,20.77372,0.246145426,93.38,0.208371944,267.01236,0.21526082
2221,2017-10-02 00,425,4434.01,321.38,12.91,300.85,31.10789,134.60029,5.65336275,55,0.07542251,9.6903785,0.081497104,20.4668255,0.244668672,93.61,0.209152252,264.778085,0.215077665
2222,2017-10-02 01,424.85,4417,319.14,12.88,302.8,31.40036,133.6862,5.512416,54.91,0.07486815,9.744104,0.08100778,20.269432,0.24213994,93.27,0.20499297,260.408,0.21326204
2223,2017-10-02 02,420.1,4423,318,12.84,302.33,29.991136,132.874035,5.48452,54.85,0.07421794,9.7592124,0.08102936,20.2833197,0.24083235,92.16,0.2047849,268.16671,0.211631
2224,2017-10-02 03,421.88,4426,318.68,12.86,301.95,29.3163255,130.231035,5.48824,54.92,0.07382568,9.680517,0.0807745,20.1793185,0.24294314,92.26,0.20479102,266.98419,0.211365
2225,2017-10-02 04,420.93,4431,320,12.95,301.69,30.0664254,129.877545,5.454561,55.02,0.07382046,9.6872659,0.08051127,20.1740103,0.24618636,92.59,0.20413617,259.4534,0.211183
2226,2017-10-02 05,417,4466,317.79,12.98,302.23,31.401697,131.137597,5.609296,54.85,0.07337638,9.4718882,0.08190644,20.24941,0.2436203,92.23,0.20512338,262.093856,0.213555718
2227,2017-10-02 06,419,4460.9,316.8,12.88,302.2,32.24474,130.82238,5.6118122,54.98,0.072578843,9.365178,0.080519245,20.168828,0.2408886,92.44,0.204933746,259.892,0.20455918
2228,2017-10-02 07,415.21,4430.69,317.57,12.85,301.67,31.886519,130.592943,5.66242182,54.51,0.073239306,9.412104,0.079220737,19.8227357,0.240852308,92.51,0.203545899,256.4195,0.200882053
2229,2017-10-02 08,416.58,4464,316.4,12.82,302.6,31.4704,132.14542,5.696064,54.77,0.0727632,9.665044,0.07950384,19.871742,0.242172,92.18,0.20538864,257.21,0.20234862
2230,2017-10-02 09,415.31,4478.57,318.88,12.98,302.5,31.0365,130.7405,5.71913389,54.86,0.071433192,9.71025,0.079763332,19.77745,0.240991852,92.72,0.202073078,259.4845,0.20512525
2231,2017-10-02 10,420,4478,316.65,12.84,303.5,30.7749,131.1727,5.66467,54.76,0.07124498,9.74842,0.0785889,19.7275,0.2404686,92.72,0.20249516,264.4699,0.2046804
2232,2017-10-02 11,424.76,4388.51,315.2,12.7,299.53,30.222577,127.569827,5.52074558,53.93,0.07021616,9.6358801,0.077632742,19.4634594,0.234697515,92.06,0.200291596,267.030995,0.203291011
2233,2017-10-02 12,426,4401.45,316.99,12.66,298.49,29.849,126.141874,5.5282212,53.84,0.071259475,9.5785441,0.077509534,19.2794691,0.235653633,92.85,0.201102251,258.850528,0.201659844
2234,2017-10-02 13,428.2,4426,316.99,12.72,299.16,30.36474,127.29258,5.550204,54,0.07112582,9.543204,0.07794186,19.340694,0.23736638,92.35,0.20279932,263.2608,0.20357838
2235,2017-10-02 14,426.23,4436.44,319.27,12.64,300,31.35,126.51,5.51893136,54.27,0.070805582,9.492,0.07874681,19.461,0.235441871,92,0.203055859,265.38,0.20601
2236,2017-10-02 15,423.1,4395,316.93,12.53,297.9,31.8753,124.5222,5.40585,53.89,0.0698805,9.416619,0.07889025,19.327752,0.23271525,91.52,0.2026974,262.09242,0.21103236
2237,2017-10-02 16,414.86,4400.3,315.19,12.61,296.89,31.618785,122.823393,5.4343705,53.8,0.070228788,9.5242312,0.078985385,19.3750414,0.231499783,91.88,0.204129917,259.18497,0.206160416
2238,2017-10-02 17,411.5,4382.5,313.25,12.46,295.26,31.563294,120.436554,5.39924,53.53,0.07012,9.1560126,0.078665875,19.2686676,0.2301689,91.26,0.2043998,257.61435,0.202312152
2239,2017-10-02 18,411,4382,313.16,12.4,294.9,31.40685,121.14492,5.359186,53,0.07085694,9.165492,0.07905128,19.159653,0.23088758,91,0.20323716,258.39138,0.20241936
2240,2017-10-02 19,414.68,4410,312.15,12.46,297,31.9275,121.9482,5.3802,53.53,0.0712215,9.12087,0.0797328,19.20105,0.2344797,92,0.2057706,257.6178,0.2005938
2241,2017-10-02 20,412.82,4400.37,312.44,12.55,297.6,31.8432,122.19456,5.35965066,53.65,0.07124199,9.377376,0.078898634,19.326144,0.232515551,92.25,0.205805305,257.51328,0.2004336
2242,2017-10-02 21,410.7,4375,307.88,12.49,295.34,31.660448,121.266604,5.385625,53.18,0.07109375,9.1791672,0.078225,19.2797952,0.2309125,92.03,0.2050125,256.118848,0.200447258
2243,2017-10-02 22,411.6,4374,306.2,12.41,296.3,31.76336,121.54226,5.397516,53.34,0.06989652,9.1853,0.0785133,19.372094,0.22937256,91.49,0.20422206,258.55138,0.2011877
2244,2017-10-02 23,420.9,4401,308.08,12.47,297.1,31.67086,121.87042,5.435235,53.34,0.07054803,9.248723,0.079218,19.424398,0.23197671,91.77,0.20271006,257.08063,0.20155264
2245,2017-10-03 00,416,4382.28,307.7,12.44,298,31.7668,122.3588,5.42964492,53.21,0.070160303,9.1188,0.078793394,19.36702,0.231384384,91.62,0.202943387,258.9322,0.200256
2246,2017-10-03 01,419.2,4412.24,309.46,12.55,298.1,31.33031,122.48929,5.46235312,53.51,0.070154616,8.999639,0.078890851,19.373519,0.231201376,91.78,0.205698629,259.16814,0.20118769
2247,2017-10-03 02,417.76,4420,309.45,12.44,298.69,32.25852,122.731721,5.48522,53.32,0.0703664,9.0383594,0.0789854,19.4118631,0.2316964,90.66,0.2054858,259.8603,0.20161575
2248,2017-10-03 03,418,4426,309,12.45,299.88,32.9868,123.40062,5.448406,53.49,0.07006358,9.0833652,0.07904836,19.2492972,0.23555172,90.62,0.20443694,256.187484,0.201999168
2249,2017-10-03 04,419,4419,308.9,12.45,299.5,32.49575,123.24425,5.360247,53.35,0.06942249,9.02094,0.07883496,19.302775,0.23517918,90.5,0.2041578,255.86285,0.20147365
2250,2017-10-03 05,410,4304,302.53,12.2,295.2,30.996,120.70728,5.306832,52.33,0.066712,8.755632,0.077472,19.188,0.22772464,89.1,0.20108288,253.19304,0.19657368
2251,2017-10-03 06,407,4297.28,300.7,12.05,294,30.87,120.0696,5.31143808,51.72,0.066521894,8.57892,0.0752024,19.15116,0.225779091,89.34,0.200339194,247.5186,0.1957452
2252,2017-10-03 07,405,4285,301.55,12.08,292,29.492,118.9316,5.266265,51.9,0.0657319,8.88264,0.07545885,19.01796,0.22551955,88,0.19998095,245.0172,0.1949976
2253,2017-10-03 08,409.4,4320,299.6,12.19,290.7,30.20373,119.7684,5.3784,52.03,0.065664,8.921583,0.0752976,19.229805,0.2257632,87.5,0.2008368,243.69381,0.19212363
2254,2017-10-03 09,402.22,4288,296.99,12,288,30.6144,118.3104,5.325696,51.95,0.06483456,8.784,0.07422528,19.01088,0.2255488,87.4,0.19909184,242.2656,0.1900224
2255,2017-10-03 10,400.2,4306,297.56,12,290.42,30.34889,119.304536,5.330828,51.77,0.0652359,8.7038874,0.07225468,19.2228998,0.22550522,87.73,0.19988452,242.006986,0.19066073
2256,2017-10-03 11,404,4295.01,299.55,12.02,292.1,30.11551,118.50497,5.36017248,52,0.063866799,8.973312,0.071340116,19.208496,0.225402125,88.5,0.198987813,243.87429,0.19036157
2257,2017-10-03 12,401.01,4255.74,296.62,11.9,290.5,29.9215,116.28715,5.34946518,51.59,0.063708428,8.81958,0.069326005,19.10328,0.223468907,87.5,0.198828173,241.37645,0.1879535
2258,2017-10-03 13,395.06,4233,294,11.95,288.59,28.859,113.184998,5.414007,51.52,0.06298704,8.7183039,0.067728,19.1133157,0.22210551,87.9,0.19827372,239.760572,0.182186867
2259,2017-10-03 14,396.84,4278.67,295,11.85,290.6,29.2053,115.9494,5.37828819,51.74,0.064522344,8.802274,0.069057734,19.438234,0.223988375,89.28,0.199771102,240.20996,0.19040112
2260,2017-10-03 15,398.04,4294,299.54,11.97,292.3,28.829549,114.64006,5.526378,51.79,0.06672876,8.850844,0.06861812,19.359029,0.2241468,90.1,0.20078744,241.61518,0.19119343
2261,2017-10-03 16,396,4278.14,297.63,12.03,290.05,29.29505,113.35154,5.44179408,51.78,0.064557133,8.8668285,0.068835273,19.2100115,0.221607652,89.5,0.200901454,243.35195,0.191636035
2262,2017-10-03 17,398,4286.33,295,12.02,290.98,29.592666,114.50063,5.42649378,51.88,0.064723583,8.845792,0.069524273,19.2716054,0.222031894,89.2,0.201414647,243.870338,0.190853782
2263,2017-10-03 18,399,4295.35,293.25,11.97,290,28.8405,111.824,5.669862,52.13,0.065804762,8.8334,0.069369903,19.3488,0.222928665,90.13,0.202697567,246.848,0.190588
2264,2017-10-03 19,396.1,4269.79,290,11.96,289.71,28.797174,110.785104,5.69163007,51.76,0.065327787,9.1084824,0.06831664,19.5003801,0.221260518,90.76,0.201961067,245.876877,0.203492304
2265,2017-10-03 20,398.9,4282.22,293.56,11.96,290.21,29.079042,110.976304,5.69107038,51.88,0.065903366,9.0806709,0.067573432,19.2786503,0.221818996,94.22,0.202206428,251.670112,0.195253288
2266,2017-10-03 21,397.5,4272.83,293.54,11.97,288,27.94176,107.3088,5.59313447,51.9,0.06584431,9.08064,0.066143408,19.29312,0.220819854,93.38,0.202104859,249.5232,0.193536
2267,2017-10-03 22,402,4300,294.95,12.05,291.01,27.384041,111.718739,5.5642,51.99,0.066091,9.195916,0.06622,19.49767,0.223815,94,0.202788,252.422074,0.194540185
2268,2017-10-03 23,401.99,4308.88,296.26,12.26,292.22,27.7609,111.33582,5.709266,52.09,0.067218528,9.234152,0.066744551,19.403408,0.22190732,93.27,0.202775893,251.74753,0.195378292
2269,2017-10-04 00,401.97,4295,296.07,12.14,292.21,27.6284555,110.601485,5.604975,51.94,0.0668302,9.0906531,0.06867705,19.2887821,0.2226528,91.41,0.20336825,251.680473,0.195342385
2270,2017-10-04 01,400.5,4307.74,299.35,12.15,292.99,26.0673203,109.255971,5.66037036,52.02,0.066985357,9.3024325,0.068019215,19.3402699,0.22184861,92.5,0.203497638,248.250427,0.198617921
2271,2017-10-04 02,403.22,4290.07,296,12.1,292,25.97924,108.2444,5.72724345,51.99,0.066410284,9.11916,0.06864112,19.08512,0.221796619,93.2,0.202662907,247.0904,0.195202
2272,2017-10-04 03,399,4300,297,12.16,292.75,27.53021,108.463875,5.7835,51.93,0.066564,9.1074525,0.068069,19.2892975,0.222654,92.57,0.20382,247.72505,0.1957912
2273,2017-10-04 04,402.04,4318.26,299.58,12.27,293.23,28.2292521,109.345467,5.78215014,52.21,0.0667603,9.1018592,0.068228508,19.3209247,0.223685868,92.44,0.204555976,248.131226,0.203736204
2274,2017-10-04 05,401.29,4341.66,301.31,12.4,295.5,28.583715,109.7487,5.87860764,52.74,0.066818147,9.151635,0.068685061,19.3257,0.225418987,92.2,0.205403935,250.0521,0.2043678
2275,2017-10-04 06,398.21,4335.81,299.61,12.28,294.54,28.997463,109.27434,5.83600026,52.8,0.066294535,9.0600504,0.069242886,19.262916,0.224811749,91.7,0.205994333,249.239748,0.2002872
2276,2017-10-04 07,397.2,4332.47,305.56,12.34,294.6,28.352304,109.32606,5.77085004,52.64,0.066936662,9.017706,0.06931952,19.26684,0.223338829,90.92,0.206095598,249.6735,0.19814796
2277,2017-10-04 08,395,4285.9,317,12.22,294.15,27.5236155,107.982465,5.7388201,52.66,0.066260014,8.977458,0.067760079,19.466847,0.220680991,90.32,0.204137417,248.703825,0.19384485
2278,2017-10-04 09,395,4253.9,307.27,12.09,293.21,27.6057215,110.452207,5.5428317,52.13,0.06551006,8.8168247,0.066020528,19.3284032,0.220734871,89.72,0.203038647,243.833436,0.191612735
2279,2017-10-04 10,390,4243.77,307.9,12.05,293.62,27.4740234,108.903658,5.52114477,52.11,0.064844806,8.793919,0.06586331,19.3613028,0.220760915,89.99,0.20370096,243.440342,0.190588742
2280,2017-10-04 11,390,4248.28,309.9,12.03,292.57,26.5799845,108.806783,5.53126056,51.91,0.06478627,8.7858771,0.066825444,19.3300999,0.221590285,89.91,0.204002406,241.545792,0.19075564
2281,2017-10-04 12,385,4193.9,305.8,11.98,289.75,26.3817375,107.84495,5.5149785,51.2,0.063495646,8.7011925,0.064669938,19.1321925,0.21724402,89.17,0.202271797,240.31865,0.1876421
2282,2017-10-04 13,377.3,4228,311.3,11.97,293.44,26.218864,108.13264,5.551364,51.5,0.0638428,8.7357088,0.06515348,19.1000096,0.21820708,89.29,0.20514256,244.523552,0.1892688
2283,2017-10-04 14,363.96,4203.04,310,11.94,291.94,27.413166,108.251352,5.43032768,51.56,0.063760117,8.61223,0.065567424,19.0520044,0.217717472,89.3,0.207209872,241.87229,0.18786339
2284,2017-10-04 15,370.57,4222,309.39,11.87,293.02,26.547612,108.71042,5.535042,51.64,0.0629078,8.64409,0.0671298,19.016998,0.2184885,89,0.21012894,241.272668,0.18826535
2285,2017-10-04 16,367.25,4213,306.26,11.9,293,25.93636,108.6444,5.523243,51.5,0.06273157,8.6435,0.06534363,19.03328,0.21806488,89.74,0.21136621,240.2893,0.1881939
2286,2017-10-04 17,361.45,4205.36,308.7,11.96,291.71,25.9942781,109.070369,5.54266448,51.43,0.062533703,8.809642,0.065561562,18.873637,0.217921755,89.2,0.210057732,241.973445,0.184710772
2287,2017-10-04 18,356,4195,304.99,11.9,291.15,26.7858,108.860985,5.52901,51.11,0.0625055,8.571456,0.06556785,18.883989,0.2173849,89.35,0.20836565,237.840435,0.18202698
2288,2017-10-04 19,359.07,4204.09,304.27,11.82,292.1,27.033855,109.74197,5.47792927,51.1,0.063019309,8.631555,0.065751968,18.945606,0.217351453,91.5,0.211844095,237.74019,0.18238724
2289,2017-10-04 20,352,4194.19,300.27,11.82,289.5,27.43302,109.63365,5.38953415,50.49,0.062283721,8.48235,0.065513248,18.77697,0.215707192,90.21,0.212939026,235.85565,0.17998215
2290,2017-10-04 21,358,4217.6,299.58,11.84,291.08,28.16199,109.708052,5.4533568,51.8,0.06305312,8.5897708,0.065204096,19.0308104,0.217122048,91.2,0.212440512,235.7748,0.182710916
2291,2017-10-04 22,355,4224.83,302,11.85,292.67,29.0270106,112.004809,5.43313138,51.53,0.062611981,8.6805922,0.064851141,19.0381835,0.218677201,90.6,0.212551197,239.11139,0.183065085
2292,2017-10-04 23,356.76,4213.3,301.83,11.82,292,29.2,113.1208,5.5067831,51.21,0.062693904,8.59064,0.06446349,18.97708,0.21824894,89.96,0.213024448,237.6296,0.1818284
2293,2017-10-05 00,350.05,4222.41,297.75,11.91,291.83,28.9903922,114.835105,5.42157444,51.15,0.063040581,8.6527595,0.064433977,18.9660317,0.21956532,89.95,0.220916491,236.3823,0.181547443
2294,2017-10-05 01,355,4231.77,300,11.81,292.83,28.4484345,115.609284,5.43782445,51.26,0.063095691,8.667768,0.06457681,19.0310217,0.218105426,89.61,0.223775998,234.937509,0.182755203
