Jul.Day,YYYY/MM/DD,Wdy,DZD/USD,ARS/USD,AUD/USD,ATS/USD,BSD/USD,BHD/USD,BBD/USD,BEF/USD,BMD/USD,BRL/USD,GBP/USD,BGN/USD,CAD/USD,CLP/USD,CNY/USD,COP/USD,HRK/USD,CYP/USD
2451183,1/4/1999,Mon,60.092,0.9998,1.6168,11.589,1,0.37705,2.011,33.974,0.99987,1.209,0.60264,1.6836,1.5263,471.66,8.2771,1548,,0.49263
2451184,1/5/1999,Tue,60.165,1,1.6087,11.7,1,0.37705,2.0134,34.299,1.00105,1.2096,0.60364,1.6527,1.5199,470.56,8.2783,1529.1,,0.49152
2451185,1/6/1999,Wed,60.436,0.9998,1.5911,11.825,1,0.3768,2.0125,34.666,1.00059,1.2107,0.60427,1.652,1.5103,468.89,8.2802,1571.6,,0.49479
2451186,1/7/1999,Thu,60.735,0.9998,1.5773,11.786,1,,2.0121,34.553,1.00039,1.2107,0.60635,1.6516,1.5118,471.7,8.2793,1542.7,,0.4983
2451187,1/8/1999,Fri,60.848,0.99941,1.5799,11.907,1,0.37708,2.0158,34.908,1.00226,1.211,0.60942,1.6748,1.5135,470.18,8.2795,1536.6,,0.49712
2451190,1/11/1999,Mon,61.212,0.9998,1.5606,11.929,1,0.37703,2.0117,34.973,1.0002,1.212,0.61055,1.6713,1.5058,471.45,8.2782,1531.8,,0.5011
2451191,1/12/1999,Tue,61.697,0.9998,1.5615,11.909,1,0.37586,2.0117,34.912,1.00022,1.2122,0.61322,1.6934,1.5089,473.01,8.277,1546,,0.50521
2451192,1/13/1999,Wed,61.46,0.9998,1.5841,11.763,1,0.37829,2.0196,34.484,1.00413,1.3175,0.60623,1.6679,1.5288,477.6,8.2772,1594.2,,0.49965
2451193,1/14/1999,Thu,61.237,0.9998,1.581,11.774,1,0.37587,2.0123,34.518,1.00048,1.3189,0.60499,1.6618,1.529,476.47,8.2783,1584.5,,0.49674
2451194,1/15/1999,Fri,61.276,0.99908,1.5749,11.871,1,0.37772,2.013,34.8,1.00086,1.4999,0.60574,1.6624,1.5284,477.62,8.2795,1602.1,,0.49813
2451197,1/18/1999,Mon,61.342,0.99902,1.5757,11.859,1,0.37717,2.0152,34.766,1.00193,1.4999,0.60496,1.6852,1.5294,476.89,8.276,1581.6,,0.49796
2451198,1/19/1999,Tue,61.579,0.9998,1.5661,11.858,1,0.37465,2.0166,34.763,1.00263,1.5702,0.60412,1.6864,1.5298,478.51,8.2781,1590.2,,0.50042
2451199,1/20/1999,Wed,61.818,0.9998,1.5629,11.889,1,0.3772,2.0096,34.854,0.99917,1.605,0.60705,1.6846,1.5223,478.26,8.2779,1582.4,,0.49808
2451200,1/21/1999,Thu,61.626,0.9998,1.5626,11.885,1,0.3786,2.0089,34.842,0.99883,1.69,0.60552,1.684,1.5132,478.41,8.2779,1592.8,,0.50101
2451201,1/22/1999,Fri,61.393,0.99961,1.5753,11.88,1,0.37675,2.0101,34.826,0.99939,1.7998,0.60415,1.681,1.5178,479.41,8.2759,1592.7,,0.4997
2451204,1/25/1999,Mon,60.718,0.9996,1.5842,11.895,1,0.37549,2.0109,34.871,0.99979,1.7851,0.60375,1.6817,1.5145,478.52,8.276,1594.2,,0.501
2451205,1/26/1999,Tue,61.512,0.9901,1.5861,11.888,1,0.37715,2.0117,34.852,1.00019,1.9001,0.60253,1.7353,1.5203,478.23,8.276,1591.9,,0.5021
2451206,1/27/1999,Wed,62.124,0.9998,1.5937,11.988,1,0.37717,2.0117,35.145,1.00021,1.89,0.60644,1.6924,1.5207,481.69,8.2782,1592.4,,0.50411
2451207,1/28/1999,Thu,62.473,0.9998,1.5977,12.078,1,0.37899,2.0133,35.407,1.00101,1.9397,0.60702,1.6937,1.526,485.21,8.28,1574.8,,0.50524
2451208,1/29/1999,Fri,61.889,0.99987,1.5877,12.098,1,0.3761,2.0037,35.467,0.99622,2.1047,0.6076,1.7035,1.5074,488.78,8.2779,1586.7,,0.50688
2451211,2/1/1999,Mon,62.515,0.9998,1.5785,12.174,1,0.37697,2.0108,35.691,0.99977,1.9798,0.60936,1.7096,1.5084,488.79,8.2788,1582.8,,0.50918
2451212,2/2/1999,Tue,62.885,0.9998,1.5628,12.147,1,0.37638,2.0117,35.612,1.00021,1.8051,0.6086,1.7104,1.5123,491.33,8.2775,1575.3,,0.51301
2451213,2/3/1999,Wed,62.926,0.9998,1.5589,12.136,1,0.37747,2.0124,35.579,1.00053,1.775,0.61061,1.7109,1.5134,492.32,8.279,1571.5,,0.51207
2451214,2/4/1999,Thu,62.958,0.9998,1.5408,12.169,1,0.37763,2.0109,35.674,0.99979,1.8099,0.61002,1.7097,1.4932,488.45,8.2772,1575.1,,0.51308
2451215,2/5/1999,Fri,62.97,0.99953,1.5349,12.195,1,0.37624,2.0113,35.753,0.99998,1.845,0.61083,1.71,1.4878,487.96,8.2794,1574.4,,0.50749
2451218,2/8/1999,Mon,63.049,0.99953,1.5316,12.181,1,0.37607,2.0115,35.709,1.0001,1.8752,0.61047,1.7332,1.4876,489.5,8.2782,1562.6,,0.51535
2451219,2/9/1999,Tue,63.095,0.99993,1.5456,12.174,1,0.37647,2.0118,35.689,1.00025,1.9302,0.61137,1.7334,1.4932,492.32,8.2772,1561.9,,0.51218
2451220,2/10/1999,Wed,63.248,0.99993,1.548,12.145,1,0.37801,2.0178,35.605,1.00322,1.9001,0.61388,1.7315,1.4935,492.58,8.2788,1572.1,,0.51314
2451221,2/11/1999,Thu,63.048,0.99993,1.5392,12.174,1,0.37609,2.0084,35.69,0.99858,1.8901,0.61562,1.7196,1.489,493.37,8.2768,1565.7,,0.51027
2451222,2/12/1999,Fri,63.411,0.99953,1.5469,12.196,1,0.3774,2.0118,35.754,1.00026,1.9051,0.61285,1.7224,1.4921,495.06,8.2802,1565.7,,0.51553
2451225,2/15/1999,Mon,63.431,0.9994,1.5483,12.234,1,,2.0129,35.867,1.0008,1.895,0.61448,1.7294,1.4938,496.44,8.2759,1557.7,,0.51191
2451226,2/16/1999,Tue,63.756,0.99993,1.5667,12.296,1,0.37826,2.0173,36.047,1.00299,1.895,0.61319,1.7332,1.4995,497.51,8.28,1557.1,,0.51915
2451227,2/17/1999,Wed,61.775,0.99993,1.5785,12.252,1,0.37786,2.016,35.918,1.00236,1.9202,0.61181,1.7341,1.4993,497.78,8.2788,1569.9,,0.51521
2451228,2/18/1999,Thu,61.693,0.9998,1.574,12.261,1,0.37708,2.0134,35.943,1.00102,1.895,0.61203,1.7338,1.487,496,8.2795,1570.2,,0.51452
2451229,2/19/1999,Fri,63.691,0.99993,1.5679,12.428,1,0.37796,2.0139,36.433,1.00129,1.925,0.61504,1.7533,1.4903,495.61,8.2794,1560.5,,0.51667
2451232,2/22/1999,Mon,63.244,0.99993,1.5614,12.468,1,0.37745,2.0166,36.55,1.00264,1.9399,0.61546,1.7657,1.4968,494.32,8.2788,1555.9,,0.51899
2451233,2/23/1999,Tue,62.404,0.99993,1.564,12.516,1,0.37723,2.0125,36.692,1.00059,2.0401,0.61961,1.762,1.4966,495.07,8.2777,1547.7,,0.52031
2451234,2/24/1999,Wed,62.334,0.99993,1.5823,12.538,1,0.37672,2.0129,36.757,1.00081,2.0099,0.62606,1.7624,1.4986,497.05,8.2796,1553,,0.52292
2451235,2/25/1999,Thu,62.26,0.99987,1.5937,12.431,1,0.37605,2.0155,36.443,1.00209,2.04,0.62255,1.7647,1.5057,499.07,8.2776,1571.7,,0.5261
2451236,2/26/1999,Fri,62.228,0.9996,1.6103,12.517,1,0.3769,2.007,36.696,0.99784,2.07,0.62382,1.7642,1.5074,504.48,8.2779,1566.9,,0.52137
2451239,3/1/1999,Mon,62.9,0.99961,1.6174,12.634,1,0.37735,2.0286,37.039,1.00861,2.0102,0.62233,1.7832,1.5229,502.28,8.2766,1555.6,,0.527
2451240,3/2/1999,Tue,62.914,0.99987,1.6115,12.591,1,0.3785,2.0089,36.911,0.99882,2.1499,0.61962,1.7839,1.52,502.31,8.2789,1555.8,,0.53137
2451241,3/3/1999,Wed,63.067,0.9998,1.6038,12.64,1,0.37712,2.0124,37.054,1.00056,2.1783,0.61977,1.787,1.527,500,8.2764,1559.8,,0.5301
2451242,3/4/1999,Thu,63.478,0.99987,1.6013,12.712,1,0.3774,2.0166,37.266,1.00265,2.1151,0.62238,1.7907,1.5254,496.55,8.2767,1554.9,,0.53401
2451243,3/5/1999,Fri,63.186,0.9996,1.5923,12.69,1,0.3764,2.0101,37.203,0.99938,2.0048,0.622,1.7849,1.5168,499.77,8.2795,1547.8,,0.53287
2451246,3/8/1999,Mon,62.201,0.99987,1.5848,12.623,1,0.3768,1.9915,37.007,1.00075,1.9751,0.62167,1.7851,1.5155,495.1,8.2769,1552.8,,0.52839
2451247,3/9/1999,Tue,63.389,0.99987,1.5721,12.656,1,0.37643,1.9908,37.102,0.99542,1.91,0.61836,1.7887,1.5169,492.34,8.28,1552.6,,0.52822
2451248,3/10/1999,Wed,63.034,0.99987,1.5743,12.554,1,0.37742,1.9908,36.804,0.99539,1.865,0.61462,1.7727,1.5239,492.53,8.2776,1544,,0.52521
2451249,3/11/1999,Thu,63.388,0.99987,1.5736,12.605,1,0.37616,1.9901,36.952,0.99507,1.8775,0.61248,1.7857,1.5225,489.24,8.279,1545.7,,0.52804
2451250,3/12/1999,Fri,62.584,0.99961,1.5711,12.568,1,0.377,1.9919,36.846,0.99593,1.9026,0.61221,1.7817,1.5238,489.97,8.277,1567.7,,0.52649
2451253,3/15/1999,Mon,63.068,0.99987,1.5822,12.589,1,0.3773,1.9918,36.907,0.99588,1.8826,0.61638,1.7786,1.5275,492.9,8.2791,1565.1,,0.52546
2451254,3/16/1999,Tue,63.11,0.99987,1.5967,12.606,1,0.37725,1.9897,36.955,0.99984,1.8574,0.61566,1.7767,1.5285,489.43,8.2801,1564.5,,0.53201
2451255,3/17/1999,Wed,62.92,0.99987,1.5936,12.49,1,0.37712,1.99,36.615,0.995,1.8826,0.61349,1.775,1.5217,489.29,8.2791,1557.5,,0.525
2451256,3/18/1999,Thu,62.79,0.99987,1.5868,12.517,1,0.3772,1.9874,36.696,0.99369,1.8649,0.6136,1.7617,1.5197,489.91,8.2772,1550.7,,0.52131
2451257,3/19/1999,Fri,62.213,0.99947,1.586,12.595,1,0.37695,1.9717,36.924,0.98086,1.8549,0.61338,1.7755,1.5153,489.75,8.2803,1547.8,,0.52578
2451260,3/22/1999,Mon,62.691,0.99987,1.576,12.604,1,0.378,1.9852,36.949,0.99763,1.8674,0.61407,1.7947,1.507,489.29,8.2802,1547.2,,0.5304
2451261,3/23/1999,Tue,65.29,0.99987,1.5666,12.602,1,0.3766,1.981,36.945,1.0005,1.8473,0.61088,1.7909,1.5063,490.01,8.2764,1548.1,,0.53067
2451262,3/24/1999,Wed,62.632,0.99987,1.5635,12.596,1,0.37597,1.9807,36.927,1.00035,1.8399,0.60938,1.7806,1.5039,490.03,8.2768,1542.5,,0.52769
2451263,3/25/1999,Thu,,0.99987,1.5707,12.657,1,0.37768,,37.104,,1.8024,0.61291,,1.5102,487.32,8.2796,1533.2,,
2451264,3/26/1999,Fri,65.561,0.99947,1.5755,12.807,1,0.37698,1.9805,37.544,1.00024,1.7674,0.61724,1.8074,1.5134,484.91,8.279,1522.5,,0.53473
2451267,3/29/1999,Mon,63.85,0.99987,1.5807,12.839,1,0.37638,1.9799,37.638,0.97996,1.77,0.61939,1.8199,1.5126,485.9,8.2791,1526.3,,0.53798
2451268,3/30/1999,Tue,63.712,0.99987,1.5951,12.819,1,0.3772,1.9806,37.582,0.98031,1.7301,0.62044,1.8176,1.5125,483.85,8.2786,1530.9,,0.53717
2451269,3/31/1999,Wed,63.606,0.99987,1.577,12.73,1,0.37712,1.9807,37.321,0.98035,1.715,0.61939,1.8097,1.5092,484.96,8.2787,1533.7,,0.53419
2451270,4/1/1999,Thu,63.774,0.99927,1.5735,12.764,1,0.37753,1.9764,37.42,0.9982,1.7251,0.6224,1.8008,1.5008,486.8,8.278,1531.4,,0.53404
2451274,4/5/1999,Mon,65.925,0.99933,1.5826,12.852,1,0.37612,1.979,37.676,0.99947,1.725,0.62453,1.808,1.499,486.85,8.2772,1534.3,,0.53652
2451275,4/6/1999,Tue,64.242,0.9998,1.5672,12.692,1,0.37685,1.9819,37.207,1.00095,1.7275,0.62791,1.7927,1.5034,484.19,8.2786,1531,,0.53501
2451276,4/7/1999,Wed,63.752,0.9998,1.5923,12.759,1,0.37753,1.983,37.404,1.0015,1.7302,0.62614,1.8037,1.5006,483.6,8.2769,1535.9,,0.5328
2451277,4/8/1999,Thu,63.807,0.99993,1.6012,12.692,1,0.37692,1.9808,37.207,1.0004,1.7199,0.62169,1.7927,1.4989,484.92,8.2766,1567.9,,0.53271
2451278,4/9/1999,Fri,65.745,0.99987,1.5872,12.759,1,0.37725,1.9813,37.404,1.00067,1.7074,0.62231,1.8052,1.502,484.99,8.28,1597.9,,0.53436
2451281,4/12/1999,Mon,,0.9996,1.5748,12.69,1,0.37751,,37.203,,1.7073,0.61982,,1.4942,483.56,8.2781,1579.5,,
2451282,4/13/1999,Tue,64.254,0.99993,1.5698,12.765,1,0.37682,1.9804,37.422,1.0002,1.6625,0.61958,1.8034,1.4901,482.7,8.2783,1605.7,,0.53311
2451283,4/14/1999,Wed,64.249,0.99993,1.5678,12.765,1,0.37682,1.9812,37.422,1.00059,1.6651,0.61997,1.8031,1.4929,481.43,8.2801,1591.6,,0.53231
2451284,4/15/1999,Thu,64.113,0.99993,1.5713,12.839,1,0.37758,1.9764,37.638,0.99819,1.6674,0.62104,1.7977,1.4905,478.95,8.276,1589,,0.53104
2451285,4/16/1999,Fri,66.618,0.99993,1.5455,12.872,1,0.37863,1.9801,37.736,1.00004,1.6675,0.62042,1.8221,1.4854,475.94,8.2798,1576.9,,0.54043
2451288,4/19/1999,Mon,66.809,0.9996,1.5335,12.969,1,0.37606,1.9751,38.022,0.99754,1.6675,0.62216,1.8285,1.4826,475.95,8.278,1577.2,,0.54097
2451289,4/20/1999,Tue,66.924,0.99993,1.5443,12.943,1,0.37708,1.9828,37.945,1.00143,1.7224,0.61939,1.8236,1.4895,474.82,8.2796,1563,,0.54281
2451290,4/21/1999,Wed,63.674,0.99993,1.5457,12.965,1,0.3774,1.9814,38.007,1.00073,1.7301,0.62201,1.8363,1.4891,478.96,8.2774,1569.1,,0.54189
2451291,4/22/1999,Thu,67.005,0.99993,1.5361,12.983,1,0.37715,1.9771,38.061,0.99854,1.701,0.6203,1.8363,1.4811,478.08,8.2789,1575.6,,0.54121
2451292,4/23/1999,Fri,64.286,0.99993,1.5342,12.941,1,0.3772,1.9803,37.937,1.00013,1.6865,0.61823,1.8352,1.4764,481.7,8.2804,1582.4,,0.54107
2451295,4/26/1999,Mon,67,0.99959,1.5421,12.993,1,0.37777,1.977,38.091,0.99847,1.7004,0.62054,1.7873,1.479,484.76,8.2764,1581.8,,0.54327
2451296,4/27/1999,Tue,62.876,0.99993,1.5373,12.921,1,0.37652,1.9776,37.88,0.99877,1.7064,0.61817,1.8307,1.4786,485.42,8.2788,1591.6,,0.54203
2451297,4/28/1999,Wed,64.791,0.99993,1.5281,12.96,1,0.37751,1.98,37.993,1.00001,1.6934,0.61931,1.825,1.4765,485.37,8.2763,1597.9,,0.53901
2451298,4/29/1999,Thu,65.016,0.99993,1.5188,12.985,1,0.37759,2.0003,38.066,1.00016,1.672,0.62085,1.8353,1.4667,483.58,8.2771,1599.5,,0.54208
2451299,4/30/1999,Fri,64.447,0.99959,1.5106,13.023,1,0.37729,1.9837,38.179,1.00187,1.6611,0.62163,1.8394,1.4576,483.13,8.2771,1612.4,,0.54301
2451302,5/3/1999,Mon,65.137,0.99959,1.5037,13.018,1,0.37799,1.98,38.164,0.99998,1.6724,0.62187,1.837,1.4505,483.5,8.2791,1618.9,,0.54199
2451303,5/4/1999,Tue,65.066,0.99993,1.5062,12.989,1,0.3771,1.9819,38.079,1.00095,1.6755,0.61686,1.8427,1.4532,483.11,8.2803,1605.7,,0.54352
2451304,5/5/1999,Wed,63.831,0.99979,1.5113,12.83,1,0.37843,1.9807,37.612,1.00035,1.6846,0.6121,1.8246,1.456,477.53,8.2774,1607.1,,0.53919
2451305,5/6/1999,Thu,64.35,0.99993,1.495,12.766,1,0.37744,1.9835,37.425,1.00178,1.673,0.60979,1.8042,1.456,478.48,8.2774,1616,,0.53395
2451306,5/7/1999,Fri,64.317,0.99979,1.4908,12.759,1,0.37703,1.9807,37.403,1.00034,1.6695,0.61178,1.8016,1.4583,477.5,8.2764,1629.4,,0.53318
2451309,5/10/1999,Mon,63.851,0.9998,1.4948,12.753,1,0.37669,1.9785,37.387,0.99924,1.6529,0.61383,1.8165,1.4597,476.25,8.2796,1625.5,,0.53459
2451310,5/11/1999,Tue,64.625,0.99979,1.4915,12.832,1,0.37726,1.9837,37.619,1.00185,1.6491,0.61663,1.8144,1.4545,476.42,8.2783,1634.3,,0.53601
2451311,5/12/1999,Wed,64.889,0.99993,1.4981,12.9,1,0.3776,1.9841,37.818,1.00207,1.6594,0.61754,1.8308,1.4608,478.48,8.2765,1634,,0.54012
2451312,5/13/1999,Thu,67.138,0.9998,1.4963,12.952,1,0.37762,1.9838,37.97,1.00192,1.6515,0.61779,1.8375,1.4599,479.6,8.2761,1623.9,,0.54324
2451313,5/14/1999,Fri,66.311,0.9998,1.5038,12.918,1,0.37651,1.9868,37.872,1.00342,1.657,0.61826,1.8353,1.4638,484.54,8.2794,1642.9,,0.54358
2451316,5/17/1999,Mon,64.274,0.99979,1.5004,12.894,1,0.3769,1.9795,37.801,0.99973,1.6701,0.61754,1.8215,1.4603,486.6,8.2783,1655.7,,0.53944
2451317,5/18/1999,Tue,64.545,0.99979,1.4912,12.894,1,0.37543,1.983,37.801,1.00151,1.6644,0.61718,1.8228,1.4605,487.16,8.2795,1624.6,,0.53781
2451318,5/19/1999,Wed,65.106,0.99979,1.5072,12.929,1,0.37638,1.9993,37.902,0.99964,1.6688,0.61816,1.8333,1.4659,486.69,8.2772,1647.1,,0.5429
2451319,5/20/1999,Thu,66.985,0.99979,1.5121,12.943,1,0.37692,2.0006,37.943,1.0003,1.6935,0.62011,1.8346,1.4657,488.57,8.2761,1646.9,,0.54281
2451320,5/21/1999,Fri,67.304,0.99993,1.5156,13.012,1,0.37533,2.0006,38.147,1.00028,1.7036,0.62423,1.8415,1.4595,490.75,8.2785,1652.9,,0.54495
2451324,5/25/1999,Tue,,0.99993,1.5201,12.995,1,0.37502,,38.096,,1.751,0.62438,,1.4598,497.04,8.2802,1664.5,,
2451325,5/26/1999,Wed,65.62,0.99993,1.5403,13.143,1,0.37769,2.0072,38.532,1.0036,1.7259,0.62669,1.8526,1.4724,495.09,8.2766,1675.1,,0.54495
2451326,5/27/1999,Thu,66.487,1,1.5415,13.181,1,0.37669,1.9871,38.642,1.0036,1.712,0.62664,1.8707,1.4751,495.5,8.2778,1691.6,,0.55067
2451327,5/28/1999,Fri,65.732,0.9998,1.5314,13.198,1,0.37649,1.9783,38.692,0.99913,1.7348,0.62415,1.8624,1.472,492.14,8.279,1674.6,,0.54602
2451330,5/31/1999,Mon,66.04,0.99919,1.5397,13.185,1,,1.9841,38.655,1.00208,1.7165,0.6241,1.8659,1.477,493.65,8.2791,1668.9,,0.54864
2451331,6/1/1999,Tue,65.62,0.9998,1.5601,13.172,1,0.37692,1.9791,38.617,0.99956,1.741,0.62092,1.8652,1.4835,490.74,8.2785,1657.5,,0.54976
2451332,6/2/1999,Wed,65.656,0.9998,1.5511,13.282,1,0.37703,1.9805,38.938,1.00022,1.7535,0.62197,1.8734,1.4801,493.86,8.278,1668.7,,0.55212
2451333,6/3/1999,Thu,62.925,0.9998,1.5432,13.299,1,0.3768,1.9776,38.988,0.9988,1.747,0.62279,1.8738,1.4762,495.54,8.2793,1660.5,,0.55234
2451334,6/4/1999,Fri,63.054,0.9998,1.5249,13.321,1,0.37687,1.9811,39.051,1.00053,1.7333,0.62194,1.892,1.4697,495.52,8.28,1642.1,,0.55632
2451337,6/7/1999,Mon,66.096,0.99952,1.5184,13.362,1,0.37831,1.9834,39.172,1.00172,1.742,0.62444,1.8913,1.473,494.29,8.2799,1664.4,,0.55696
2451338,6/8/1999,Tue,66.124,0.9998,1.517,13.178,1,0.37542,1.9826,38.631,1.0013,1.7495,0.62277,1.8905,1.4698,494.38,8.2759,1664.5,,0.55472
2451339,6/9/1999,Wed,65.964,0.9998,1.5188,13.166,1,0.37685,1.9806,38.599,1.0003,1.747,0.62511,1.8586,1.4722,494.52,8.2801,1674.9,,0.54817
2451340,6/10/1999,Thu,65.849,0.99993,1.5089,13.132,1,0.37628,1.9791,38.497,0.99953,1.7599,0.62468,1.8601,1.4602,499.04,8.2778,1690,,0.54974
2451341,6/11/1999,Fri,66.162,0.99993,1.5051,13.081,1,0.37664,1.9828,38.349,1.00143,1.7734,0.62126,1.86,1.4604,497.75,8.2789,1688.3,,0.54989
2451344,6/14/1999,Mon,65.923,0.99952,1.5071,13.208,1,0.37674,1.9808,38.722,1.00038,1.7809,0.62188,1.8577,1.4598,498.57,8.2802,1685.7,,0.54921
2451345,6/15/1999,Tue,66.232,0.99952,1.5186,13.206,1,0.37721,1.9821,38.714,1.00104,1.7899,0.62752,1.8589,1.4645,497.96,8.2787,1691.1,,0.55257
2451346,6/16/1999,Wed,,0.99979,1.5244,13.356,1,0.37684,,39.153,,1.7658,0.62992,,1.4587,499.56,8.2787,1698.1,,
2451347,6/17/1999,Thu,67.417,0.99979,1.5193,13.322,1,0.37656,1.9833,39.054,1.00166,1.7581,0.6279,1.8851,1.461,501.2,8.2776,1696.9,,0.55492
2451348,6/18/1999,Fri,66.314,0.99993,1.5306,13.272,1,0.37703,1.9793,38.908,0.99964,1.7489,0.62795,1.8833,1.4642,503.51,8.277,1694.7,,0.5538
2451351,6/21/1999,Mon,66.178,0.99952,1.5367,13.329,1,0.37738,1.9914,39.074,1.00576,1.7658,0.62892,1.8948,1.4725,512,8.2771,1692.5,,0.54311
2451352,6/22/1999,Tue,66.275,0.99952,1.5284,13.331,1,0.37695,1.9793,39.082,0.99962,1.769,0.62904,1.8793,1.47,514.17,8.277,1707.3,,0.55379
2451353,6/23/1999,Wed,66.585,0.99993,1.5225,13.334,1,0.37726,1.9848,39.09,1.00242,1.7819,0.63327,1.8912,1.4733,509.44,8.277,1723.2,,0.5583
2451354,6/24/1999,Thu,66.547,0.99993,1.5189,13.268,1,0.37667,2.002,38.896,1.00099,1.8099,0.63147,1.8808,1.4707,509.6,8.2763,1732.3,,0.55655
2451355,6/25/1999,Fri,66.21,0.99993,1.5099,13.177,1,0.37628,1.9732,38.629,0.99655,1.796,0.62898,1.8556,1.4632,513.4,8.276,1735.7,,0.55408
2451358,6/28/1999,Mon,67.198,0.99959,1.5196,13.266,1,0.37697,1.9814,38.892,1.00068,1.7887,0.63162,1.8743,1.4694,518.67,8.2783,1753.5,,0.55238
2451359,6/29/1999,Tue,65.842,0.99993,1.5209,13.309,1,0.37662,1.981,39.018,1.0005,1.769,0.63359,1.8779,1.4757,517.79,8.2765,1742.3,,0.55428
2451360,6/30/1999,Wed,68.009,0.99993,1.5127,13.359,1,0.37674,1.99,39.164,0.99498,1.7705,0.6344,1.8735,1.472,517.58,8.279,1735.9,,0.5556
2451362,7/2/1999,Fri,,0.99939,1.4926,13.427,1,0.37733,,39.364,,1.7696,0.63316,,1.4645,517.86,8.2787,1760.2,,
2451365,7/5/1999,Mon,67.605,0.99939,1.5011,13.459,1,,1.9862,39.455,1.00315,1.7672,0.63495,1.908,1.4673,514.48,8.2805,1748.9,,0.56277
2451366,7/6/1999,Tue,,0.99993,1.5015,13.422,1,0.37615,,39.348,,1.774,0.63727,,1.4682,514.08,8.2762,1766.8,,
2451367,7/7/1999,Wed,67.176,0.99993,1.5054,13.463,1,0.37695,1.9824,39.467,1.00119,1.779,0.64091,,1.47,514.71,8.277,1786.2,,0.56067
2451368,7/8/1999,Thu,,0.99993,1.5025,13.49,1,,,39.549,,1.7914,0.64201,,1.4697,516.59,8.28,1805.5,,
2451369,7/9/1999,Fri,67.838,0.99952,1.5048,13.508,1,0.37702,1.9833,39.601,1.00168,1.8022,0.64432,,1.4731,517.6,8.2758,1839.1,,0.56344
2451372,7/12/1999,Mon,69.313,0.99953,1.5094,13.573,1,0.37771,1.9824,39.792,1.00122,1.8189,0.64276,1.9048,1.4813,517.03,8.28,1856.3,,0.56849
2451373,7/13/1999,Tue,69.378,0.99993,1.5165,13.519,1,0.37731,1.9843,39.632,1.00216,1.8312,0.64233,1.9066,1.4825,520.54,8.2775,1943,,0.56622
2451374,7/14/1999,Wed,67.996,0.99993,1.517,13.469,1,0.37705,1.9792,39.487,0.99961,1.806,0.6395,1.9016,1.4807,517.55,8.2767,1869.6,,0.56178
2451375,7/15/1999,Thu,68.084,0.99993,1.5093,13.462,1,0.38239,1.9837,39.467,1.00189,1.8261,0.63811,1.9103,1.4824,518.32,8.2769,1821.1,,0.56197
2451376,7/16/1999,Fri,67.976,0.9996,1.514,13.486,1,0.37685,1.9804,39.534,1.00019,1.8074,0.63993,1.9094,1.4824,517.06,8.2769,1827.9,,0.5652
2451379,7/19/1999,Mon,64.122,0.9996,1.5354,13.485,1,0.37728,1.9791,39.534,0.99956,1.7941,0.63976,1.9162,1.4916,517.38,8.2775,1812.4,,0.56325
2451380,7/20/1999,Tue,65.792,0.99993,1.5433,13.209,1,0.37698,2.0009,38.722,1.00044,1.7988,0.63683,1.9178,1.4914,514.1,8.2764,1812.2,,0.55584
2451381,7/21/1999,Wed,65.077,0.99987,1.5433,13.072,1,0.37738,1.9792,38.323,0.9996,1.8108,0.63427,1.8583,1.501,517.05,8.2791,1810.6,,0.54778
2451382,7/22/1999,Thu,67.236,0.99987,1.5461,13.094,1,0.37563,1.9815,38.386,1.00077,1.8252,0.63112,1.8604,1.5025,518.46,8.2782,1808.1,,0.54886
2451383,7/23/1999,Fri,67.195,0.9998,1.5432,13.104,1,0.37695,1.9827,38.416,1.00136,1.8185,0.63332,1.8555,1.5075,518.4,8.2784,1831.7,,0.54375
2451386,7/26/1999,Mon,64.51,0.9996,1.5444,12.917,1,0.37678,1.9747,37.867,0.9973,1.816,0.62866,1.8141,1.5098,518.48,8.2774,1845.7,,0.53555
2451387,7/27/1999,Tue,67.185,0.99987,1.5518,12.947,1,0.37712,2.0012,37.957,1.00062,1.8199,0.62898,1.8201,1.5132,515.75,8.2779,1827.5,,0.54384
2451388,7/28/1999,Wed,64.318,0.99987,1.5521,12.926,1,0.3778,1.976,37.895,0.99799,1.7854,0.62715,1.831,1.511,514.65,8.2795,1818.3,,0.54112
2451389,7/29/1999,Thu,65.798,0.99987,1.5394,12.841,1,0.3775,1.9817,37.644,1.00087,1.795,0.61984,1.8226,1.508,514.15,8.2766,1801.7,,0.53847
2451390,7/30/1999,Fri,64.647,0.99987,1.5328,12.865,1,0.377,1.988,37.716,1.00405,1.789,0.61731,1.8274,1.5063,514.1,8.2764,1797.5,,0.53917
2451394,8/3/1999,Tue,67.09,0.99993,1.5291,12.884,1,0.3773,1.9821,37.772,1.00104,1.8286,0.6182,1.8279,1.4945,513.57,8.2798,1796.3,,0.54277
2451395,8/4/1999,Wed,64.418,0.9998,1.5188,12.778,1,,1.9804,37.46,1.00019,1.8205,0.61726,1.8063,1.4895,514.15,8.2796,1820.9,,0.5331
2451396,8/5/1999,Thu,64.829,0.9998,1.5275,12.748,1,0.37662,1.9796,37.372,0.99982,1.8471,0.61751,1.8017,1.4945,513.4,8.2798,1838.3,,0.53241
