Jul.Day,YYYY/MM/DD,Wdy,CZK/USD,DKK/USD,NLG/USD,XCD/USD,EGP/USD,EEK/USD,EUR/USD,FJD/USD,FIM/USD,FRF/USD,XAF/USD,XPF/USD,DEM/USD,GHS/USD,XAU/USD,GRD/USD,HNL/USD,HKD/USD,HUF/USD,ISK/USD
2457553,6/13/2016,Mon,23.951,6.5904,1.9534,2.6902,8.8311,13.87,0.88643,2.078,5.2704,5.8146,581.45,105.806,1.7337,3.8752,0.00077529,302.05,22.47,7.7627,277.48,123.118
2457554,6/14/2016,Tue,24.13,6.6365,1.9669,2.6902,8.8695,13.966,0.89256,2.0769,5.3069,5.8548,585.54,106.515,1.7457,3.9602,0.00077409,304.14,22.451,7.7607,280.42,123.77
2457555,6/15/2016,Wed,24.093,6.6158,1.961,2.6899,8.8757,13.924,0.88988,2.0789,5.291,5.8373,583.82,106.201,1.7405,3.9098,0.0007771,303.23,22.7,7.7606,279.89,123.343
2457556,6/16/2016,Thu,24.262,6.6638,1.9752,2.69,8.8738,14.024,0.89629,2.0769,5.3291,5.8793,587.96,106.981,1.753,3.9245,0.00075995,305.41,22.72,7.7612,282.15,124.437
2457557,6/17/2016,Fri,24.058,6.6075,1.958,2.6902,8.8687,13.902,0.88851,2.0778,5.2828,5.8282,582.72,105.992,1.7378,3.9394,0.00077169,302.76,22.701,7.7615,278.99,123.352
2457560,6/20/2016,Mon,23.907,6.5711,1.9472,2.69,8.8777,13.825,0.88361,2.0791,5.2537,5.7961,579.5,105.407,1.7282,3.9394,0.00077831,301.09,22.679,7.761,276.55,122.672
2457561,6/21/2016,Tue,24.035,6.6038,1.957,2.69,8.8787,13.895,0.88804,2.0941,5.2801,5.8252,582.37,105.934,1.7369,3.9464,0.00078258,302.6,22.599,7.759,279.44,123.132
2457562,6/22/2016,Wed,23.985,6.5913,1.9524,2.6899,8.869,13.862,0.88597,2.0654,5.2677,5.8116,581.14,105.688,1.7328,3.9495,0.00078753,301.89,22.65,7.758,278.51,122.562
2457563,6/23/2016,Thu,23.809,6.5462,1.938,2.6897,8.8795,13.76,0.87945,2.0584,5.229,5.7688,577.01,104.955,1.7201,3.937,0.00078939,299.67,22.55,7.7573,276.62,121.563
2457564,6/24/2016,Fri,24.396,6.6866,1.9812,2.6899,8.8744,14.066,0.89901,2.0585,5.3453,5.8971,589.8,107.307,1.7583,3.9452,0.00075024,306.34,22.62,7.7594,285.35,124.061
2457567,6/27/2016,Mon,24.638,6.7482,1.9993,2.6898,8.8803,14.195,0.90725,2.0696,5.3943,5.9512,595.27,108.262,1.7744,3.9499,0.00075193,309.15,22.599,7.761,288.38,125.148
2457568,6/28/2016,Tue,24.545,6.7301,1.9938,2.6901,8.8294,14.156,0.90476,2.0611,5.3794,5.9348,593.38,108.003,1.7695,3.9523,0.00075879,308.3,22.742,7.7591,287.12,124.667
2457569,6/29/2016,Wed,24.383,6.6895,1.9823,2.6902,8.8796,14.075,0.89953,2.0746,5.3484,5.9005,589.96,107.364,1.7593,3.9426,0.00075477,306.51,22.731,7.7587,284.77,123.371
2457570,6/30/2016,Thu,24.384,6.7404,1.9972,2.69,8.8865,14.18,0.9063,2.0755,5.3886,5.9449,594.56,108.138,1.7726,3.9553,0.00075592,308.82,22.719,7.7592,284.72,123.191
2457574,7/4/2016,Mon,24.294,6.6757,1.9775,2.6898,8.8832,14.041,0.89737,2.0653,5.3355,5.8863,588.63,107.123,1.7551,3.9496,,305.78,22.701,7.7578,284.47,122.557
2457575,7/5/2016,Tue,24.423,6.7163,1.9891,2.6899,8.8865,14.123,0.90262,2.0512,5.3667,5.9208,592.09,107.729,1.7654,3.9551,0.00073968,307.57,22.682,7.759,285.85,123.089
2457576,7/6/2016,Wed,24.418,6.7175,1.9897,2.6898,8.8841,14.127,0.90287,2.0626,5.3682,5.9225,592.21,107.746,1.7659,3.9397,0.00072834,307.65,22.649,7.7583,285.7,123.037
2457577,7/7/2016,Thu,24.438,6.7275,1.9917,2.6899,8.8794,14.141,0.9038,2.0639,5.3738,5.9285,592.88,107.841,1.7677,3.9597,0.00073424,307.97,22.64,7.7587,284.67,123.071
2457578,7/8/2016,Fri,24.486,6.7421,1.9968,2.6899,8.8709,14.177,0.90609,2.0555,5.3873,5.9435,594.23,108.131,1.7722,3.9305,0.00073749,308.75,22.622,7.758,284.63,122.982
2457581,7/11/2016,Mon,24.5,6.7353,1.9956,2.69,8.881,14.169,0.90556,2.0434,5.3842,5.9401,593.98,108.041,1.7711,3.9623,0.00073695,308.57,22.602,7.7578,283.64,123.027
2457582,7/12/2016,Tue,24.411,6.7197,1.9901,2.6898,8.7714,14.13,0.90307,2.0812,5.3694,5.9238,592.44,107.748,1.7663,3.9502,0.00074132,307.72,22.799,7.7586,283.57,122.677
2457583,7/13/2016,Wed,24.329,6.6933,1.9834,2.6898,8.8786,14.082,0.90003,2.043,5.3514,5.9038,590.39,107.415,1.7603,3.9648,0.00074409,306.69,22.782,7.756,282.65,121.966
2457584,7/14/2016,Thu,24.327,6.6952,1.984,2.6901,8.8825,14.087,0.90031,2.0747,5.353,5.9057,590.53,107.446,1.7609,3.9617,0.00075477,306.78,22.71,7.7541,282.67,121.725
2457585,7/15/2016,Fri,24.421,6.7263,1.9928,2.6902,8.8793,14.149,0.90431,2.0628,5.3768,5.9319,593.28,107.945,1.7687,3.9354,0.0007508,308.14,22.759,7.7546,285.42,122.175
2457588,7/18/2016,Mon,24.397,6.717,1.9896,2.6899,8.8809,14.127,0.90286,2.0705,5.3681,5.9224,592.34,107.751,1.7658,3.9597,0.00074996,307.65,22.751,7.7551,284.36,121.687
2457589,7/19/2016,Tue,24.527,6.7543,2.0008,2.6903,8.8808,14.206,0.90794,2.0714,5.3984,5.9557,595.47,108.304,1.7758,3.9554,0.0007508,309.38,22.738,7.7558,286.04,122.453
2457590,7/20/2016,Wed,24.548,6.76,2.0024,2.6898,8.8798,14.217,0.90865,2.0975,5.4026,5.9603,595.98,108.396,1.7772,3.9396,0.00075764,309.62,22.73,7.7557,285.9,122.441
2457591,7/21/2016,Thu,24.529,6.7513,2.0005,2.6899,8.8729,14.204,0.90781,2.1029,5.3976,5.9548,595.39,108.357,1.7755,3.9495,0.00075764,309.34,22.7,7.7562,284.78,122.257
2457592,7/22/2016,Fri,24.632,6.7823,2.0092,2.6899,8.8826,14.265,0.91172,2.1018,5.4208,5.9805,598.18,108.819,1.7832,3.955,0.00075364,310.67,22.682,7.757,285.49,122.358
2457595,7/25/2016,Mon,24.618,6.7751,2.0072,2.6902,8.882,14.251,0.91081,2.1052,5.4154,5.9745,597.33,108.669,1.7814,3.9395,0.00075534,310.36,22.739,7.7562,284.1,122.002
2457596,7/26/2016,Tue,24.607,6.7738,2.0065,2.6902,8.8852,14.247,0.91052,2.106,5.4137,5.9727,597.15,108.627,1.7808,3.9595,0.00075477,310.26,22.7,7.7572,285.17,121.63
2457597,7/27/2016,Wed,24.6,6.7725,2.0056,2.6903,8.8803,14.24,0.91009,2.0964,5.4112,5.9698,597.11,108.628,1.78,3.9652,0.00074911,310.11,22.579,7.7572,285.28,121.173
2457598,7/28/2016,Thu,24.371,6.7057,1.9864,2.6899,8.8802,14.103,0.90138,2.0965,5.3593,5.9126,591.38,107.598,1.7629,3.9645,0.00074409,307.14,22.571,7.7564,280.87,119.836
2457599,7/29/2016,Fri,24.199,6.6604,1.973,2.69,8.8802,14.008,0.8953,2.0943,5.3232,5.8728,587.17,106.806,1.7511,3.9614,0.00074077,305.07,22.57,7.7589,278.6,118.662
2457603,8/2/2016,Tue,24.087,6.6273,1.9634,2.6899,8.8802,13.94,0.89095,2.0551,5.2974,5.8443,584.33,106.328,1.7426,3.9556,0.00073181,303.59,22.7,7.761,277.37,118.132
2457604,8/3/2016,Wed,24.191,6.6599,1.9729,2.6903,8.8802,14.008,0.89528,2.0703,5.3231,5.8726,587.34,106.863,1.751,3.9588,0.00073343,305.07,22.819,7.7585,278.12,119.561
2457605,8/4/2016,Thu,24.273,6.6795,1.9795,2.69,8.8803,14.055,0.89828,2.0724,5.3409,5.8923,589.1,107.202,1.7569,3.959,0.00073181,306.09,22.7,7.7567,279.45,120.046
2457606,8/5/2016,Fri,24.385,6.7108,1.989,2.6898,8.8803,14.122,0.90255,2.0726,5.3663,5.9204,592.09,107.68,1.7652,3.958,0.0007405,307.55,22.799,7.7551,280.19,120.256
2457609,8/8/2016,Mon,24.369,6.7061,1.9872,2.6865,8.855,14.11,0.90177,2.0701,5.3617,5.9152,591.64,107.637,1.7637,3.9508,0.00074631,307.28,22.771,7.7474,280.86,120.109
2457610,8/9/2016,Tue,24.322,6.6958,1.9837,2.6901,8.8798,14.084,0.90015,2.0761,5.3521,5.9046,590.59,107.428,1.7605,3.9473,0.00074687,306.73,22.78,7.7566,279.44,119.572
2457611,8/10/2016,Wed,24.185,6.6599,1.9727,2.69,8.8839,14.007,0.89519,2.0714,5.3226,5.8721,587.23,106.786,1.7508,3.9432,0.00073803,305.04,22.709,7.7566,277.81,118.727
2457612,8/11/2016,Thu,24.19,6.66,1.9733,2.6902,8.8266,14.01,0.89543,2.064,5.324,5.8736,587.22,106.878,1.7513,3.9427,0.00074077,305.12,22.759,7.7563,277.57,118.569
2457613,8/12/2016,Fri,24.183,6.6589,1.9725,2.6902,8.8813,14.005,0.8951,2.0636,5.322,5.8715,587.08,106.807,1.7507,3.9454,0.00073749,305.01,22.79,7.7565,277.49,118.435
2457616,8/15/2016,Mon,24.131,6.6437,1.9681,2.6898,8.8799,13.974,0.89308,2.0417,5.31,5.8582,585.77,106.529,1.7467,3.9444,0.00074576,304.32,22.742,7.7566,276.29,118.009
2457617,8/16/2016,Tue,23.956,6.5993,1.9542,2.6902,8.8858,13.875,0.88679,2.0668,5.2726,5.817,581.73,105.86,1.7344,3.96,0.00074077,302.17,22.789,7.7551,274.71,117.14
2457618,8/17/2016,Wed,23.994,6.6077,1.9568,2.69,8.88,13.893,0.88795,2.0596,5.2795,5.8245,582.51,105.962,1.7367,3.9452,0.00074077,302.57,22.721,7.755,276.21,117.457
2457619,8/18/2016,Thu,23.843,6.5681,1.9445,2.69,8.8792,13.806,0.88237,2.0641,5.2464,5.788,578.84,105.317,1.7258,3.96,0.00073913,300.67,22.699,7.7533,273.67,116.56
2457620,8/19/2016,Fri,23.861,6.5704,1.9457,2.6902,8.8836,13.814,0.8829,2.0648,5.2495,5.7915,579.05,105.385,1.7268,3.9552,0.00074353,300.85,22.688,7.7537,273.94,116.543
2457623,8/22/2016,Mon,23.883,6.5796,1.948,2.6901,8.8758,13.831,0.88396,2.0407,5.2558,5.7984,579.84,105.477,1.7289,3.9578,0.00074353,301.21,22.894,7.753,274.31,116.7
2457624,8/23/2016,Tue,23.897,6.5826,1.9489,2.6902,8.8839,13.837,0.88436,2.0312,5.2582,5.8011,580.13,105.495,1.7297,3.9747,0.00074187,301.35,22.852,7.7531,273.99,116.655
2457625,8/24/2016,Wed,24.016,6.6122,1.9577,2.6902,8.8785,13.9,0.88837,2.0651,5.282,5.8273,582.62,105.979,1.7375,3.9632,0.00075024,302.71,22.842,7.7544,275.14,117.104
2457626,8/25/2016,Thu,23.971,6.6039,1.9547,2.6902,8.8808,13.879,0.88701,2.065,5.2739,5.8184,581.96,105.867,1.7348,3.9623,0.00075534,302.25,22.829,7.7553,274.26,116.865
2457627,8/26/2016,Fri,24.061,6.6259,1.9609,2.69,8.8827,13.923,0.88983,2.0649,5.2907,5.8369,583.72,106.21,1.7404,3.9776,0.0007508,303.21,22.798,7.756,274.82,117.061
2457630,8/29/2016,Mon,24.181,6.6593,1.9709,2.6899,8.8825,13.993,0.89435,2.0767,5.3175,5.8665,586.71,106.713,1.7492,3.9511,0.00075592,304.75,22.78,7.7556,275.94,117.288
2457631,8/30/2016,Tue,24.237,6.6748,1.9764,2.69,8.8808,14.033,0.89684,2.047,5.3324,5.8829,588.21,107.005,1.7541,3.9564,0.00075706,305.6,22.86,7.758,277.86,117.168
2457632,8/31/2016,Wed,24.245,6.6755,1.9771,2.6899,8.7835,14.038,0.89718,2.0832,5.3344,5.8851,588.52,107.047,1.7547,3.9662,0.00076314,305.71,22.848,7.7568,277.76,116.658
2457633,9/1/2016,Thu,24.138,6.6465,1.9686,2.6903,8.8844,13.978,0.89333,2.0841,5.3115,5.8599,585.92,106.561,1.7472,3.9646,0.00076227,304.4,22.831,7.757,276.81,115.786
2457634,9/2/2016,Fri,24.207,6.6696,1.9752,2.6902,8.8794,14.024,0.8963,2.0745,5.3291,5.8793,587.92,106.988,1.753,3.9403,0.0007542,305.41,22.821,7.7556,277.93,115.959
2457638,9/6/2016,Tue,24.055,6.6235,1.9613,2.6902,8.8811,13.926,0.89002,2.0438,5.2918,5.8382,583.77,106.228,1.7407,3.9651,0.00074771,303.27,22.8,7.7553,275.72,115.184
2457639,9/7/2016,Wed,24.044,6.6264,1.9611,2.6898,8.8287,13.924,0.88992,2.0436,5.2912,5.8375,583.75,106.219,1.7405,3.9604,0.00073885,303.24,22.779,7.7553,274.48,114.929
2457640,9/8/2016,Thu,24.003,6.6098,1.9576,2.6899,8.8802,13.899,0.88832,2.0533,5.2817,5.827,582.8,105.985,1.7374,3.9671,0.0007427,302.69,22.812,7.7566,273.96,114.645
2457641,9/9/2016,Fri,24.095,6.6359,1.9652,2.69,8.8757,13.953,0.89176,2.0596,5.3021,5.8495,584.96,106.392,1.7441,3.965,0.00074743,303.87,22.729,7.7569,275.71,115.031
2457644,9/12/2016,Mon,24.061,6.628,1.9624,2.6902,8.8797,13.933,0.8905,2.0597,5.2947,5.8413,584.06,106.231,1.7417,3.9555,0.00075307,303.44,22.719,7.7581,275.6,114.711
2457645,9/13/2016,Tue,24.041,6.6232,1.9604,2.6899,8.8867,13.919,0.8896,2.0683,5.2893,5.8354,583.64,106.186,1.7399,3.9304,0.00075193,303.13,22.702,7.7584,275.75,114.695
2457646,9/14/2016,Wed,23.998,6.6044,1.9552,2.69,8.8788,13.882,0.88725,2.0842,5.2754,5.82,582.04,105.851,1.7353,3.9335,0.00075592,302.33,22.7,7.758,275.4,114.488
2457647,9/15/2016,Thu,24.029,6.6227,1.9599,2.69,8.8786,13.916,0.88938,2.0811,5.288,5.834,583.49,106.102,1.7395,3.9764,0.00075735,303.06,22.681,7.758,275.31,114.412
2457648,9/16/2016,Fri,24.222,6.6766,1.9749,2.6899,8.8799,14.022,0.89616,2.0811,5.3283,5.8784,587.77,106.901,1.7527,3.9786,0.00076168,305.37,22.672,7.7588,276.19,115.297
2457651,9/19/2016,Mon,24.176,6.6638,1.9713,2.69,8.8808,13.996,0.89454,2.0833,5.3187,5.8678,586.87,106.729,1.7496,3.9882,0.00075879,304.81,22.652,7.7579,276.16,115.118
2457652,9/20/2016,Tue,24.192,6.6741,1.9726,2.6903,8.8814,14.006,0.89512,2.0747,5.3221,5.8716,587.13,106.85,1.7507,3.9724,0.00075937,305.01,22.631,7.7569,276.62,115.026
2457653,9/21/2016,Wed,24.203,6.6765,1.9741,2.6899,8.8816,14.016,0.89579,2.0726,5.3261,5.876,587.61,106.856,1.752,3.9562,0.00075335,305.24,22.621,7.756,276.15,115.061
2457654,9/22/2016,Thu,24.062,6.639,1.9626,2.6901,8.8792,13.935,0.89058,2.0354,5.2952,5.8418,584.18,106.267,1.7418,3.9705,0.00074631,303.47,22.602,7.7556,272.21,114.478
2457655,9/23/2016,Fri,24.081,6.6423,1.9636,2.69,8.879,13.942,0.89103,2.0367,5.2978,5.8448,584.59,106.341,1.7427,3.9942,0.00074687,303.62,22.582,7.7568,272.62,114.478
2457658,9/26/2016,Mon,23.968,6.6117,1.9558,2.69,8.8808,13.886,0.88749,2.0695,5.2768,5.8216,582.14,105.915,1.7358,3.9942,0.00074409,302.41,22.571,7.7559,272.27,113.865
2457659,9/27/2016,Tue,24.114,6.6506,1.9661,2.69,8.8828,13.96,0.89218,2.0639,5.3047,5.8523,585.16,106.495,1.745,3.9952,0.0007508,304.01,22.55,7.7545,274.74,114.404
2457660,9/28/2016,Wed,24.129,6.6543,1.9676,2.6898,8.8764,13.97,0.89286,2.062,5.3087,5.8568,585.67,106.533,1.7463,3.9802,0.00075307,304.24,22.8,7.7539,275.36,114.451
2457661,9/29/2016,Thu,24.034,6.6267,1.9597,2.6901,8.8825,13.914,0.88929,2.0618,5.2875,5.8333,583.3,106.081,1.7393,3.9796,0.00075707,303.02,22.78,7.7553,274.54,113.823
2457662,9/30/2016,Fri,24.033,6.6248,1.9609,2.6901,8.8819,13.923,0.88983,2.0618,5.2907,5.8369,583.76,106.211,1.7404,3.9797,0.00075137,303.21,22.78,7.7557,274.53,113.863
2457665,10/3/2016,Mon,24.105,6.6416,1.9657,2.6898,8.8799,13.956,0.89197,2.0367,5.3034,5.851,585.17,106.459,1.7446,3.9677,0.00075995,303.94,22.76,7.7562,274.2,113.938
2457666,10/4/2016,Tue,24.072,6.6381,1.9654,2.6899,8.8813,13.954,0.89185,2.0356,5.3027,5.8502,585.07,106.467,1.7443,3.9752,0.00077169,303.9,22.75,7.7564,274.2,113.731
2457667,10/5/2016,Wed,24.131,6.6455,1.9687,2.6899,8.8816,13.978,0.89336,2.0727,5.3117,5.8601,585.95,106.618,1.7473,3.9753,0.00078443,304.41,22.74,7.7577,272.27,113.997
2457668,10/6/2016,Thu,24.221,6.6684,1.9751,2.6899,8.8788,14.023,0.89626,2.0481,5.3289,5.8791,587.9,106.964,1.7529,3.9789,0.0007941,305.4,22.729,7.7579,272.99,114.273
2457669,10/7/2016,Fri,24.216,6.6687,1.9754,2.6899,8.8774,14.025,0.89638,2.0797,5.3296,5.8798,587.89,106.945,1.7532,3.8855,0.00079064,305.44,22.719,7.7584,272.85,114.099
2457673,10/11/2016,Tue,24.426,6.7271,1.9923,2.6898,8.8806,14.145,0.90406,2.0522,5.3753,5.9302,593.15,107.897,1.7682,3.9721,0.00079441,308.06,22.689,7.7603,275.99,114.623
2457674,10/12/2016,Wed,24.528,6.7533,2.0011,2.6898,8.8772,14.208,0.90808,2.0912,5.3992,5.9566,595.65,108.384,1.776,3.9728,0.00079474,309.43,22.669,7.7577,277.3,114.754
2457675,10/13/2016,Thu,24.475,6.7409,1.9965,2.6901,8.8869,14.175,0.90597,2.09,5.3866,5.9428,594.38,108.087,1.7719,3.9401,0.00079284,308.71,22.67,7.7569,276.9,114.351
2457676,10/14/2016,Fri,24.599,6.7737,2.0061,2.6901,8.878,14.244,0.91034,2.0598,5.4126,5.9714,597.19,108.647,1.7805,3.9698,0.00079743,310.2,22.829,7.7589,278.39,114.604
2457679,10/17/2016,Mon,24.594,6.7652,2.0035,2.69,8.8792,14.225,0.90914,2.0834,5.4055,5.9636,596.37,108.489,1.7781,3.98,0.00079632,309.79,22.652,7.7592,279.35,114.442
2457680,10/18/2016,Tue,24.572,6.7651,2.004,2.6902,8.8791,14.229,0.90937,2.08,5.4069,5.9651,596.45,108.477,1.7786,3.9709,0.00079252,309.87,22.628,7.7588,279.4,114.246
2457681,10/19/2016,Wed,24.647,6.7877,2.0097,2.6903,8.8801,14.269,0.91198,2.0811,5.4224,5.9822,598.22,108.862,1.7837,3.973,0.00078566,310.76,22.622,7.7576,280.24,114.372
2457682,10/20/2016,Thu,24.711,6.8031,2.0156,2.6902,8.88,14.311,0.91462,2.067,5.4381,5.9995,599.91,109.165,1.7888,3.9801,0.00078505,311.66,22.599,7.7579,281.23,114.566
2457683,10/21/2016,Fri,24.863,6.8434,2.0281,2.6901,8.8814,14.399,0.92029,2.079,5.4718,6.0367,603.72,109.843,1.7999,3.9608,0.00078753,313.59,22.579,7.7581,283.91,114.961
2457686,10/24/2016,Mon,24.816,6.8341,2.0241,2.69,8.8764,14.371,0.9185,2.0811,5.4611,6.0249,602.52,109.648,1.7964,3.9703,0.00078535,312.98,22.569,7.7576,283.52,114.623
2457687,10/25/2016,Tue,24.821,6.8309,2.0238,2.6899,8.8791,14.37,0.91838,2.0834,5.4605,6.0242,602.53,109.564,1.7962,3.9755,0.00078728,312.94,22.55,7.7569,283.82,114.357
2457688,10/26/2016,Wed,24.759,6.8129,2.019,2.6898,8.8808,14.335,0.9162,2.0791,5.4475,6.0099,600.99,109.329,1.7919,3.9726,0.00078428,312.19,22.53,7.7564,283.53,113.993
2457689,10/27/2016,Thu,24.78,6.8226,2.0212,2.6901,8.8825,14.35,0.91716,2.0789,5.4532,6.0162,601.62,109.452,1.7938,3.9698,0.00078551,312.52,22.52,7.755,283.96,114.118
2457690,10/28/2016,Fri,24.718,6.8048,2.0155,2.6899,8.8766,14.31,0.91459,2.0868,5.4379,5.9993,599.95,109.176,1.7888,3.9801,0.00078462,311.65,22.5,7.7542,283.1,113.625
2457693,10/31/2016,Mon,24.692,6.7863,2.0104,2.6897,8.8837,14.274,0.91227,2.0585,5.4241,5.9841,598.35,108.879,1.7842,3.9831,0.00078351,310.85,22.519,7.755,281.63,113.01
2457694,11/1/2016,Tue,24.468,6.7367,1.9955,2.6898,8.8791,14.168,0.90552,2.0704,5.384,5.9398,594.09,108.069,1.771,3.97,0.00077469,308.55,22.452,7.7551,278.67,111.771
2457695,11/2/2016,Wed,24.319,6.6917,1.982,2.6898,8.8772,14.072,0.89938,2.0712,5.3475,5.8996,589.87,107.292,1.759,3.9899,0.00076902,306.46,22.799,7.7556,277.4,111.028
2457696,11/3/2016,Thu,24.369,6.7064,1.9865,2.6901,13.8913,14.104,0.90141,2.0575,5.3596,5.9129,591.25,107.605,1.763,3.9662,0.00077169,307.16,22.7,7.7552,276.91,110.995
2457697,11/4/2016,Fri,24.297,6.6893,1.9816,2.6899,15.3774,14.07,0.89923,2.0514,5.3466,5.8986,589.8,107.296,1.7587,3.9905,0.0007646,306.41,23.001,7.7562,275,110.569
2457700,11/7/2016,Mon,24.475,6.7421,1.9966,2.6998,16.5331,14.176,0.90603,2.0479,5.387,5.9432,594.27,108.102,1.772,3.9677,0.00077529,308.73,23.098,7.7562,276.85,111.154
2457701,11/8/2016,Tue,24.485,6.7461,1.9971,2.69,17.3765,14.179,0.90623,2.0512,5.3882,5.9445,594.34,108.167,1.7724,3.9943,0.00077862,308.8,23.011,7.7554,277.05,111.049
2457702,11/9/2016,Wed,24.692,6.7957,2.0125,2.6902,17.424,14.289,0.91323,2.0505,5.4298,5.9904,599.11,109.008,1.7861,3.9846,0.00076577,311.18,22.129,7.7556,279.51,111.733
2457703,11/10/2016,Thu,24.848,6.8401,2.0252,2.6902,16.5049,14.379,0.91898,2.0623,5.464,6.0281,602.91,109.642,1.7974,3.9997,0.00078087,313.14,23.07,7.7567,283.33,112.292
2457707,11/14/2016,Mon,25.208,6.9438,2.0553,2.69,15.575,14.593,0.93264,2.0841,5.5452,6.1177,611.8,111.328,1.8241,4.0207,0.00081986,317.8,22.931,7.7583,289.9,113.372
2457708,11/15/2016,Tue,25.202,6.9423,2.0548,2.6898,15.3807,14.589,0.93243,2.0855,5.544,6.1163,611.63,111.306,1.8237,3.9858,0.00081584,317.72,22.85,7.7579,289.14,113.176
2457709,11/16/2016,Wed,25.27,6.9549,2.0597,2.6902,15.6426,14.624,0.93465,2.0881,5.5572,6.1309,613.16,111.521,1.828,4.0373,0.00081385,318.48,22.84,7.7577,290.14,113.12
2457710,11/17/2016,Thu,25.386,6.9834,2.0682,2.6901,15.9346,14.684,0.9385,2.095,5.5801,6.1562,615.73,112.002,1.8355,4.0473,0.00081451,319.79,22.971,7.7568,290.86,113.517
2457711,11/18/2016,Fri,25.512,7.0192,2.079,2.6898,15.9457,14.761,0.94341,2.076,5.6092,6.1883,618.72,112.564,1.8451,3.995,0.00082256,321.47,22.999,7.7574,291.42,113.701
2457714,11/21/2016,Mon,25.512,7.0204,2.0796,2.6901,17.5705,14.765,0.94368,2.1154,5.6108,6.1901,618.93,112.632,1.8457,3.9955,0.00082189,321.56,23.048,7.7562,291.85,113.68
2457715,11/22/2016,Tue,25.467,7.0057,2.0753,2.6899,17.5475,14.735,0.94172,2.1152,5.5992,6.1773,617.83,112.408,1.8418,3.9905,0.00082121,320.89,23.029,7.7563,290.87,113.356
2457716,11/23/2016,Wed,25.608,7.045,2.087,2.6902,17.6279,14.818,0.94706,2.0761,5.631,6.2123,621.31,113.003,1.8523,4.0695,0.00083565,322.71,23.03,7.7566,293.85,113.671
2457717,11/24/2016,Thu,25.587,7.0465,2.0873,2.6899,17.5815,14.82,0.94719,2.106,5.6317,6.2131,621.23,113.051,1.8525,4.0944,,322.75,23.241,7.7568,293.9,113.431
2457718,11/25/2016,Fri,25.498,7.0239,2.0801,2.6899,17.5815,14.769,0.94391,2.1096,5.6123,6.1917,619.06,112.617,1.8461,4.1403,,321.64,22.999,7.7558,292.51,112.993
2457721,11/28/2016,Mon,25.565,7.0346,2.084,2.6899,17.8042,14.796,0.94566,2.1048,5.6227,6.2032,620.42,112.803,1.8496,4.1996,0.0008393,322.24,22.998,7.7558,294.14,112.993
2457722,11/29/2016,Tue,25.484,7.0047,2.074,2.6902,17.8939,14.726,0.94115,2.0973,5.5959,6.1736,617.42,112.333,1.8407,4.2395,0.00084291,320.7,23.001,7.7556,293.66,112.427
2457723,11/30/2016,Wed,25.568,7.033,2.0833,2.69,17.9457,14.792,0.94536,2.0932,5.6209,6.2012,620.14,112.824,1.849,4.317,0.00084484,322.13,23.002,7.7566,295.73,112.634
2457724,12/1/2016,Thu,25.46,6.9942,2.0722,2.6899,17.8995,14.713,0.94033,2.0781,5.5909,6.1681,616.89,112.214,1.8391,4.2294,0.00085423,320.42,23,7.7564,295.52,111.931
2457725,12/2/2016,Fri,25.354,6.9733,2.0661,2.6903,17.676,14.669,0.93754,2.0739,5.5743,6.1498,615.08,111.842,1.8337,4.2003,0.00084987,319.47,22.999,7.7552,293.62,111.374
2457728,12/5/2016,Mon,25.227,6.9378,2.0552,2.6899,17.9696,14.592,0.93261,2.2003,5.5451,6.1175,611.89,111.249,1.824,4.3245,0.00085468,317.79,23.002,7.7555,293.17,110.6
2457729,12/6/2016,Tue,25.225,6.9425,2.0563,2.6901,17.914,14.6,0.93311,2.0951,5.548,6.1208,612.03,111.324,1.825,4.3148,0.00085169,317.96,22.989,7.7553,292.08,110.583
2457730,12/7/2016,Wed,25.127,6.9129,2.0484,2.6902,18.0949,14.544,0.92951,2.0985,5.5266,6.0972,609.85,110.895,1.818,4.2406,0.00084663,316.73,22.999,7.7562,291.51,110.25
2457731,12/8/2016,Thu,25.454,6.999,2.0738,2.6899,18.1937,14.724,0.94106,2.0942,5.5953,6.173,617.23,112.328,1.8406,4.2105,0.00085082,320.67,23.001,7.7559,295.84,111.382
2457732,12/9/2016,Fri,25.641,7.0547,2.0908,2.6898,18.0965,14.845,0.94876,2.0942,5.6411,6.2234,622.41,113.19,1.8556,4.2098,0.0008557,323.29,22.982,7.7584,298.64,112.321
2457735,12/12/2016,Mon,25.485,7.0117,2.0777,2.6899,18.2923,14.752,0.94281,2.0947,5.6057,6.1845,618.35,112.5,1.844,4.2102,0.00085902,321.26,22.932,7.7583,296.55,111.64
2457736,12/13/2016,Tue,25.407,6.9936,2.0723,2.6902,18.5233,14.714,0.94037,2.0925,5.5912,6.1684,616.83,112.233,1.8392,4.1297,0.00085939,320.43,22.881,7.7564,295.63,111.66
2457737,12/14/2016,Wed,25.358,6.9803,2.0682,2.6902,18.7133,14.684,0.9385,2.092,5.58,6.1561,615.53,111.971,1.8355,4.1228,0.00085497,319.79,23.421,7.756,294.37,112.354
2457738,12/15/2016,Thu,26.054,7.1642,2.1243,2.6902,18.328,15.083,0.96395,2.0995,5.7314,6.3231,632.23,114.996,1.8853,4.1146,0.00088139,328.47,23.38,7.7603,302.01,114.897
