Jul.Day,YYYY/MM/DD,Wdy,CZK/USD,DKK/USD,NLG/USD,XCD/USD,EGP/USD,EEK/USD,EUR/USD,FJD/USD,FIM/USD,FRF/USD,XAF/USD,XPF/USD,DEM/USD,GHS/USD,XAU/USD,GRD/USD,HNL/USD,HKD/USD,HUF/USD,ISK/USD
2452521,9/3/2002,Tue,30.34,7.4547,2.213,,4.6335,,1.0042,2.1306,5.9707,6.5871,,,1.964,0.831176,0.0031864,342.18,16.609,7.7999,246.24,88.162
2452522,9/4/2002,Wed,30.593,7.4835,2.2203,,4.608,,1.00753,2.1316,5.9905,6.6089,,,1.9705,0.824369,0.0031961,343.31,16.61,7.8,247.46,88.292
2452523,9/5/2002,Thu,30.518,7.4914,2.2231,,4.6364,,1.00882,2.1407,5.9982,6.6174,,,1.9731,0.824842,0.0031548,343.75,16.61,7.8,247.22,87.358
2452524,9/6/2002,Fri,30.56,7.5417,2.2381,,4.627,,1.01559,2.1443,6.0384,6.6618,,,1.9863,0.810052,0.0031389,346.06,16.611,7.7998,247.94,87.585
2452527,9/9/2002,Mon,30.369,7.5633,2.2444,,4.6255,,1.01847,2.1379,6.0556,6.6808,,,1.992,0.811192,0.0030978,347.05,16.609,7.8,248.01,86.929
2452528,9/10/2002,Tue,30.509,7.6163,2.2599,,4.6015,,1.02551,2.1385,6.0974,6.7269,,,2.0057,0.831747,0.0031431,349.44,16.621,7.7999,249.27,87.043
2452529,9/11/2002,Wed,30.565,7.6332,2.2644,,4.5727,,1.02752,2.1398,6.1094,6.7401,,,2.0097,0.820573,0.0031728,350.13,16.619,7.7999,249.64,86.709
2452530,9/12/2002,Thu,30.466,7.6051,2.2577,,4.6167,,1.0245,2.1403,6.0914,6.7203,,,2.0037,0.834158,0.00315,349.1,16.62,7.7994,249.28,86.749
2452531,9/13/2002,Fri,30.867,7.6236,2.2618,,4.6132,,1.02634,2.1285,6.1024,6.7324,,,2.0074,0.83458,0.0031469,349.73,16.62,7.8,249.67,87.031
2452534,9/16/2002,Mon,31.156,7.6412,2.2664,,4.6118,,1.02846,2.1429,6.115,6.7463,,,2.0115,0.815721,0.0031436,350.45,16.619,7.7994,250.33,87.479
2452535,9/17/2002,Tue,31.252,7.6697,2.2755,,4.6172,,1.03256,2.1462,6.1393,6.7732,,,2.0195,0.831158,0.0031587,351.85,16.62,7.7995,251.09,88.421
2452536,9/18/2002,Wed,30.887,7.5901,2.2505,,4.6311,,1.02122,2.1463,6.0719,6.6988,,,1.9973,0.816134,0.0031256,347.98,16.621,7.7999,248.51,88.304
2452537,9/19/2002,Thu,30.519,7.5637,2.2429,,4.6471,,1.0178,2.1415,6.0516,6.6763,,,1.9906,0.823298,0.0031002,346.82,16.651,7.7998,245.94,87.947
2452538,9/20/2002,Fri,30.561,7.5516,2.2396,,4.6371,,1.01628,2.1329,6.0425,6.6664,,,1.9877,0.81927,0.0030917,346.3,16.651,7.7998,246.87,87.877
2452541,9/23/2002,Mon,30.968,7.5632,2.2432,,4.6115,,1.01792,2.1476,6.0523,6.6771,,,1.9909,0.816753,0.0031035,346.86,16.649,7.7998,247.75,87.204
2452542,9/24/2002,Tue,30.785,7.5644,2.2449,,4.5988,,1.0187,2.1539,6.0569,6.6822,,,1.9924,0.813078,0.0030648,347.12,16.67,7.7997,247.97,86.924
2452543,9/25/2002,Wed,30.917,7.5791,2.2487,,4.6345,,1.02039,2.1507,6.067,6.6934,,,1.9957,0.814949,0.003079,347.7,16.67,7.7998,248.53,87.252
2452544,9/26/2002,Thu,30.963,7.611,2.2583,,4.6463,,1.02476,2.1468,6.0929,6.722,,,2.0043,0.812887,0.0031326,349.19,16.67,7.7997,249.34,87.709
2452545,9/27/2002,Fri,30.986,7.6034,2.2553,,4.6472,,1.02342,2.1495,6.085,6.7132,,,2.0016,0.821718,0.0031328,348.73,16.671,7.7996,248.72,87.118
2452548,9/30/2002,Mon,30.764,7.5192,2.2309,,4.6419,,1.01232,2.1488,6.019,6.6404,,,1.9799,0.813231,0.0031013,344.95,16.67,7.7996,246.96,86.325
2452549,10/1/2002,Tue,30.831,7.5344,2.235,,4.6206,,1.0142,2.147,6.0301,6.6527,,,1.9836,0.817526,0.0031095,345.59,16.689,7.7994,246.97,86.29
2452550,10/2/2002,Wed,30.835,7.5428,2.239,,4.6428,,1.01602,2.1449,6.041,6.6647,,,1.9872,0.813078,0.0031084,346.21,16.689,7.7996,247.16,86.215
2452551,10/3/2002,Thu,30.73,7.5258,2.2322,,4.598,,1.01293,2.1451,6.0226,6.6444,,,1.9811,0.81969,0.0031002,345.16,16.69,7.7998,246.5,86.377
2452552,10/4/2002,Fri,30.856,7.5626,2.2433,,4.6231,,1.01794,2.1376,6.0524,6.6773,,,1.9909,0.813367,0.0031133,346.86,16.69,7.7996,248.18,86.688
2452555,10/7/2002,Mon,30.92,7.5665,2.2447,,4.6311,,1.01862,2.1375,6.0564,6.6817,,,1.9922,0.820618,0.0031122,347.09,16.689,7.7995,248.98,87.328
2452556,10/8/2002,Tue,30.964,7.5816,2.2493,,4.5975,,1.0207,2.131,6.0688,6.6953,,,1.9963,0.821082,0.0031315,347.8,16.69,7.7996,249.7,87.763
2452557,10/9/2002,Wed,30.958,7.5253,2.2331,,4.6053,,1.01336,2.1398,6.0252,6.6472,,,1.982,0.825441,0.0031378,345.3,16.71,7.7996,248.22,87.102
2452558,10/10/2002,Thu,31.034,7.5319,2.2346,,4.6191,,1.01402,2.1311,6.0291,6.6515,,,1.9832,0.824612,0.0031566,345.53,16.71,7.7998,248.11,87.397
2452559,10/11/2002,Fri,31.177,7.537,2.2358,,4.6162,,1.01456,2.1338,6.0323,6.6551,,,1.9843,0.823213,0.0031555,345.71,16.71,7.7997,248.45,87.345
2452563,10/15/2002,Tue,31.238,7.5716,2.2456,,4.6467,,1.01902,2.1388,6.0588,6.6844,,,1.993,0.817268,0.0031754,347.23,16.711,7.7995,249.19,88.083
2452564,10/16/2002,Wed,31.441,7.5645,2.2428,,4.6411,,1.01773,2.1388,6.0512,6.6759,,,1.9905,0.820726,0.0031781,346.79,16.711,7.7993,249.58,88.196
2452565,10/17/2002,Thu,31.575,7.6325,2.2636,,4.6252,,1.02718,2.1357,6.1073,6.7378,,,2.009,0.818906,0.0032076,350.01,16.73,7.7993,251.73,88.931
2452566,10/18/2002,Fri,31.426,7.6538,2.2697,,4.6454,,1.02994,2.1366,6.1237,6.756,,,2.0144,0.818801,0.0032032,350.95,16.73,7.799,252,89.172
2452569,10/21/2002,Mon,31.294,7.6347,2.2641,,4.6308,,1.0274,2.1375,6.1086,6.7393,,,2.0094,0.824948,0.003216,350.09,16.73,7.7988,248.76,88.354
2452570,10/22/2002,Tue,31.207,7.5964,2.2528,,4.6335,,1.0223,2.1274,6.0783,6.7058,,,1.9994,0.825211,0.0032015,348.35,16.73,7.799,247.16,88.532
2452571,10/23/2002,Wed,31.61,7.604,2.2552,,4.6057,,1.02335,2.1273,6.0846,6.7128,,,2.0015,0.825631,0.0031986,348.71,16.729,7.799,247.54,88.527
2452572,10/24/2002,Thu,31.779,7.6258,2.2623,,4.5968,,1.02657,2.1284,6.1037,6.7338,,,2.0078,0.830319,0.0032189,349.8,16.729,7.799,247.47,89.149
2452573,10/25/2002,Fri,31.597,7.6083,2.2561,,4.6331,,1.02378,2.1243,6.0871,6.7155,,,2.0023,0.824895,0.0031989,348.85,16.75,7.7988,246.75,88.749
2452576,10/28/2002,Mon,31.341,7.5496,2.2383,,4.6322,,1.01569,2.1211,6.039,6.6625,,,1.9865,0.817016,0.0031772,346.1,16.751,7.799,245.47,87.915
2452577,10/29/2002,Tue,31.419,7.5439,2.2371,,4.6068,,1.01513,2.1126,6.0357,6.6588,,,1.9854,0.822685,0.0031554,345.91,16.75,7.7992,244.97,87.815
2452578,10/30/2002,Wed,31.4,7.5547,2.2401,,4.6467,,1.01654,2.1161,6.044,6.668,,,1.9882,0.829419,0.0031649,346.38,16.75,7.7994,245.26,87.969
2452579,10/31/2002,Thu,31.096,7.5231,2.2299,,4.6026,,1.01187,2.1246,6.0163,6.6374,,,1.979,0.825557,0.0031567,344.79,16.77,7.7994,244.04,87.216
2452580,11/1/2002,Fri,30.867,7.4526,2.21,,4.6364,,1.00283,2.1172,5.9626,6.5782,,,1.9614,0.824128,0.0031453,341.72,16.77,7.7995,242.65,86.823
2452583,11/4/2002,Mon,30.828,7.4652,2.2135,,4.6294,,1.00446,2.1171,5.9722,6.5888,,,1.9645,0.822752,0.0031453,342.27,16.769,7.7991,241.91,87.164
2452584,11/5/2002,Tue,30.932,7.4353,2.205,,4.6364,,1.00058,2.0948,5.9492,6.5634,,,1.957,0.823387,0.0031478,340.95,16.769,7.7989,241,87.036
2452585,11/6/2002,Wed,30.927,7.4484,2.2092,,4.6308,,1.00251,2.0932,5.9606,6.576,,,1.9607,0.824445,0.0031528,341.6,16.769,7.7992,240.22,87.099
2452586,11/7/2002,Thu,30.671,7.3602,2.1835,,4.6471,,0.99081,2.0874,5.8911,6.4993,,,1.9379,0.821694,0.003139,337.62,16.769,7.799,237.61,86.518
2452587,11/8/2002,Fri,30.516,7.3274,2.1736,,4.6577,,0.98632,2.0803,5.8644,6.4698,,,1.9291,0.827725,0.0031236,336.09,16.791,7.7991,236.24,85.58
2452591,11/12/2002,Tue,30.204,7.3561,2.1807,,4.6343,,0.98957,2.0881,5.8837,6.4911,,,1.9354,0.828527,0.0031072,337.19,16.79,7.7994,235.86,85.508
2452592,11/13/2002,Wed,30.424,7.3802,2.1904,,4.6378,,0.99395,2.0899,5.9097,6.5199,,,1.944,0.812577,0.003121,338.69,16.79,7.7993,237.25,85.581
2452593,11/14/2002,Thu,30.484,7.3999,2.196,,4.6004,,0.99652,2.0912,5.925,6.5367,,,1.949,0.815907,0.0031396,339.56,16.8,7.7996,236.68,85.628
2452594,11/15/2002,Fri,30.378,7.3686,2.1856,,4.6321,,0.99178,2.0842,5.8969,6.5057,,,1.9398,0.823593,0.0031404,337.95,16.799,7.7996,235.26,85.199
2452597,11/18/2002,Mon,30.36,7.362,2.1853,,4.6038,,0.99164,2.0828,5.896,6.5048,,,1.9395,0.815488,0.0031362,337.9,16.801,7.7995,235.05,85.128
2452598,11/19/2002,Tue,30.264,7.3457,2.1805,,4.5977,,0.98945,2.0877,5.883,6.4904,,,1.9352,0.812924,0.0031287,337.16,16.799,7.7993,234.08,84.906
2452599,11/20/2002,Wed,30.559,7.4083,2.1983,,4.5974,,0.99754,2.0945,5.9311,6.5435,,,1.951,0.816443,0.0031361,339.91,16.8,7.7995,237.08,85.848
2452600,11/21/2002,Thu,30.625,7.4287,2.2058,,4.6326,,1.00095,2.0939,5.9514,6.5658,,,1.9577,0.822187,0.0031475,341.07,16.81,7.7991,237.15,86.121
2452601,11/22/2002,Fri,30.702,7.4538,2.2113,,4.6305,,1.00343,2.0861,5.9661,6.5821,,,1.9625,0.814537,0.003131,341.92,16.811,7.7987,237.51,86.35
2452604,11/25/2002,Mon,30.989,7.4741,2.2179,,4.6386,,1.00646,2.0872,5.9841,6.6019,,,1.9685,0.828053,0.0031465,342.95,16.811,7.7983,237.65,86.445
2452605,11/26/2002,Tue,31.056,7.4919,2.2225,,4.6273,,1.00853,2.0966,5.9965,6.6156,,,1.9725,0.814405,0.0031457,343.66,16.811,7.7986,238.17,86.41
2452606,11/27/2002,Wed,31.207,7.5057,2.2269,,4.633,,1.01052,2.0968,6.0083,6.6286,,,1.9764,0.824449,0.0031507,344.34,16.809,7.7987,238.84,86.332
2452607,11/28/2002,Thu,31.087,7.4663,2.2155,,4.634,,1.00537,2.1206,5.9776,6.5948,,,1.9663,0.824032,0.0031456,342.58,16.81,7.7985,239.01,86.006
2452608,11/29/2002,Fri,31.022,7.4757,2.2187,,4.6331,,1.00682,2.0973,5.9863,6.6043,,,1.9692,0.837112,0.0031382,343.07,16.839,7.7985,239.04,85.964
2452611,12/2/2002,Mon,31.142,7.4791,2.2207,,4.634,,1.00769,2.0929,5.9915,6.61,,,1.9709,0.81644,0.0031508,343.37,16.84,7.7986,239.27,85.494
2452612,12/3/2002,Tue,31.056,7.4498,2.2107,,4.6328,,1.00316,2.0978,5.9645,6.5803,,,1.962,0.828191,0.0031253,341.83,16.84,7.7984,237.99,85.362
2452613,12/4/2002,Wed,31.013,7.4268,2.2044,,4.6332,,1.00032,2.0995,5.9476,6.5617,,,1.9565,0.828404,0.0031023,340.86,16.84,7.7985,236.8,85.104
2452614,12/5/2002,Thu,30.921,7.4338,2.2055,,4.633,,1.00083,2.0937,5.9507,6.565,,,1.9575,0.834812,0.0030991,341.03,16.86,7.7984,236.24,85.493
2452615,12/6/2002,Fri,30.776,7.368,2.1864,,4.5976,,0.99214,2.0926,5.899,6.508,,,1.9405,0.832819,0.0030668,338.07,16.861,7.7985,234.52,85
2452618,12/9/2002,Mon,30.82,7.3621,2.1844,,4.6375,,0.99124,2.0867,5.8936,6.5021,,,1.9387,0.826191,0.0030805,337.77,16.859,7.7986,234.18,84.497
2452619,12/10/2002,Tue,30.858,7.3741,2.1875,,4.6328,,0.99262,2.0834,5.9019,6.5112,,,1.9414,0.834812,0.003096,338.24,16.86,7.7989,234.47,84.704
2452620,12/11/2002,Wed,30.76,7.363,2.1853,,4.6035,,0.99165,2.0897,5.8961,6.5048,,,1.9395,0.814555,0.0030824,337.9,16.86,7.799,233.83,84.325
2452621,12/12/2002,Thu,30.63,7.2893,2.1628,,4.6339,,0.98144,2.0889,5.8354,6.4378,,,1.9195,0.818316,0.0030226,334.43,16.86,7.7989,231.43,83.367
2452622,12/13/2002,Fri,30.485,7.2635,2.1548,,4.6017,,0.97781,2.0725,5.8138,6.414,,,1.9124,0.829894,0.0030234,333.19,16.86,7.7986,230.14,82.725
2452625,12/16/2002,Mon,30.475,7.2742,2.1581,,4.6325,,0.97932,2.066,5.8228,6.4239,,,1.9154,0.818063,0.0030045,333.7,16.861,7.7985,230.34,83.023
2452626,12/17/2002,Tue,30.477,7.2337,2.1459,,4.62,,0.97376,2.0648,5.7897,6.3874,,,1.9045,0.816263,0.0029725,331.81,16.859,7.7985,229.19,82.539
2452627,12/18/2002,Wed,30.329,7.2433,2.1485,,4.5545,,0.97496,2.062,5.7969,6.3953,,,1.9069,0.817737,0.0029468,332.22,16.861,7.7979,229.12,82.512
2452628,12/19/2002,Thu,30.618,7.2687,2.1589,,4.6214,,0.97968,2.0658,5.8249,6.4263,,,1.9161,0.836487,0.0029068,333.83,16.879,7.7978,230.65,83.244
2452629,12/20/2002,Fri,30.445,7.2305,2.1461,,4.6182,,0.97384,2.0633,5.7902,6.388,,,1.9047,0.839136,0.0029326,331.84,16.9,7.7978,229.85,82.751
2452632,12/23/2002,Mon,30.654,7.2686,2.1564,,4.6214,,0.97854,2.0639,5.8181,6.4188,,,1.9139,0.833548,0.002924,333.44,16.9,7.7984,230.31,82.6
2452633,12/24/2002,Tue,30.31,7.2101,2.1386,,4.5975,,0.97047,2.0681,5.7702,6.3659,,,1.8981,0.832257,0.002882,330.69,16.9,7.7988,228.55,82.209
2452636,12/27/2002,Fri,30.128,7.1356,2.1167,,4.6318,,0.9605,2.0607,5.7109,6.3005,,,1.8786,0.834256,0.0028572,327.29,16.919,7.7988,226.27,81.264
2452639,12/30/2002,Mon,30.143,7.0994,2.1068,,4.6204,,0.95604,2.061,5.6844,6.2712,,,1.8699,0.839841,0.0028804,325.77,16.919,7.799,225.42,81.177
2452640,12/31/2002,Tue,30.101,7.0834,2.1015,,4.593,,0.95363,2.048,5.6701,6.2554,,,1.8651,0.835767,0.0028932,324.95,16.919,7.7986,224.98,80.798
2452642,1/2/2003,Thu,30.236,7.1642,2.1265,,4.5577,,0.96495,2.0533,5.7373,6.3296,,,1.8873,0.84208,0.0029087,328.81,16.92,7.7987,227.44,81.464
2452643,1/3/2003,Fri,30.107,7.1302,2.1151,,4.5909,,0.95981,2.0579,5.7068,6.2959,,,1.8772,0.8422,0.0028494,327.05,16.921,7.7988,226.24,81.04
2452646,1/6/2003,Mon,29.915,7.0988,2.1054,,4.6145,,0.9554,2.047,5.6806,6.267,,,1.8686,0.84303,0.0028487,325.55,16.921,7.7991,224.92,80.892
2452647,1/7/2003,Tue,30.042,7.1294,2.1153,,4.6333,,0.95986,2.0281,5.7071,6.2963,,,1.8773,0.82497,0.0028495,327.07,16.94,7.7994,225.53,80.997
2452648,1/8/2003,Wed,30.073,7.1097,2.1089,,4.5885,,0.95697,2.0367,5.6899,6.2773,,,1.8717,0.82609,0.0028481,326.09,16.939,7.7996,224.71,81.149
2452649,1/9/2003,Thu,30.1,7.0978,2.1049,,4.6192,,0.95518,2.0275,5.6793,6.2656,,,1.8682,0.83085,0.0028485,325.48,16.94,7.7993,224.44,80.964
2452650,1/10/2003,Fri,30.103,7.0519,2.0909,,4.612,,0.94883,2.0283,5.6415,6.2239,,,1.8557,0.82888,0.0028413,323.31,16.94,7.7991,222.82,79.979
2452653,1/13/2003,Mon,30.159,7.0531,2.0915,,4.5904,,0.94909,2.0141,5.643,6.2256,,,1.8563,0.83341,0.0028359,323.4,16.939,7.7988,222.87,79.515
2452654,1/14/2003,Tue,30.023,7.0274,2.0844,,4.6211,,0.94588,2.0077,5.6239,6.2046,,,1.85,0.8278,0.0028403,322.31,16.961,7.7991,221.97,79.571
2452655,1/15/2003,Wed,30.114,7.0229,2.083,,4.5915,,0.9452,2.0113,5.6199,6.2001,,,1.8487,0.82538,0.0028513,322.08,16.96,7.799,221.46,79.751
2452656,1/16/2003,Thu,29.817,7.0311,2.0848,,4.6168,,0.94605,2.0103,5.625,6.2057,,,1.8503,0.83494,0.0028302,322.37,16.961,7.799,230.81,79.56
2452657,1/17/2003,Fri,29.468,6.9759,2.0668,,4.6191,,0.93788,1.9995,5.5764,6.1521,,,1.8343,0.82995,0.0028072,319.58,16.96,7.799,229.46,79.104
2452660,1/20/2003,Mon,29.302,6.9696,2.0652,,4.6199,,0.93716,1.9869,5.5721,6.1474,,,1.8329,0.84324,0.0028129,319.34,16.96,7.7989,229.74,79.231
2452661,1/21/2003,Tue,29.261,6.9619,2.0637,,4.587,,0.93647,1.9865,5.568,6.1428,,,1.8316,0.82419,0.0028101,319.1,16.981,7.7993,231.87,79.389
2452662,1/22/2003,Wed,29.612,6.9321,2.0538,,4.5913,,0.93199,1.9932,5.5413,6.1134,,,1.8228,0.83716,0.0027826,317.57,16.981,7.7991,232.33,79.051
2452663,1/23/2003,Thu,29.193,6.9075,2.0466,,4.5922,,0.92869,2,5.5218,6.0918,,,1.8164,0.83725,0.0027522,316.45,16.98,7.7992,230.47,79.076
2452664,1/24/2003,Fri,29.035,6.8718,2.0355,,4.5799,,0.92366,2.0046,5.4918,6.0588,,,1.8065,0.83175,0.0027159,314.74,16.98,7.7992,228.21,78.621
2452667,1/27/2003,Mon,28.928,6.8623,2.0328,,4.5555,,0.92244,1.9849,5.4846,6.0508,,,1.8041,0.83322,0.0026857,314.32,16.98,7.7994,226.88,78.356
2452668,1/28/2003,Tue,28.896,6.8633,2.0338,,4.5584,,0.92291,1.9953,5.4874,6.0539,,,1.8051,0.83478,0.0027164,314.48,16.989,7.7993,224.5,78.327
2452669,1/29/2003,Wed,28.981,6.8467,2.0288,,4.626,,0.92062,1.998,5.4737,6.0389,,,1.8006,0.61898,0.0027072,313.7,16.991,7.7998,224.28,77.729
2452670,1/30/2003,Thu,29.336,6.899,2.0451,,5.3604,,0.92804,2.0035,5.5179,6.0876,,,1.8151,0.83656,0.0027078,316.23,16.989,7.8,225.62,77.553
2452671,1/31/2003,Fri,29.309,6.9217,2.0519,,5.3401,,0.93112,2.0066,5.5362,6.1078,,,1.8211,0.83552,0.0027241,317.28,16.991,7.8,226.97,77.496
2452674,2/3/2003,Mon,29.333,6.9127,2.0477,,5.3401,,0.92921,1.998,5.5249,6.0952,,,1.8174,0.83983,0.0027013,316.63,16.99,7.7999,226.17,77.162
2452675,2/4/2003,Tue,29.099,6.8366,2.0258,,5.5019,,0.91926,2.0183,5.4657,6.03,,,1.7979,0.83203,0.0026533,313.24,17.011,7.7998,224.36,76.519
2452676,2/5/2003,Wed,29.283,6.857,2.0323,,5.418,,0.9222,1.998,5.4831,6.0492,,,1.8037,0.83489,0.0026359,314.24,17.01,7.7997,225.9,77.015
2452677,2/6/2003,Thu,29.269,6.866,2.0352,,5.5213,,0.92352,1.9991,5.491,6.0579,,,1.8062,0.83599,0.0026946,314.69,17.009,7.7996,227.2,76.113
2452678,2/7/2003,Fri,29.378,6.8828,2.0403,,5.5588,,0.92586,1.997,5.5049,6.0733,,,1.8108,0.83577,0.0027182,315.49,17.011,7.7993,227.95,76.668
2452681,2/10/2003,Mon,29.559,6.9187,2.0506,,5.4673,,0.93053,1.9882,5.5327,6.1039,,,1.82,0.85536,0.0027161,317.08,17.01,7.7994,228.93,77.642
2452682,2/11/2003,Tue,29.56,6.9173,2.0504,,5.5805,,0.93044,1.998,5.5321,6.1033,,,1.8198,0.83612,0.0027478,317.05,17.03,7.7995,228.05,77.161
2452683,2/12/2003,Wed,29.486,6.936,2.056,,5.5785,,0.93299,2.008,5.5473,6.12,,,1.8248,0.82632,0.0028246,317.92,17.029,7.7994,228.13,77.442
2452684,2/13/2003,Thu,28.988,6.8631,2.0345,,5.5803,,0.9232,2.0075,5.4891,6.0558,,,1.8056,0.83489,0.0028079,314.58,17.031,7.7995,225.69,77.25
2452685,2/14/2003,Fri,29.109,6.8817,2.0406,,5.5795,,0.92598,1.988,5.5057,6.0741,,,1.8111,0.82994,0.0028482,315.53,17.031,7.7994,227.57,77.608
2452688,2/17/2003,Mon,29.299,6.9195,2.0514,,5.5012,,0.9309,1.9897,5.5349,6.1063,,,1.8207,0.85444,0.0028944,317.2,17.03,7.7995,228.89,79.09
2452689,2/18/2003,Tue,29.409,6.9391,2.0578,,5.5202,,0.93379,2.0024,5.5521,6.1253,,,1.8263,0.82776,0.002904,318.19,17.039,7.7996,229.58,79.226
2452690,2/19/2003,Wed,29.361,6.9173,2.0511,,5.5007,,0.93073,2.0079,5.5339,6.1052,,,1.8203,0.83657,0.0028799,317.15,17.04,7.7994,228.86,78.988
2452691,2/20/2003,Thu,29.269,6.8658,2.0363,,5.5166,,0.92402,2.0015,5.494,6.0612,,,1.8072,0.83572,0.0028339,314.86,17.04,7.7994,227.28,78.146
2452692,2/21/2003,Fri,29.408,6.8897,2.0433,,5.5006,,0.9272,1.985,5.5129,6.082,,,1.8134,0.83171,0.0028473,315.94,17.039,7.799,228.41,78.365
2452695,2/24/2003,Mon,29.341,6.8893,2.0438,,5.474,,0.92744,1.9774,5.5143,6.0836,,,1.8139,0.8348,0.0028039,316.03,17.041,7.7991,226.44,78.482
2452696,2/25/2003,Tue,29.298,6.8879,2.0433,,5.5015,,0.9272,1.9733,5.5129,6.082,,,1.8134,0.82922,0.0028355,315.94,17.06,7.7989,226.57,78.187
2452697,2/26/2003,Wed,29.34,6.8793,2.0411,,5.5549,,0.9262,1.9719,5.5069,6.0755,,,1.8115,0.82972,0.0028228,315.6,17.061,7.7988,225.14,77.827
2452698,2/27/2003,Thu,29.398,6.8999,2.0472,,5.5045,,0.92898,1.9617,5.5235,6.0937,,,1.8169,0.83067,0.0028608,316.55,17.061,7.7989,225.78,77.956
2452699,2/28/2003,Fri,29.477,6.8911,2.0445,,5.5344,,0.92776,1.9637,5.5162,6.0857,,,1.8145,0.83078,0.0028581,316.13,17.06,7.7991,225.53,77.615
2452702,3/3/2003,Mon,29.353,6.8541,2.0338,,5.5496,,0.92292,1.9604,5.4874,6.0539,,,1.8051,0.82939,0.0028831,314.48,17.06,7.7987,225.58,77.323
2452703,3/4/2003,Tue,29.2,6.8231,2.0242,,5.5555,,0.91854,1.9633,5.4614,6.0252,,,1.7965,0.82989,0.0028382,312.99,17.079,7.7988,225.07,77.179
2452704,3/5/2003,Wed,29.062,6.7723,2.0094,,5.5639,,0.91181,1.9644,5.4214,5.9811,,,1.7833,0.83653,0.002828,310.7,17.08,7.799,223.59,76.802
2452705,3/6/2003,Thu,28.928,6.7544,2.0039,,5.6227,,0.90932,1.9477,5.4066,5.9648,,,1.7785,0.83113,0.0028182,309.85,17.08,7.7989,222.8,76.94
2452706,3/7/2003,Fri,28.876,6.7381,2.0004,,5.6848,,0.90775,1.9503,5.3972,5.9545,,,1.7754,0.83307,0.0028541,309.32,17.081,7.7989,222.51,76.684
2452709,3/10/2003,Mon,28.674,6.7137,1.9921,,5.6477,,0.90397,1.9443,5.3747,5.9296,,,1.768,0.85209,0.002823,308.03,17.08,7.7989,221.59,77.096
2452710,3/11/2003,Tue,28.68,6.7342,1.9982,,5.6727,,0.90674,1.9623,5.3913,5.9479,,,1.7734,0.83169,0.002855,308.97,17.1,7.7988,222.6,76.993
2452711,3/12/2003,Wed,28.673,6.7351,1.9991,,5.685,,0.90715,1.9657,5.3937,5.9505,,,1.7742,0.83181,0.0028812,309.11,17.1,7.7989,222.26,77.043
2452712,3/13/2003,Thu,29.088,6.8339,2.0272,,5.7711,,0.9199,1.985,5.4695,6.0342,,,1.7992,0.83427,0.0029882,313.46,17.1,7.7988,225.3,77.627
2452713,3/14/2003,Fri,29.535,6.9229,2.0548,,5.7976,,0.93244,1.989,5.544,6.1164,,,1.8237,0.8327,0.0029772,317.73,17.1,7.799,228.31,78.423
2452716,3/17/2003,Mon,29.779,7.0009,2.0769,,5.682,,0.94244,1.979,5.6035,6.182,,,1.8433,0.83343,0.002976,321.14,17.101,7.7991,230.77,79.162
2452717,3/18/2003,Tue,29.718,6.991,2.0742,,5.7043,,0.94124,2.0016,5.5964,6.1742,,,1.8409,0.83068,0.0029535,320.73,17.109,7.7989,230.69,79.795
2452718,3/19/2003,Wed,29.843,7.0128,2.0809,,5.6631,,0.94425,2.003,5.6143,6.1939,,,1.8468,0.83638,0.0029687,321.75,17.11,7.799,232.11,79.892
2452719,3/20/2003,Thu,29.864,6.9967,2.0745,,5.6626,,0.94136,2.003,5.5971,6.1749,,,1.8411,0.83525,0.0029874,320.77,17.109,7.7989,231.59,80
2452720,3/21/2003,Fri,30.082,7.0482,2.0911,,5.6832,,0.94889,2.0031,5.6418,6.2243,,,1.8559,0.83279,0.0030232,323.33,17.111,7.7988,233.48,80.016
2452723,3/24/2003,Mon,29.815,6.9783,2.0704,,5.7144,,0.93951,1.9945,5.5861,6.1628,,,1.8375,0.83622,0.0030349,320.14,17.111,7.7989,231.35,78.855
2452724,3/25/2003,Tue,29.786,6.9595,2.0645,,5.6813,,0.93685,1.9991,5.5702,6.1453,,,1.8323,0.84429,0.0030312,319.23,17.14,7.7991,230.4,78.59
2452725,3/26/2003,Wed,29.826,6.9551,2.0637,,5.7601,,0.93646,2.0019,5.568,6.1428,,,1.8316,0.86023,0.0030312,319.1,17.141,7.799,230.53,78.874
2452726,3/27/2003,Thu,29.75,6.9353,2.0577,,5.7507,,0.93373,1.987,5.5517,6.1249,,,1.8262,0.83897,0.0030377,318.17,17.14,7.7992,230,77.889
2452727,3/28/2003,Fri,29.63,6.9008,2.0477,,5.8377,,0.92922,1.9787,5.5249,6.0953,,,1.8174,0.83874,0.0030191,316.63,17.139,7.7992,229.1,77.131
2452730,3/31/2003,Mon,29.355,6.8118,2.0214,,5.764,,0.91728,1.9759,5.4539,6.017,,,1.794,0.8396,0.0029814,312.56,17.141,7.7994,227.15,76.806
2452731,4/1/2003,Tue,29.335,6.8113,2.0205,,5.7381,,0.91688,1.9643,5.4515,6.0143,,,1.7933,0.85616,0.0029836,312.43,17.159,7.7993,227.11,76.898
2452732,4/2/2003,Wed,29.664,6.8977,2.0473,,5.7608,,0.92901,1.9639,5.5236,6.0939,,,1.817,0.83869,0.0030443,316.56,17.16,7.799,229.05,77.649
