Date,Bitcoin,Litecoin,Ripple,Monero,Ethereum,Neo,IOTA,,,
17-Jan-17,907.94,3.94,0.0068,12.39,10.3,0.116638,,,,
16-Jan-17,831.53,3.9,0.006788,10.64,9.64,0.119649,,,,
15-Jan-17,821.8,3.93,0.006726,10.76,9.9,0.123732,,,,
14-Jan-17,818.41,3.9,0.006863,11.09,9.65,0.122939,,,,
13-Jan-17,823.98,3.89,0.006596,11.27,9.77,0.121321,,,,
12-Jan-17,804.83,3.96,0.006423,11.85,9.86,0.124122,,,,
11-Jan-17,777.76,3.85,0.006411,11.64,9.72,0.115138,,,,
10-Jan-17,907.68,4.59,0.006698,13.39,10.55,0.133864,,,,
9-Jan-17,902.83,4.3,0.006167,13.74,10.33,0.123767,,,,
8-Jan-17,911.2,3.99,0.006233,13.47,10.29,0.132609,,,,
7-Jan-17,908.59,3.96,0.006366,13.06,9.87,0.131104,,,,
6-Jan-17,902.2,3.86,0.006315,14.03,10.25,0.135472,,,,
5-Jan-17,1013.38,4.29,0.006201,16.19,10.25,0.13107,,,,
4-Jan-17,1154.73,4.84,0.00657,18.53,11.25,0.136734,,,,
3-Jan-17,1043.84,4.63,0.006386,16.09,9.73,0.140422,,,,
2-Jan-17,1021.75,4.65,0.006311,16.05,8.38,0.145642,,,,
1-Jan-17,998.33,4.51,0.006368,13.97,8.17,0.141841,,,,
31-Dec-16,963.74,4.33,0.006449,13.78,7.97,0.144763,,,,
30-Dec-16,961.24,4.39,0.006426,12.97,8.16,0.147527,,,,
29-Dec-16,973.5,4.56,0.006341,13.13,8.28,0.14095,,,,
28-Dec-16,975.92,4.57,0.006173,14.09,7.52,0.150689,,,,
27-Dec-16,933.2,4.47,0.006199,12.69,7.17,0.158032,,,,
26-Dec-16,907.61,4.36,0.006326,10.27,7.27,0.166597,,,,
25-Dec-16,896.18,4.35,0.006444,9.73,7.18,0.146788,,,,
24-Dec-16,898.82,4.55,0.006349,9.65,7.27,0.146916,,,,
23-Dec-16,921.98,4.66,0.006286,9.55,7.17,0.137593,,,,
22-Dec-16,864.54,3.71,0.006363,8.9,7.58,0.155065,,,,
21-Dec-16,834.28,3.65,0.006445,8.28,7.91,0.167117,,,,
20-Dec-16,800.88,3.66,0.0065,8.43,7.66,0.120868,,,,
19-Dec-16,792.71,3.66,0.006545,8.63,7.64,0.121387,,,,
18-Dec-16,790.53,3.68,0.006574,8.61,7.87,0.11526,,,,
17-Dec-16,790.83,3.7,0.006541,8.32,7.88,0.105842,,,,
16-Dec-16,784.91,3.63,0.00671,8.51,7.86,0.114432,,,,
15-Dec-16,778.09,3.62,0.006662,8.42,7.83,0.109837,,,,
14-Dec-16,781.48,3.62,0.006705,8.41,8.27,0.121008,,,,
13-Dec-16,780.56,3.65,0.006708,8.11,8.42,0.127959,,,,
12-Dec-16,780.09,3.66,0.006778,8.05,8.52,0.129977,,,,
11-Dec-16,769.73,3.64,0.006744,7.91,8.19,0.122134,,,,
10-Dec-16,774.65,3.68,0.006816,7.78,8.13,0.125328,,,,
9-Dec-16,772.79,3.69,0.007135,7.95,8.45,0.13007,,,,
8-Dec-16,770.81,3.69,0.007097,7.79,8.23,0.134429,,,,
7-Dec-16,768.13,3.62,0.006851,7.89,8.38,0.13745,,,,
6-Dec-16,764.22,3.54,0.006655,7.54,7.87,0.136097,,,,
5-Dec-16,758.7,3.53,0.006434,7.91,6.82,0.141459,,,,
4-Dec-16,773.87,3.9,0.006527,7.8,7.44,0.14717,,,,
3-Dec-16,771.15,3.92,0.006588,8.27,7.92,0.142444,,,,
2-Dec-16,777.94,3.95,0.00666,8.23,7.76,0.141991,,,,
1-Dec-16,756.77,3.91,0.006702,8.58,8.45,0.140114,,,,
30-Nov-16,745.69,3.89,0.006723,8.95,8.59,0.144636,,,,
29-Nov-16,735.6,3.87,0.00678,7.6,8.17,0.149953,,,,
28-Nov-16,735.81,3.88,0.007008,7.89,8.72,0.167994,,,,
27-Nov-16,732.03,3.88,0.007074,7.93,9,0.17305,,,,
26-Nov-16,735.38,3.89,0.00739,7.62,9.33,0.174141,,,,
25-Nov-16,741.65,3.92,0.006902,7.54,9.4,0.174514,,,,
24-Nov-16,740.29,3.91,0.00695,7.81,9.23,0.171955,,,,
23-Nov-16,744.59,3.93,0.007061,7.91,9.84,0.167085,,,,
22-Nov-16,751.35,3.95,0.007434,7.69,9.91,0.168892,,,,
21-Nov-16,739.25,3.94,0.007566,6.8,9.62,0.173476,,,,
20-Nov-16,731.03,3.92,0.007651,6.58,9.58,0.170999,,,,
19-Nov-16,751.62,3.95,0.007799,6.55,9.66,0.169928,,,,
18-Nov-16,751.59,3.96,0.007778,6.72,9.48,0.172177,,,,
17-Nov-16,740.98,3.94,0.007727,6.79,9.99,0.17328,,,,
16-Nov-16,744.2,4.02,0.007842,6.58,10.06,0.162529,,,,
15-Nov-16,711.62,3.89,0.007881,7.3,10.22,0.173875,,,,
14-Nov-16,705.02,3.88,0.008098,7.71,9.97,0.183786,,,,
13-Nov-16,702.03,3.88,0.008257,7.1,10.1,0.169917,,,,
12-Nov-16,705.05,3.76,0.008044,7.44,9.88,0.168695,,,,
11-Nov-16,716.41,3.82,0.008065,6.78,10.29,0.176226,,,,
10-Nov-16,715.53,3.82,0.008136,6.1,10.52,0.168272,,,,
9-Nov-16,723.27,3.86,0.008079,6.19,10.66,0.159859,,,,
8-Nov-16,709.85,3.84,0.008206,6.32,10.83,0.161594,,,,
7-Nov-16,703.13,3.84,0.008108,5.74,10.81,0.173087,,,,
6-Nov-16,711.52,3.89,0.008193,4.97,10.87,0.164002,,,,
5-Nov-16,703.42,3.87,0.00823,5.02,11,0.160797,,,,
4-Nov-16,703.24,3.88,0.008157,4.85,11.09,0.175917,,,,
3-Nov-16,688.7,3.86,0.008021,4.89,10.8,0.173534,,,,
2-Nov-16,740.83,4.1,0.008222,4.51,10.75,0.197941,,,,
1-Nov-16,729.79,4.09,0.008102,4.71,10.77,0.211322,,,,
31-Oct-16,700.97,3.99,0.008196,5.12,11,0.228251,,,,
30-Oct-16,701.86,4.03,0.008014,5.57,11.18,0.181026,,,,
29-Oct-16,714.48,4.09,0.007732,5.14,10.44,0.170166,,,,
28-Oct-16,689.65,3.97,0.008143,5.73,11.09,0.151552,,,,
27-Oct-16,688.31,4.02,0.008481,6.21,11.5,0.127426,,,,
26-Oct-16,678.3,3.96,0.008835,6.17,11.53,0.129615,,,,
25-Oct-16,657.59,3.9,0.008891,6.09,11.41,0.135712,,,,
24-Oct-16,653.76,3.87,0.009065,6.42,11.97,0.093762,,,,
23-Oct-16,657.07,3.92,0.009454,6.51,12.04,0.082726,,,,
22-Oct-16,657.29,3.89,0.008972,6.52,12.07,0.081484,,,,
21-Oct-16,632.83,3.81,0.009029,6.78,12.18,0.080181,,,,
20-Oct-16,630.86,3.78,0.009092,6.56,12.1,0.092682,,,,
19-Oct-16,630.52,3.8,0.008627,6.62,12.02,0.117084,,,,
18-Oct-16,637.96,3.84,0.00835,6.57,12.59,0.19744,,,,
17-Oct-16,639.19,3.91,0.00803,6.28,12.01,0.192747,,,,
16-Oct-16,641.63,3.89,0.008078,6.38,11.95,0.175901,,,,
15-Oct-16,638.65,3.87,0.008146,6.56,11.98,0.179885,,,,
14-Oct-16,640.38,3.9,0.008767,6.92,11.94,0.191014,,,,
13-Oct-16,636.79,3.91,0.007982,6.91,11.96,0.185407,,,,
12-Oct-16,636.19,3.76,0.007949,7.31,11.93,0.186052,,,,
11-Oct-16,641.07,3.82,0.008234,7.28,11.79,0.193575,,,,
10-Oct-16,618.99,3.8,0.007978,6.94,11.76,0.193108,,,,
9-Oct-16,616.75,3.82,0.007543,7.48,12.05,0.186541,,,,
8-Oct-16,619.11,3.84,0.00731,6.88,12.22,0.205229,,,,
7-Oct-16,617.12,3.86,0.007377,6.89,12.67,0.20284,,,,
6-Oct-16,613.02,3.85,0.007382,7.18,12.85,0.180059,,,,
5-Oct-16,612.51,3.84,0.007435,6.76,13.04,0.289392,,,,
4-Oct-16,610.2,3.82,0.007853,7.65,13.28,0.185843,,,,
3-Oct-16,612.13,3.84,0.008089,7.95,13.45,0.178713,,,,
2-Oct-16,610.89,3.84,0.008165,8.3,13.2,0.177279,,,,
1-Oct-16,613.98,3.85,0.008205,7.36,13.17,0.202293,,,,
30-Sep-16,609.74,3.84,0.00883,8.41,13.22,0.184939,,,,
29-Sep-16,605.69,3.85,0.008914,8.71,13.07,0.191738,,,,
28-Sep-16,604.73,3.84,0.009048,9.4,13.27,0.194798,,,,
27-Sep-16,606.17,3.85,0.008229,9.31,13.1,0.197913,,,,
26-Sep-16,608.04,3.86,0.007963,9.4,12.82,0.202491,,,,
25-Sep-16,600.83,3.81,0.007855,10.24,13.1,0.198994,,,,
24-Sep-16,602.63,3.81,0.007362,10.63,12.88,0.213843,,,,
23-Sep-16,602.84,3.81,0.007211,10.77,13.33,0.243237,,,,
22-Sep-16,596.3,3.77,0.006843,10.16,13.25,0.252723,,,,
21-Sep-16,597.15,3.84,0.006829,9.92,13.77,0.303794,,,,
20-Sep-16,608.31,3.84,0.006785,11.15,14.43,0.312621,,,,
19-Sep-16,609.23,3.83,0.006858,10.56,13.19,0.331296,,,,
18-Sep-16,609.87,4.04,0.006853,9.45,12.43,0.384916,,,,
17-Sep-16,605.98,3.81,0.007018,9.68,12.7,0.426568,,,,
16-Sep-16,606.97,3.81,0.007446,8.91,12.56,0.388858,,,,
15-Sep-16,607.15,3.81,0.008303,9.41,11.94,0.349832,,,,
14-Sep-16,610.68,3.83,0.005961,10.51,11.92,0.325127,,,,
13-Sep-16,609.24,3.82,0.005886,10.88,11.92,0.309509,,,,
12-Sep-16,608.24,3.82,0.005897,10.03,11.89,0.374598,,,,
11-Sep-16,606.72,3.86,0.005842,10.69,11.64,0.37615,,,,
10-Sep-16,623.51,3.97,0.00587,12.23,12.17,0.391001,,,,
9-Sep-16,622.86,3.97,0.005869,12.43,11.65,0.558478,,,,
8-Sep-16,626.32,3.99,0.005902,12.74,11.35,,,,,
7-Sep-16,614.54,3.97,0.005892,11.83,11.55,,,,,
6-Sep-16,610.44,3.97,0.005912,12.46,11.69,,,,,
5-Sep-16,606.59,3.98,0.005932,13.96,11.72,,,,,
4-Sep-16,608.63,4.01,0.005954,13.39,11.68,,,,,
3-Sep-16,598.21,3.89,0.005964,10.59,11.76,,,,,
2-Sep-16,575.54,3.82,0.00597,10.21,12.11,,,,,
1-Sep-16,572.3,3.83,0.005984,8,11.99,,,,,
31-Aug-16,575.47,3.8,0.006012,8.58,11.67,,,,,
30-Aug-16,577.5,3.8,0.006026,8.49,11.23,,,,,
29-Aug-16,574.11,3.76,0.006131,8.5,10.98,,,,,
28-Aug-16,573.91,3.74,0.005963,9.51,10.93,,,,,
27-Aug-16,569.95,3.74,0.005975,5.3,11.15,,,,,
26-Aug-16,579.65,3.83,0.00603,4.18,11.3,,,,,
25-Aug-16,577.76,3.8,0.006079,4.15,11.36,,,,,
24-Aug-16,580.18,3.86,0.006052,4.42,11.04,,,,,
23-Aug-16,583.41,3.93,0.006019,4.72,11.03,,,,,
22-Aug-16,586.75,3.66,0.006,3.99,11.12,,,,,
21-Aug-16,581.31,3.62,0.006052,2.54,11.18,,,,,
20-Aug-16,581.7,3.62,0.006114,2.44,11.25,,,,,
19-Aug-16,575.63,3.6,0.006119,2.3,10.75,,,,,
18-Aug-16,574.32,3.61,0.006122,2.19,10.76,,,,,
17-Aug-16,573.22,3.6,0.006109,2.24,10.75,,,,,
16-Aug-16,577.44,3.64,0.00614,2.2,11.14,,,,,
15-Aug-16,567.24,3.58,0.006045,2.18,11.22,,,,,
14-Aug-16,570.47,3.65,0.005994,2.01,11.19,,,,,
13-Aug-16,585.59,3.71,0.006092,1.98,11.57,,,,,
12-Aug-16,587.56,3.71,0.006123,1.95,11.78,,,,,
11-Aug-16,589.12,3.74,0.006189,1.98,11.69,,,,,
10-Aug-16,592.1,3.72,0.006194,2.01,12.14,,,,,
9-Aug-16,587.8,3.76,0.006163,2.05,12.24,,,,,
8-Aug-16,591.05,3.79,0.006027,1.9,11.25,,,,,
7-Aug-16,592.69,3.78,0.006178,1.9,10.91,,,,,
6-Aug-16,587.78,3.76,0.006337,1.88,10.88,,,,,
5-Aug-16,575.04,3.73,0.006447,1.79,10.93,,,,,
4-Aug-16,578.29,3.75,0.005816,1.85,11.04,,,,,
3-Aug-16,566.36,3.72,0.005646,1.57,10.29,,,,,
2-Aug-16,547.47,3.64,0.00569,1.49,8.79,,,,,
1-Aug-16,606.27,3.86,0.005906,1.7,10.94,,,,,
31-Jul-16,624.68,4.01,0.005945,1.82,11.88,,,,,
30-Jul-16,655.05,4.06,0.006121,1.91,12.46,,,,,
29-Jul-16,656.99,4.08,0.006111,1.89,12.79,,,,,
28-Jul-16,655.03,3.97,0.005974,1.85,12.84,,,,,
27-Jul-16,654.35,3.96,0.005969,1.94,12.97,,,,,
26-Jul-16,651.78,3.97,0.005998,1.83,11.99,,,,,
25-Jul-16,654.1,4.03,0.006246,1.85,13.84,,,,,
24-Jul-16,661.28,4.07,0.006286,1.88,12.75,,,,,
23-Jul-16,655.56,4.06,0.006317,1.89,14.3,,,,,
22-Jul-16,650.62,4.04,0.006303,1.83,14.66,,,,,
21-Jul-16,665.01,4.12,0.006416,1.74,12.65,,,,,
20-Jul-16,665.68,4.13,0.006395,1.76,12.45,,,,,
19-Jul-16,672.86,4.15,0.006405,1.9,11.62,,,,,
18-Jul-16,673.11,4.15,0.006482,1.95,11.03,,,,,
17-Jul-16,679.46,4.19,0.006538,1.99,11.16,,,,,
16-Jul-16,660.77,4.13,0.006572,1.98,11.65,,,,,
15-Jul-16,663.25,4.16,0.006442,1.99,11.95,,,,,
14-Jul-16,658.08,4.15,0.006385,2.01,11.51,,,,,
13-Jul-16,654.47,4.14,0.006411,1.93,10.5,,,,,
12-Jul-16,664.55,4.15,0.00635,1.99,10.52,,,,,
11-Jul-16,647.66,4.09,0.006534,1.98,10.46,,,,,
10-Jul-16,649.36,4.1,0.006674,1.91,10.95,,,,,
9-Jul-16,650.96,4.16,0.006679,1.96,10.97,,,,,
8-Jul-16,666.52,4.22,0.006715,1.98,11.39,,,,,
7-Jul-16,640.56,4.11,0.006598,1.9,10.11,,,,,
6-Jul-16,677.33,4.47,0.006691,1.94,10.53,,,,,
5-Jul-16,670.63,4.45,0.006699,1.73,10.61,,,,,
4-Jul-16,683.66,4.54,0.007028,1.71,11.47,,,,,
3-Jul-16,658.66,4.25,0.006607,1.7,11.72,,,,,
2-Jul-16,703.7,4.59,0.006699,1.75,12.13,,,,,
1-Jul-16,676.3,4.26,0.006787,1.66,12.2,,,,,
30-Jun-16,673.34,4.19,0.006657,1.61,12.46,,,,,
29-Jun-16,639.89,4.06,0.006777,1.55,12.61,,,,,
28-Jun-16,647,4.1,0.006773,1.49,12.18,,,,,
27-Jun-16,655.27,4.12,0.006398,1.48,13.88,,,,,
26-Jun-16,629.37,4.07,0.0064,1.48,13.85,,,,,
25-Jun-16,665.12,4.23,0.006414,1.55,14.28,,,,,
24-Jun-16,665.3,4.28,0.006434,1.59,14.33,,,,,
23-Jun-16,623.98,3.85,0.006381,1.56,13.68,,,,,
22-Jun-16,596.12,3.91,0.006495,1.5,13.1,,,,,
21-Jun-16,666.65,4.82,0.006172,1.61,13.31,,,,,
20-Jun-16,737.23,5.29,0.006626,1.83,11.84,,,,,
19-Jun-16,763.78,5.59,0.006813,1.87,12.23,,,,,
18-Jun-16,756.23,5.56,0.006604,2.01,11.33,,,,,
17-Jun-16,748.91,5.59,0.006693,1.75,15.38,,,,,
16-Jun-16,766.31,5.66,0.006676,1.58,20.59,,,,,
15-Jun-16,694.47,5.24,0.006887,1.46,18.35,,,,,
14-Jun-16,685.56,5.2,0.007105,1.39,18.89,,,,,
13-Jun-16,704.38,5.29,0.005824,1.28,17.6,,,,,
12-Jun-16,672.78,5.33,0.005852,1.25,15.74,,,,,
11-Jun-16,606.73,5.01,0.005766,1.14,14.19,,,,,
10-Jun-16,577.47,4.84,0.005736,1.15,13.91,,,,,
9-Jun-16,574.63,4.69,0.005788,1.11,14.4,,,,,
8-Jun-16,581.64,4.75,0.00577,0.999952,14.42,,,,,
7-Jun-16,576.6,4.77,0.00578,1.01,14.51,,,,,
6-Jun-16,585.54,4.96,0.005769,1.01,13.93,,,,,
5-Jun-16,574.98,4.81,0.005796,1,13.97,,,,,
4-Jun-16,572.73,4.81,0.00578,0.974353,13.74,,,,,
3-Jun-16,569.19,4.86,0.005827,0.945202,13.85,,,,,
2-Jun-16,537.97,4.72,0.005766,0.92668,13.74,,,,,
1-Jun-16,536.92,4.74,0.005809,0.914871,14,,,,,
31-May-16,531.39,4.65,0.005706,0.928747,14.08,,,,,
30-May-16,533.86,4.67,0.005748,0.910537,12.73,,,,,
29-May-16,526.23,4.61,0.005662,0.881719,12.35,,,,,
28-May-16,530.04,4.7,0.005682,0.919737,11.89,,,,,
27-May-16,473.46,4.5,0.005679,0.859091,11.3,,,,,
26-May-16,453.38,4.08,0.005669,0.860175,12.43,,,,,
25-May-16,449.6,4.05,0.005756,0.865887,12.53,,,,,
24-May-16,445.98,3.95,0.005962,0.901127,12.73,,,,,
23-May-16,444.15,3.97,0.005909,0.91473,13.46,,,,,
22-May-16,439.32,3.93,0.005936,0.938764,14.29,,,,,
21-May-16,443.19,3.95,0.00599,0.975433,14.02,,,,,
20-May-16,442.68,3.88,0.006084,0.942222,13.64,,,,,
19-May-16,438.71,3.83,0.006032,0.853595,14.77,,,,,
18-May-16,454.62,4,0.006028,0.840542,13.56,,,,,
17-May-16,453.78,3.98,0.006023,0.813343,12.2,,,,,
16-May-16,454.16,4.01,0.006022,0.818356,11.17,,,,,
15-May-16,457.57,4.06,0.006061,0.823823,9.96,,,,,
14-May-16,455.67,4.01,0.006073,0.838895,10.24,,,,,
13-May-16,455.67,3.93,0.006109,0.847763,10.51,,,,,
12-May-16,454.77,3.86,0.006167,0.875668,10.06,,,,,
11-May-16,452.73,3.88,0.006189,0.85971,10,,,,,
10-May-16,450.89,3.82,0.006272,0.829463,9.36,,,,,
9-May-16,460.48,4.06,0.006399,0.825393,9.3,,,,,
8-May-16,458.55,3.94,0.006404,0.850586,9.48,,,,,
7-May-16,458.54,3.95,0.00649,0.880058,9.37,,,,,
6-May-16,459.6,3.82,0.006399,0.877466,9.35,,,,,
5-May-16,447.98,3.71,0.006193,0.906841,9.83,,,,,
4-May-16,446.72,3.75,0.006323,0.916455,9.41,,,,,
3-May-16,450.3,3.74,0.00656,0.908237,9.31,,,,,
2-May-16,444.67,3.68,0.006714,0.964395,10.16,,,,,
1-May-16,451.88,3.71,0.006791,0.914293,8.85,,,,,
30-Apr-16,448.32,3.66,0.006812,0.916537,8.81,,,,,
29-Apr-16,455.1,3.81,0.006759,0.883684,7.46,,,,,
28-Apr-16,449.01,3.79,0.006686,0.904794,7.17,,,,,
27-Apr-16,444.69,3.89,0.006725,0.941531,7.76,,,,,
26-Apr-16,466.09,4.05,0.007095,0.884295,7.4,,,,,
25-Apr-16,461.43,3.81,0.007283,0.953362,7.55,,,,,
24-Apr-16,458.56,3.63,0.007251,1.01,8,,,,,
23-Apr-16,450.28,3.33,0.007346,1.04,8.29,,,,,
22-Apr-16,445.74,3.32,0.007284,0.980429,7.82,,,,,
21-Apr-16,449.43,3.35,0.007433,0.977233,8.1,,,,,
20-Apr-16,441.39,3.28,0.007244,1.06,8.47,,,,,
19-Apr-16,435.51,3.29,0.007118,1.11,8.71,,,,,
18-Apr-16,428.59,3.24,0.006987,1.11,9.04,,,,,
17-Apr-16,427.4,3.26,0.006499,1.04,9.31,,,,,
16-Apr-16,430.57,3.27,0.00651,0.977983,8.61,,,,,
15-Apr-16,429.71,3.28,0.006424,0.990145,8.24,,,,,
14-Apr-16,424.28,3.24,0.006289,1.01,8.39,,,,,
13-Apr-16,423.73,3.24,0.005695,1.03,8.04,,,,,
12-Apr-16,425.19,3.26,0.005885,0.955986,7.44,,,,,
11-Apr-16,422.48,3.24,0.006048,1.02,8.64,,,,,
10-Apr-16,421.56,3.23,0.005937,1.1,8.94,,,,,
9-Apr-16,419.41,3.22,0.006288,1.13,9.15,,,,,
8-Apr-16,420.35,3.22,0.006671,1.24,9.72,,,,,
7-Apr-16,422.75,3.25,0.006875,1.5,10.07,,,,,
6-Apr-16,423.41,3.26,0.007296,1.51,10.69,,,,,
5-Apr-16,424.03,3.25,0.007474,1.52,10.44,,,,,
4-Apr-16,421.44,3.25,0.007491,1.6,11.16,,,,,
3-Apr-16,420.9,3.26,0.007503,1.54,11.62,,,,,
2-Apr-16,420.87,3.26,0.007501,1.55,11.6,,,,,
1-Apr-16,417.96,3.24,0.007418,1.46,11.66,,,,,
31-Mar-16,416.73,3.26,0.007391,1.4,11.4,,,,,
30-Mar-16,414.82,3.22,0.007332,1.45,11.95,,,,,
29-Mar-16,416.52,3.23,0.007566,1.49,11.66,,,,,
28-Mar-16,424.23,3.26,0.007564,1.49,11.67,,,,,
27-Mar-16,426.76,3.3,0.008029,1.53,10.42,,,,,
26-Mar-16,417.94,3.23,0.008066,1.7,10.97,,,,,
25-Mar-16,417.18,3.23,0.008191,1.6,10.74,,,,,
24-Mar-16,416.39,3.22,0.00823,1.7,11.23,,,,,
23-Mar-16,418.04,3.24,0.008332,1.45,12.42,,,,,
22-Mar-16,418.09,3.23,0.00811,1.39,11.27,,,,,
21-Mar-16,413.31,3.2,0.008047,1.49,11.86,,,,,
20-Mar-16,413.75,3.21,0.00796,1.52,10.32,,,,,
19-Mar-16,410.44,3.18,0.008016,1.21,10.53,,,,,
18-Mar-16,409.55,3.17,0.008119,1.15,11,,,,,
17-Mar-16,420.62,3.31,0.008287,1.3,11.08,,,,,
16-Mar-16,417.01,3.31,0.008178,1.15,12.52,,,,,
15-Mar-16,416.83,3.31,0.008186,1.14,13.01,,,,,
14-Mar-16,416.44,3.3,0.008479,1.12,12.45,,,,,
13-Mar-16,414.06,3.31,0.008635,1.24,14.47,,,,,
12-Mar-16,411.62,3.29,0.0087,1.15,13.53,,,,,
11-Mar-16,421.69,3.38,0.008803,1.1,11.08,,,,,
10-Mar-16,417.13,3.29,0.00819,1.09,11.3,,,,,
9-Mar-16,414.86,3.28,0.008056,1.24,11.9,,,,,
8-Mar-16,413.97,3.25,0.007949,1.19,9.85,,,,,
7-Mar-16,414.32,3.27,0.007918,1.07,9.55,,,,,
6-Mar-16,407.71,3.22,0.00786,1.2,11.38,,,,,
5-Mar-16,400.57,3.19,0.007878,1.2,11,,,,,
4-Mar-16,410.94,3.25,0.008096,1.1,10.41,,,,,
3-Mar-16,421.65,3.32,0.008162,1.09,9.29,,,,,
2-Mar-16,423.99,3.37,0.00803,0.827633,8.47,,,,,
1-Mar-16,435.12,3.43,0.008006,0.847996,7.65,,,,,
29-Feb-16,437.7,3.45,0.007923,0.870503,6.34,,,,,
28-Feb-16,433.5,3.44,0.007889,0.870485,6.47,,,,,
27-Feb-16,432.52,3.41,0.007972,0.8297,6.43,,,,,
26-Feb-16,432.15,3.42,0.008058,0.813595,5.92,,,,,
25-Feb-16,424.54,3.37,0.008027,0.806427,6.1,,,,,
24-Feb-16,424.95,3.37,0.008076,0.801251,6.24,,,,,
23-Feb-16,420.74,3.4,0.00797,0.756528,5.59,,,,,
22-Feb-16,437.75,3.48,0.00805,0.77803,5.62,,,,,
21-Feb-16,438.8,3.46,0.0081,0.782148,4.65,,,,,
20-Feb-16,437.16,3.46,0.008253,0.824465,4.34,,,,,
19-Feb-16,420.79,3.25,0.008245,0.819088,4.74,,,,,
18-Feb-16,422.37,3.25,0.007995,0.774533,4.4,,,,,
17-Feb-16,416.32,3.24,0.008138,0.733156,3.76,,,,,
16-Feb-16,407.49,3.21,0.008451,0.935744,4.32,,,,,
15-Feb-16,400.19,3.18,0.008631,0.791647,5.29,,,,,
14-Feb-16,407.23,3.21,0.00859,0.846403,5.24,,,,,
13-Feb-16,391.86,3.13,0.008257,0.804311,5.39,,,,,
12-Feb-16,384.26,3.11,0.007979,0.612499,5.55,,,,,
11-Feb-16,379.65,3.08,0.007815,0.516381,6.01,,,,,
10-Feb-16,381.65,3.1,0.007853,0.480424,4.44,,,,,
9-Feb-16,376.03,3.08,0.007815,0.46485,4.04,,,,,
8-Feb-16,373.45,3.06,0.007991,0.481636,3.18,,,,,
7-Feb-16,376.62,3.09,0.008338,0.479407,2.96,,,,,
6-Feb-16,376.52,3.1,0.007922,0.480421,2.53,,,,,
5-Feb-16,386.55,3.14,0.007262,0.496352,2.54,,,,,
4-Feb-16,389.59,3.16,0.00697,0.507164,2.58,,,,,
3-Feb-16,369.95,3.05,0.006883,0.491974,2.53,,,,,
2-Feb-16,374.45,3.08,0.006768,0.501037,2.44,,,,,
1-Feb-16,373.06,3.08,0.006542,0.497962,2.21,,,,,
31-Jan-16,368.77,3.05,0.006399,0.483429,2.31,,,,,
30-Jan-16,378.25,3.08,0.006634,0.511528,2.45,,,,,
29-Jan-16,379.47,3.11,0.00684,0.51825,2.49,,,,,
28-Jan-16,380.29,3.12,0.006226,0.563129,2.53,,,,,
27-Jan-16,394.97,3.29,0.006506,0.61087,2.39,,,,,
26-Jan-16,392.15,3.15,0.005419,0.584982,2.28,,,,,
25-Jan-16,391.73,3.13,0.005135,0.581354,2.5,,,,,
24-Jan-16,402.97,3.18,0.005219,0.62205,2.14,,,,,
23-Jan-16,387.49,3.1,0.00512,0.61602,1.97,,,,,
22-Jan-16,382.49,3.08,0.005114,0.536995,1.5,,,,,
21-Jan-16,410.26,3.22,0.005313,0.549362,1.55,,,,,
20-Jan-16,420.23,3.39,0.005381,0.535095,1.53,,,,,
19-Jan-16,380.15,3.02,0.005271,0.545904,1.37,,,,,
18-Jan-16,387.17,3.05,0.005326,0.502346,1.43,,,,,
17-Jan-16,382.3,3.03,0.005266,0.450774,1.33,,,,,
16-Jan-16,387.54,3.09,0.005112,0.496668,1.22,,,,,
15-Jan-16,364.33,3,0.005229,0.428456,1.21,,,,,
14-Jan-16,430.31,3.47,0.005529,0.486483,1.19,,,,,
13-Jan-16,432.37,3.48,0.005794,0.484302,1.13,,,,,
12-Jan-16,435.69,3.49,0.005854,0.490113,1.14,,,,,
11-Jan-16,448.43,3.56,0.005895,0.482049,1.06,,,,,
10-Jan-16,447.99,3.54,0.005956,0.488578,0.999231,,,,,
9-Jan-16,447.61,3.56,0.005982,0.490135,0.986833,,,,,
8-Jan-16,453.23,3.57,0.005933,0.488417,0.986789,,,,,
7-Jan-16,458.05,3.6,0.006039,0.492529,0.942005,,,,,
6-Jan-16,429.11,3.45,0.006003,0.505053,0.95086,,,,,
5-Jan-16,431.96,3.47,0.006044,0.499272,0.950176,,,,,
4-Jan-16,433.09,3.5,0.005958,0.517388,0.95448,,,,,
3-Jan-16,430.01,3.48,0.006017,0.500312,0.971905,,,,,
2-Jan-16,433.44,3.5,0.006065,0.532668,0.937124,,,,,
1-Jan-16,434.33,3.51,0.005955,0.497867,0.948024,,,,,
31-Dec-15,430.57,3.48,0.00604,0.470402,0.933542,,,,,
30-Dec-15,426.62,3.46,0.006182,0.441028,0.911958,,,,,
29-Dec-15,432.98,3.5,0.006264,0.45616,0.873054,,,,,
28-Dec-15,422.28,3.47,0.00634,0.446928,0.845005,,,,,
27-Dec-15,422.82,3.48,0.006343,0.451554,0.856365,,,,,
26-Dec-15,417.27,3.42,0.006174,0.446716,0.854603,,,,,
25-Dec-15,455.65,3.62,0.006487,0.484163,0.870363,,,,,
24-Dec-15,454.99,3.64,0.005971,0.490058,0.863262,,,,,
23-Dec-15,442.4,3.58,0.006021,0.482244,0.858077,,,,,
22-Dec-15,436.57,3.42,0.006193,0.480099,0.864202,,,,,
