Date,Bitcoin,Litecoin,Ripple,Monero,Ethereum,Neo,IOTA,,,
21-Dec-15,438.64,3.46,0.006269,0.488745,0.900771,,,,,
20-Dec-15,442.69,3.54,0.006235,0.507456,0.903885,,,,,
19-Dec-15,462.32,3.72,0.006291,0.471013,0.908072,,,,,
18-Dec-15,463.62,3.76,0.006387,0.499438,0.920127,,,,,
17-Dec-15,456.08,3.74,0.006694,0.501231,0.940701,,,,,
16-Dec-15,454.93,3.7,0.006755,0.518993,0.991182,,,,,
15-Dec-15,465.32,3.83,0.006684,0.556358,1.01,,,,,
14-Dec-15,444.18,3.61,0.007614,0.534761,0.993022,,,,,
13-Dec-15,433.75,3.63,0.008779,0.465171,0.952884,,,,,
12-Dec-15,435,3.61,0.008536,0.455326,0.976973,,,,,
11-Dec-15,451.94,3.84,0.008441,0.458294,0.929762,,,,,
10-Dec-15,415.48,3.66,0.008444,0.431434,0.840396,,,,,
9-Dec-15,417.56,3.67,0.008523,0.452073,0.792167,,,,,
8-Dec-15,415.56,3.69,0.006775,0.42936,0.822118,,,,,
7-Dec-15,395.54,3.65,0.00556,0.421295,0.811264,,,,,
6-Dec-15,388.78,3.47,0.005344,0.439947,0.8355,,,,,
5-Dec-15,388.95,3.52,0.005301,0.451304,0.862438,,,,,
4-Dec-15,363.18,3.36,0.004754,0.370805,0.840041,,,,,
3-Dec-15,361.05,3.38,0.004262,0.366891,0.812143,,,,,
2-Dec-15,359.19,3.34,0.004173,0.368688,0.82121,,,,,
1-Dec-15,362.49,3.43,0.00409,0.376028,0.8748,,,,,
30-Nov-15,377.32,3.62,0.004201,0.395225,0.873119,,,,,
29-Nov-15,371.29,3.67,0.004299,0.401147,0.878614,,,,,
28-Nov-15,357.38,3.52,0.004238,0.39204,0.915703,,,,,
27-Nov-15,358.04,3.58,0.004276,0.386268,0.867951,,,,,
26-Nov-15,352.68,3.61,0.004291,0.404663,0.884183,,,,,
25-Nov-15,328.21,3.34,0.004318,0.387684,0.863537,,,,,
24-Nov-15,320.05,3.11,0.004242,0.390148,0.900191,,,,,
23-Nov-15,323.05,3.12,0.004288,0.391113,0.946969,,,,,
22-Nov-15,324.54,3.14,0.004267,0.395824,0.968018,,,,,
21-Nov-15,326.93,3.15,0.004245,0.391906,0.97614,,,,,
20-Nov-15,322.02,3.12,0.004227,0.389316,0.92492,,,,,
19-Nov-15,326.15,3.13,0.004222,0.407052,0.955532,,,,,
18-Nov-15,334.59,3.19,0.004258,0.415567,0.993319,,,,,
17-Nov-15,335.09,3.2,0.00425,0.428999,1.01,,,,,
16-Nov-15,330.75,3.19,0.004234,0.435954,0.928962,,,,,
15-Nov-15,320.17,3.07,0.004165,0.43081,0.906368,,,,,
14-Nov-15,332.91,3.19,0.004328,0.424853,0.888812,,,,,
13-Nov-15,336.75,3.23,0.004477,0.452619,0.904096,,,,,
12-Nov-15,338.15,3.28,0.004541,0.443275,0.895711,,,,,
11-Nov-15,311.08,2.97,0.004264,0.450299,0.791829,,,,,
10-Nov-15,336.82,3.12,0.004406,0.460954,0.934348,,,,,
9-Nov-15,380.26,3.4,0.004609,0.472776,0.999278,,,,,
8-Nov-15,373.37,3.42,0.004647,0.497654,1.03,,,,,
7-Nov-15,386.48,3.6,0.004694,0.452638,0.927974,,,,,
6-Nov-15,374.47,3.55,0.004562,0.439195,0.926032,,,,,
5-Nov-15,386.35,3.96,0.004506,0.43253,0.895637,,,,,
4-Nov-15,411.56,4.23,0.004947,0.505869,0.89905,,,,,
3-Nov-15,403.42,4.59,0.005383,0.442707,1.01,,,,,
2-Nov-15,361.19,4.16,0.005156,0.442886,0.989789,,,,,
1-Nov-15,325.43,3.96,0.004901,0.423505,1.06,,,,,
31-Oct-15,314.17,3.8,0.004687,0.404538,0.916627,,,,,
30-Oct-15,328.01,4.06,0.004839,0.456442,1.04,,,,,
29-Oct-15,313.86,3.78,0.004634,0.447103,1.21,,,,,
28-Oct-15,304.62,3.1,0.004675,0.448829,1,,,,,
27-Oct-15,293.79,3.09,0.004649,0.409574,0.869641,,,,,
26-Oct-15,285.3,3.1,0.004675,0.38796,0.731317,,,,,
25-Oct-15,283.68,3.07,0.004556,0.407067,0.616039,,,,,
24-Oct-15,281.65,3.1,0.004662,0.395808,0.56359,,,,,
23-Oct-15,276.5,3.11,0.004677,0.393922,0.539657,,,,,
22-Oct-15,274.02,3.11,0.004723,0.403236,0.567702,,,,,
21-Oct-15,266.27,3.08,0.004697,0.394597,0.447329,,,,,
20-Oct-15,269.46,3.09,0.004731,0.399646,0.434829,,,,,
19-Oct-15,263.44,3.05,0.005043,0.403212,0.489014,,,,,
18-Oct-15,261.64,3.02,0.004979,0.409797,0.517734,,,,,
17-Oct-15,270.64,3.07,0.005203,0.426942,0.547178,,,,,
16-Oct-15,262.87,3.11,0.005398,0.411511,0.536495,,,,,
15-Oct-15,254.32,3.1,0.005399,0.390841,0.561878,,,,,
14-Oct-15,251.99,3.14,0.005418,0.384266,0.522968,,,,,
13-Oct-15,249.51,3.18,0.005377,0.388015,0.607655,,,,,
12-Oct-15,245.31,3.14,0.00526,0.395317,0.62603,,,,,
11-Oct-15,247.05,3.15,0.005182,0.380724,0.634963,,,,,
10-Oct-15,244.94,3.11,0.005037,0.387789,0.627857,,,,,
9-Oct-15,243.93,3.11,0.004983,0.397329,0.650628,,,,,
8-Oct-15,242.3,3.06,0.005031,0.387872,0.621716,,,,,
7-Oct-15,242.97,3.06,0.005375,0.393186,0.609388,,,,,
6-Oct-15,246.06,3.15,0.005328,0.411378,0.650645,,,,,
5-Oct-15,240.38,3.02,0.005008,0.416151,0.628643,,,,,
4-Oct-15,238.26,3.01,0.005236,0.400312,0.668379,,,,,
3-Oct-15,238.73,3.03,0.005517,0.409928,0.687171,,,,,
2-Oct-15,237.29,2.99,0.005868,0.409897,0.678574,,,,,
1-Oct-15,237.55,3,0.005448,0.404696,0.690215,,,,,
30-Sep-15,236.06,3.01,0.00552,0.399882,0.738644,,,,,
29-Sep-15,236.69,2.97,0.005579,0.435817,0.661146,,,,,
28-Sep-15,239.14,3.07,0.006293,0.448998,0.582886,,,,,
27-Sep-15,232.76,2.87,0.006536,0.43771,0.720839,,,,,
26-Sep-15,234.34,2.89,0.006501,0.445105,0.785964,,,,,
25-Sep-15,235.14,2.89,0.00665,0.451515,0.736223,,,,,
24-Sep-15,234.53,2.93,0.00671,0.468678,0.81361,,,,,
23-Sep-15,230.28,2.87,0.006668,0.464606,0.893406,,,,,
22-Sep-15,230.62,2.84,0.007168,0.471829,0.901796,,,,,
21-Sep-15,227.09,2.8,0.007247,0.480452,0.919047,,,,,
20-Sep-15,231.21,2.85,0.007637,0.485971,0.938445,,,,,
19-Sep-15,231.49,2.87,0.007482,0.496418,0.882391,,,,,
18-Sep-15,232.97,2.96,0.007529,0.50044,0.853685,,,,,
17-Sep-15,229.81,2.91,0.007372,0.494782,0.874231,,,,,
16-Sep-15,229.09,2.8,0.007426,0.509974,0.907175,,,,,
15-Sep-15,230.3,2.82,0.00772,0.502379,0.94441,,,,,
14-Sep-15,230.64,2.84,0.007404,0.482289,0.875622,,,,,
13-Sep-15,230.51,2.82,0.008532,0.462865,0.936003,,,,,
12-Sep-15,235.23,2.83,0.008197,0.465473,1.04,,,,,
11-Sep-15,240.11,2.96,0.008444,0.495325,0.982978,,,,,
10-Sep-15,238.48,2.95,0.007663,0.497247,1.17,,,,,
9-Sep-15,238.17,2.92,0.007678,0.506011,1.21,,,,,
8-Sep-15,243.61,3.05,0.007831,0.517402,1.24,,,,,
7-Sep-15,239.85,3.05,0.007918,0.499452,1.25,,,,,
6-Sep-15,239.84,3.05,0.007891,0.505111,1.3,,,,,
5-Sep-15,235.02,2.92,0.00786,0.481594,1.34,,,,,
4-Sep-15,230.3,2.7,0.007355,0.467874,1.27,,,,,
3-Sep-15,227.18,2.63,0.007431,0.45929,1.26,,,,,
2-Sep-15,229.28,2.8,0.0077,0.468083,1.29,,,,,
1-Sep-15,228.12,2.82,0.007815,0.458517,1.35,,,,,
31-Aug-15,230.06,2.84,0.007884,0.467238,1.36,,,,,
30-Aug-15,228.76,2.85,0.00805,0.459009,1.32,,,,,
29-Aug-15,229.78,2.88,0.007751,0.47655,1.18,,,,,
28-Aug-15,231.4,2.91,0.007433,0.481627,1.19,,,,,
27-Aug-15,224.77,2.87,0.007551,0.465475,1.15,,,,,
26-Aug-15,225.83,2.95,0.007492,0.496679,1.16,,,,,
25-Aug-15,221.61,2.94,0.007126,0.490286,1.14,,,,,
24-Aug-15,210.5,2.99,0.007397,0.434871,1.23,,,,,
23-Aug-15,228.17,3.39,0.007552,0.544585,1.35,,,,,
22-Aug-15,230.39,3.51,0.007722,0.553084,1.38,,,,,
21-Aug-15,232.57,3.57,0.007881,0.568307,1.4,,,,,
20-Aug-15,235.35,3.61,0.007872,0.597797,1.46,,,,,
19-Aug-15,226.68,3.48,0.007758,0.534101,1.26,,,,,
18-Aug-15,211.08,3.47,0.007552,0.493284,1.09,,,,,
17-Aug-15,257.98,3.98,0.008301,0.610122,1.2,,,,,
16-Aug-15,258.51,3.95,0.008315,0.620167,1.57,,,,,
15-Aug-15,261.55,3.93,0.00842,0.613236,1.69,,,,,
14-Aug-15,265.68,4.03,0.008337,0.609906,1.83,,,,,
13-Aug-15,264.08,3.88,0.008147,0.575855,1.83,,,,,
12-Aug-15,266.38,3.99,0.008271,0.622923,1.22,,,,,
11-Aug-15,270.39,4.16,0.008591,0.603582,1.07,,,,,
10-Aug-15,264.47,3.95,0.00875,0.656576,0.708448,,,,,
9-Aug-15,265.08,3.9,0.008808,0.674739,0.701897,,,,,
8-Aug-15,261,3.85,0.008476,0.676046,0.753325,,,,,
7-Aug-15,279.58,4.21,0.008152,0.742292,2.77,,,,,
6-Aug-15,278.58,4.06,0.008024,0.729102,,,,,,
5-Aug-15,281.88,4.35,0.008224,0.618616,,,,,,
4-Aug-15,285.22,4.38,0.008271,0.618406,,,,,,
3-Aug-15,281.23,4.16,0.008281,0.595818,,,,,,
2-Aug-15,282.61,4.17,0.00823,0.624904,,,,,,
1-Aug-15,281.6,4.15,0.008222,0.588741,,,,,,
31-Jul-15,284.65,4.64,0.008437,0.574956,,,,,,
30-Jul-15,287.72,4.58,0.008491,0.583228,,,,,,
29-Jul-15,289.59,4.8,0.008519,0.589967,,,,,,
28-Jul-15,294.43,5.06,0.008449,0.615015,,,,,,
27-Jul-15,293.62,4.67,0.008562,0.59605,,,,,,
26-Jul-15,292.69,4.66,0.008115,0.584723,,,,,,
25-Jul-15,288.7,4.63,0.007888,0.566003,,,,,,
24-Jul-15,288.28,4.6,0.007656,0.576016,,,,,,
23-Jul-15,276.05,3.78,0.007487,0.570335,,,,,,
22-Jul-15,277.22,3.82,0.007579,0.57342,,,,,,
21-Jul-15,275.83,3.77,0.007711,0.587578,,,,,,
20-Jul-15,278.98,3.94,0.007948,0.547709,,,,,,
19-Jul-15,273.61,3.77,0.008091,0.537989,,,,,,
18-Jul-15,274.9,4,0.00806,0.523595,,,,,,
17-Jul-15,279.47,3.79,0.008026,0.535182,,,,,,
16-Jul-15,278.09,3.69,0.008062,0.536325,,,,,,
15-Jul-15,285.83,4.21,0.008516,0.541855,,,,,,
14-Jul-15,287.46,4.65,0.008631,0.570033,,,,,,
13-Jul-15,292.05,4.68,0.008569,0.572132,,,,,,
12-Jul-15,310.87,5.29,0.008614,0.628094,,,,,,
11-Jul-15,293.12,4.37,0.008615,0.539175,,,,,,
10-Jul-15,284.89,4.51,0.008847,0.520876,,,,,,
9-Jul-15,269.23,7.54,0.008987,0.497226,,,,,,
8-Jul-15,270.79,6.36,0.009449,0.51399,,,,,,
7-Jul-15,266.21,5.23,0.00958,0.512376,,,,,,
6-Jul-15,269.03,5.42,0.009873,0.505507,,,,,,
5-Jul-15,271.91,4.95,0.010021,0.521969,,,,,,
4-Jul-15,260.89,4.11,0.010782,0.507361,,,,,,
3-Jul-15,256.34,4.12,0.011099,0.491196,,,,,,
2-Jul-15,255.41,4.07,0.011037,0.492605,,,,,,
1-Jul-15,258.62,3.92,0.011198,0.498848,,,,,,
30-Jun-15,263.07,4.09,0.011319,0.500266,,,,,,
29-Jun-15,257.06,3.74,0.011977,0.493447,,,,,,
28-Jun-15,249.01,3.31,0.011467,0.470636,,,,,,
27-Jun-15,250.99,3.1,0.011445,0.491951,,,,,,
26-Jun-15,243.59,2.86,0.011288,0.484247,,,,,,
25-Jun-15,242.8,2.85,0.011048,0.503678,,,,,,
24-Jun-15,240.51,2.78,0.010914,0.506506,,,,,,
23-Jun-15,244.3,2.97,0.010667,0.526921,,,,,,
22-Jun-15,246.99,3.03,0.010567,0.540599,,,,,,
21-Jun-15,243.94,3.02,0.010314,0.523274,,,,,,
20-Jun-15,245.21,3.04,0.011039,0.53798,,,,,,
19-Jun-15,244.61,2.81,0.011207,0.511796,,,,,,
18-Jun-15,249.01,3.1,0.010252,0.50388,,,,,,
17-Jun-15,249.28,2.89,0.009678,0.50334,,,,,,
16-Jun-15,250.9,2.88,0.009424,0.506086,,,,,,
15-Jun-15,236.82,2.02,0.008579,0.508224,,,,,,
14-Jun-15,233.54,2,0.008147,0.49497,,,,,,
13-Jun-15,232.4,1.86,0.008093,0.489472,,,,,,
12-Jun-15,229.98,1.8,0.008057,0.470966,,,,,,
11-Jun-15,229.71,1.79,0.008042,0.462852,,,,,,
10-Jun-15,228.8,1.76,0.007999,0.479738,,,,,,
9-Jun-15,229.05,1.8,0.007995,0.495991,,,,,,
8-Jun-15,228.49,1.79,0.007999,0.542956,,,,,,
7-Jun-15,222.88,1.73,0.007874,0.517933,,,,,,
6-Jun-15,225.62,1.76,0.007905,0.526428,,,,,,
5-Jun-15,224.95,1.76,0.007956,0.498892,,,,,,
4-Jun-15,224.32,1.67,0.007879,0.476494,,,,,,
3-Jun-15,225.87,1.69,0.008012,0.453476,,,,,,
2-Jun-15,225.8,1.67,0.007981,0.455539,,,,,,
1-Jun-15,222.93,1.62,0.007579,0.451619,,,,,,
31-May-15,230.19,1.64,0.00829,0.450889,,,,,,
30-May-15,233.34,1.81,0.008409,0.445107,,,,,,
29-May-15,237.1,1.83,0.009056,0.439872,,,,,,
28-May-15,237.41,1.84,0.007857,0.443637,,,,,,
27-May-15,237.28,1.85,0.006937,0.421971,,,,,,
26-May-15,237.12,1.82,0.006794,0.446883,,,,,,
25-May-15,237.11,1.8,0.006925,0.463606,,,,,,
24-May-15,240.95,1.83,0.006809,0.479603,,,,,,
23-May-15,238.87,1.79,0.0068,0.470987,,,,,,
22-May-15,240.35,1.83,0.006649,0.460764,,,,,,
21-May-15,235.34,1.48,0.006573,0.462956,,,,,,
20-May-15,234.02,1.46,0.006636,0.492917,,,,,,
19-May-15,231.95,1.45,0.006539,0.51466,,,,,,
18-May-15,233.13,1.45,0.005748,0.535773,,,,,,
17-May-15,236.8,1.45,0.006329,0.557216,,,,,,
16-May-15,236.15,1.45,0.006588,0.595673,,,,,,
15-May-15,237.6,1.45,0.006655,0.544965,,,,,,
14-May-15,236.93,1.45,0.006602,0.495548,,,,,,
13-May-15,236.38,1.45,0.006857,0.483207,,,,,,
12-May-15,241.11,1.45,0.007213,0.477612,,,,,,
11-May-15,242.16,1.44,0.00736,0.511342,,,,,,
10-May-15,240.3,1.44,0.007382,0.565103,,,,,,
9-May-15,241.83,1.45,0.007574,0.513693,,,,,,
8-May-15,243.86,1.48,0.007491,0.490568,,,,,,
7-May-15,237.33,1.46,0.007529,0.473934,,,,,,
6-May-15,229.78,1.39,0.007782,0.458257,,,,,,
5-May-15,236.12,1.41,0.00791,0.471166,,,,,,
4-May-15,239.02,1.41,0.008017,0.467889,,,,,,
3-May-15,240.36,1.43,0.008055,0.499079,,,,,,
2-May-15,234.93,1.42,0.008037,0.497577,,,,,,
1-May-15,232.08,1.41,0.008018,0.499998,,,,,,
30-Apr-15,236.15,1.44,0.008029,0.501179,,,,,,
29-Apr-15,225.81,1.36,0.007863,0.491526,,,,,,
28-Apr-15,225.85,1.36,0.00763,0.47931,,,,,,
27-Apr-15,229.29,1.38,0.007765,0.566088,,,,,,
26-Apr-15,219.43,1.32,0.00774,0.556385,,,,,,
25-Apr-15,226.39,1.4,0.008291,0.56474,,,,,,
24-Apr-15,231.27,1.42,0.008077,0.569937,,,,,,
23-Apr-15,236.46,1.46,0.008019,0.603233,,,,,,
22-Apr-15,234.18,1.45,0.008025,0.576331,,,,,,
21-Apr-15,235.27,1.42,0.007968,0.632725,,,,,,
20-Apr-15,224.63,1.41,0.007932,0.678942,,,,,,
19-Apr-15,222.6,1.39,0.007846,0.662209,,,,,,
18-Apr-15,223.36,1.41,0.0079,0.694249,,,,,,
17-Apr-15,222.88,1.41,0.008025,0.658304,,,,,,
16-Apr-15,228.57,1.42,0.00801,0.678599,,,,,,
15-Apr-15,223.83,1.38,0.007949,0.673307,,,,,,
14-Apr-15,219.16,1.38,0.008159,0.656934,,,,,,
13-Apr-15,224.59,1.38,0.008194,0.691741,,,,,,
12-Apr-15,236.15,1.46,0.00861,0.800135,,,,,,
11-Apr-15,236.55,1.46,0.0083,0.827207,,,,,,
10-Apr-15,236.07,1.53,0.008512,0.800381,,,,,,
9-Apr-15,243.68,1.59,0.00878,0.758207,,,,,,
8-Apr-15,245.02,1.63,0.009198,0.755192,,,,,,
7-Apr-15,253.18,1.67,0.009071,0.833302,,,,,,
6-Apr-15,255.49,1.69,0.008786,0.789463,,,,,,
5-Apr-15,260.6,1.7,0.008739,0.883731,,,,,,
4-Apr-15,253.7,1.69,0.008844,0.85929,,,,,,
3-Apr-15,254.32,1.7,0.00872,0.952245,,,,,,
2-Apr-15,253,1.68,0.007906,0.96926,,,,,,
1-Apr-15,247.27,1.66,0.007668,1.01,,,,,,
31-Mar-15,244.22,1.65,0.007772,0.907059,,,,,,
30-Mar-15,247.53,1.67,0.008453,0.853188,,,,,,
29-Mar-15,242.71,1.66,0.008498,0.712153,,,,,,
28-Mar-15,252.8,1.7,0.008851,0.795417,,,,,,
27-Mar-15,247.03,1.69,0.008895,0.777714,,,,,,
26-Mar-15,248.53,1.7,0.008764,0.746328,,,,,,
25-Mar-15,246.2,1.67,0.009115,0.767497,,,,,,
24-Mar-15,245.59,1.65,0.009757,0.711852,,,,,,
23-Mar-15,266.74,1.78,0.010308,0.766353,,,,,,
22-Mar-15,267.96,1.8,0.010196,0.777347,,,,,,
21-Mar-15,260.02,1.75,0.010182,0.743222,,,,,,
20-Mar-15,261.75,1.77,0.010446,0.633158,,,,,,
19-Mar-15,260.93,1.76,0.01048,0.677382,,,,,,
18-Mar-15,256.3,1.74,0.010575,0.638029,,,,,,
17-Mar-15,285.5,1.98,0.010929,0.752221,,,,,,
16-Mar-15,290.59,2.03,0.010968,0.805943,,,,,,
15-Mar-15,286.39,2.02,0.010817,0.69425,,,,,,
14-Mar-15,281.88,2,0.011088,0.676167,,,,,,
13-Mar-15,285.34,2.01,0.010511,0.644822,,,,,,
12-Mar-15,294.35,2.04,0.010359,0.684608,,,,,,
11-Mar-15,296.38,2.03,0.010229,0.715782,,,,,,
10-Mar-15,291.76,2.01,0.010086,0.791843,,,,,,
9-Mar-15,289.61,1.94,0.010643,0.63489,,,,,,
8-Mar-15,274.35,1.89,0.009961,0.484062,,,,,,
7-Mar-15,276.26,1.91,0.010535,0.457321,,,,,,
6-Mar-15,272.72,1.9,0.010856,0.486039,,,,,,
5-Mar-15,276.18,1.92,0.011543,0.469626,,,,,,
4-Mar-15,273.09,1.93,0.010032,0.413151,,,,,,
3-Mar-15,281.7,1.96,0.010593,0.415078,,,,,,
2-Mar-15,275.67,1.94,0.012192,0.428434,,,,,,
1-Mar-15,260.2,1.89,0.012239,0.426028,,,,,,
28-Feb-15,254.26,1.84,0.012998,0.427227,,,,,,
27-Feb-15,253.83,1.85,0.01336,0.381008,,,,,,
26-Feb-15,236.43,1.81,0.013299,0.357721,,,,,,
25-Feb-15,237.47,1.8,0.013401,0.365243,,,,,,
24-Feb-15,238.74,1.83,0.013396,0.340267,,,,,,
23-Feb-15,238.89,1.82,0.013334,0.337887,,,,,,
22-Feb-15,235.98,1.8,0.01313,0.313139,,,,,,
21-Feb-15,244.53,1.85,0.013286,0.302557,,,,,,
20-Feb-15,243.78,1.85,0.013481,0.305673,,,,,,
19-Feb-15,240.28,1.85,0.013758,0.282791,,,,,,
18-Feb-15,236.33,1.83,0.013791,0.248507,,,,,,
17-Feb-15,243.61,1.85,0.014031,0.253231,,,,,,
16-Feb-15,233.84,1.8,0.01375,0.251039,,,,,,
15-Feb-15,234.82,1.84,0.013712,0.25138,,,,,,
14-Feb-15,257.32,1.94,0.014956,0.280322,,,,,,
13-Feb-15,235.43,1.82,0.014566,0.255641,,,,,,
12-Feb-15,221.76,1.76,0.014039,0.246741,,,,,,
11-Feb-15,219.19,1.73,0.013776,0.231497,,,,,,
10-Feb-15,219.84,1.76,0.013649,0.244719,,,,,,
9-Feb-15,220.11,1.73,0.013994,0.251738,,,,,,
8-Feb-15,223.41,1.78,0.014427,0.265034,,,,,,
7-Feb-15,227.75,1.78,0.014577,0.275702,,,,,,
6-Feb-15,222.27,1.76,0.015185,0.270772,,,,,,
5-Feb-15,217.11,1.74,0.014466,0.272273,,,,,,
4-Feb-15,226.85,1.79,0.013498,0.289486,,,,,,
3-Feb-15,227.27,1.82,0.013025,0.288734,,,,,,
2-Feb-15,238.23,1.88,0.01367,0.301242,,,,,,
1-Feb-15,226.97,1.8,0.014139,0.299954,,,,,,
31-Jan-15,217.46,1.87,0.014298,0.284363,,,,,,
30-Jan-15,226.43,1.9,0.014443,0.294018,,,,,,
29-Jan-15,233.51,1.92,0.014706,0.309911,,,,,,
28-Jan-15,233.91,1.87,0.01497,0.290979,,,,,,
27-Jan-15,263.48,2.09,0.015841,0.320371,,,,,,
26-Jan-15,273.47,2.08,0.016019,0.317078,,,,,,
25-Jan-15,253.72,2.25,0.016578,0.310227,,,,,,
24-Jan-15,247.85,1.84,0.016736,0.298369,,,,,,
23-Jan-15,232.88,1.43,0.016734,0.283141,,,,,,
22-Jan-15,233.41,1.42,0.01701,0.273442,,,,,,
21-Jan-15,226.9,1.37,0.016653,0.261268,,,,,,
20-Jan-15,211.31,1.32,0.016112,0.236223,,,,,,
19-Jan-15,214.86,1.34,0.015991,0.254181,,,,,,
18-Jan-15,210.34,1.33,0.015622,0.258656,,,,,,
17-Jan-15,199.26,1.29,0.015361,0.248057,,,,,,
16-Jan-15,208.1,1.4,0.016403,0.278449,,,,,,
15-Jan-15,209.84,1.28,0.016444,0.261714,,,,,,
14-Jan-15,178.1,1.16,0.014233,0.223522,,,,,,
13-Jan-15,225.86,1.54,0.015648,0.309479,,,,,,
12-Jan-15,267.8,1.71,0.018434,0.364316,,,,,,
11-Jan-15,265.66,1.72,0.018765,0.378748,,,,,,
10-Jan-15,274.8,1.65,0.019233,0.419216,,,,,,
9-Jan-15,290.41,1.98,0.020576,0.431801,,,,,,
8-Jan-15,283.35,2.01,0.020676,0.429175,,,,,,
7-Jan-15,294.34,2.12,0.020843,0.463607,,,,,,
6-Jan-15,286.19,2.11,0.020732,0.461609,,,,,,
5-Jan-15,274.47,2.08,0.020316,0.421412,,,,,,
4-Jan-15,264.19,1.96,0.018928,0.417234,,,,,,
3-Jan-15,281.08,2.13,0.022106,0.461172,,,,,,
2-Jan-15,315.03,2.67,0.024318,0.459137,,,,,,
1-Jan-15,314.25,2.7,0.02439,0.46576,,,,,,
31-Dec-14,320.19,2.72,0.024438,0.43466,,,,,,
30-Dec-14,310.74,2.7,0.0242,0.489046,,,,,,
29-Dec-14,312.67,2.69,0.024231,0.487799,,,,,,
28-Dec-14,317.24,2.73,0.023764,0.563872,,,,,,
27-Dec-14,315.86,2.72,0.024074,0.510573,,,,,,
26-Dec-14,327.92,2.78,0.025308,0.4337,,,,,,
25-Dec-14,319.01,2.7,0.024138,0.452427,,,,,,
24-Dec-14,322.53,2.74,0.023382,0.425367,,,,,,
23-Dec-14,334.57,2.88,0.023878,0.381093,,,,,,
22-Dec-14,331.89,2.89,0.025562,0.344799,,,,,,
21-Dec-14,320.84,2.85,0.024921,0.343806,,,,,,
20-Dec-14,329.96,2.92,0.024207,0.339099,,,,,,
19-Dec-14,317.84,2.87,0.023338,0.319859,,,,,,
18-Dec-14,311.4,2.81,0.02794,0.316383,,,,,,
17-Dec-14,319.78,2.94,0.026065,0.338319,,,,,,
16-Dec-14,327.06,3.02,0.021539,0.337857,,,,,,
15-Dec-14,345.35,3.45,0.018242,0.382897,,,,,,
14-Dec-14,351.63,3.48,0.017127,0.383506,,,,,,
13-Dec-14,347.38,3.48,0.016992,0.375961,,,,,,
12-Dec-14,352.54,3.49,0.016374,0.375733,,,,,,
11-Dec-14,350.51,3.48,0.016374,0.398488,,,,,,
10-Dec-14,346.37,3.5,0.015908,0.389659,,,,,,
9-Dec-14,352.22,3.52,0.015068,0.389608,,,,,,
8-Dec-14,361.91,3.65,0.013421,0.448344,,,,,,
7-Dec-14,375.1,3.71,0.014794,0.470556,,,,,,
6-Dec-14,374.79,3.61,0.014406,0.443703,,,,,,
5-Dec-14,376.85,3.62,0.013785,0.428893,,,,,,
4-Dec-14,369.6,3.59,0.013343,0.456468,,,,,,
3-Dec-14,375.01,3.61,0.01313,0.507566,,,,,,
2-Dec-14,381.31,3.63,0.013158,0.527409,,,,,,
1-Dec-14,379.25,3.58,0.012559,0.4745,,,,,,
30-Nov-14,378.05,3.58,0.011211,0.567552,,,,,,
29-Nov-14,375.49,3.59,0.013982,0.565711,,,,,,
28-Nov-14,376.45,3.6,0.015165,0.564761,,,,,,
27-Nov-14,369.67,3.56,0.014205,0.55754,,,,,,
26-Nov-14,368.37,3.56,0.011004,0.562741,,,,,,
25-Nov-14,375.35,3.57,0.00974,0.595471,,,,,,
24-Nov-14,376.9,3.63,0.008562,0.53174,,,,,,
23-Nov-14,367.57,3.59,0.008599,0.526897,,,,,,
22-Nov-14,352.92,3.52,0.007663,0.534829,,,,,,
21-Nov-14,350.85,3.5,0.006589,0.53249,,,,,,
20-Nov-14,357.84,3.61,0.006058,0.525171,,,,,,
19-Nov-14,380.56,3.81,0.005696,0.559003,,,,,,
18-Nov-14,375.2,3.77,0.005432,0.599073,,,,,,
17-Nov-14,387.41,3.88,0.00534,0.58478,,,,,,
16-Nov-14,387.88,3.88,0.005181,0.654531,,,,,,
15-Nov-14,376.13,3.85,0.005052,0.641145,,,,,,
14-Nov-14,397.82,3.99,0.005197,0.689225,,,,,,
13-Nov-14,420.74,4.1,0.005035,0.70453,,,,,,
12-Nov-14,423.56,4.07,0.005097,0.73232,,,,,,
11-Nov-14,367.69,3.68,0.004899,0.717955,,,,,,
10-Nov-14,366.92,3.7,0.004901,0.735697,,,,,,
9-Nov-14,363.26,3.63,0.004926,0.721369,,,,,,
8-Nov-14,345.49,3.56,0.004907,0.643877,,,,,,
7-Nov-14,342.42,3.56,0.004877,0.616295,,,,,,
6-Nov-14,349.29,3.65,0.004877,0.595903,,,,,,
5-Nov-14,339.49,3.64,0.004861,0.571982,,,,,,
4-Nov-14,330.49,3.59,0.004805,0.547635,,,,,,
3-Nov-14,327.55,3.58,0.00481,0.576323,,,,,,
2-Nov-14,325.89,3.59,0.004664,0.579494,,,,,,
1-Nov-14,325.75,3.57,0.004671,0.585832,,,,,,
31-Oct-14,338.32,3.75,0.004867,0.607218,,,,,,
30-Oct-14,345.31,3.79,0.00489,0.614064,,,,,,
29-Oct-14,335.59,3.73,0.004776,0.63306,,,,,,
28-Oct-14,357.62,3.85,0.004845,0.689257,,,,,,
27-Oct-14,352.99,3.81,0.004891,0.722831,,,,,,
26-Oct-14,354.7,3.73,0.004548,0.694402,,,,,,
