Date,BTC/USD,LTC/USD,ETH/USD,DASH/USD,ETC/USD,XMR/USD,XRP/USD,BCH/USD
2018-02-03 07-PM,9410.34,158.31,982.66,632,24.31,254.53,0.976793292,1268
2018-02-03 06-PM,9218.08,146.97,969.15,627.22,23.89,250.52,0.95407128,1245
2018-02-03 05-PM,9319.19,148.96,980,633.43,24.31,250,0.970127679,1260
2018-02-03 04-PM,9226,145.87,959.18,629.5,23.8,247.18,0.954891,1234.37
2018-02-03 03-PM,9370,148,987.87,642.99,24.5,252,0.986661,1260.89
2018-02-03 02-PM,9305,146.36,985,632,24.47,248.99,0.995635,1254
2018-02-03 01-PM,9074.25,139.15,964.81,618.95,23.93,243.81,0.95279625,1232
2018-02-03 12-PM,9100,136.71,968.83,617.31,23.77,245,0.93639,1223.62
2018-02-03 11-AM,8821.77,132.84,944,604.6,23.16,239.9,0.897174009,1187.39
2018-02-03 10-AM,8920,133.3,948.11,612.8,23.39,243.36,0.912516,1177.69
2018-02-03 09-AM,8984.28,134.06,949.88,613,23.38,243.91,0.908310708,1176.07
2018-02-03 08-AM,8701.35,129.01,928,573.04,22.71,238.2,0.869699933,1140
2018-02-03 07-AM,8730,130.08,933,567.88,22.85,238.37,0.886968,1148.77
2018-02-03 06-AM,8522.4,125.09,893.52,546.14,21.91,229.12,0.839200728,1104.82
2018-02-03 05-AM,8464.11,124.69,880.62,554.53,21.94,221.91,0.828382446,1104.82
2018-02-03 04-AM,8340,122.8,861.76,550,21.19,221.94,0.7958028,1085.33
2018-02-03 03-AM,8557.63,128.7,897,572.21,22,231.19,0.843354437,1151.19
2018-02-03 02-AM,8681.63,128.95,900,586.22,22.22,234.8,0.865905776,1151.19
2018-02-03 01-AM,8780,130.3,921,596.16,22.86,244,0.890292,1180.37
2018-02-03 12-AM,8872,132.54,928.85,593.3,23.14,237,0.900508,1191.05
2018-02-02 11-PM,8818.7,132.48,917.4,585,23.04,236.01,0.90391675,1190
2018-02-02 10-PM,8620,128.8,894.22,564.02,22.15,232.3,0.865448,1157.51
2018-02-02 09-PM,8632.53,126.49,892.11,565.55,22.05,235.49,0.859282036,1161.62
2018-02-02 08-PM,8672.91,127.78,894.48,575,22.24,239.8,0.866423709,1175
2018-02-02 07-PM,8624.49,126.17,886.1,565.38,22.2,236.02,0.85787802,1163.24
2018-02-02 06-PM,8755.2,128.62,912,557.33,22.63,240.17,0.873681408,1180
2018-02-02 05-PM,9159,135.29,965.97,591,24.15,251.24,0.9424611,1230
2018-02-02 04-PM,9050,135,969,595,23.47,238.29,0.93758,1201.9
2018-02-02 03-PM,8700,131.78,923.65,547.1,22.29,234.5,0.859473,1172.89
2018-02-02 02-PM,9001,136.2,976.8,552.7,23,242.33,0.9289032,1175.99
2018-02-02 01-PM,8500.8,123.38,878,485,20.5,214.21,0.752150784,1078.42
2018-02-02 12-PM,8265,115.75,844.84,497.79,20.23,199.28,0.73798185,1072.07
2018-02-02 11-AM,8350,120.74,874.64,521,21.06,207.53,0.7657785,1122.91
2018-02-02 10-AM,8531.71,122.62,893.5,541.55,21.2,214.37,0.781845904,1153.66
2018-02-02 09-AM,8504.96,123.3,904.07,547,21.4,216,0.779819782,1148.23
2018-02-02 08-AM,8685.01,127.8,934.63,570.4,22.22,224.33,0.819430694,1192.74
2018-02-02 07-AM,8735,129.14,942.58,561.61,22.4,225.8,0.83165935,1162.24
2018-02-02 06-AM,8793.95,132.28,943,573.8,22.77,231.05,0.855651335,1182.7
2018-02-02 05-AM,8853.96,133.2,965.24,577.23,23.05,230,0.873000456,1184.08
2018-02-02 04-AM,8851.04,138.34,976.52,581.74,23.5,233.65,0.882714219,1219
2018-02-02 03-AM,9050.2,140.29,999.52,590,23.87,237.86,0.9231204,1219.97
2018-02-02 02-AM,8815.16,136.6,967.5,580.14,23.15,230.98,0.877549178,1170.53
2018-02-02 01-AM,8885.6,136.59,982,587.36,23.68,232.56,0.89211424,1216
2018-02-02 12-AM,9199.57,144.34,1039.19,614,25.02,243.08,0.95675528,1272.34
2018-02-01 11-PM,9139.32,142.04,1021.51,613.87,24.75,245,0.949575348,1270.6
2018-02-01 10-PM,9315,147.15,1039,626.15,25.18,251.4,0.978075,1315
2018-02-01 09-PM,9400,148.42,1050,624,25.31,253.55,0.98794,1305.04
2018-02-01 08-PM,8985.38,137.76,1015,599.35,24.41,235.19,0.935378058,1245
2018-02-01 07-PM,9120,143.6,1052,613.06,25,246.83,0.969456,1275.74
2018-02-01 06-PM,9114.93,144,1063,618.9,24.98,246.57,0.973474524,1283.03
2018-02-01 05-PM,9067.17,143,1042.25,617.31,25,237.7,0.95205285,1285.45
2018-02-01 04-PM,9312.53,147.41,1074.13,629.02,25.8,248,0.988990686,1335
2018-02-01 03-PM,9400.85,151.9,1111,631.23,26.02,253.64,1.004950865,1343.69
2018-02-01 02-PM,9318.71,146.55,1132,624.94,25.33,246,0.967282098,1305
2018-02-01 01-PM,9471.48,150,1131.81,639.6,26.3,252.73,1.019131248,1360.97
2018-02-01 12-PM,9590,153.13,1117,650,26.3,261,1.03572,1391
2018-02-01 11-AM,9540,153.57,1094.34,650.1,26,261.21,1.026504,1373.2
2018-02-01 10-AM,9635,153.19,1100.5,655.38,26.21,263,1.034799,1380
2018-02-01 09-AM,9940.22,157.8,1116.2,671.7,27.27,265.88,1.081495936,1432.25
2018-02-01 08-AM,10109.25,161.5,1140.37,691.2,27.93,275.59,1.108984725,1461.27
2018-02-01 07-AM,10131,162.66,1147,697.5,28,276.59,1.1154231,1470.11
2018-02-01 06-AM,10226.13,165.5,1159.41,700.45,28.43,277.1,1.126919526,1490.97
2018-02-01 05-AM,10250,164.98,1147.2,695.41,28.24,274.9,1.1275,1477.73
2018-02-01 04-AM,10050,162.01,1136.73,694.53,27.85,274.32,1.1055,1461.6
2018-02-01 03-AM,10184,164.51,1150,708.14,28.4,275.52,1.125332,1494.46
2018-02-01 02-AM,10201.85,164.96,1130.22,700.48,28.34,275,1.12832461,1503
2018-02-01 01-AM,10245,165.29,1130,700.38,28.59,276.6,1.1320725,1496.46
2018-02-01 12-AM,10261.26,165,1124.16,703,28.79,273,1.141052112,1493.86
2018-01-31 11-PM,10164.09,163,1111.48,695.05,27.9,272.77,1.116017082,1471.33
2018-01-31 10-PM,10085.9,162.3,1105.27,692,27.74,270,1.0993631,1469.39
2018-01-31 09-PM,10168.8,163.09,1110.42,692.8,27.55,274.17,1.10738232,1486.5
2018-01-31 08-PM,10069,162.89,1098.7,690.38,27.1,272.88,1.1096038,1487.2
2018-01-31 07-PM,10026.1,161.4,1105.35,690,27.23,274.2,1.10487622,1480
2018-01-31 06-PM,10005,160.66,1105.21,689.29,27.31,275,1.098549,1470.01
2018-01-31 05-PM,10084,161.15,1115.11,689.29,27.54,277.28,1.1052064,1487.21
2018-01-31 04-PM,10007,161.85,1100.91,680.65,27.35,273.68,1.0977679,1480.01
2018-01-31 03-PM,9985,160.61,1094.74,674.61,27,274.37,1.0993485,1481
2018-01-31 02-PM,10150,162.88,1105,690.34,27.58,280.3,1.11447,1490
2018-01-31 01-PM,10381.67,167.53,1126,701.4,28.27,284.12,1.1419837,1522.72
2018-01-31 12-PM,10288.58,166.72,1111.29,698.98,27.93,282,1.122484078,1516
2018-01-31 11-AM,10217.54,165.56,1102.35,687.24,27.78,280.11,1.1239294,1501
2018-01-31 10-AM,10142.19,163.81,1088.23,687,27.68,274.02,1.101441834,1478.19
2018-01-31 09-AM,10218,164.12,1089.99,680,27.5,277,1.1127402,1494.64
2018-01-31 08-AM,10274,166,1107,694.47,27.75,281.38,1.1239756,1516.47
2018-01-31 07-AM,10164.12,165.07,1093,677.02,27.81,274.99,1.10280702,1500.02
2018-01-31 06-AM,10032.31,162.91,1075,677.76,27,271.58,1.087502404,1453.6
2018-01-31 05-AM,9940,160.69,1066.12,672.35,27.12,268.33,1.096382,1454.34
2018-01-31 04-AM,10014.6,164,1075.89,677.73,27.07,271,1.10861622,1457.44
2018-01-31 03-AM,10203.67,165.16,1092.71,681.85,27.36,276.33,1.14281104,1476.14
2018-01-31 02-AM,9972.3,161.52,1053,665.94,26.5,270.99,1.07601117,1444.26
2018-01-31 01-AM,9861,161.62,1047.4,665.95,26.31,272,1.0472382,1431.38
2018-01-31 12-AM,10181.54,167.11,1076.4,680.08,27.1,275.59,1.117933092,1469.04
2018-01-30 11-PM,10334.77,169.95,1094.59,705,27.5,279.43,1.143025562,1514.59
2018-01-30 10-PM,10263.19,168.6,1080.65,698.88,27.4,276,1.133056176,1480.5
2018-01-30 09-PM,10160.53,167.51,1075.74,700.49,27.2,272,1.129850936,1491.7
2018-01-30 08-PM,10350,171.74,1114.67,718,27.8,284.12,1.15299,1520
2018-01-30 07-PM,10050,166,1065.86,685,26.82,268,1.128615,1488
2018-01-30 06-PM,10227.19,168.3,1100.01,707.05,28.11,282,1.167945098,1540.88
2018-01-30 05-PM,10371.9,169.88,1113,720.49,28.53,287.68,1.17098751,1550
2018-01-30 04-PM,10323,168.52,1110.07,704.5,28.3,290.46,1.1592729,1540.09
2018-01-30 03-PM,10560,172.1,1137.86,729.03,29.1,295.7,1.184832,1572
2018-01-30 02-PM,10546.43,171.9,1130,727.37,29.3,289.9,1.175926945,1570
2018-01-30 01-PM,10954,176.1,1158.91,753.8,30.49,301.8,1.2137032,1628
2018-01-30 12-PM,11013,177.21,1167.49,772.48,30.39,302.93,1.2169365,1626.88
2018-01-30 11-AM,10999,175.45,1166.5,757.52,30.35,303.77,1.2175893,1630
2018-01-30 10-AM,10923.69,176.8,1164.39,760.72,30.22,304.43,1.21252959,1628
2018-01-30 09-AM,11095,178.89,1175,765.78,30.57,305,1.231545,1640
2018-01-30 08-AM,11097.27,177.93,1170.91,761,30.62,302.97,1.226248335,1629.9
2018-01-30 07-AM,10979.93,176.3,1154,755,30.3,305.2,1.2077923,1614
2018-01-30 06-AM,11004.53,177.2,1155.6,761,30.72,307.39,1.220402377,1622.73
2018-01-30 05-AM,11008.96,177.99,1147.07,764.79,30.4,306.73,1.22199456,1620
2018-01-30 04-AM,10970.4,177,1133.24,762.54,30.2,307.12,1.21442328,1615.42
2018-01-30 03-AM,10996.04,177.3,1140,765.2,30.55,309,1.22056044,1615
2018-01-30 02-AM,10905,176.5,1132.48,765.2,30.28,306.14,1.2180885,1613.97
2018-01-30 01-AM,11211.74,180.9,1175.78,775.22,31.05,316.7,1.256836054,1650.5
2018-01-30 12-AM,11227,181.77,1177.84,771.71,31.06,314,1.268651,1660
2018-01-29 11-PM,11130,181.47,1159.66,755,30.91,311.13,1.255464,1634.2
2018-01-29 10-PM,11313.29,183.3,1177.96,771.71,31.06,316.7,1.281795757,1665
2018-01-29 09-PM,11235.92,180.75,1172.13,764.46,31.02,317.6,1.279771288,1665.75
2018-01-29 08-PM,11224,180.5,1172.77,750.94,30.85,316.3,1.279536,1658
2018-01-29 07-PM,11370,183.4,1182.72,782.53,31.41,319,1.297317,1683.8
2018-01-29 06-PM,11401,184.99,1187.94,782.59,31.68,318.68,1.3008541,1686.73
2018-01-29 05-PM,11381,184,1196.28,770.01,31.71,317.53,1.2917435,1675.04
2018-01-29 04-PM,11397,184,1200,768,31.73,318.84,1.2958389,1682.37
2018-01-29 03-PM,11340,183.9,1194.38,773.02,31.66,318,1.295028,1684.5
2018-01-29 02-PM,11340,183.31,1192.74,768.97,31.61,321.18,1.289358,1670.66
2018-01-29 01-PM,11250,181.8,1184,764.81,31.3,320,1.269,1676.24
2018-01-29 12-PM,11235,180.01,1179.08,753.84,31.1,314.84,1.262814,1668
2018-01-29 11-AM,11412.8,183.63,1194,766.04,31.51,319,1.2896464,1678.25
2018-01-29 10-AM,11372,182.4,1192.03,761.59,31.31,319,1.296408,1686
2018-01-29 09-AM,11385.64,184,1190,769,31.01,318,1.279745936,1696.46
2018-01-29 08-AM,11304.5,182.5,1180,769,30.73,318.93,1.28306075,1680.94
2018-01-29 07-AM,11405,184.49,1193.84,777.78,31.03,319.2,1.295608,1680.93
2018-01-29 06-AM,11600.1,188.12,1216.62,801,31.8,325.38,1.32589143,1725.46
2018-01-29 05-AM,11650,188.8,1221.58,801,32.11,325,1.340915,1720.02
2018-01-29 04-AM,11555.84,188.51,1201.86,800,31.6,328.85,1.316210176,1700
2018-01-29 03-AM,11550,187.92,1206.37,802,31.6,327.89,1.327095,1715.5
2018-01-29 02-AM,11532,187.95,1195,801.6,31.55,326.75,1.3111884,1709.77
2018-01-29 01-AM,11875,194.9,1247.87,822.8,32.76,337.2,1.3501875,1758.76
2018-01-29 12-AM,11850,196.51,1245,824,32.45,332.99,1.37223,1768.99
2018-01-28 11-PM,11898,196.73,1248.87,820.58,33,331,1.3777884,1772
2018-01-28 10-PM,11955,196,1247.46,821,32.89,333,1.3497195,1758.68
2018-01-28 09-PM,11907,195,1238.86,811.31,33.08,331.98,1.2942909,1766.01
2018-01-28 08-PM,11885,192,1232.53,811.89,32.95,332.7,1.2871455,1753.46
2018-01-28 07-PM,11760,190.67,1235,809.22,33.3,333.83,1.277136,1740.63
2018-01-28 06-PM,11827.93,190.1,1228.37,812.78,32.72,335,1.28924437,1729
2018-01-28 05-PM,11849.75,192.49,1225.91,808,32.97,336,1.278588025,1736
2018-01-28 04-PM,11766.65,190.9,1218,791,33.29,335.89,1.25903155,1722.33
2018-01-28 03-PM,11742,189.2,1222.24,796.51,33,335,1.2552198,1732.51
2018-01-28 02-PM,11819,191.32,1240,795.09,32,334.98,1.2599054,1742.05
2018-01-28 01-PM,11732.9,189,1219.23,798.46,31.15,332.75,1.24838056,1722
2018-01-28 12-PM,11990.99,192.27,1257,808.52,31.84,335.83,1.281836831,1772.55
2018-01-28 11-AM,11850.34,188.7,1222.21,800,31.17,336.46,1.253765972,1735.8
2018-01-28 10-AM,11925,189.38,1192,805.76,30.72,334.47,1.271205,1711.11
2018-01-28 09-AM,11960,189.04,1184.4,809,30.65,338.5,1.274936,1720
2018-01-28 08-AM,11942,187.6,1178.99,793.01,30.6,335.28,1.2706288,1712.75
2018-01-28 07-AM,12185.56,191,1197.5,798.06,31.09,337.32,1.30385492,1740.25
2018-01-28 06-AM,11880.56,187.9,1167.14,786.05,30.6,334.3,1.2771602,1706.12
2018-01-28 05-AM,11845,186.57,1151.99,782,30.69,330,1.2709685,1690.94
2018-01-28 04-AM,11540,183.25,1129.99,769.57,30.21,326.35,1.224394,1651.1
2018-01-28 03-AM,11505.56,182.66,1117.66,769.17,29.7,325.65,1.223041028,1642.14
2018-01-28 02-AM,11483.99,182.4,1115,782,29.65,326.94,1.21730294,1642.14
2018-01-28 01-AM,11551,183.77,1121.82,781.08,29.83,328.87,1.2255611,1652.06
2018-01-28 12-AM,11480.56,181.59,1113.24,770.13,29.66,325.93,1.22267964,1626.16
2018-01-27 11-PM,11503,182.44,1120.42,775.39,30.06,331.64,1.219318,1644
2018-01-27 10-PM,11582.44,182.28,1120.75,775.21,30.1,333.58,1.224263908,1646
2018-01-27 09-PM,11540,182.46,1114,775.59,29.64,331.72,1.224394,1651
2018-01-27 08-PM,11500,181.87,1107.45,775.65,29.59,330.67,1.2259,1647
2018-01-27 07-PM,11470,181.81,1102,784,29.34,326.28,1.233025,1661.7
2018-01-27 06-PM,11451.61,180.99,1097.15,780,29.5,322.42,1.220741626,1648.6
2018-01-27 05-PM,11566.51,181.37,1107.9,773.29,29.57,325.53,1.235303268,1651
2018-01-27 04-PM,11500.42,181.98,1096.43,780,29.31,325,1.233995066,1645
2018-01-27 03-PM,11027,176,1064,760,28.51,315.47,1.1898133,1582
2018-01-27 02-PM,11047.56,176.91,1064.74,769.03,28.7,316,1.19313648,1590.23
2018-01-27 01-PM,10971.21,175.77,1060,758.09,28.14,315.12,1.188182043,1571
2018-01-27 12-PM,10972,175.76,1057.8,756.01,28.3,311.57,1.1882676,1566.24
2018-01-27 11-AM,11237.73,178.3,1076,770,28.6,318.35,1.215922386,1601.1
2018-01-27 10-AM,11272.87,181,1074.5,763.21,28.96,322.54,1.215215386,1607
2018-01-27 09-AM,11149.96,178.7,1062,762,28.7,321.68,1.20419568,1611
2018-01-27 08-AM,11226.79,180.83,1065.96,761.69,28.61,325,1.210247962,1607
2018-01-27 07-AM,11327.56,181.58,1069,771.64,28.96,321.88,1.22337648,1622
2018-01-27 06-AM,11245,180.22,1065,767,28.71,322.05,1.218958,1618.75
2018-01-27 05-AM,11017.5,174.46,1046.24,752.31,28.33,314,1.1832795,1585.23
2018-01-27 04-AM,11017,175,1049.88,749.45,28.19,315.8,1.1876326,1580.55
2018-01-27 03-AM,11116.82,176.78,1054.28,768.67,28.65,319.8,1.196169832,1595.88
2018-01-27 02-AM,10959.24,174.5,1039.07,771.63,28.16,320,1.187981616,1588.5
2018-01-27 01-AM,11092.09,175.5,1052.89,777.31,28.6,324.52,1.211256228,1612.83
2018-01-27 12-AM,11079.31,175.5,1047.88,784.72,28.56,324,1.20764479,1590
2018-01-26 11-PM,10800.44,172.5,1027.42,768,27.79,312,1.1880484,1550.58
2018-01-26 10-PM,10860,173.68,1036.44,766.64,28.07,313.65,1.188084,1553.5
2018-01-26 09-PM,10939.73,174.27,1041.03,770,28.62,318.76,1.198994408,1567.54
2018-01-26 08-PM,10918,173.79,1032.51,769.84,28.28,304.38,1.190062,1570.35
2018-01-26 07-PM,11015.24,174.6,1041.03,783,28.51,306.35,1.201762684,1599.3
2018-01-26 06-PM,11160,176.48,1057.23,788.06,28.59,309.38,1.234296,1616
2018-01-26 05-PM,11050.03,176.36,1051.1,783.79,28.5,308.79,1.229868339,1615
2018-01-26 04-PM,11023.53,175.93,1050,780.89,28.45,308.12,1.240147125,1600
2018-01-26 03-PM,10770,174.05,1033.25,764,27.66,303.17,1.201932,1575
2018-01-26 02-PM,10520,170.62,1013.43,746.18,27,296.53,1.171928,1505.15
2018-01-26 01-PM,10561,170.95,1018,756.33,27.3,297.81,1.1881125,1525.97
2018-01-26 12-PM,10511.21,169.63,1008.82,742.74,26.85,294,1.171999915,1507.68
2018-01-26 11-AM,10510,169.29,1001.39,750,27.26,299.67,1.17712,1524.51
2018-01-26 10-AM,10475.03,167,996.77,740.5,26.94,293.29,1.150158294,1490.86
2018-01-26 09-AM,10786.87,171.94,1024.14,767.17,27.34,304.38,1.193027822,1550
2018-01-26 08-AM,11037.99,176.06,1040,776.19,28,311.13,1.189895322,1605.3
2018-01-26 07-AM,11394.94,179.88,1070.86,793.84,29.05,319.84,1.262559352,1658.46
2018-01-26 06-AM,11350.51,179,1060,791,28.9,321.45,1.273527222,1644
2018-01-26 05-AM,11468,180.86,1066.53,802.29,29.17,323.75,1.3084988,1652.5
2018-01-26 04-AM,11523.38,180.7,1069.54,808,29.16,326.16,1.31366532,1663.95
2018-01-26 03-AM,11606.61,182.37,1072.72,814.37,29.27,326.36,1.321992879,1670.6
2018-01-26 02-AM,11300,179.5,1055.87,808,28.98,323.1,1.29159,1642.1
2018-01-26 01-AM,11399.1,181.03,1067.6,801,29.25,322.62,1.31545614,1646.16
2018-01-26 12-AM,11170.46,179.67,1050.32,793.07,29.19,315.61,1.30135859,1630.08
2018-01-25 11-PM,11173.88,179.51,1059.45,797.85,29.2,315,1.3129309,1649.88
2018-01-25 10-PM,11287.5,179.38,1063.03,801,29.15,314.47,1.31950875,1660
2018-01-25 09-PM,11252,180,1064.97,800.13,29.3,317.8,1.3097328,1658.32
2018-01-25 08-PM,11227.97,180.4,1065,804,29.18,314,1.310304099,1641.84
2018-01-25 07-PM,11274,180.63,1064.62,794.01,29.5,314.85,1.3179306,1644
2018-01-25 06-PM,11000,177.89,1042.25,778.44,28.93,307,1.2925,1620.7
2018-01-25 05-PM,10900.75,177.45,1030.73,784.44,28.78,305.87,1.283018275,1602.04
2018-01-25 04-PM,10970,175.36,1026,781,28.6,308,1.280199,1600
2018-01-25 03-PM,11193.89,178.95,1044,792.37,28.95,314.16,1.313043297,1631
2018-01-25 02-PM,11229,179.8,1053.63,792.69,29.02,312.12,1.3171617,1641.5
2018-01-25 01-PM,11033.86,177.19,1029.47,782,28.67,308.14,1.297581936,1612
2018-01-25 12-PM,11169,179,1048.8,785.58,29,315,1.3157082,1628.74
2018-01-25 11-AM,11305.66,181.4,1066.5,799.54,29.43,314.93,1.332937314,1650
2018-01-25 10-AM,11334,181.2,1065.1,794.09,29.56,316.62,1.3396788,1655
2018-01-25 09-AM,11297.77,180.81,1057.37,799,29.4,315.55,1.336526191,1655.09
2018-01-25 08-AM,11422.49,182.45,1070.02,810.01,29.77,322,1.354707314,1668.82
2018-01-25 07-AM,11434.51,183.19,1079.73,816,29.75,320.15,1.359563239,1681
2018-01-25 06-AM,11568,184,1090.37,813.93,30.19,322.4,1.3615536,1685
2018-01-25 05-AM,11456,183,1083,803.39,29.76,318.4,1.3472256,1678.15
2018-01-25 04-AM,11635,183.77,1098.67,820,30.22,325.3,1.3601315,1700
2018-01-25 03-AM,11558.84,182.32,1087.42,820,29.84,325.3,1.35238428,1691.35
2018-01-25 02-AM,11398.13,180.05,1067.67,791.9,29.71,316.47,1.347258966,1660
2018-01-25 01-AM,11270,179.21,1059.65,792.35,29.62,319.66,1.338876,1652
2018-01-25 12-AM,11388.8,180.38,1062.02,784.67,29.47,318.6,1.35298944,1650.79
2018-01-24 11-PM,11100.92,178.11,1035.52,765.57,29.08,314.25,1.324339756,1616.88
2018-01-24 10-PM,11213.91,180.61,1042.14,758.47,29.5,318.34,1.337819463,1643
2018-01-24 09-PM,11138,180,1032.38,756.83,29.32,314,1.3399014,1635
2018-01-24 08-PM,11232.87,179.5,1035,762.28,29.35,318.57,1.356930696,1644.53
2018-01-24 07-PM,11029.15,177.63,1023.1,750.43,28.8,312.99,1.33452715,1619.48
2018-01-24 06-PM,11126.12,178.74,1028,754,29.22,314.55,1.347373132,1618
2018-01-24 05-PM,11050,178.43,1020.08,757.66,29.05,313,1.340365,1615.89
2018-01-24 04-PM,11050.4,179.08,1014,759.51,28.9,312,1.31278752,1617
2018-01-24 03-PM,11310,181.42,1045.9,780.43,29.6,319.9,1.34589,1649.15
2018-01-24 02-PM,11318.64,182.1,1027.31,782.9,29.5,320,1.40351136,1650
2018-01-24 01-PM,11300.04,183.8,1027.78,781,29.32,318.44,1.39555494,1648.98
2018-01-24 12-PM,11014.4,179.72,1008.08,767,28.68,312.98,1.37019136,1623.76
2018-01-24 11-AM,11016.65,179.51,1002.27,768.46,28.95,311.95,1.373776255,1610
2018-01-24 10-AM,11019.22,178.55,1002,761.74,28.9,311.59,1.376300578,1622.24
2018-01-24 09-AM,10851,178.02,994.53,757.85,28.8,307,1.345524,1616.49
2018-01-24 08-AM,10956,178,998.76,754,28.96,310.66,1.3596396,1612.82
2018-01-24 07-AM,10939,178.58,991.9,750.94,28.95,308.3,1.3597177,1608.5
2018-01-24 06-AM,10643.36,174.76,975.22,738.21,28.5,303.99,1.321905312,1591.73
2018-01-24 05-AM,10626.28,175,967,735.25,28.34,308.71,1.314470836,1575.49
2018-01-24 04-AM,10769.56,176.94,977.83,748.38,28.65,306.01,1.336502396,1596.42
2018-01-24 03-AM,10715.87,173.7,972.69,731.66,28.26,306.78,1.327696293,1581.16
2018-01-24 02-AM,10560,172.46,958.95,736.29,27.95,300.2,1.295712,1554.99
2018-01-24 01-AM,10575,175.05,960,737.59,28.02,298.91,1.2890925,1565
2018-01-24 12-AM,10807.77,176.54,985.85,754.28,28.18,306.79,1.334759595,1613.47
2018-01-23 11-PM,11036.53,181.16,1002.1,776.92,28.97,313.33,1.366322414,1655.52
2018-01-23 10-PM,10970,180,991.63,772,29.02,309,1.366862,1631
2018-01-23 09-PM,11150,181.77,1000.61,780,29.22,311.8,1.379255,1672
2018-01-23 08-PM,11000.56,178.81,986.96,772.07,29.01,306.36,1.343168376,1643.7
2018-01-23 07-PM,11225.99,182,1003.59,792.25,29.51,313.1,1.372938577,1668.86
2018-01-23 06-PM,11170,182.9,1005,781.15,29.2,314,1.371676,1655.14
2018-01-23 05-PM,11327,186.01,1018,792.49,29.63,319.32,1.4260693,1685.94
2018-01-23 04-PM,10772.4,177,988.39,752,28.53,308.03,1.34978172,1615
2018-01-23 03-PM,10458.41,170.4,951.12,725.5,27.22,298.5,1.294751158,1540
2018-01-23 02-PM,10276.22,171.33,937.31,715.01,27,296.6,1.254726462,1518.37
2018-01-23 01-PM,10200.1,169.1,928.37,705,26.7,292,1.224012,1520.51
2018-01-23 12-PM,10164.12,167.05,933.6,694.5,26.59,291,1.220710812,1508.29
2018-01-23 11-AM,10292.47,170,939.8,708.49,27.15,297.35,1.2350964,1527.38
2018-01-23 10-AM,10418.81,172,955.92,716.98,27.7,300.15,1.249215319,1555.8
2018-01-23 09-AM,10650,175.05,971,738.65,28.52,310,1.29504,1591.57
2018-01-23 08-AM,10219.88,168.84,944.1,711.64,27.3,299.77,1.225363612,1539.23
2018-01-23 07-AM,10295.41,170,950.03,730,27.6,300,1.242655987,1554.93
2018-01-23 06-AM,10291.15,170.81,953.09,752.64,27.78,300.94,1.240083575,1563.48
2018-01-23 05-AM,10560,173,971,755.44,28.5,307.34,1.278816,1590
2018-01-23 04-AM,10839.66,179,1003.78,788.27,29.42,319.48,1.325690418,1625.88
2018-01-23 03-AM,10740,175.81,993.34,776.07,29,312,1.302762,1623.13
2018-01-23 02-AM,10640,175.64,984.43,770.59,28.58,310.68,1.28212,1612.53
2018-01-23 01-AM,10779.65,177.66,994.33,767,28.84,310.43,1.326974915,1617.83
2018-01-23 12-AM,10767,178.1,995.12,761.68,29.17,314,1.3340313,1595.55
2018-01-22 11-PM,10645.68,177,981.68,750.19,28.73,312,1.24554456,1594.46
2018-01-22 10-PM,10300,170.26,947.73,718.52,27,293,1.17626,1539
2018-01-22 09-PM,10368,171.99,955.57,730.13,27.44,295,1.1943936,1558.93
2018-01-22 08-PM,10576.27,176.01,973.01,745.17,28,302.39,1.212040542,1562.22
2018-01-22 07-PM,10400,174.31,963.98,740.58,27.82,302.2,1.1856,1561
2018-01-22 06-PM,10548,175.1,977.18,757.74,28.42,303,1.2014172,1587.94
2018-01-22 05-PM,10473.35,174.55,964.21,744.65,28.05,309,1.19186723,1584.2
2018-01-22 04-PM,10312.72,172.5,947.74,725,27.49,303,1.151930824,1542.5
2018-01-22 03-PM,10635.78,177.51,984.18,761,28.4,308.48,1.211415342,1600
2018-01-22 02-PM,10605.32,176.88,980.65,758.99,28.21,312.12,1.19840116,1590
2018-01-22 01-PM,11296,186.72,1034.46,801.66,30.13,334.72,1.3092064,1689
2018-01-22 12-PM,11276.11,186.59,1038.24,800,30.45,337.43,1.323815314,1700
2018-01-22 11-AM,11720,191.61,1076.76,825,31.91,351.96,1.378272,1764.39
2018-01-22 10-AM,11739.09,193.75,1075,832.2,32.39,353.93,1.384038711,1782.32
2018-01-22 09-AM,11730,193,1071.83,829.22,32.3,350,1.380621,1765
2018-01-22 08-AM,11724.11,193.46,1071.51,820.88,32.33,350,1.382272569,1785
2018-01-22 07-AM,11600.1,191.97,1059.44,818.43,31.58,348,1.37577186,1759.16
2018-01-22 06-AM,11447.22,190,1046.84,809.99,30.84,340.53,1.35077196,1741.55
2018-01-22 05-AM,11619.86,192.34,1059.68,825.18,31.24,346.26,1.378115396,1768.23
2018-01-22 04-AM,11475.08,191,1048.2,814.22,30.77,342.63,1.36553452,1753.13
2018-01-22 03-AM,11540.66,191.74,1047.25,822.59,30.77,341.49,1.371030408,1769.43
2018-01-22 02-AM,11395.98,188.95,1037.25,806.77,30.15,340.44,1.3675176,1761
2018-01-22 01-AM,11690,193.77,1068.23,822.59,31.35,349,1.401631,1790
2018-01-22 12-AM,11510,188.9,1045.83,807.69,30.25,343.73,1.365086,1761.54
2018-01-21 11-PM,11172,186.42,1011.36,803.79,29.34,335,1.335054,1727
