Date,BTC/USD,LTC/USD,ETH/USD,DASH/USD,ETC/USD,XMR/USD,XRP/USD,BCH/USD
2017-12-26 05-PM,15930,281.3,742.5,1154.5,29.33,352,0.9841554,2834.99
2017-12-26 04-PM,15780.39,273.25,742,1147.42,29,353,0.993059943,2826
2017-12-26 03-PM,15850,278,740,1170,29.2,359,0.9827,2810.1
2017-12-26 02-PM,15150,271.08,735,1140,28.94,346,0.9955065,2789
2017-12-26 01-PM,15060,272.49,733,1133.92,28.82,347,0.9956166,2800.54
2017-12-26 12-PM,14815.34,269,731,1138.5,29,345.38,0.989516559,2798
2017-12-26 11-AM,15000,271.84,740.5,1143.42,29.28,347.4,0.9945,2804
2017-12-26 10-AM,15179.5,274.3,747.68,1152,29.6,349.28,1.00154341,2845
2017-12-26 09-AM,14811,270,736.84,1151,29.03,346.45,0.99840951,2775.42
2017-12-26 08-AM,15080,273.68,740,1157.91,29.52,350,0.9951292,2825
2017-12-26 07-AM,15224,275.5,736,1156,29.53,354.24,0.98895104,2835.78
2017-12-26 06-AM,14850,273.61,735,1160,29.41,350.44,0.9847035,2820
2017-12-26 05-AM,14746.88,270.85,730,1150.41,29.6,351.45,0.997184026,2811
2017-12-26 04-AM,14375,272.66,741,1138.81,30.01,343,1.0013625,2798
2017-12-26 03-AM,13700,263,730,1129.02,29.5,333.61,0.969275,2719
2017-12-26 02-AM,13660.52,261.5,719.03,1111.63,29.61,333.09,0.970989762,2707.11
2017-12-26 01-AM,13740.39,263.5,719.5,1117.6,29.53,336.25,0.97309442,2727
2017-12-26 12-AM,13638,262.47,711.2,1110,28.66,330.28,0.97143474,2726
2017-12-25 11-PM,13509.85,260.76,710,1098.96,28.12,326.8,0.968791344,2712.71
2017-12-25 10-PM,13500.69,261.91,712.85,1103.98,28.1,330.29,0.963274232,2708.64
2017-12-25 09-PM,13489,260.9,714,1098.02,28.1,330.71,0.95947257,2700.23
2017-12-25 08-PM,13821.65,266,721,1123.87,28.88,334.33,0.97898747,2759
2017-12-25 07-PM,13845.92,265.67,717,1117,28.75,339,0.984167994,2757.7
2017-12-25 06-PM,13589,262.66,704.33,1113,28.04,331,0.97229295,2700
2017-12-25 05-PM,13601.36,266,709,1124.71,28.23,334.75,0.97249724,2726.5
2017-12-25 04-PM,13475,262.58,705.5,1117.93,28.2,331.9,0.965349,2717
2017-12-25 03-PM,13153,256.25,683,1096.81,27.37,320.7,0.9391242,2650
2017-12-25 02-PM,13473,262.5,691.77,1113.65,27.61,330,0.96143328,2680
2017-12-25 01-PM,14215.93,277.5,733.73,1173.6,29.22,348.8,1.00933103,2841.3
2017-12-25 12-PM,13800,271.23,718.46,1136.72,28.45,342.43,0.98394,2785.37
2017-12-25 11-AM,13700,267.79,711.87,1139.77,28.16,337.22,0.984893,2780
2017-12-25 10-AM,13550,268.1,705,1124.7,28.25,336.4,0.975871,2763.99
2017-12-25 09-AM,13869.89,271.87,712,1144.5,28.91,337.97,1.000157768,2820
2017-12-25 08-AM,13481.66,266.96,694.9,1112.57,27.61,333,0.958546026,2705.26
2017-12-25 07-AM,13450.63,265.1,691,1102.24,27.95,329.32,0.963468627,2714.59
2017-12-25 06-AM,13380,264,690.75,1095,27.76,322.24,0.9542616,2720
2017-12-25 05-AM,13417.33,265,691.8,1103.01,27.75,325,0.943372472,2711.01
2017-12-25 04-AM,12876.22,256.55,675,1093,26.86,316.11,0.925671456,2605.81
2017-12-25 03-AM,12950,256.1,675,1084.52,27.24,321.16,0.931882,2615.1
2017-12-25 02-AM,13371.4,264.99,689,1095.77,27.98,330.04,0.94335227,2718.45
2017-12-25 01-AM,13412,263.5,675,1103.84,27.71,329,0.95252024,2750
2017-12-25 12-AM,13517,263.43,660,1095,27.38,326,0.97065577,2775
2017-12-24 11-PM,13118.34,254.5,638,1084.99,26.51,317,0.948587165,2685
2017-12-24 10-PM,12671.25,249.5,616.79,1046.57,26.05,308,0.928675913,2600.22
2017-12-24 09-PM,12830,251,622.74,1064.9,26.29,309.47,0.9310731,2619.6
2017-12-24 08-PM,12174.59,238.51,597.29,997.7,24.81,296.26,0.905424258,2500
2017-12-24 07-PM,12330,240.83,606.88,1024.6,25.52,300,0.9320247,2540
2017-12-24 06-PM,12490,242.55,610,1046.48,25.81,304.15,0.920513,2555
2017-12-24 05-PM,12718.09,249,617.41,1047,26,306.5,0.911887053,2610.46
2017-12-24 04-PM,12592.11,244.02,600.86,1028,25.5,300.79,0.888373361,2563.59
2017-12-24 03-PM,13090,252.54,626,1065,26.42,312.69,0.918918,2665.61
2017-12-24 02-PM,12800,249.4,612.25,1039.84,25.98,301.27,0.8928,2629
2017-12-24 01-PM,12160,235.66,582.61,978.12,24.48,290,0.8448768,2472.5
2017-12-24 12-PM,12452.16,239.38,592.33,1028.06,25.28,296,0.863183731,2537
2017-12-24 11-AM,12688,244.76,615.48,1046.34,25.5,306.5,0.88727184,2608.9
2017-12-24 10-AM,12823.81,248.04,618,1047,26,307.5,0.893819557,2617.25
2017-12-24 09-AM,13544.77,261.38,649.88,1106,27.42,322.35,0.945966737,2800
2017-12-24 08-AM,13358.95,255.68,639.96,1093.12,27.07,318.76,0.922168319,2727
2017-12-24 07-AM,13648,261.2,657.28,1125,27.93,334.37,0.95085616,2821.94
2017-12-24 06-AM,13465.38,257.53,645,1099.9,26.76,322.21,0.936517179,2740
2017-12-24 05-AM,13175.57,251.52,635,1073.92,26.45,318.7,0.921499366,2644
2017-12-24 04-AM,13321,255.12,641,1097,27,329.56,0.9391305,2690
2017-12-24 03-AM,12748,242,610.08,1039,25.5,302.54,0.88713332,2460
2017-12-24 02-AM,13398.84,255.2,641.28,1099,26.9,325,0.941670475,2713.13
2017-12-24 01-AM,13840,268,660.29,1128.01,28,340.11,0.972952,2807.52
2017-12-24 12-AM,13830,266.15,662,1147.5,28.02,339.5,0.983313,2885
2017-12-23 11-PM,14388.9,275.8,690.89,1205,29.63,363.6,1.016575785,3010.01
2017-12-23 10-PM,14807.98,284,709.1,1227.05,30.35,369.46,1.031671967,3098
2017-12-23 09-PM,14700,283.59,706.5,1209.75,30.1,363.9,1.018122,3066.1
2017-12-23 08-PM,14371.5,279.92,694.05,1189,29.51,360,1.01893935,3028.62
2017-12-23 07-PM,14342.19,276,685,1177,29.65,358.89,1.011698083,2975
2017-12-23 06-PM,14258.01,277,684,1185.43,29.55,361.77,0.991216855,2997.24
2017-12-23 05-PM,14590,285.1,697.96,1203.9,30.25,363,1.00671,3077.61
2017-12-23 04-PM,14363,278.5,692,1177,29.69,353.95,0.991047,2940
2017-12-23 03-PM,14900.57,291,715,1247,31.25,379.91,1.043486917,3071
2017-12-23 02-PM,14537.7,279,697.98,1191,30.29,368.3,1.028542275,3088.25
2017-12-23 01-PM,14474.77,277.67,693,1177,30.43,367,1.03465656,2828
2017-12-23 12-PM,14740,283,708.5,1200,30.92,373.8,1.0603956,2862
2017-12-23 11-AM,14299.87,272.44,689,1160.83,29.67,355.6,1.028303652,2752
2017-12-23 10-AM,14075,266.05,680.14,1147,29.66,352,1.00959975,2700
2017-12-23 09-AM,13912,266.51,679.45,1135.58,29.5,352.89,1.0009684,2721
2017-12-23 08-AM,13755.1,263.48,673,1125.55,29.24,346,0.988303935,2645
2017-12-23 07-AM,13618.76,259.17,660,1112.06,28.69,336.43,0.976192717,2562.11
2017-12-23 06-AM,13518,258.3,653.07,1124.22,28.26,331.3,0.95815584,2527.93
2017-12-23 05-AM,13950,267.25,675.03,1168,29.4,346.71,1.011933,2651
2017-12-23 04-AM,14395,276.23,695,1220,30.96,351.38,1.0580325,2762
2017-12-23 03-AM,13938.4,265.63,676.1,1141.19,29.5,343,1.032696056,2598
2017-12-23 02-AM,13610,257.41,664.87,1111.29,28.9,323.77,1.0325907,2512.99
2017-12-23 01-AM,13408.22,249.47,641.3,1104.81,28.09,320,1.007761815,2472.48
2017-12-23 12-AM,13247.06,249.83,633.9,1100,27.36,317,0.994854206,2456
2017-12-22 11-PM,14225,268,673,1168,30,345.74,1.1035755,2695
2017-12-22 10-PM,13568,261.16,654.01,1146.63,28.86,330,1.01108736,2565
2017-12-22 09-PM,14150,272.38,670,1199,29.98,339.73,1.0265825,2800
2017-12-22 08-PM,13150,247.5,632.83,1141,27.8,324,0.9629745,2559
2017-12-22 07-PM,13354,247.1,641,1180,28.02,330.04,0.9988792,2569
2017-12-22 06-PM,12829,236.61,624.31,1090,26.9,318.68,0.93087224,2440
2017-12-22 05-PM,12607.69,233,620,1052.07,25.7,301,0.901071604,2319.27
2017-12-22 04-PM,12566.03,232.13,612,1038,26.19,300,0.921215659,2197.81
2017-12-22 03-PM,12106.05,205.71,570,925,23.96,277.22,0.79161461,2040
2017-12-22 02-PM,12120,208,577,921.13,24.7,274,0.8220996,2061
2017-12-22 01-PM,13340,243.85,639,1055,26.75,312,0.903118,2290
2017-12-22 12-PM,13640,245.13,655.18,1091.79,28.26,324.99,0.9687128,2407
2017-12-22 11-AM,13870.01,256,664,1150,28.7,330,0.987822112,2411.73
2017-12-22 10-AM,13485.26,249.97,660,1110.49,29,332.5,0.985367948,2422.99
2017-12-22 09-AM,13150,234.98,636,1022.04,26.1,306.5,0.9558735,2330
2017-12-22 08-AM,13065,233.65,618,995.08,27.35,295,0.95100135,2243.99
2017-12-22 07-AM,13312,245.45,645,1061,29.5,318,1.054976,2323.01
2017-12-22 06-AM,13826.16,261,686.41,1120.1,30.81,350,1.077749172,2428
2017-12-22 05-AM,14350,270.43,701.39,1184.44,31.6,368.69,1.103802,2596.56
2017-12-22 04-AM,14270,267,682,1170,30,360.12,1.0672533,2444
2017-12-22 03-AM,13904.68,262.2,703.6,1180,32.95,358.75,1.165212184,2585
2017-12-22 02-AM,14344,275,726.29,1220,33.33,368.71,1.140348,2660.12
2017-12-22 01-AM,14946.58,291.3,760.11,1309.52,35.5,390,1.183320739,2935.85
2017-12-22 12-AM,15293,298.36,767.28,1309.8,36.22,405,1.11287161,2993.62
2017-12-21 11-PM,15169.13,298,768.68,1321,37.05,405.98,0.997825371,3100
2017-12-21 10-PM,15250,295,763,1323.77,36.6,402.86,1.0066525,3110
2017-12-21 09-PM,14896,289.38,747.4,1269.7,35.61,386.23,1.05225344,2930.11
2017-12-21 08-PM,14750,283.7,746.7,1265.2,35.35,376.24,0.99887,2900
2017-12-21 07-PM,14706,284.11,750.63,1259,35.5,382.5,1.00015506,2920
2017-12-21 06-PM,15080,286.29,761,1320,36,390,0.9697948,2971.71
2017-12-21 05-PM,15230,288.28,765,1345,36.2,400,0.9750246,3028
2017-12-21 04-PM,14600,278,732.91,1254.27,34.75,379.9,0.890308,2800
2017-12-21 03-PM,15765.79,301.36,789,1408,38.26,435,1.05630793,3165
2017-12-21 02-PM,16100,305.29,807.31,1457.92,39.8,445,1.020257,3303.7
2017-12-21 01-PM,16646.11,315.49,830.65,1511,40.8,457.1,0.96247808,3518.58
2017-12-21 12-PM,16560,315,826,1507,41.3,458.96,0.9553464,3488.94
2017-12-21 11-AM,16584.67,313.86,830,1487,40.51,458,0.958759773,3569
2017-12-21 10-AM,16820,317,831.02,1511.17,41.1,455,0.9212314,3405
2017-12-21 09-AM,16740.26,317.1,827.5,1519.24,40.5,454.03,0.89175365,3386
2017-12-21 08-AM,17149,323.94,833,1506.51,42.05,457.96,0.90358081,3308.15
2017-12-21 07-AM,17199.99,326,839.1,1486.7,42.46,463.7,0.906267473,3432
2017-12-21 06-AM,16737.84,317.25,821.99,1445,40.3,448.99,0.917903146,3410.17
2017-12-21 05-AM,16903,316,831.82,1460.7,39.72,455.13,0.86729293,3386
2017-12-21 04-AM,16913.92,317.4,815,1485.37,39.82,465.23,0.899820544,3440.53
2017-12-21 03-AM,16400,310,797.55,1500,39.11,462.82,0.878384,3476.8
2017-12-21 02-AM,16450,309,800,1457,39,459,0.8118075,3615.18
2017-12-21 01-AM,16659.88,312,802.15,1435,38.6,459.4,0.787345929,3537
2017-12-21 12-AM,16470,305.33,798.77,1428,39.07,475,0.7175979,3709.44
2017-12-20 11-PM,16250,301.71,785.44,1440,38.75,455.78,0.7132125,3722
2017-12-20 10-PM,16260,302,786,1420,38.81,449.37,0.7099116,3811.43
2017-12-20 09-PM,16720.26,309.67,810.05,1408,40.1,445.65,0.721479219,3595
2017-12-20 08-PM,16777.75,317.14,807.8,1480,39.43,467,0.732348788,3432.75
2017-12-20 07-PM,16785,317.77,802.08,1507.46,39.26,440,0.7375329,3755.42
2017-12-20 06-PM,16869.16,316.8,803.86,1485,39.26,428.99,0.723518272,3735.79
2017-12-20 05-PM,16369,303.7,780.6,1412.17,38.07,410.86,0.69224501,3990
2017-12-20 04-PM,16500,307,790.2,1420,38.75,410.58,0.702735,3702.98
2017-12-20 03-PM,17150,315,807,1529,39.34,420.41,0.707609,3708.49
2017-12-20 02-PM,17000,321.87,794,1442,38.89,419.95,0.70873,3550.75
2017-12-20 01-PM,17794,339.9,826,1500.11,40.79,442.21,0.73720542,3191
2017-12-20 12-PM,17349.27,325.17,815.74,1310,40.15,417.5,0.730230774,3305.55
2017-12-20 11-AM,17236.79,327,805,1270,39.26,400.5,0.730667528,3199.9
2017-12-20 10-AM,16808,319.99,792.8,1260,39.6,403.99,0.71988664,3284
2017-12-20 09-AM,16890,323.36,792.2,1230,38.72,388.64,0.722892,3139.37
2017-12-20 08-AM,16251,315,767.1,1220,37.3,382.18,0.69635535,3325.86
2017-12-20 07-AM,16173,316,758,1236,37.41,380.92,0.6889698,3300
2017-12-20 06-AM,16385.88,320,767.98,1284.95,38.45,390.39,0.696563759,3375
2017-12-20 05-AM,16570,326.36,768.1,1257.33,39,382.8,0.7038936,3102.5
2017-12-20 04-AM,16492,317.65,774,1246,36.7,384.79,0.70091,3185
2017-12-20 03-AM,16750,323.5,772,1175.99,37,364.58,0.7133825,2900
2017-12-20 02-AM,15863.87,303.9,742.26,1151.06,34.5,358.01,0.66136474,3589
2017-12-20 01-AM,16481,316.78,742,1143.13,35.1,341.48,0.6889058,3132.04
2017-12-20 12-AM,17310,341,799.21,1130.23,37.5,358,0.7301358,2667.82
2017-12-19 11-PM,16811,330.41,780.9,1105.49,36.2,335.1,0.71245018,2755
2017-12-19 10-PM,16614.32,322,759,1064,35.66,328,0.692983287,2628.22
2017-12-19 09-PM,17361,342.55,811,1130.93,38.35,354.3,0.74252997,2602
2017-12-19 08-PM,17568.42,348.14,819,1137,38.5,365,0.763874902,2530
2017-12-19 07-PM,17987.5,353,828,1164.97,39.33,370,0.771124125,2423
2017-12-19 06-PM,17947.07,346.06,819.2,1164.15,39,364.01,0.762212063,2385.86
2017-12-19 05-PM,18075.9,349,822.05,1168,39.16,368,0.76641816,2310
2017-12-19 04-PM,17720.24,342.9,814.56,1142,38.51,356.2,0.762147522,2274
2017-12-19 03-PM,17658,338.03,818.32,1145.4,38.5,358.5,0.75788136,2251
2017-12-19 02-PM,17800.09,345,832.22,1176.28,39.62,365.31,0.762377855,2285.03
2017-12-19 01-PM,17762,342.59,807.03,1174.99,38.5,358,0.75683882,2256.53
2017-12-19 12-PM,17598,335.9,805.65,1130.96,38.17,359.77,0.73788414,2159.33
2017-12-19 11-AM,17900,336,798.96,1100.37,38.2,350,0.741239,2158
2017-12-19 10-AM,18439.36,349.57,847.67,1172.94,40.67,379.27,0.774268726,2353
2017-12-19 09-AM,18741,359.5,855.02,1218.6,42,385.74,0.7983666,2300
2017-12-19 08-AM,18630,358,833,1212,40.5,380,0.7873038,2288.11
2017-12-19 07-AM,18661,359.92,835,1209.76,40,374.7,0.80316944,2195.22
2017-12-19 06-AM,18730,367.68,828.11,1198,40,373,0.8336723,2131
2017-12-19 05-AM,18802,364.33,815,1200.56,39.6,369.03,0.80886204,2098
2017-12-19 04-AM,18870.89,359.72,810,1197.49,40.5,372.6,0.794087051,2103.43
2017-12-19 03-AM,18720.65,353.79,812.92,1206.66,39.75,373.28,0.773724465,2153.77
2017-12-19 02-AM,18720,351.37,792.69,1176.95,41.5,370,0.7813728,2168.1
2017-12-19 01-AM,18749.99,347,777.43,1160,39.81,369,0.752249599,2141.02
2017-12-19 12-AM,18930.53,355,785,1148,38.04,372.5,0.756085368,2139.16
2017-12-18 11-PM,18776.37,362,783,1154.4,38.21,366.45,0.7510548,2168
2017-12-18 10-PM,18640,337,792,1117,39.2,361.5,0.7644264,2117
2017-12-18 09-PM,18580,337.5,765.1,1105.51,38.46,355.5,0.759922,2110
2017-12-18 08-PM,18719.97,324.86,769.45,1117,37.8,363.76,0.743744408,2150
2017-12-18 07-PM,18401,323.5,751.25,1089.9,37.74,356.21,0.7194791,2129.79
2017-12-18 06-PM,18481,318.19,734,1086,38.03,352,0.71373622,2161.96
2017-12-18 05-PM,18501.5,317.34,733.01,1079,37.52,350,0.713232825,2255.53
2017-12-18 04-PM,18669,316.17,726,1065,37.66,352.8,0.71520939,2178.22
2017-12-18 03-PM,18509,313,716,1063,37.76,348,0.71500267,2051.96
2017-12-18 02-PM,18620,315,716,1077,39.75,345,0.715008,1969
2017-12-18 01-PM,18891,319,726.5,1089.54,35.98,347.9,0.7235253,1854
2017-12-18 12-PM,19089,322.22,736.77,1092,35.3,349.24,0.7387443,1874.28
2017-12-18 11-AM,18740,315.64,720,1070.9,35.2,345,0.728049,1841.49
2017-12-18 10-AM,18659,313,710.4,1074.9,34.16,340.37,0.72490215,1817
2017-12-18 09-AM,18851.32,312.79,711.74,1067,34.5,342.08,0.73934877,1832.48
2017-12-18 08-AM,18555,307,697,1041.35,33.86,337.78,0.70601775,1799
2017-12-18 07-AM,18883.12,313.67,705.51,1066.68,34.07,338.96,0.71132713,1815
2017-12-18 06-AM,18807.74,309.49,703.1,1074.42,33.65,336.24,0.700588315,1812.11
2017-12-18 05-AM,18708.13,308,701.48,1065.75,32.88,338.97,0.691265404,1804.65
2017-12-18 04-AM,18520,307,703.49,1061.01,32.68,335.61,0.690796,1790.51
2017-12-18 03-AM,18180,301.62,688.5,1041.3,31.99,331.3,0.6757506,1750.29
2017-12-18 02-AM,18349,305,691,1049.48,32.43,333.92,0.67983045,1776.23
2017-12-18 01-AM,17969.91,300,688,1049.85,31.8,329.07,0.674231023,1773.9
2017-12-18 12-AM,18959.2,312.82,709.2,1083.45,34.05,344,0.710780408,1825
2017-12-17 11-PM,19310,318.5,714.51,1084,34.44,342.97,0.7181389,1845.88
2017-12-17 10-PM,18911.85,318,723.64,1118,34.12,348.35,0.723567381,1836
2017-12-17 09-PM,19004.85,317,716.5,1091,34.13,344,0.720283815,1843
2017-12-17 08-PM,18882.66,319,712.36,1086.01,34,337.57,0.717729907,1825
2017-12-17 07-PM,18735.1,320.4,721,1081,33.67,332,0.718116383,1803
2017-12-17 06-PM,19051,312.84,705.33,1085,33.88,333.51,0.70469649,1817
2017-12-17 05-PM,19050,313.77,703.99,1080,33.6,339.73,0.715899,1817.44
2017-12-17 04-PM,19386.7,319.65,707.28,1111,34.25,345.74,0.730490856,1830.18
2017-12-17 03-PM,19440,316.73,709.09,1046,33.71,344.3,0.7239456,1831.83
2017-12-17 02-PM,19700,317.05,711.8,1054.59,34,343,0.716489,1854
2017-12-17 01-PM,19580,316.01,707.05,1046.19,33.8,340,0.720544,1847
2017-12-17 12-PM,19775,320,716.6,1077.82,34.3,348.5,0.72594025,1855
2017-12-17 11-AM,19699,321.5,715,1077.82,34.4,348.6,0.73634862,1851
2017-12-17 10-AM,19592.1,315.46,712,1072.8,34.84,344.5,0.737446644,1859.82
2017-12-17 09-AM,19360,315.5,716,1060,34.48,350,0.7339376,1899
2017-12-17 08-AM,19560,323,713,1089.34,34.33,347.98,0.7340868,1800.5
2017-12-17 07-AM,19360,326,713.44,1070.51,34.6,343.9,0.7372288,1804
2017-12-17 06-AM,19301,323.35,715,1088.5,34.73,351.34,0.7430885,1800
2017-12-17 05-AM,19029.29,312.7,711,1120.6,34.5,346.5,0.737955866,1812.51
2017-12-17 04-AM,19088,314.1,714,1115.98,34.52,348.08,0.73431536,1787
2017-12-17 03-AM,19111,311.5,701.5,1086.15,34.36,337.74,0.7395957,1808.16
2017-12-17 02-AM,18989.07,314,703.28,1052,34.95,327.28,0.749878374,1817.82
2017-12-17 01-AM,19127.57,303.5,701.61,1031.11,35.13,344.98,0.748270538,1810
2017-12-17 12-AM,19223,296.24,684.11,993,33.91,321,0.73797097,1777.7
2017-12-16 11-PM,19329.75,293,683.1,918.46,34,321.65,0.736463475,1785
2017-12-16 10-PM,19232,293.06,683.54,906.94,34.42,323.97,0.74485536,1780.58
2017-12-16 09-PM,19130,292.8,682.2,903,34,320.3,0.7393745,1761.05
2017-12-16 08-PM,19225,287.49,673.7,894,33.77,316.86,0.72574375,1739.34
2017-12-16 07-PM,18705,294.2,681,900.21,34.88,313.1,0.7482,1766
2017-12-16 06-PM,18730,298.8,689,907.14,34.7,315.2,0.7488254,1790
2017-12-16 05-PM,18736.04,293.5,686,900,34.21,316.07,0.750003681,1768.05
2017-12-16 04-PM,18820,289.39,679.44,892.75,33.5,314.36,0.73398,1750
2017-12-16 03-PM,18574,297.21,685,900,34.3,320,0.75651902,1772
2017-12-16 02-PM,18350,298.1,688,910,35.18,322,0.758956,1772
2017-12-16 01-PM,18079,305.56,698,907.85,36.24,326.21,0.77667384,1790.61
2017-12-16 12-PM,17870,304.99,693.44,907,35.7,322.18,0.7693035,1783.2
2017-12-16 11-AM,17850.05,296.4,689.1,896.22,35.5,320,0.794327225,1790
2017-12-16 10-AM,17877.94,297,692,910,35.6,319,0.749622024,1785
2017-12-16 09-AM,17860,297.51,686.29,909.19,34.57,317.68,0.7520846,1785.83
2017-12-16 08-AM,17810,295.59,686.5,899.8,35.14,316.39,0.7469514,1788.72
2017-12-16 07-AM,17694,294.9,682.96,894.3,35.32,318,0.7440327,1780
2017-12-16 06-AM,17510,298.5,693.57,911.59,36.44,323.71,0.7602842,1804.58
2017-12-16 05-AM,17500,296.4,690,908.09,36.2,318,0.75425,1810.55
2017-12-16 04-AM,17270,294.51,689.56,899.06,36.31,316.85,0.7405376,1841.1
2017-12-16 03-AM,17363,298.59,696,910,33.28,319,0.75077612,1801.82
2017-12-16 02-AM,17461,300.51,697,905,31.5,317.97,0.76095038,1790
2017-12-16 01-AM,17563.44,293,688.94,898.53,30.84,312,0.743811684,1760.21
2017-12-16 12-AM,17540,295.45,675.56,893,31.42,310.2,0.73668,1799
2017-12-15 11-PM,17504.65,298.07,678.5,885,30.45,310,0.741496974,1812.6
2017-12-15 10-PM,17560,304,681.46,880.64,30,310,0.7575384,1780
2017-12-15 09-PM,17735,307,683.42,883.56,29.91,308.5,0.78034,1765.4
2017-12-15 08-PM,17693,307.89,680.5,881,30,311.97,0.74222135,1724.9
2017-12-15 07-PM,17794,297.96,681,894,30.2,312,0.7420098,1740
2017-12-15 06-PM,17535,300,685.8,895.8,30.44,309.91,0.7627725,1740
2017-12-15 05-PM,17638,310,685,893,30.12,307.15,0.76831128,1740
2017-12-15 04-PM,17603,305,689,903,30.54,308.99,0.79178294,1749.19
2017-12-15 03-PM,17676,293.64,675,893.1,30.23,307.79,0.81274248,1717.1
2017-12-15 02-PM,17812,293,673.12,885.55,29.9,307.2,0.7552288,1725.95
2017-12-15 01-PM,17913.65,268.34,654.62,860.06,29.41,303.5,0.772615725,1689
2017-12-15 12-PM,17970,262.5,647,871,28.87,299,0.7371294,1669.52
2017-12-15 11-AM,17880,260.5,650.51,859.38,29.2,298.16,0.7377288,1674.5
2017-12-15 10-AM,17700,259,639,873.01,28.9,299.19,0.748356,1669
2017-12-15 09-AM,17290,269.24,658.03,894.11,29.51,303.4,0.7559188,1711.76
2017-12-15 08-AM,17051,265.57,653.38,883.19,29.3,302.37,0.78451651,1733.92
2017-12-15 07-AM,17072.48,269.65,655,886.33,29.07,302.97,0.805821056,1750
2017-12-15 06-AM,17200,268.44,653.5,867.75,29.25,296.81,0.729796,1720
2017-12-15 05-AM,17288.16,268.78,653.4,881,29.15,302,0.742180709,1720
2017-12-15 04-AM,17085,271.8,652.16,860,29.14,300.94,0.731238,1723.4
2017-12-15 03-AM,17316.97,255,633,835.15,27.81,293,0.682288618,1645.4
2017-12-15 02-AM,17090,260,642,865.69,28.83,305.99,0.704108,1756.83
2017-12-15 01-AM,16950,273,662.83,890.79,30.2,314.01,0.736986,1818
2017-12-15 12-AM,16401.53,273.77,686.56,929.5,31.07,318.4,0.78727344,1932.9
2017-12-14 11-PM,16339,270,680,929,30.95,314.1,0.83623002,1870
2017-12-14 10-PM,16370,270.82,682.67,903.87,30.95,311,0.808678,1811.52
2017-12-14 09-PM,16236.45,273,678.67,909.57,30.72,311.37,0.76165187,1856
2017-12-14 08-PM,16372,268.2,669.35,877.76,30.45,312.43,0.76833796,1850
2017-12-14 07-PM,16274.25,262.1,654,873,30.2,311.5,0.76488975,1795
2017-12-14 06-PM,16255,267,664,876,29.86,310,0.783491,1786.04
2017-12-14 05-PM,16242,278,671,875.74,29.9,307.8,0.66738378,1839
2017-12-14 04-PM,16266,280.72,678,872.81,29.96,300,0.64364562,1758
2017-12-14 03-PM,16150,262.93,661.94,865,29.51,298.5,0.6781385,1770
2017-12-14 02-PM,16454,286,690.08,894.61,31,313,0.6013937,1850
2017-12-14 01-PM,16535.13,289.5,699,893.76,30.82,317.1,0.603366894,1864.5
2017-12-14 12-PM,16318,293.21,695.3,914,31.05,314.27,0.53979944,1925
2017-12-14 11-AM,16280,291.9,712.45,905,30.77,309.81,0.5370772,1843.17
2017-12-14 10-AM,16022,287,717,911.54,30.7,312,0.53321216,1853
2017-12-14 09-AM,16251,291.42,705.2,913.2,30.86,314.35,0.51986949,1813.09
2017-12-14 08-AM,15818,288.28,702.83,929,31,319,0.54239922,1840.15
2017-12-14 07-AM,15710,285.35,696,910.55,31.11,311.66,0.530998,1957.08
2017-12-14 06-AM,15533.87,284.4,692.92,890.52,29.65,312.07,0.519918629,1806.68
2017-12-14 05-AM,15777.01,293.43,729,890,30.8,317,0.543202454,1675
2017-12-14 04-AM,15660,290,705,930.64,30.01,314.18,0.490158,1589
2017-12-14 03-AM,15732,293,704,880.84,30,310.54,0.4656672,1570
2017-12-14 02-AM,15850,294.96,711,869.23,29.6,314.5,0.4528345,1564
2017-12-14 01-AM,16150,294.1,710.6,863.32,29.47,309.82,0.4488085,1556
2017-12-14 12-AM,15907,291.71,680,858,28.7,293.58,0.45159973,1550
2017-12-13 11-PM,15960,291.41,668.66,856.31,28.96,297.77,0.4706604,1550
2017-12-13 10-PM,15909,289,656,841,28.51,296.6,0.46915641,1518.8
2017-12-13 09-PM,15398,279.56,638.91,826,27.96,285.1,0.4503915,1477
2017-12-13 08-PM,15699.97,285.77,667.64,843,28.79,294.71,0.469586103,1519.81
2017-12-13 07-PM,15600,285.38,648,836.07,28.42,289.56,0.418704,1520
2017-12-13 06-PM,15900,293.24,666,855,28.8,297,0.423576,1556.95
2017-12-13 05-PM,15895,291.5,677,860.2,29.38,302,0.4278934,1530.48
2017-12-13 04-PM,15970,301,676.02,871.42,30.21,303,0.435981,1595
2017-12-13 03-PM,16075,297.04,684,863,30.5,301.01,0.43081,1528
2017-12-13 02-PM,16275,317.03,653,862.1,29.3,313.72,0.4501665,1525
2017-12-13 01-PM,16315.09,309,645.1,876.59,29.4,305.04,0.43316564,1542.97
2017-12-13 12-PM,16095,287.21,633.64,867.24,29.42,316.8,0.45017715,1500
2017-12-13 11-AM,16007,280.72,640.33,867.38,29.67,310,0.43459005,1500.19
2017-12-13 10-AM,15939,286.62,625,871.74,29.1,302.06,0.42748398,1515
2017-12-13 09-AM,16111,285,619,845,28.8,296,0.45868017,1478.06
2017-12-13 08-AM,16140,293.3,617.57,844.19,28.9,292,0.4235136,1486.5
2017-12-13 07-AM,16200.52,292.6,614.23,841.63,28.3,291.11,0.39286261,1503
