Date,DASH/BTC,ETC/BTC,ETH/BTC,LTC/BTC,XMR/BTC,XRP/BTC
2017-12-17 05-AM,0.05915,0.001819,0.03755,0.0165,0.01829,0.000038780
2017-12-17 04-AM,0.0583,0.001804,0.03748,0.0164,0.01805,0.000038470
2017-12-17 03-AM,0.05678,0.001794,0.03673,0.01625,0.01768,0.000038700
2017-12-17 02-AM,0.0555,0.001835,0.03705,0.01656,0.01729,0.000039490
2017-12-17 01-AM,0.05381,0.00183,0.0368,0.01584,0.01802,0.000039120
2017-12-17 12-AM,0.05143,0.00175,0.03549,0.01539,0.01683,0.000038390
2017-12-16 11-PM,0.04751,0.001755,0.03521,0.01501,0.01662,0.000038100
2017-12-16 10-PM,0.0471,0.001792,0.03553,0.01526,0.01681,0.000038730
2017-12-16 09-PM,0.04722,0.001768,0.03563,0.0153,0.01673,0.000038650
2017-12-16 08-PM,0.04689,0.001763,0.03507,0.01495,0.01649,0.000037750
2017-12-16 07-PM,0.04824,0.001861,0.03637,0.01572,0.0168,0.000040000
2017-12-16 06-PM,0.04858,0.001849,0.03675,0.01594,0.01684,0.000039980
2017-12-16 05-PM,0.048,0.001834,0.03652,0.01568,0.01695,0.000040030
2017-12-16 04-PM,0.04702,0.00178,0.03593,0.01536,0.01665,0.000039000
2017-12-16 03-PM,0.04852,0.001846,0.03685,0.01595,0.01724,0.000040730
2017-12-16 02-PM,0.04962,0.001908,0.03742,0.01623,0.01755,0.000041360
2017-12-16 01-PM,0.0507,0.002014,0.03877,0.01691,0.0181,0.000042960
2017-12-16 12-PM,0.05035,0.001984,0.03874,0.01707,0.01794,0.000043050
2017-12-16 11-AM,0.05057,0.001971,0.03852,0.0167,0.01795,0.000044500
2017-12-16 10-AM,0.05064,0.001989,0.03865,0.01662,0.01782,0.000041930
2017-12-16 09-AM,0.051,0.00192,0.0385,0.01663,0.01783,0.000042110
2017-12-16 08-AM,0.0504,0.00198,0.03862,0.01658,0.01784,0.000041940
2017-12-16 07-AM,0.0504,0.001989,0.0385,0.01664,0.01802,0.000042050
2017-12-16 06-AM,0.052,0.00208,0.03967,0.01706,0.01844,0.000043420
2017-12-16 05-AM,0.052,0.002058,0.0395,0.01702,0.01818,0.000043100
2017-12-16 04-AM,0.0525,0.002131,0.03988,0.01708,0.01819,0.000042880
2017-12-16 03-AM,0.0524,0.00192,0.04018,0.01714,0.01829,0.000043240
2017-12-16 02-AM,0.0518,0.001804,0.04019,0.01721,0.0183,0.000043580
2017-12-16 01-AM,0.05138,0.001747,0.0392,0.0167,0.01773,0.000042350
2017-12-16 12-AM,0.05087,0.001797,0.0387,0.01691,0.01766,0.000042000
2017-12-15 11-PM,0.05092,0.001745,0.03887,0.01694,0.01772,0.000042360
2017-12-15 10-PM,0.05,0.00172,0.03897,0.01735,0.01772,0.000043140
2017-12-15 09-PM,0.0502,0.00169,0.0386,0.01716,0.01754,0.000044000
2017-12-15 08-PM,0.0498,0.001707,0.03843,0.01746,0.01761,0.000041950
2017-12-15 07-PM,0.05019,0.001693,0.0382,0.01654,0.01763,0.000041700
2017-12-15 06-PM,0.05088,0.001732,0.03906,0.01713,0.01761,0.000043500
2017-12-15 05-PM,0.05038,0.001709,0.03885,0.01754,0.01753,0.000043560
2017-12-15 04-PM,0.0514,0.001737,0.03918,0.01737,0.01762,0.000044980
2017-12-15 03-PM,0.0507,0.001717,0.03822,0.01658,0.0174,0.000045980
2017-12-15 02-PM,0.04958,0.001686,0.03767,0.01643,0.01729,0.000042400
2017-12-15 01-PM,0.048,0.001648,0.03657,0.0151,0.017,0.000043130
2017-12-15 12-PM,0.04807,0.0016,0.03609,0.0146,0.01672,0.000041020
2017-12-15 11-AM,0.04842,0.001636,0.0365,0.0146,0.01675,0.000041260
2017-12-15 10-AM,0.04926,0.001634,0.03617,0.01465,0.01699,0.000042280
2017-12-15 09-AM,0.05188,0.001707,0.0381,0.01563,0.0176,0.000043720
2017-12-15 08-AM,0.05179,0.00171,0.03842,0.01557,0.01774,0.000046010
2017-12-15 07-AM,0.05162,0.001709,0.03841,0.0158,0.0176,0.000047200
2017-12-15 06-AM,0.05016,0.001702,0.038,0.01552,0.0173,0.000042430
2017-12-15 05-AM,0.0506,0.001685,0.03751,0.0156,0.01729,0.000042930
2017-12-15 04-AM,0.05014,0.0017,0.03801,0.01592,0.01747,0.000042800
2017-12-15 03-AM,0.04787,0.001608,0.0363,0.01468,0.01691,0.000039400
2017-12-15 02-AM,0.05021,0.001676,0.03777,0.01518,0.0179,0.000041200
2017-12-15 01-AM,0.05256,0.001773,0.03899,0.01615,0.01856,0.000043480
2017-12-15 12-AM,0.05675,0.001916,0.04182,0.01679,0.01959,0.000048000
2017-12-14 11-PM,0.057,0.001902,0.04168,0.01655,0.01922,0.000051180
2017-12-14 10-PM,0.0555,0.001887,0.04189,0.01655,0.01896,0.000049400
2017-12-14 09-PM,0.05618,0.0019,0.04183,0.01679,0.0191,0.000046910
2017-12-14 08-PM,0.05365,0.001861,0.041,0.01642,0.01911,0.000046930
2017-12-14 07-PM,0.05361,0.001848,0.04003,0.01592,0.01913,0.000047000
2017-12-14 06-PM,0.05381,0.001825,0.04096,0.0164,0.01898,0.000048200
2017-12-14 05-PM,0.05389,0.001833,0.0413,0.01718,0.01903,0.000041090
2017-12-14 04-PM,0.05359,0.001841,0.04178,0.01728,0.01853,0.000039570
2017-12-14 03-PM,0.0533,0.001823,0.04093,0.0162,0.01866,0.000041990
2017-12-14 02-PM,0.05451,0.001877,0.04185,0.01734,0.019,0.000036550
2017-12-14 01-PM,0.05418,0.001874,0.04227,0.01753,0.01914,0.000036490
2017-12-14 12-PM,0.05586,0.001912,0.04251,0.01788,0.01931,0.000033080
2017-12-14 11-AM,0.05585,0.001895,0.04353,0.018,0.01911,0.000032990
2017-12-14 10-AM,0.05667,0.001915,0.0448,0.01788,0.0194,0.000033280
2017-12-14 09-AM,0.05632,0.00188,0.0433,0.01798,0.01927,0.000031990
2017-12-14 08-AM,0.05897,0.001962,0.04429,0.01824,0.02024,0.000034290
2017-12-14 07-AM,0.05833,0.002,0.04449,0.0182,0.01993,0.000033800
2017-12-14 06-AM,0.0574,0.001915,0.04471,0.01818,0.02011,0.000033470
2017-12-14 05-AM,0.05657,0.001955,0.04592,0.0186,0.02004,0.000034430
2017-12-14 04-AM,0.05945,0.001922,0.04489,0.01851,0.02018,0.000031300
2017-12-14 03-AM,0.05614,0.0019,0.04476,0.0186,0.01986,0.000029600
2017-12-14 02-AM,0.05505,0.001869,0.0448,0.0186,0.01979,0.000028570
2017-12-14 01-AM,0.05389,0.001826,0.04426,0.01848,0.01904,0.000027790
2017-12-14 12-AM,0.05409,0.001798,0.04272,0.01827,0.01854,0.000028390
2017-12-13 11-PM,0.05369,0.001804,0.04165,0.0182,0.0185,0.000029490
2017-12-13 10-PM,0.0528,0.0018,0.04135,0.01833,0.01863,0.000029490
2017-12-13 09-PM,0.05373,0.001812,0.0417,0.01807,0.01858,0.000029250
2017-12-13 08-PM,0.05381,0.001827,0.04256,0.01827,0.01874,0.000029910
2017-12-13 07-PM,0.05332,0.00181,0.04162,0.01826,0.01852,0.000026840
2017-12-13 06-PM,0.05366,0.00181,0.04195,0.01843,0.01875,0.000026640
2017-12-13 05-PM,0.05382,0.001826,0.04288,0.0184,0.01909,0.000026920
2017-12-13 04-PM,0.05476,0.001896,0.04264,0.01891,0.01894,0.000027300
2017-12-13 03-PM,0.05389,0.001904,0.04259,0.01845,0.01873,0.000026800
2017-12-13 02-PM,0.05291,0.001797,0.04024,0.01953,0.01943,0.000027660
2017-12-13 01-PM,0.0539,0.001806,0.0395,0.01892,0.0187,0.000026550
2017-12-13 12-PM,0.05401,0.001823,0.0395,0.01783,0.01973,0.000027970
2017-12-13 11-AM,0.05426,0.001843,0.03999,0.01755,0.01938,0.000027150
2017-12-13 10-AM,0.05412,0.001831,0.03902,0.01805,0.019,0.000026820
2017-12-13 09-AM,0.053,0.001785,0.03867,0.01777,0.0185,0.000028470
2017-12-13 08-AM,0.05238,0.001781,0.03834,0.01813,0.01803,0.000026240
2017-12-13 07-AM,0.05224,0.001733,0.03797,0.01802,0.01792,0.000024250
2017-12-13 06-AM,0.05199,0.001729,0.03708,0.01847,0.01785,0.000023150
2017-12-13 05-AM,0.05079,0.001709,0.0369,0.01785,0.01744,0.000022390
2017-12-13 04-AM,0.0502,0.001712,0.0371,0.01782,0.01787,0.000021760
2017-12-13 03-AM,0.0496,0.001685,0.03645,0.01749,0.01745,0.000021170
2017-12-13 02-AM,0.05195,0.001754,0.03704,0.01789,0.01785,0.000022420
2017-12-13 01-AM,0.05262,0.001734,0.03712,0.018,0.018,0.000021170
2017-12-13 12-AM,0.0546,0.001743,0.03744,0.01742,0.018,0.000021590
2017-12-12 11-PM,0.05057,0.001705,0.03532,0.01725,0.0174,0.000022350
2017-12-12 10-PM,0.0528,0.001778,0.0354,0.01829,0.01759,0.000021470
2017-12-12 09-PM,0.0532,0.001705,0.03567,0.0185,0.01757,0.000020470
2017-12-12 08-PM,0.05278,0.001721,0.0355,0.01867,0.01755,0.000017620
2017-12-12 07-PM,0.0514,0.001734,0.03484,0.01806,0.01718,0.000017520
2017-12-12 06-PM,0.05411,0.001755,0.035,0.01872,0.01771,0.000017510
2017-12-12 05-PM,0.05339,0.001782,0.0357,0.01808,0.01797,0.000016920
2017-12-12 04-PM,0.04937,0.001864,0.03635,0.01809,0.01744,0.000016650
2017-12-12 03-PM,0.0481,0.001696,0.0354,0.0179,0.01701,0.000016330
2017-12-12 02-PM,0.04721,0.001679,0.03308,0.01736,0.017,0.000015960
2017-12-12 01-PM,0.047,0.001713,0.03403,0.01657,0.017,0.000016030
2017-12-12 12-PM,0.04683,0.001656,0.0316,0.01612,0.01706,0.000016450
2017-12-12 11-AM,0.0471,0.001639,0.03194,0.01458,0.01703,0.000016360
2017-12-12 10-AM,0.04557,0.001621,0.03097,0.01433,0.01703,0.000015570
2017-12-12 09-AM,0.0457,0.001627,0.03158,0.01446,0.01696,0.000015520
2017-12-12 08-AM,0.04628,0.001624,0.0318,0.0137,0.01698,0.000015400
2017-12-12 07-AM,0.0463,0.001643,0.03138,0.01377,0.01669,0.000015700
2017-12-12 06-AM,0.04751,0.001661,0.03168,0.01429,0.01723,0.000015500
2017-12-12 05-AM,0.04806,0.001699,0.03275,0.01458,0.01733,0.000016030
2017-12-12 04-AM,0.047,0.001673,0.03281,0.01422,0.01771,0.000015260
2017-12-12 03-AM,0.045,0.001612,0.03214,0.01356,0.01757,0.000014920
2017-12-12 02-AM,0.04456,0.00161,0.02981,0.01353,0.01723,0.000014730
2017-12-12 01-AM,0.04459,0.001612,0.0307,0.01325,0.01676,0.000014920
2017-12-12 12-AM,0.0455,0.001604,0.0307,0.01252,0.01653,0.000014870
2017-12-11 11-PM,0.04424,0.001546,0.02804,0.01337,0.01578,0.000014460
2017-12-11 10-PM,0.04339,0.001553,0.02755,0.01126,0.01567,0.000014320
2017-12-11 09-PM,0.04274,0.001542,0.02733,0.01116,0.01576,0.000014320
2017-12-11 08-PM,0.04299,0.001561,0.02778,0.01118,0.01576,0.000014440
2017-12-11 07-PM,0.04452,0.001637,0.02855,0.01183,0.01616,0.000014720
2017-12-11 06-PM,0.04568,0.001655,0.02896,0.01187,0.01584,0.000014910
2017-12-11 05-PM,0.04538,0.00169,0.02864,0.01118,0.01588,0.000014830
2017-12-11 04-PM,0.04427,0.001695,0.02853,0.01078,0.01582,0.000014850
2017-12-11 03-PM,0.04427,0.001697,0.02857,0.01093,0.01598,0.000014890
2017-12-11 02-PM,0.04563,0.00168,0.02877,0.01075,0.0158,0.000015070
2017-12-11 01-PM,0.04385,0.001695,0.02821,0.009934,0.01576,0.000015020
2017-12-11 12-PM,0.04368,0.001699,0.02814,0.00986,0.01577,0.000015060
2017-12-11 11-AM,0.04253,0.00168,0.02789,0.00975,0.01571,0.000014710
2017-12-11 10-AM,0.04338,0.001706,0.02801,0.009752,0.01581,0.000014540
2017-12-11 09-AM,0.04321,0.001698,0.02786,0.009731,0.01586,0.000014540
2017-12-11 08-AM,0.04346,0.0017,0.02776,0.00951,0.01579,0.000014500
2017-12-11 07-AM,0.04368,0.001656,0.02777,0.009605,0.0156,0.000014430
2017-12-11 06-AM,0.04348,0.001677,0.02824,0.00988,0.01559,0.000014740
2017-12-11 05-AM,0.04337,0.001652,0.02805,0.009277,0.0157,0.000014670
2017-12-11 04-AM,0.043,0.00164,0.02767,0.009177,0.01565,0.000014350
2017-12-11 03-AM,0.04335,0.00168,0.0276,0.009117,0.0156,0.000014520
2017-12-11 02-AM,0.0437,0.001682,0.02779,0.009385,0.01586,0.000014500
2017-12-11 01-AM,0.04581,0.001791,0.029,0.0096,0.01619,0.000015270
2017-12-11 12-AM,0.04526,0.001704,0.02864,0.009676,0.01607,0.000015260
2017-12-10 11-PM,0.04649,0.001709,0.02962,0.009751,0.01622,0.000015860
2017-12-10 10-PM,0.04648,0.001749,0.02991,0.00977,0.01619,0.000015700
2017-12-10 09-PM,0.04521,0.001697,0.02897,0.009801,0.01606,0.000015140
2017-12-10 08-PM,0.0447,0.001681,0.02876,0.009751,0.01591,0.000014830
2017-12-10 07-PM,0.04537,0.001744,0.0296,0.00993,0.01604,0.000015300
2017-12-10 06-PM,0.04511,0.001737,0.02937,0.01004,0.01598,0.000015270
2017-12-10 05-PM,0.04515,0.001742,0.0293,0.009755,0.01609,0.000015410
2017-12-10 04-PM,0.04473,0.00168,0.0289,0.009068,0.01602,0.000015150
2017-12-10 03-PM,0.04468,0.001705,0.02914,0.009148,0.0163,0.000015480
2017-12-10 02-PM,0.0464,0.001802,0.03023,0.00963,0.0167,0.000016090
2017-12-10 01-PM,0.04871,0.00186,0.03148,0.009807,0.0171,0.000016680
2017-12-10 12-PM,0.04849,0.001872,0.03165,0.00974,0.01703,0.000016800
2017-12-10 11-AM,0.04825,0.001879,0.0317,0.009769,0.01689,0.000016670
2017-12-10 10-AM,0.04837,0.001894,0.03205,0.009871,0.01687,0.000016700
2017-12-10 09-AM,0.04854,0.001853,0.03215,0.00994,0.01678,0.000016900
2017-12-10 08-AM,0.04912,0.00184,0.032,0.01004,0.0169,0.000017040
2017-12-10 07-AM,0.0497,0.001794,0.03167,0.009929,0.01695,0.000016500
2017-12-10 06-AM,0.0499,0.001853,0.03253,0.009874,0.01711,0.000016760
2017-12-10 05-AM,0.04923,0.001865,0.03186,0.009981,0.01701,0.000016950
2017-12-10 04-AM,0.04952,0.001856,0.03275,0.00972,0.01678,0.000017480
2017-12-10 03-AM,0.04949,0.001831,0.03277,0.01011,0.01784,0.000017280
2017-12-10 02-AM,0.04895,0.001818,0.03235,0.009988,0.01785,0.000017060
2017-12-10 01-AM,0.04762,0.001836,0.03174,0.0102,0.01759,0.000016340
2017-12-10 12-AM,0.04795,0.001875,0.03129,0.01016,0.0173,0.000016010
2017-12-09 11-PM,0.04871,0.001868,0.03131,0.01001,0.01746,0.000016090
2017-12-09 10-PM,0.04907,0.001916,0.03191,0.01018,0.01755,0.000016750
2017-12-09 09-PM,0.04861,0.001875,0.03175,0.01018,0.0174,0.000016440
2017-12-09 08-PM,0.05007,0.001892,0.03262,0.009958,0.01766,0.000016850
2017-12-09 07-PM,0.05014,0.001884,0.03168,0.00971,0.0175,0.000016510
2017-12-09 06-PM,0.05119,0.00187,0.033,0.009886,0.01812,0.000017340
2017-12-09 05-PM,0.051,0.001921,0.0339,0.01013,0.01864,0.000017000
2017-12-09 04-PM,0.05059,0.001934,0.03295,0.0102,0.01798,0.000016760
2017-12-09 03-PM,0.04984,0.00192,0.03163,0.01014,0.01761,0.000016360
2017-12-09 02-PM,0.04925,0.0019,0.03109,0.01022,0.01751,0.000016320
2017-12-09 01-PM,0.05096,0.00193,0.032,0.00986,0.01803,0.000016520
2017-12-09 12-PM,0.05,0.00189,0.03124,0.00965,0.01779,0.000016240
2017-12-09 11-AM,0.05196,0.001941,0.03219,0.009595,0.0179,0.000016660
2017-12-09 10-AM,0.0499,0.001979,0.03235,0.009885,0.01797,0.000015980
2017-12-09 09-AM,0.04911,0.001901,0.0319,0.01009,0.0173,0.000015830
2017-12-09 08-AM,0.04754,0.001857,0.0309,0.00965,0.01725,0.000015650
2017-12-09 07-AM,0.04816,0.001841,0.0311,0.009504,0.01734,0.000015970
2017-12-09 06-AM,0.04944,0.001867,0.03149,0.009801,0.01758,0.000016050
2017-12-09 05-AM,0.04784,0.001813,0.0302,0.009721,0.01731,0.000015810
2017-12-09 04-AM,0.0472,0.0018,0.0296,0.00889,0.0172,0.000015500
2017-12-09 03-AM,0.04644,0.001755,0.02931,0.00857,0.01682,0.000015260
2017-12-09 02-AM,0.04613,0.001738,0.02933,0.00853,0.01698,0.000015350
2017-12-09 01-AM,0.04436,0.001699,0.0283,0.007971,0.01661,0.000014920
2017-12-09 12-AM,0.044,0.001746,0.02776,0.00758,0.01657,0.000014660
2017-12-08 11-PM,0.04461,0.001665,0.02842,0.007656,0.01667,0.000015010
2017-12-08 10-PM,0.04507,0.001672,0.0282,0.0077,0.01652,0.000014850
2017-12-08 09-PM,0.0472,0.00175,0.02948,0.00853,0.01733,0.000015790
2017-12-08 08-PM,0.04757,0.001738,0.02938,0.008221,0.01724,0.000015500
2017-12-08 07-PM,0.04822,0.001751,0.03,0.00793,0.01727,0.000015400
2017-12-08 06-PM,0.04835,0.001796,0.03052,0.00787,0.01785,0.000016150
2017-12-08 05-PM,0.04899,0.00172,0.0298,0.00787,0.01787,0.000015510
2017-12-08 04-PM,0.04786,0.001705,0.02882,0.00731,0.017,0.000015140
2017-12-08 03-PM,0.04434,0.001579,0.02757,0.006486,0.01604,0.000014490
2017-12-08 02-PM,0.04626,0.001669,0.0297,0.006667,0.01664,0.000015390
2017-12-08 01-PM,0.04684,0.001641,0.02956,0.00661,0.01696,0.000015640
2017-12-08 12-PM,0.04813,0.001633,0.0295,0.006475,0.01679,0.000015490
2017-12-08 11-AM,0.04612,0.001642,0.02954,0.006571,0.01668,0.000015800
2017-12-08 10-AM,0.04329,0.001594,0.02839,0.006262,0.01636,0.000015040
2017-12-08 09-AM,0.04312,0.001602,0.0275,0.00611,0.01599,0.000014600
2017-12-08 08-AM,0.04131,0.001518,0.02585,0.005862,0.01584,0.000014080
2017-12-08 07-AM,0.04103,0.001526,0.02556,0.005811,0.01541,0.000013780
2017-12-08 06-AM,0.04254,0.001533,0.0267,0.00593,0.01597,0.000014390
2017-12-08 05-AM,0.0425,0.001545,0.02659,0.00603,0.016,0.000014730
2017-12-08 04-AM,0.04064,0.001473,0.02553,0.005747,0.01536,0.000014530
2017-12-08 03-AM,0.03815,0.001407,0.02434,0.00559,0.01516,0.000014640
2017-12-08 02-AM,0.0366,0.001347,0.02395,0.005356,0.01456,0.000012910
2017-12-08 01-AM,0.03752,0.001326,0.02383,0.005471,0.0147,0.000012990
2017-12-08 12-AM,0.03951,0.0014,0.02488,0.005629,0.01542,0.000012200
2017-12-07 11-PM,0.03973,0.001446,0.02525,0.005699,0.01571,0.000012440
2017-12-07 10-PM,0.04106,0.001549,0.026,0.00589,0.01595,0.000013250
2017-12-07 09-PM,0.04308,0.001603,0.02674,0.006041,0.01696,0.000013700
2017-12-07 08-PM,0.04166,0.00161,0.02681,0.00603,0.016,0.000013690
2017-12-07 07-PM,0.04139,0.00156,0.026,0.005718,0.01552,0.000013320
2017-12-07 06-PM,0.0424,0.001575,0.02662,0.00586,0.01635,0.000013730
2017-12-07 05-PM,0.04276,0.001603,0.02694,0.005867,0.01583,0.000013850
2017-12-07 04-PM,0.04126,0.001561,0.026,0.005809,0.01597,0.000013440
2017-12-07 03-PM,0.04352,0.001687,0.02769,0.00617,0.01702,0.000014090
2017-12-07 02-PM,0.04518,0.001734,0.02779,0.006336,0.01748,0.000014480
2017-12-07 01-PM,0.04555,0.001773,0.02814,0.006402,0.01746,0.000014710
2017-12-07 12-PM,0.04641,0.001764,0.02932,0.00661,0.01806,0.000015070
2017-12-07 11-AM,0.04393,0.001654,0.02699,0.006128,0.0171,0.000013880
2017-12-07 10-AM,0.04473,0.001707,0.02829,0.00643,0.01796,0.000014400
2017-12-07 09-AM,0.04595,0.00175,0.02871,0.006599,0.01816,0.000014640
2017-12-07 08-AM,0.04749,0.001781,0.02961,0.00672,0.0193,0.000015090
2017-12-07 07-AM,0.04806,0.001797,0.02987,0.006822,0.01828,0.000015300
2017-12-07 06-AM,0.04774,0.001803,0.02993,0.006812,0.01779,0.000015370
2017-12-07 05-AM,0.0478,0.00182,0.03031,0.006958,0.01822,0.000015380
2017-12-07 04-AM,0.04944,0.001845,0.03103,0.00701,0.01823,0.000015740
2017-12-07 03-AM,0.04947,0.001852,0.03094,0.006983,0.018,0.000015580
2017-12-07 02-AM,0.0482,0.001781,0.02979,0.006895,0.01739,0.000015310
2017-12-07 01-AM,0.04668,0.001729,0.02975,0.006792,0.01756,0.000015330
2017-12-07 12-AM,0.04871,0.001822,0.03033,0.007064,0.0186,0.000015900
2017-12-06 11-PM,0.04883,0.001755,0.02958,0.006899,0.01817,0.000015360
2017-12-06 10-PM,0.05223,0.001932,0.03193,0.007341,0.01964,0.000016600
2017-12-06 09-PM,0.05352,0.001964,0.03211,0.007374,0.0198,0.000016720
2017-12-06 08-PM,0.05413,0.002056,0.0325,0.007132,0.01967,0.000016880
2017-12-06 07-PM,0.05519,0.00213,0.03389,0.007814,0.0213,0.000017780
2017-12-06 06-PM,0.05578,0.00218,0.03419,0.0079,0.02128,0.000018000
2017-12-06 05-PM,0.0563,0.002116,0.03435,0.007811,0.02107,0.000018190
2017-12-06 04-PM,0.05554,0.002136,0.034,0.007949,0.02195,0.000018530
2017-12-06 03-PM,0.05507,0.002116,0.0346,0.007768,0.02157,0.000018030
2017-12-06 02-PM,0.0557,0.002102,0.03465,0.007865,0.02213,0.000017980
2017-12-06 01-PM,0.05644,0.002091,0.03441,0.007754,0.02137,0.000017740
2017-12-06 12-PM,0.05714,0.002117,0.03492,0.007831,0.02201,0.000017850
2017-12-06 11-AM,0.05705,0.002096,0.03449,0.007866,0.0212,0.000017620
2017-12-06 10-AM,0.0576,0.00215,0.0353,0.008035,0.0218,0.000018280
2017-12-06 09-AM,0.05796,0.002161,0.03583,0.008123,0.02087,0.000018590
2017-12-06 08-AM,0.05797,0.002143,0.03585,0.00819,0.02094,0.000018320
2017-12-06 07-AM,0.0571,0.002157,0.0359,0.008051,0.02068,0.000018290
2017-12-06 06-AM,0.06005,0.002216,0.03591,0.008187,0.0211,0.000018570
2017-12-06 05-AM,0.0604,0.002229,0.03616,0.008189,0.0216,0.000018950
2017-12-06 04-AM,0.06,0.00221,0.03647,0.008198,0.021,0.000018790
2017-12-06 03-AM,0.06022,0.002221,0.03602,0.00832,0.02063,0.000018750
2017-12-06 02-AM,0.0625,0.002334,0.03816,0.008549,0.02224,0.000019310
2017-12-06 01-AM,0.06229,0.002335,0.03825,0.008555,0.02249,0.000019490
2017-12-06 12-AM,0.0633,0.002412,0.03897,0.008593,0.0211,0.000020110
2017-12-05 11-PM,0.06337,0.002462,0.0389,0.008627,0.02067,0.000020370
2017-12-05 10-PM,0.06379,0.002429,0.03937,0.008622,0.0207,0.000020480
2017-12-05 09-PM,0.0645,0.00243,0.03909,0.008596,0.0202,0.000020290
2017-12-05 08-PM,0.06444,0.002436,0.03883,0.008586,0.02001,0.000020270
2017-12-05 07-PM,0.06465,0.002471,0.03936,0.00867,0.02009,0.000020430
2017-12-05 06-PM,0.06353,0.002477,0.03905,0.00866,0.0204,0.000020280
2017-12-05 05-PM,0.06389,0.002402,0.03887,0.008563,0.02026,0.000020260
2017-12-05 04-PM,0.06324,0.002398,0.03865,0.008577,0.01966,0.000020200
2017-12-05 03-PM,0.0631,0.002412,0.03895,0.008571,0.02,0.000020300
2017-12-05 02-PM,0.06366,0.002405,0.03868,0.008672,0.019,0.000020290
2017-12-05 01-PM,0.06444,0.00244,0.03879,0.008626,0.02012,0.000020520
2017-12-05 12-PM,0.06483,0.002442,0.03946,0.008695,0.0189,0.000020620
2017-12-05 11-AM,0.06482,0.002451,0.03945,0.008663,0.01882,0.000020640
2017-12-05 10-AM,0.06444,0.002463,0.0395,0.008701,0.0186,0.000020690
2017-12-05 09-AM,0.06483,0.00245,0.0396,0.008692,0.01843,0.000020600
2017-12-05 08-AM,0.06522,0.00246,0.03953,0.008701,0.01877,0.000020540
2017-12-05 07-AM,0.066,0.002456,0.03981,0.008737,0.01879,0.000020930
2017-12-05 06-AM,0.0653,0.002448,0.03995,0.00872,0.01851,0.000020950
2017-12-05 05-AM,0.06497,0.002471,0.04004,0.008806,0.01804,0.000021330
2017-12-05 04-AM,0.06496,0.002463,0.0399,0.008801,0.0182,0.000021200
2017-12-05 03-AM,0.06527,0.002484,0.04021,0.008823,0.01825,0.000021240
2017-12-05 02-AM,0.06584,0.002491,0.04011,0.008804,0.01846,0.000021240
2017-12-05 01-AM,0.06618,0.002521,0.04019,0.008828,0.01816,0.000021200
2017-12-05 12-AM,0.06613,0.002522,0.04009,0.008958,0.01796,0.000021350
2017-12-04 11-PM,0.0663,0.002548,0.04038,0.00891,0.0176,0.000021350
2017-12-04 10-PM,0.06636,0.00255,0.04027,0.008894,0.01787,0.000021310
2017-12-04 09-PM,0.06631,0.002524,0.04012,0.0088,0.01744,0.000021300
2017-12-04 08-PM,0.06672,0.002546,0.04074,0.008805,0.01766,0.000021570
2017-12-04 07-PM,0.06702,0.00254,0.04065,0.008731,0.0179,0.000021600
2017-12-04 06-PM,0.067,0.002535,0.0406,0.008665,0.01775,0.000021500
2017-12-04 05-PM,0.06691,0.002535,0.04061,0.00865,0.01753,0.000021480
2017-12-04 04-PM,0.06648,0.002523,0.04065,0.008642,0.0173,0.000021480
2017-12-04 03-PM,0.06665,0.00253,0.04062,0.008671,0.01727,0.000021290
2017-12-04 02-PM,0.06642,0.002545,0.04078,0.008715,0.01726,0.000021630
2017-12-04 01-PM,0.0664,0.002539,0.04079,0.00867,0.01724,0.000021530
2017-12-04 12-PM,0.06664,0.00254,0.04068,0.008701,0.0173,0.000021720
2017-12-04 11-AM,0.06689,0.002538,0.04062,0.008742,0.01737,0.000021600
2017-12-04 10-AM,0.0668,0.002547,0.04086,0.008771,0.01741,0.000021640
2017-12-04 09-AM,0.06645,0.002556,0.04079,0.008706,0.01734,0.000021490
2017-12-04 08-AM,0.06641,0.002552,0.04067,0.008719,0.01732,0.000021510
2017-12-04 07-AM,0.066,0.002543,0.04069,0.008697,0.0173,0.000021510
2017-12-04 06-AM,0.0664,0.002536,0.04062,0.008731,0.01731,0.000021640
2017-12-04 05-AM,0.06609,0.00254,0.0404,0.008724,0.01738,0.000021500
2017-12-04 04-AM,0.06718,0.002551,0.04056,0.008795,0.01753,0.000021730
2017-12-04 03-AM,0.06666,0.00255,0.04062,0.00882,0.01749,0.000021840
2017-12-04 02-AM,0.06677,0.00256,0.04056,0.008812,0.01752,0.000021820
2017-12-04 01-AM,0.06765,0.002571,0.04107,0.008894,0.01756,0.000021810
2017-12-04 12-AM,0.06775,0.00258,0.04129,0.008939,0.01749,0.000021880
2017-12-03 11-PM,0.06854,0.002595,0.04127,0.009016,0.01756,0.000021900
2017-12-03 10-PM,0.06843,0.002609,0.04173,0.009058,0.01778,0.000022270
2017-12-03 09-PM,0.06848,0.002587,0.04109,0.009022,0.0177,0.000021730
2017-12-03 08-PM,0.0674,0.00259,0.04078,0.008871,0.01748,0.000021750
2017-12-03 07-PM,0.06688,0.002569,0.04075,0.008805,0.01723,0.000021610
2017-12-03 06-PM,0.06681,0.00258,0.04086,0.00882,0.01733,0.000021710
2017-12-03 05-PM,0.06694,0.002591,0.04073,0.008823,0.01735,0.000021690
