Date,DASH/BTC,ETC/BTC,ETH/BTC,LTC/BTC,XMR/BTC,XRP/BTC
2018-02-24 08-AM,0.06088,0.003697,0.08356,0.02057,0.02704,0.000091640
2018-02-24 07-AM,0.06132,0.003598,0.08345,0.02049,0.02718,0.000091240
2018-02-24 06-AM,0.06086,0.003644,0.08317,0.0206,0.02736,0.000091340
2018-02-24 05-AM,0.06114,0.003638,0.08303,0.02044,0.02751,0.000091600
2018-02-24 04-AM,0.061,0.003675,0.08319,0.02062,0.02704,0.000091900
2018-02-24 03-AM,0.06158,0.003705,0.08377,0.02083,0.0271,0.000091890
2018-02-24 02-AM,0.06166,0.003631,0.08367,0.0209,0.02721,0.000092230
2018-02-24 01-AM,0.06131,0.003598,0.08382,0.0208,0.02748,0.000092460
2018-02-24 12-AM,0.06183,0.003557,0.0843,0.02038,0.02737,0.000092600
2018-02-23 11-PM,0.06152,0.003597,0.0843,0.02055,0.02724,0.000093280
2018-02-23 10-PM,0.06199,0.003468,0.08393,0.02018,0.0272,0.000092710
2018-02-23 09-PM,0.06184,0.003453,0.08367,0.02031,0.02716,0.000092420
2018-02-23 08-PM,0.0621,0.003445,0.0836,0.02037,0.02749,0.000092990
2018-02-23 07-PM,0.06185,0.003479,0.0838,0.02045,0.02755,0.000093450
2018-02-23 06-PM,0.06135,0.003419,0.08347,0.0203,0.02735,0.000092970
2018-02-23 05-PM,0.06125,0.0034,0.08361,0.02023,0.02757,0.000091730
2018-02-23 04-PM,0.06168,0.003464,0.08394,0.02035,0.0278,0.000092240
2018-02-23 03-PM,0.0623,0.0035,0.08428,0.02055,0.02804,0.000093540
2018-02-23 02-PM,0.06238,0.003494,0.08541,0.02041,0.02825,0.000094360
2018-02-23 01-PM,0.06222,0.00351,0.08525,0.02043,0.02782,0.000094410
2018-02-23 12-PM,0.06257,0.003488,0.08555,0.02058,0.02769,0.000095040
2018-02-23 11-AM,0.0624,0.003503,0.08548,0.02028,0.02756,0.000094060
2018-02-23 10-AM,0.0625,0.0035,0.0846,0.02049,0.0279,0.000094450
2018-02-23 09-AM,0.06256,0.003381,0.08556,0.01981,0.02781,0.000093310
2018-02-23 08-AM,0.0628,0.003376,0.08505,0.01957,0.02772,0.000092080
2018-02-23 07-AM,0.0629,0.003332,0.0843,0.01968,0.02778,0.000091850
2018-02-23 06-AM,0.06235,0.003331,0.08449,0.01962,0.02771,0.000091810
2018-02-23 05-AM,0.06283,0.003321,0.08479,0.01964,0.02763,0.000091680
2018-02-23 04-AM,0.06206,0.003323,0.08565,0.01945,0.02742,0.000091590
2018-02-23 03-AM,0.06215,0.003204,0.08377,0.01927,0.02727,0.000090240
2018-02-23 02-AM,0.06264,0.003156,0.08265,0.01913,0.02731,0.000089500
2018-02-23 01-AM,0.06331,0.00317,0.08198,0.01925,0.0276,0.000089850
2018-02-23 12-AM,0.06368,0.003197,0.08164,0.01962,0.02779,0.000090410
2018-02-22 11-PM,0.06342,0.003179,0.08123,0.01949,0.02789,0.000090380
2018-02-22 10-PM,0.06285,0.00318,0.08157,0.01958,0.0283,0.000089870
2018-02-22 09-PM,0.0624,0.003161,0.0808,0.01946,0.02803,0.000089280
2018-02-22 08-PM,0.06052,0.003133,0.08081,0.01959,0.0279,0.000088530
2018-02-22 07-PM,0.0607,0.003159,0.08135,0.0195,0.02802,0.000088500
2018-02-22 06-PM,0.06064,0.003156,0.08108,0.01959,0.02799,0.000089010
2018-02-22 05-PM,0.06056,0.003159,0.08125,0.01957,0.028,0.000089140
2018-02-22 04-PM,0.06032,0.00318,0.081,0.01971,0.02794,0.000089630
2018-02-22 03-PM,0.06072,0.00314,0.08082,0.01964,0.02783,0.000089090
2018-02-22 02-PM,0.06071,0.003145,0.08094,0.01947,0.028,0.000089570
2018-02-22 01-PM,0.06151,0.003153,0.0809,0.01965,0.02801,0.000091130
2018-02-22 12-PM,0.0618,0.003219,0.08079,0.02012,0.02836,0.000091470
2018-02-22 11-AM,0.06218,0.003233,0.08061,0.01988,0.02808,0.000091450
2018-02-22 10-AM,0.06228,0.00324,0.08043,0.02009,0.02827,0.000091890
2018-02-22 09-AM,0.06222,0.00323,0.08004,0.02002,0.02827,0.000091660
2018-02-22 08-AM,0.06172,0.00325,0.07998,0.02004,0.02846,0.000091240
2018-02-22 07-AM,0.06195,0.00328,0.07965,0.02007,0.02889,0.000091270
2018-02-22 06-AM,0.06225,0.003285,0.07996,0.02024,0.0288,0.000091650
2018-02-22 05-AM,0.0622,0.003308,0.07961,0.02031,0.02831,0.000091550
2018-02-22 04-AM,0.0624,0.003282,0.07952,0.02017,0.02833,0.000091200
2018-02-22 03-AM,0.063,0.003306,0.07976,0.02031,0.0283,0.000091850
2018-02-22 02-AM,0.06296,0.003334,0.08027,0.02053,0.02837,0.000090620
2018-02-22 01-AM,0.06315,0.003318,0.08047,0.02033,0.02916,0.000090500
2018-02-22 12-AM,0.063,0.003297,0.08026,0.02006,0.02939,0.000090790
2018-02-21 11-PM,0.06323,0.003334,0.08028,0.02012,0.02782,0.000091170
2018-02-21 10-PM,0.06454,0.003229,0.08039,0.02,0.02802,0.000091710
2018-02-21 09-PM,0.0643,0.003248,0.07955,0.02015,0.02807,0.000091770
2018-02-21 08-PM,0.06409,0.003264,0.07945,0.02016,0.02837,0.000091570
2018-02-21 07-PM,0.06415,0.003281,0.07913,0.02003,0.02842,0.000091540
2018-02-21 06-PM,0.06343,0.003236,0.07794,0.01981,0.02811,0.000090320
2018-02-21 05-PM,0.06407,0.003246,0.07923,0.01974,0.02847,0.000091460
2018-02-21 04-PM,0.06339,0.00328,0.07948,0.01976,0.02871,0.000092020
2018-02-21 03-PM,0.06327,0.003299,0.081,0.01983,0.02874,0.000092490
2018-02-21 02-PM,0.0646,0.003254,0.08074,0.02021,0.02847,0.000093010
2018-02-21 01-PM,0.0645,0.003304,0.08065,0.02013,0.0288,0.000092810
2018-02-21 12-PM,0.0639,0.003328,0.08072,0.02006,0.02922,0.000092500
2018-02-21 11-AM,0.06367,0.003324,0.0805,0.01999,0.02932,0.000092360
2018-02-21 10-AM,0.06245,0.003338,0.07998,0.02,0.02829,0.000091410
2018-02-21 09-AM,0.06207,0.003333,0.08,0.02007,0.02853,0.000091200
2018-02-21 08-AM,0.06171,0.003375,0.08,0.0202,0.02708,0.000091650
2018-02-21 07-AM,0.06113,0.003421,0.08041,0.02025,0.02675,0.000092140
2018-02-21 06-AM,0.06213,0.003368,0.08076,0.02027,0.0269,0.000092110
2018-02-21 05-AM,0.06184,0.003335,0.081,0.02026,0.0263,0.000092030
2018-02-21 04-AM,0.06261,0.003343,0.081,0.02018,0.02626,0.000092190
2018-02-21 03-AM,0.06094,0.003362,0.08095,0.02034,0.02639,0.000091790
2018-02-21 02-AM,0.06238,0.003381,0.08079,0.02026,0.02635,0.000092470
2018-02-21 01-AM,0.0621,0.003298,0.08039,0.02023,0.02609,0.000090390
2018-02-21 12-AM,0.06045,0.003262,0.07872,0.02043,0.0265,0.000091890
2018-02-20 11-PM,0.06066,0.00325,0.07849,0.02055,0.02645,0.000089560
2018-02-20 10-PM,0.06066,0.003345,0.07804,0.02084,0.02648,0.000090570
2018-02-20 09-PM,0.06105,0.003324,0.0783,0.02065,0.02667,0.000091310
2018-02-20 08-PM,0.06182,0.003386,0.0792,0.02066,0.02695,0.000092680
2018-02-20 07-PM,0.06228,0.00334,0.07924,0.02082,0.02714,0.000092000
2018-02-20 06-PM,0.0626,0.003341,0.0796,0.02069,0.02706,0.000092280
2018-02-20 05-PM,0.0629,0.00343,0.08058,0.02114,0.0271,0.000093530
2018-02-20 04-PM,0.06282,0.003512,0.08148,0.02095,0.02716,0.000094850
2018-02-20 03-PM,0.0629,0.00348,0.08146,0.0209,0.02719,0.000094860
2018-02-20 02-PM,0.0631,0.003507,0.08155,0.02098,0.02716,0.000095010
2018-02-20 01-PM,0.06326,0.003553,0.08181,0.02088,0.0272,0.000095670
2018-02-20 12-PM,0.06307,0.00357,0.08211,0.02121,0.02729,0.000095900
2018-02-20 11-AM,0.0629,0.00357,0.082,0.02139,0.02733,0.000096000
2018-02-20 10-AM,0.06323,0.003548,0.08254,0.02109,0.0273,0.000096400
2018-02-20 09-AM,0.06398,0.003537,0.08257,0.02104,0.02742,0.000097000
2018-02-20 08-AM,0.06306,0.003508,0.08229,0.02097,0.02734,0.000096500
2018-02-20 07-AM,0.0631,0.003542,0.08261,0.02131,0.0274,0.000096210
2018-02-20 06-AM,0.06338,0.003641,0.0826,0.02111,0.02756,0.000097020
2018-02-20 05-AM,0.06311,0.003606,0.08267,0.02118,0.02767,0.000096390
2018-02-20 04-AM,0.0634,0.003692,0.08264,0.01946,0.0273,0.000096700
2018-02-20 03-AM,0.06343,0.003708,0.0831,0.01945,0.02759,0.000097290
2018-02-20 02-AM,0.06353,0.003661,0.0829,0.01938,0.0276,0.000096880
2018-02-20 01-AM,0.0638,0.003651,0.08313,0.01954,0.02777,0.000097340
2018-02-20 12-AM,0.06535,0.003444,0.08409,0.01983,0.02801,0.000099130
2018-02-19 11-PM,0.06505,0.003482,0.08443,0.01997,0.0282,0.000099700
2018-02-19 10-PM,0.0655,0.003507,0.08449,0.02007,0.02804,0.000100100
2018-02-19 09-PM,0.06497,0.00346,0.08406,0.02011,0.02815,0.000099390
2018-02-19 08-PM,0.06516,0.003488,0.08452,0.02015,0.0281,0.000099850
2018-02-19 07-PM,0.06537,0.003534,0.08501,0.02027,0.0282,0.000100300
2018-02-19 06-PM,0.06608,0.003474,0.08587,0.0203,0.02827,0.000101000
2018-02-19 05-PM,0.065,0.003471,0.0852,0.02014,0.02829,0.000100400
2018-02-19 04-PM,0.06484,0.003459,0.08542,0.0202,0.02821,0.000100600
2018-02-19 03-PM,0.06501,0.003576,0.08638,0.02043,0.02843,0.000101300
2018-02-19 02-PM,0.06523,0.003527,0.08632,0.02043,0.02843,0.000101900
2018-02-19 01-PM,0.06503,0.003433,0.08672,0.02039,0.02843,0.000102300
2018-02-19 12-PM,0.0653,0.003379,0.08659,0.02025,0.02824,0.000102400
2018-02-19 11-AM,0.06515,0.003451,0.0865,0.02037,0.02831,0.000102400
2018-02-19 10-AM,0.06533,0.00346,0.0865,0.02046,0.02818,0.000102800
2018-02-19 09-AM,0.06576,0.003407,0.08705,0.02078,0.02842,0.000102500
2018-02-19 08-AM,0.06548,0.003361,0.08725,0.02051,0.02836,0.000102400
2018-02-19 07-AM,0.06552,0.003301,0.08807,0.02055,0.02885,0.000103500
2018-02-19 06-AM,0.06577,0.003247,0.0885,0.0206,0.02835,0.000103500
2018-02-19 05-AM,0.0658,0.00321,0.08792,0.02057,0.02863,0.000103100
2018-02-19 04-AM,0.066,0.003194,0.08783,0.02052,0.0284,0.000103100
2018-02-19 03-AM,0.06597,0.003177,0.0875,0.02044,0.02813,0.000103200
2018-02-19 02-AM,0.06642,0.003225,0.08728,0.02057,0.0282,0.000103500
2018-02-19 01-AM,0.06616,0.003245,0.08844,0.02078,0.0282,0.000103900
2018-02-19 12-AM,0.06582,0.003289,0.088,0.02053,0.02826,0.000103000
2018-02-18 11-PM,0.06538,0.003247,0.0869,0.02035,0.02812,0.000102700
2018-02-18 10-PM,0.06537,0.003159,0.08623,0.02023,0.0281,0.000102500
2018-02-18 09-PM,0.0652,0.003117,0.08651,0.02028,0.0282,0.000102500
2018-02-18 08-PM,0.06525,0.003155,0.08704,0.0203,0.02828,0.000102300
2018-02-18 07-PM,0.06565,0.003036,0.0873,0.02127,0.02853,0.000102400
2018-02-18 06-PM,0.06517,0.00303,0.08751,0.02123,0.02861,0.000102300
2018-02-18 05-PM,0.06517,0.003051,0.088,0.02126,0.02862,0.000102900
2018-02-18 04-PM,0.0655,0.003058,0.08782,0.02113,0.0286,0.000103000
2018-02-18 03-PM,0.06571,0.00305,0.08791,0.0212,0.02827,0.000103300
2018-02-18 02-PM,0.06635,0.003059,0.08772,0.02069,0.02836,0.000102600
2018-02-18 01-PM,0.06663,0.003069,0.08814,0.02071,0.02875,0.000102900
2018-02-18 12-PM,0.06718,0.003093,0.08783,0.02067,0.02899,0.000102800
2018-02-18 11-AM,0.06649,0.003064,0.08794,0.021,0.02904,0.000103800
2018-02-18 10-AM,0.06539,0.003033,0.08924,0.02081,0.02831,0.000103300
2018-02-18 09-AM,0.06585,0.00314,0.089,0.02087,0.02835,0.000104200
2018-02-18 08-AM,0.06574,0.003111,0.08849,0.0207,0.0283,0.000104400
2018-02-18 07-AM,0.0661,0.003108,0.08847,0.02073,0.02835,0.000104500
2018-02-18 06-AM,0.06531,0.003098,0.08835,0.02053,0.02836,0.000104100
2018-02-18 05-AM,0.0657,0.003086,0.08743,0.02071,0.0284,0.000103800
2018-02-18 04-AM,0.06606,0.003125,0.0882,0.02089,0.0286,0.000104300
2018-02-18 03-AM,0.06563,0.003076,0.08699,0.02055,0.02855,0.000103900
2018-02-18 02-AM,0.0658,0.003073,0.087,0.02056,0.02858,0.000104200
2018-02-18 01-AM,0.06642,0.003127,0.08776,0.02062,0.0289,0.000105400
2018-02-18 12-AM,0.06685,0.003143,0.08794,0.0207,0.02892,0.000106300
2018-02-17 11-PM,0.06729,0.00317,0.0889,0.02096,0.02913,0.000107700
2018-02-17 10-PM,0.06767,0.003224,0.08937,0.02122,0.02943,0.000108300
2018-02-17 09-PM,0.06722,0.003235,0.08935,0.02116,0.02962,0.000108300
2018-02-17 08-PM,0.06782,0.003223,0.08964,0.02114,0.02945,0.000108000
2018-02-17 07-PM,0.06802,0.0032,0.0893,0.02106,0.02938,0.000107600
2018-02-17 06-PM,0.06805,0.003195,0.08947,0.02115,0.0295,0.000107700
2018-02-17 05-PM,0.06805,0.003192,0.08959,0.02105,0.02957,0.000108400
2018-02-17 04-PM,0.06832,0.003224,0.08982,0.02096,0.02977,0.000107800
2018-02-17 03-PM,0.0682,0.003237,0.09065,0.02115,0.0295,0.000108400
2018-02-17 02-PM,0.06736,0.003214,0.09036,0.021,0.02961,0.000109300
2018-02-17 01-PM,0.06716,0.003204,0.09,0.021,0.0293,0.000110200
2018-02-17 12-PM,0.06775,0.003235,0.0893,0.02107,0.03,0.000103800
2018-02-17 11-AM,0.06841,0.003204,0.0894,0.02107,0.03049,0.000104300
2018-02-17 10-AM,0.06892,0.003182,0.08981,0.02121,0.03015,0.000105000
2018-02-17 09-AM,0.06725,0.003182,0.0895,0.02113,0.03016,0.000104800
2018-02-17 08-AM,0.06766,0.003215,0.0898,0.02138,0.02958,0.000105100
2018-02-17 07-AM,0.06782,0.003213,0.08979,0.02143,0.02946,0.000105200
2018-02-17 06-AM,0.0679,0.003287,0.09117,0.02187,0.02994,0.000107000
2018-02-17 05-AM,0.06793,0.00328,0.09116,0.02176,0.03024,0.000107000
2018-02-17 04-AM,0.06864,0.003298,0.09155,0.02209,0.02964,0.000107700
2018-02-17 03-AM,0.06902,0.003326,0.09153,0.02211,0.02952,0.000108000
2018-02-17 02-AM,0.069,0.003364,0.0917,0.02241,0.02895,0.000108900
2018-02-17 01-AM,0.06823,0.003388,0.09247,0.0224,0.02913,0.000109200
2018-02-17 12-AM,0.06845,0.003406,0.092,0.02239,0.02882,0.000109400
2018-02-16 11-PM,0.06854,0.003401,0.09236,0.02257,0.02863,0.000109400
2018-02-16 10-PM,0.06865,0.00341,0.09299,0.02261,0.02863,0.000110100
2018-02-16 09-PM,0.06841,0.003453,0.09339,0.02259,0.02844,0.000110200
2018-02-16 08-PM,0.06836,0.00348,0.09276,0.02276,0.02841,0.000109900
2018-02-16 07-PM,0.06922,0.003425,0.094,0.02285,0.02869,0.000110100
2018-02-16 06-PM,0.06914,0.003391,0.09305,0.0231,0.02857,0.000110200
2018-02-16 05-PM,0.06894,0.003413,0.0925,0.0229,0.02837,0.000109500
2018-02-16 04-PM,0.06894,0.003392,0.09293,0.02288,0.02846,0.000110300
2018-02-16 03-PM,0.06875,0.003366,0.0927,0.02293,0.02865,0.000109900
2018-02-16 02-PM,0.06894,0.00341,0.0938,0.02253,0.02871,0.000110900
2018-02-16 01-PM,0.06963,0.003411,0.09395,0.02258,0.02911,0.000110900
2018-02-16 12-PM,0.06969,0.003286,0.09431,0.0218,0.02888,0.000110500
2018-02-16 11-AM,0.0698,0.00334,0.0942,0.02168,0.02887,0.000110500
2018-02-16 10-AM,0.0691,0.003323,0.09352,0.02143,0.02894,0.000109500
2018-02-16 09-AM,0.06879,0.003303,0.09315,0.02166,0.02825,0.000109400
2018-02-16 08-AM,0.06921,0.003304,0.09311,0.02147,0.02823,0.000109700
2018-02-16 07-AM,0.0699,0.003294,0.09284,0.02132,0.0282,0.000109000
2018-02-16 06-AM,0.0701,0.003288,0.0923,0.02126,0.02835,0.000108700
2018-02-16 05-AM,0.07049,0.003269,0.09267,0.0213,0.02843,0.000108700
2018-02-16 04-AM,0.07077,0.003303,0.09242,0.02101,0.02873,0.000109000
2018-02-16 03-AM,0.07064,0.00333,0.09272,0.02134,0.02905,0.000108700
2018-02-16 02-AM,0.06995,0.003281,0.09161,0.02123,0.02893,0.000107700
2018-02-16 01-AM,0.06956,0.003313,0.0915,0.02172,0.02891,0.000108700
2018-02-16 12-AM,0.06955,0.003366,0.0922,0.0221,0.0295,0.000110300
2018-02-15 11-PM,0.0686,0.00339,0.09245,0.0215,0.0292,0.000110700
2018-02-15 10-PM,0.06915,0.00344,0.0931,0.02104,0.02891,0.000110800
2018-02-15 09-PM,0.0693,0.003314,0.09176,0.02141,0.02868,0.000109600
2018-02-15 08-PM,0.069,0.003299,0.09155,0.02146,0.02831,0.000110600
2018-02-15 07-PM,0.06973,0.003351,0.09244,0.02174,0.02807,0.000110700
2018-02-15 06-PM,0.06907,0.00341,0.0924,0.02192,0.02815,0.000112500
2018-02-15 05-PM,0.06974,0.00347,0.09435,0.02219,0.02791,0.000114700
2018-02-15 04-PM,0.0705,0.00359,0.0953,0.02239,0.02786,0.000112200
2018-02-15 03-PM,0.071,0.00344,0.09525,0.02268,0.02779,0.000112000
2018-02-15 02-PM,0.0688,0.00342,0.09532,0.0226,0.02779,0.000112400
2018-02-15 01-PM,0.06851,0.003393,0.09501,0.02319,0.02759,0.000112100
2018-02-15 12-PM,0.06913,0.003374,0.09493,0.02298,0.02767,0.000112300
2018-02-15 11-AM,0.0693,0.003404,0.0952,0.0233,0.028,0.000112800
2018-02-15 10-AM,0.06997,0.003433,0.0957,0.0231,0.02788,0.000114200
2018-02-15 09-AM,0.06969,0.003449,0.09578,0.02336,0.02819,0.000114300
2018-02-15 08-AM,0.07,0.003438,0.09556,0.02369,0.02815,0.000115100
2018-02-15 07-AM,0.0702,0.003513,0.09647,0.02404,0.02828,0.000116000
2018-02-15 06-AM,0.07016,0.003458,0.09625,0.02356,0.02825,0.000114400
2018-02-15 05-AM,0.07028,0.003435,0.096,0.02326,0.02825,0.000114500
2018-02-15 04-AM,0.07086,0.003465,0.09614,0.0239,0.02837,0.000116400
2018-02-15 03-AM,0.07122,0.0035,0.0963,0.02394,0.0285,0.000115900
2018-02-15 02-AM,0.0722,0.003594,0.09727,0.02425,0.0287,0.000117700
2018-02-15 01-AM,0.07225,0.003591,0.09676,0.02345,0.02875,0.000117600
2018-02-15 12-AM,0.07156,0.003672,0.09741,0.02246,0.02889,0.000119200
2018-02-14 11-PM,0.0717,0.003613,0.09776,0.02266,0.02852,0.000121200
2018-02-14 10-PM,0.07145,0.003592,0.09761,0.02233,0.0285,0.000122000
2018-02-14 09-PM,0.07143,0.003657,0.09745,0.02239,0.02868,0.000117900
2018-02-14 08-PM,0.07109,0.003651,0.098,0.02227,0.02883,0.000117000
2018-02-14 07-PM,0.07096,0.003594,0.09794,0.02219,0.0287,0.000114700
2018-02-14 06-PM,0.07118,0.003568,0.09818,0.0219,0.02872,0.000114300
2018-02-14 05-PM,0.07196,0.003626,0.09823,0.0223,0.02915,0.000114400
2018-02-14 04-PM,0.072,0.003666,0.09702,0.02269,0.02926,0.000112900
2018-02-14 03-PM,0.07403,0.003625,0.09666,0.02235,0.02865,0.000112200
2018-02-14 02-PM,0.0709,0.003569,0.09635,0.0229,0.02908,0.000112400
2018-02-14 01-PM,0.07099,0.003718,0.0969,0.02173,0.02835,0.000113400
2018-02-14 12-PM,0.07197,0.003789,0.09791,0.02178,0.02878,0.000114600
2018-02-14 11-AM,0.07119,0.003767,0.09822,0.02177,0.02768,0.000114600
2018-02-14 10-AM,0.0711,0.003903,0.09775,0.02055,0.02756,0.000115200
2018-02-14 09-AM,0.07098,0.00396,0.09743,0.02045,0.0277,0.000115400
2018-02-14 08-AM,0.07113,0.004006,0.09784,0.02044,0.02744,0.000116000
2018-02-14 07-AM,0.07107,0.004,0.09829,0.02077,0.02747,0.000116400
2018-02-14 06-AM,0.07081,0.004017,0.0981,0.02043,0.02771,0.000116400
2018-02-14 05-AM,0.07079,0.003937,0.09825,0.02033,0.02783,0.000116200
2018-02-14 04-AM,0.07157,0.003965,0.09825,0.02073,0.02774,0.000116600
2018-02-14 03-AM,0.07099,0.003965,0.09735,0.02103,0.0277,0.000116400
2018-02-14 02-AM,0.06983,0.003968,0.09781,0.01978,0.02759,0.000117300
2018-02-14 01-AM,0.06952,0.00404,0.09825,0.01877,0.02737,0.000116100
2018-02-14 12-AM,0.0693,0.0039,0.09862,0.01868,0.02724,0.000115600
2018-02-13 11-PM,0.06967,0.003852,0.09795,0.0186,0.02711,0.000115400
2018-02-13 10-PM,0.06958,0.00392,0.09785,0.01844,0.02717,0.000115300
2018-02-13 09-PM,0.06983,0.0039,0.0976,0.0184,0.02732,0.000114900
2018-02-13 08-PM,0.06963,0.00378,0.0979,0.01842,0.02735,0.000115400
2018-02-13 07-PM,0.06943,0.003702,0.0979,0.01844,0.02726,0.000115300
2018-02-13 06-PM,0.06912,0.003732,0.09815,0.01837,0.02725,0.000115200
2018-02-13 05-PM,0.0698,0.003739,0.0985,0.01831,0.02711,0.000114700
2018-02-13 04-PM,0.06999,0.003661,0.09828,0.01837,0.0271,0.000115500
2018-02-13 03-PM,0.06962,0.003717,0.09828,0.01834,0.0272,0.000115700
2018-02-13 02-PM,0.06969,0.003786,0.09796,0.01842,0.02704,0.000115500
2018-02-13 01-PM,0.0699,0.003702,0.09812,0.01835,0.02729,0.000116400
2018-02-13 12-PM,0.06881,0.003795,0.09791,0.01829,0.02701,0.000115800
2018-02-13 11-AM,0.06912,0.003642,0.0979,0.01823,0.02713,0.000115500
2018-02-13 10-AM,0.06894,0.003463,0.09816,0.0182,0.02734,0.000116000
2018-02-13 09-AM,0.0696,0.003439,0.0978,0.01816,0.02735,0.000116700
2018-02-13 08-AM,0.06921,0.003428,0.0973,0.01818,0.02742,0.000117200
2018-02-13 07-AM,0.06979,0.003288,0.097,0.01827,0.02745,0.000117600
2018-02-13 06-AM,0.06946,0.003258,0.09759,0.0183,0.02758,0.000117700
2018-02-13 05-AM,0.06936,0.003258,0.09801,0.01827,0.02763,0.000117200
2018-02-13 04-AM,0.06962,0.003262,0.09754,0.01823,0.0275,0.000117200
2018-02-13 03-AM,0.06962,0.003237,0.09732,0.01816,0.02753,0.000116800
2018-02-13 02-AM,0.07017,0.00321,0.09743,0.01819,0.02761,0.000116800
2018-02-13 01-AM,0.07011,0.003255,0.097,0.0182,0.02755,0.000116800
2018-02-13 12-AM,0.06957,0.003312,0.09737,0.01819,0.02776,0.000116600
2018-02-12 11-PM,0.06961,0.003365,0.09772,0.01816,0.0277,0.000117600
2018-02-12 10-PM,0.0698,0.003304,0.09804,0.0182,0.02801,0.000117600
2018-02-12 09-PM,0.07022,0.003252,0.09824,0.01819,0.0282,0.000117900
2018-02-12 08-PM,0.07072,0.003325,0.0989,0.01843,0.02808,0.000117400
2018-02-12 07-PM,0.07042,0.003285,0.09891,0.01842,0.02824,0.000118300
2018-02-12 06-PM,0.0707,0.00327,0.09837,0.01818,0.02809,0.000118300
2018-02-12 05-PM,0.07083,0.003203,0.09883,0.01813,0.02813,0.000119300
2018-02-12 04-PM,0.071,0.003166,0.09872,0.01815,0.02792,0.000119100
2018-02-12 03-PM,0.07125,0.00317,0.09862,0.01818,0.02807,0.000118900
2018-02-12 02-PM,0.07071,0.003179,0.09863,0.01822,0.02812,0.000119000
2018-02-12 01-PM,0.07074,0.00315,0.09906,0.01837,0.02818,0.000120200
2018-02-12 12-PM,0.07099,0.00298,0.099,0.01828,0.02809,0.000120200
2018-02-12 11-AM,0.07086,0.002957,0.09864,0.0184,0.02795,0.000120900
2018-02-12 10-AM,0.07091,0.002969,0.09891,0.01829,0.02803,0.000121000
2018-02-12 09-AM,0.071,0.002967,0.09908,0.0183,0.02803,0.000121400
2018-02-12 08-AM,0.0713,0.002948,0.09963,0.01809,0.02821,0.000120400
2018-02-12 07-AM,0.0713,0.002943,0.09988,0.01817,0.02842,0.000120700
2018-02-12 06-AM,0.0715,0.002901,0.09965,0.01812,0.0283,0.000119300
2018-02-12 05-AM,0.07159,0.00295,0.0993,0.01817,0.02824,0.000119800
2018-02-12 04-AM,0.07185,0.002954,0.09945,0.01821,0.02849,0.000120300
2018-02-12 03-AM,0.07208,0.002988,0.0997,0.01822,0.02862,0.000121500
2018-02-12 02-AM,0.07229,0.002997,0.09916,0.01838,0.0283,0.000120400
2018-02-12 01-AM,0.07186,0.002973,0.1,0.01852,0.02819,0.000120000
2018-02-12 12-AM,0.0714,0.00295,0.1003,0.01839,0.02822,0.000119100
2018-02-11 11-PM,0.07188,0.003023,0.1005,0.01851,0.02836,0.000120200
2018-02-11 10-PM,0.0717,0.003065,0.1004,0.01853,0.02849,0.000120900
2018-02-11 09-PM,0.07208,0.003082,0.1007,0.01846,0.02845,0.000120700
2018-02-11 08-PM,0.07221,0.003033,0.1005,0.01845,0.02827,0.000119000
2018-02-11 07-PM,0.0725,0.003006,0.1004,0.01842,0.02805,0.000118500
2018-02-11 06-PM,0.07233,0.002926,0.1005,0.01836,0.02785,0.000117300
2018-02-11 05-PM,0.07234,0.00296,0.1006,0.01829,0.02821,0.000118900
2018-02-11 04-PM,0.0722,0.003016,0.1008,0.01834,0.02826,0.000119600
2018-02-11 03-PM,0.07307,0.003032,0.1007,0.01833,0.02849,0.000121400
2018-02-11 02-PM,0.073,0.00307,0.1008,0.01824,0.02846,0.000120700
2018-02-11 01-PM,0.07229,0.00288,0.1008,0.01808,0.02849,0.000122100
2018-02-11 12-PM,0.07172,0.002841,0.1004,0.0181,0.02838,0.000118700
2018-02-11 11-AM,0.07119,0.002814,0.1005,0.01806,0.02815,0.000116900
2018-02-11 10-AM,0.071,0.002776,0.1001,0.01812,0.02766,0.000118100
2018-02-11 09-AM,0.07093,0.002701,0.09973,0.01813,0.02775,0.000115200
2018-02-11 08-AM,0.0709,0.0027,0.09968,0.018,0.0277,0.000115000
2018-02-11 07-AM,0.0708,0.002713,0.1,0.01803,0.0279,0.000116900
2018-02-11 06-AM,0.07142,0.002749,0.1002,0.01818,0.02804,0.000117700
2018-02-11 05-AM,0.07145,0.002726,0.09997,0.01812,0.0281,0.000113600
2018-02-11 04-AM,0.07171,0.002708,0.09967,0.01819,0.02811,0.000112700
2018-02-11 03-AM,0.07268,0.002746,0.09978,0.01821,0.0286,0.000114600
2018-02-11 02-AM,0.0734,0.00277,0.1001,0.01828,0.02875,0.000115600
2018-02-11 01-AM,0.07344,0.002811,0.1,0.01821,0.02877,0.000116900
2018-02-11 12-AM,0.074,0.002818,0.0997,0.01814,0.02889,0.000120000
2018-02-10 11-PM,0.07348,0.002797,0.09962,0.01823,0.02903,0.000122100
2018-02-10 10-PM,0.07299,0.002731,0.09977,0.01819,0.02931,0.000115300
2018-02-10 09-PM,0.07336,0.002765,0.1002,0.01807,0.02937,0.000115700
2018-02-10 08-PM,0.07332,0.002798,0.0998,0.01817,0.02944,0.000116300
