Jul.Day,YYYY/MM/DD,Wdy,INR/USD,IDR/USD,IEP/USD,ILS/USD,ITL/USD,JMD/USD,JPY/USD,JOD/USD,KWD/USD,LBP/USD,LUF/USD,MYR/USD,MTL/USD,MXN/USD,MAD/USD,NZD/USD,NOK/USD,XCB/USD,XCT/USD,PKR/USD
2452356,3/22/2002,Fri,48.754,9854.4,0.8958,4.6442,2202.4,47.663,132.89,0.70855,0.30681,1513.8,45.884,3.8002,0.45451,9.0355,11.6105,2.2729,8.7643,0.040274,0.039124,60.019
2452359,3/25/2002,Mon,48.745,9725.2,0.89836,4.6747,2208.7,47.334,133.46,0.70922,0.3077,1499.4,46.015,3.7996,0.45474,9.0222,11.6473,2.2782,8.792,0.040404,0.038926,60.023
2452360,3/26/2002,Tue,48.733,9591,0.8982,4.6744,2208.3,47.316,132.76,0.70873,0.30728,1498.8,46.007,3.7998,0.45453,9.0306,11.6552,2.2908,8.7913,0.04065,0.038835,60.034
2452361,3/27/2002,Wed,48.784,9656.4,0.90249,4.7014,2218.8,47.321,132.62,0.70816,0.30713,1514.4,46.227,3.7999,0.45546,9.0119,11.6811,2.2938,8.8369,0.039793,0.038775,60.034
2452362,3/28/2002,Thu,48.776,9836.4,0.9041,4.7131,2222.8,47.614,132.61,0.70967,0.30769,1513.1,46.309,3.8004,0.45703,9.013,11.6997,2.268,8.8479,0.039463,0.038153,60.019
2452366,4/1/2002,Mon,48.777,9752.4,0.89418,4.8001,2198.4,47.626,133.32,0.7094,0.30717,1514.5,45.801,3.8,0.45306,9.0158,11.6067,2.2574,8.7447,0.038373,0.037286,60.015
2452367,4/2/2002,Tue,48.799,9771.8,0.89666,4.7861,2204.5,47.32,133.39,0.70873,0.30668,1514.3,45.928,3.7996,0.45383,8.9989,11.6348,2.2602,8.7517,0.037078,0.036036,60.015
2452368,4/3/2002,Wed,48.859,9808,0.89453,4.7945,2199.3,47.554,132.64,0.70864,0.30695,1513.8,45.819,3.8003,0.45327,9.0381,11.6063,2.2734,8.692,0.037425,0.036298,60.072
2452369,4/4/2002,Thu,48.868,9652.1,0.89726,4.7597,2206,47.316,132.32,0.70869,0.30727,1498.7,45.958,3.8001,0.4539,9.0437,11.6333,2.2696,8.7123,0.037078,0.037538,60.075
2452370,4/5/2002,Fri,48.806,9521.6,0.89438,4.7551,2198.9,47.302,131.75,0.70922,0.3071,1513.7,45.811,3.8004,0.45384,9.0244,11.6066,2.282,8.6843,0.039386,0.038153,60.072
2452373,4/8/2002,Mon,48.854,9545.5,0.89997,4.7685,2212.6,47.397,131.27,0.70953,,1515.2,46.097,3.8,,9.0215,11.6784,2.3076,8.7205,0.037936,0.038226,60.064
2452374,4/9/2002,Tue,48.877,9677.6,0.89514,4.7623,2200.7,47.697,130.98,0.70922,0.3071,1513.6,45.85,3.8001,0.45324,9.0419,11.6215,2.2985,8.6877,0.039246,0.039293,60.075
2452375,4/10/2002,Wed,48.859,9598.2,0.89547,4.759,2201.6,47.648,130.76,0.70967,0.30709,1514.6,45.867,3.7999,0.45343,9.0477,11.613,2.2853,8.7018,0.039793,0.038241,60.034
2452376,4/11/2002,Thu,48.876,9563.3,0.89177,4.7601,2192.5,47.59,131.55,0.70878,0.3068,1512.4,45.677,3.7997,0.45256,9.0714,11.5876,2.2595,8.6371,0.041288,0.040112,60.019
2452377,4/12/2002,Fri,48.886,9565.1,0.89564,4.7955,2202,47.669,132.1,0.70967,0.30739,1514.3,45.876,3.8004,0.45433,9.0783,11.6152,2.2589,8.6529,0.043011,0.042535,60.03
2452380,4/15/2002,Mon,48.914,9403.6,0.8947,4.8012,2199.7,47.694,131.94,0.70989,0.30759,1514.4,45.828,3.8001,0.45427,9.1755,11.617,2.27,8.6605,0.042753,0.040766,60.015
2452381,4/16/2002,Tue,48.91,9459.9,0.89183,4.8047,2192.6,47.678,131.19,0.70815,0.30643,1513.9,45.681,3.8003,0.45196,9.1583,11.5821,2.2731,8.6564,0.041615,0.040128,60.023
2452382,4/17/2002,Wed,48.906,9426.9,0.88657,4.8056,2179.7,47.683,130.67,0.7086,0.30642,1514.1,45.411,3.7999,0.45044,9.2011,11.5249,2.2503,8.6074,0.039588,0.038551,60.019
2452383,4/18/2002,Thu,48.885,9372.6,0.88503,4.7802,2175.9,47.626,129.78,0.70868,0.30646,1514.5,45.332,3.7997,0.4494,9.2515,11.5187,2.244,8.5856,0.03861,0.03867,60.031
2452384,4/19/2002,Fri,48.877,9356.5,0.88553,4.7851,2177.1,47.695,130.47,0.709,0.3065,1513.8,45.358,3.7996,0.4493,9.2193,11.5326,2.2376,8.5569,0.03867,0.037836,60.019
2452387,4/22/2002,Mon,48.905,9361.9,0.88712,4.7805,2181,47.732,129.95,0.70995,0.30681,1514.7,45.439,3.7999,0.4503,9.2518,11.5308,2.2395,8.5711,0.038521,0.038052,60.03
2452388,4/23/2002,Tue,48.965,9432.3,0.88479,4.8186,2175.3,47.751,129.89,0.70968,0.30669,1514.4,45.32,3.8002,0.45063,9.2659,11.5146,2.2372,8.5423,0.038081,0.038052,60.031
2452389,4/24/2002,Wed,48.945,9334.5,0.88351,4.8626,2172.2,47.355,129.77,0.70909,0.30634,1513.9,45.254,3.7999,0.44926,9.2903,11.4971,2.2323,8.5414,0.038168,0.038052,59.969
2452390,4/25/2002,Thu,48.948,9361.7,0.87673,4.8826,2155.5,47.366,128.35,0.70832,0.30571,1512.8,44.907,3.8002,0.44667,9.3617,11.4284,2.2179,8.4554,0.037779,0.037936,59.969
2452391,4/26/2002,Fri,48.942,9304.8,0.8768,4.8835,2155.7,47.365,128.17,0.70973,0.30631,1514.2,44.911,3.7997,0.44706,9.3159,11.4353,2.2224,8.4406,0.037994,0.036873,59.985
2452394,4/29/2002,Mon,48.959,9322.6,0.87234,4.8807,2144.7,47.455,128.14,0.70905,0.30572,1513.8,44.682,3.7996,0.44563,9.3449,11.3988,2.2349,8.3934,0.037244,0.03643,59.985
2452395,4/30/2002,Tue,48.933,9332.1,0.87477,4.8948,2150.7,47.558,128.45,0.70877,0.3058,1514,44.807,3.7998,0.44636,9.3712,11.4188,2.2346,8.4064,0.037065,0.036603,59.977
2452396,5/1/2002,Wed,48.929,9328.7,0.86907,4.8852,2136.6,47.579,127.45,0.70773,0.30505,1513.6,44.514,3.7997,0.444,9.4361,11.3632,2.2326,8.3489,0.037495,0.037622,59.965
2452397,5/2/2002,Thu,48.929,9352.1,0.8718,4.8413,2143.4,47.664,128.05,0.70818,0.30535,1514.7,44.654,3.8,0.44489,9.4369,11.3834,2.2437,8.3788,0.038865,0.038008,59.977
2452398,5/3/2002,Fri,48.946,9314.3,0.86253,4.8356,2120.6,47.65,127.2,0.70991,0.30549,1507.2,44.18,3.7999,0.44197,9.4951,11.2901,2.2319,8.2838,0.03876,0.037383,59.977
2452401,5/6/2002,Mon,48.918,9279.9,0.85929,4.8645,2112.6,47.621,127.27,0.70905,0.30522,1514.2,44.014,3.8001,0.44133,9.4991,11.2746,2.234,8.2716,,0.038299,60.019
2452402,5/7/2002,Tue,48.94,9289.9,0.86082,4.8697,2116.4,47.604,127.81,0.71018,0.30581,1512.8,44.092,3.7996,0.44273,9.4749,11.2787,2.2257,8.3377,0.03917,0.037327,60.015
2452403,5/8/2002,Wed,48.925,9292.9,0.87103,4.8986,2141.5,47.585,128.66,0.70873,0.30568,1513.2,44.615,3.7999,0.44543,9.4098,11.364,2.222,8.3849,0.038329,0.036023,60.034
2452404,5/9/2002,Thu,48.924,9281.1,0.86639,4.8985,2130.1,47.593,128.36,0.7099,0.30589,1513.4,44.377,3.7997,0.44457,9.4431,11.3659,2.222,8.3298,0.038329,0.035997,60.027
2452405,5/10/2002,Fri,48.966,9271.4,0.86406,4.9369,2124.3,47.597,127.87,0.70864,0.30514,1513.6,44.258,3.8,0.44237,9.515,11.3033,2.2084,8.2984,0.037188,0.035817,60.023
2452408,5/13/2002,Mon,48.972,9275.6,0.86469,4.9127,2125.9,47.734,127.67,0.70918,0.30591,1514.7,44.291,3.7998,0.44434,9.4902,11.3166,2.196,8.2888,0.038023,0.034941,60.027
2452409,5/14/2002,Tue,48.966,9277.4,0.87292,4.889,2146.1,47.708,128.68,0.70791,0.30576,1514,44.712,3.7996,0.44644,9.5153,11.3766,2.1934,8.3706,0.036873,0.034282,60.085
2452410,5/15/2002,Wed,48.989,9261.3,0.86801,4.879,2134.1,47.691,127.92,0.70705,0.30509,1513.4,44.46,3.8004,0.4429,9.4641,11.3652,2.1797,8.3248,0.036805,0.035499,60.073
2452411,5/16/2002,Thu,48.995,9253.6,0.86477,4.8795,2126.1,47.712,128.17,0.70859,0.30576,1514.1,44.295,3.8001,0.44397,9.4909,11.364,2.1798,8.2912,0.038895,0.035714,60.07
2452412,5/17/2002,Fri,48.996,9072.9,0.85539,4.8733,2103,47.764,126,0.70703,0.30415,1512.4,43.814,3.8,0.44007,9.48,11.2256,2.1566,8.1999,0.039293,0.035474,60.086
2452416,5/21/2002,Tue,48.956,9048.2,0.85644,4.8646,2105.6,47.862,123.81,0.70772,0.30418,1513.1,43.868,3.7999,0.44113,9.5127,11.2441,2.14,8.1906,0.040016,0.036563,60.086
2452417,5/22/2002,Wed,48.964,9088.8,0.84993,4.87,2089.6,47.874,124.15,0.70915,0.3051,1513.4,43.534,3.8001,0.44112,9.5226,11.179,2.1142,8.0715,0.041118,0.037023,60.023
2452418,5/23/2002,Thu,49.025,8967.8,0.85292,4.9056,2096.9,47.87,124.84,0.70786,0.30484,1513.3,43.687,3.8005,0.44171,9.5308,11.218,2.105,8.0711,0.041649,0.037594,60.02
2452419,5/24/2002,Fri,48.973,8975.4,0.85412,4.9051,2099.9,47.856,124.72,0.70874,0.30512,1512.9,43.749,3.7999,0.44206,9.5626,11.2029,2.1222,8.0736,0.042088,0.037467,60.023
2452422,5/27/2002,Mon,48.963,8973.7,0.85528,4.9041,2102.8,47.87,124.78,0.70314,,1513.3,43.809,3.8001,,9.5787,11.2007,2.1224,8.0636,0.042517,,60.035
2452423,5/28/2002,Tue,48.966,8845.1,0.84815,4.9553,2085.2,47.862,124.37,0.70777,0.3045,1513.1,43.443,3.7999,0.43936,9.5638,11.1449,2.0982,7.9491,0.040469,0.039872,60.031
2452424,5/29/2002,Wed,48.966,8870.5,0.84683,4.9535,2082,47.92,124.35,0.70823,0.3045,1513.3,43.376,3.8004,0.43794,9.6093,11.1122,2.0959,7.9431,0.041357,0.039002,60.086
2452425,5/30/2002,Thu,48.975,8866.5,0.84015,4.9465,2065.5,47.946,123.05,0.70786,0.30414,1514.1,43.033,3.7996,0.43701,9.7082,11.0671,2.0935,7.9353,0.042158,0.040355,60.082
2452426,5/31/2002,Fri,49.005,8679,0.84333,4.9211,2073.4,47.922,124.13,0.708,0.3046,1513.4,43.196,3.7998,0.4385,9.6372,11.1091,2.0856,8.0016,0.041894,0.039417,60.067
2452429,6/3/2002,Mon,49.021,8536.3,0.83849,4.929,2061.5,48.241,123.68,0.70823,0.3042,1514.4,42.948,3.8,0.43664,9.6404,11.0725,2.0565,7.9212,,0.039841,60.086
2452430,6/4/2002,Tue,49.018,8632.2,0.83465,4.9431,2052,47.954,123.35,0.7068,0.30378,1513.8,42.752,3.7998,0.43566,9.6764,11.0238,2.0339,7.892,,0.039495,60.083
2452431,6/5/2002,Wed,48.998,8925,0.8387,4.9647,2062,46.821,124.41,0.70916,0.3049,1484,42.959,3.7998,0.43771,9.7343,11.0678,2.0553,7.8723,0.043122,0.039968,60.082
2452432,6/6/2002,Thu,48.962,9068,0.83272,4.9773,2047.3,48.307,124.33,0.70763,0.30394,1514.2,42.653,3.7999,0.43487,9.7674,11.0014,2.0376,7.8469,0.043879,0.040177,60.122
2452433,6/7/2002,Fri,49.002,8908.7,0.83365,5.0108,2049.6,48.317,124.46,0.70768,0.30396,1513.5,42.7,3.8003,0.4353,9.7413,11.0158,2.0461,7.8822,0.043497,0.040453,60.114
2452436,6/10/2002,Mon,48.965,8738.6,0.83369,4.9597,2049.7,48.048,124.59,0.70427,0.30388,1515.2,42.703,3.8004,0.43485,9.6912,11.0251,2.0493,7.8751,0.043802,0.041254,60.125
2452437,6/11/2002,Tue,48.956,8789.7,0.83374,4.9603,2049.8,48.029,125.61,0.7056,0.30426,1514.2,42.705,3.7999,0.43397,9.6621,11.0107,2.0485,7.864,0.044703,0.041305,60.133
2452438,6/12/2002,Wed,48.955,8728.4,0.83135,4.9796,2043.9,48.041,125.63,0.70509,0.30434,1512.9,42.582,3.7997,0.43486,9.7228,10.9886,2.0285,7.8418,0.043309,0.040339,60.125
2452439,6/13/2002,Thu,48.994,8746.6,0.83451,4.9514,2051.7,48.02,125.14,0.705,0.304,1514.3,42.745,3.8001,0.435,9.6333,11.0114,2.0354,7.8621,0.042158,0.039154,60.133
2452440,6/14/2002,Fri,48.973,8659.2,0.8336,4.968,2049.5,48.012,124.36,0.70701,0.30497,1514.1,42.698,3.8,0.43544,9.6633,11.0085,2.0683,7.88,0.041719,0.03861,60.124
2452443,6/17/2002,Mon,48.965,8692.7,0.83397,4.9308,2050.4,48.018,124.35,0.70459,0.30372,1506.1,42.717,3.7999,0.43405,9.6046,11.0128,2.0672,7.8543,0.040502,0.038491,60.066
2452444,6/18/2002,Tue,48.941,8674.7,0.83037,4.9475,2041.5,47.993,124.53,0.70836,0.30332,1513.5,42.533,3.8004,0.43121,9.6326,10.9822,2.0555,7.8024,0.040584,0.039432,60.129
2452445,6/19/2002,Wed,48.887,8611.2,0.82526,4.9595,2028.9,48.038,124.06,0.70528,0.30322,1513.9,42.271,3.8003,0.43037,9.6883,10.9397,2.0519,7.7224,0.040241,0.039108,60.117
2452446,6/20/2002,Thu,48.895,8603.4,0.81635,4.985,2007,47.985,123.32,0.71063,0.304,1513,41.814,3.8,0.42868,9.7853,10.8303,2.0348,7.6341,0.04095,0.039032,60.031
2452447,6/21/2002,Fri,48.892,8653.4,0.81132,4.9658,1994.7,47.975,121.24,0.7111,0.3037,1512.9,41.557,3.7999,0.42796,9.9608,10.7861,2.0132,7.6074,0.041425,0.0392,60.079
2452450,6/24/2002,Mon,48.866,8569.5,0.80475,4.9423,1978.5,48.014,121.27,0.70296,0.30212,1514.1,41.22,3.7996,0.42517,9.9202,10.727,2.0202,7.5575,0.040016,0.038008,60.071
2452451,6/25/2002,Tue,48.882,8646,0.81233,4.8914,1997.2,48.235,121.89,0.70802,0.3038,1513.9,41.609,3.8004,0.42632,9.8111,10.7999,2.0387,7.5895,0.039494,0.038373,60.028
2452452,6/26/2002,Wed,48.819,8689.7,0.80142,4.8523,1970.3,48.224,119.84,0.70579,0.30234,1520.4,41.05,3.7998,0.42277,9.9718,10.6641,2.0639,7.517,0.040404,0.037495,60.059
2452453,6/27/2002,Thu,48.805,8634.3,0.79674,4.8321,1958.8,47.916,119.36,0.7043,0.3013,1511,40.81,3.8003,0.42028,9.967,10.6408,2.0389,7.4876,0.039386,0.037355,60.032
2452454,6/28/2002,Fri,48.864,8728.2,0.79887,4.7549,1964.1,48.183,119.85,0.70588,0.30208,1519.4,40.919,3.7996,0.42033,9.9718,10.665,2.0531,7.522,0.039479,0.037327,60.004
2452458,7/2/2002,Tue,48.785,8820.8,0.80089,4.7673,1969,48.011,120.2,0.70509,0.30184,1514,41.023,3.7998,0.42086,9.9608,10.6713,2.0489,7.4841,0.039002,0.037272,60.15
2452459,7/3/2002,Wed,48.788,8941.5,0.80209,4.7677,1972,48.014,119.77,0.70357,0.30139,1514.1,41.084,3.7997,0.42214,9.9674,10.6848,2.0433,7.4622,0.039078,0.037286,60.079
2452460,7/4/2002,Thu,48.809,8856.1,0.80495,4.7938,1979,48.481,120.17,0.70517,,1513.9,41.231,3.7999,,9.9487,10.7065,2.0623,7.4883,0.0392,,60.082
2452461,7/5/2002,Fri,48.812,8859.9,0.80978,4.8072,1990.9,48,120.18,0.70528,0.30232,1513.7,41.478,3.8003,0.42467,9.8955,10.7544,2.0568,7.5032,0.038835,,60.114
2452464,7/8/2002,Mon,48.79,8893.6,0.79806,4.7839,1962.1,48.297,118.65,0.70384,0.30041,1515.5,40.877,3.8001,0.41951,9.9269,10.6573,2.0378,7.4005,0.039872,0.038256,60.134
2452465,7/9/2002,Tue,48.773,8908.2,0.79222,4.7414,1947.7,48.01,117.8,0.71012,0.30178,1514,40.578,3.8002,0.41866,9.8658,10.5828,2.0289,7.3515,0.040161,0.038226,60.119
2452466,7/10/2002,Wed,48.777,8888.3,0.79626,4.7114,1957.7,48.067,117.93,0.70491,0.30126,1515.8,40.785,3.7998,0.41924,9.8312,10.6287,2.0374,7.3746,0.03873,0.037411,60.028
2452467,7/11/2002,Thu,48.766,9113.8,0.7933,4.7326,1950.4,47.995,116.66,0.70463,0.30114,1513.5,40.634,3.8003,0.41858,9.8004,10.5915,2.0629,7.3562,0.038715,0.037023,60.063
2452468,7/12/2002,Fri,48.748,9054.4,0.79515,4.7156,1954.9,48.102,116.69,0.70376,0.30067,1516.9,40.729,3.7999,0.41836,9.7217,10.6117,2.0637,7.4066,0.0383,0.03639,59.773
2452471,7/15/2002,Mon,48.796,9038.8,0.78192,4.6762,1922.4,48.298,116.05,0.70427,0.30029,1513.9,40.051,3.7997,0.41427,9.7562,10.4959,2.0603,7.3346,0.038226,0.036724,59.651
2452472,7/16/2002,Tue,48.786,9028.2,0.7808,4.685,1919.6,48.429,115.68,0.70821,0.30007,1516.5,39.993,3.7999,0.41234,9.7324,10.455,2.0574,7.326,0.03855,0.036127,59.65
2452473,7/17/2002,Wed,48.767,8948.3,0.78082,4.6569,1919.7,48.362,116.23,0.70436,0.30013,1512.6,39.994,3.8003,0.41362,9.6556,10.4701,2.072,7.329,0.038182,0.035868,59.678
2452474,7/18/2002,Thu,48.756,8874.1,0.78265,4.6621,1924.2,48.192,117.16,0.70855,0.30042,1513,40.088,3.8004,0.41373,9.6446,10.4685,2.0701,7.3599,0.037425,0.036364,59.572
2452475,7/19/2002,Fri,48.702,8791.4,0.77537,4.6635,1906.3,48.022,115.72,0.70454,0.2999,1513.9,39.715,3.7997,0.41143,9.7127,10.4093,2.0497,7.3297,0.037922,0.035932,59.632
2452478,7/22/2002,Mon,48.686,8840.9,0.77984,4.6323,1917.3,48.009,116.21,0.7013,0.29873,1512,39.945,3.7997,0.41163,9.6347,10.457,2.0667,7.4485,0.038911,0.03758,59.617
2452479,7/23/2002,Tue,48.674,9020,0.79294,4.6784,1949.5,48.039,117.32,0.70189,0.29977,1514.4,40.615,3.8,0.41735,9.6133,10.594,2.0913,7.6109,0.038986,0.03758,59.656
2452480,7/24/2002,Wed,48.657,9057.5,0.79194,4.6947,1947,48.136,116.33,0.711,0.30346,1514.3,40.564,3.8003,0.42085,9.7044,10.5914,2.1396,7.6579,0.039324,0.037341,59.517
2452481,7/25/2002,Thu,48.657,8986.3,0.78751,4.7425,1936.1,48.126,116.87,0.70581,0.30084,1514,40.337,3.8004,0.41497,9.7375,10.5473,2.1419,7.5861,0.039432,0.037495,59.523
2452482,7/26/2002,Fri,48.666,9170.5,0.79711,4.7443,1959.7,48.231,118.78,0.70411,0.30072,1515.8,40.829,3.8,0.41857,9.7571,10.6334,2.1609,7.6311,0.039841,0.037665,59.531
2452485,7/29/2002,Mon,48.705,9248.2,0.80476,4.7256,1978.6,47.939,119.84,0.70522,0.3017,1507.6,41.221,3.8003,0.42103,9.7049,10.7098,2.1344,7.6993,0.039683,0.037679,59.53
2452486,7/30/2002,Tue,48.688,9093.1,0.79719,4.7099,1959.9,48.132,119.89,0.70455,0.30141,1505.6,40.833,3.7998,0.41903,9.7466,10.6507,2.1247,7.5304,0.038536,0.036456,59.385
2452487,7/31/2002,Wed,48.688,9053.1,0.80401,4.6804,1976.7,48.11,119.74,0.70558,0.30195,1512,41.182,3.8002,0.42125,9.8038,10.6975,2.1314,7.6205,0.038052,0.03701,60.148
2452488,8/1/2002,Thu,48.633,9172.8,0.79986,4.7075,1966.5,48.224,119.09,0.70283,0.30057,1512.4,40.97,3.8001,0.41831,9.8688,10.6647,2.152,7.6404,0.038775,0.037722,60.155
2452489,8/2/2002,Fri,48.628,9075.4,0.79684,4.7114,1959.1,48.267,119.04,0.70602,0.30164,1513.8,40.815,3.8004,0.41901,9.8401,10.6448,2.1561,7.6209,0.03973,0.037216,59.528
2452493,8/6/2002,Tue,48.68,9104.6,0.817,4.6972,2008.6,48.186,121.15,0.69965,,1511.2,41.848,3.7999,,9.745,10.8462,2.2175,7.8103,0.038926,0.036792,59.518
2452494,8/7/2002,Wed,48.655,9085.1,0.80869,4.7076,1988.2,48.145,120.4,0.7067,0.30293,1511.5,41.422,3.8,0.42472,9.74,10.7611,2.1962,7.7112,0.03891,0.037622,59.518
2452495,8/8/2002,Thu,48.629,8985.2,0.8161,4.6982,2006.4,48.19,121.07,0.70571,0.30271,1512.9,41.802,3.7996,0.42593,9.7437,10.8315,2.194,7.7406,0.0392,0.037495,59.518
2452496,8/9/2002,Fri,48.618,8984.6,0.81066,4.6795,1993.1,48.188,120.15,0.70397,0.30186,1512.8,41.523,3.7997,0.42448,9.7537,10.7766,2.185,7.6735,0.039231,0.037216,59.534
2452499,8/12/2002,Mon,48.595,8842.7,0.80542,4.6762,1980.2,48.242,118.86,0.705,0.302,1514.5,41.255,3.8001,0.4227,9.8437,10.7294,2.1585,7.626,0.039017,0.035919,59.531
2452500,8/13/2002,Tue,48.567,8896.6,0.80462,4.6824,1978.2,48.182,119.06,0.70563,0.30207,1512.6,41.214,3.7996,0.42218,9.9416,10.7247,2.1663,7.5936,0.038299,0.035273,59.536
2452501,8/14/2002,Wed,48.584,8791.6,0.79812,4.6853,1962.2,48.213,116.52,0.70581,0.30195,1513.6,40.881,3.8001,0.42259,9.9675,10.6601,2.1603,7.5417,0.037779,0.035474,59.434
2452502,8/15/2002,Thu,48.587,8853.4,0.80218,4.6583,1972.2,48.136,117.26,0.70405,0.30119,1511.2,41.089,3.7996,0.42113,9.9185,10.6872,2.141,7.5751,0.037509,0.034495,59.428
2452503,8/16/2002,Fri,48.556,8814.1,0.8006,4.6654,1968.3,48.22,117.55,0.70473,0.30148,1513.8,41.008,3.7996,0.42094,9.8553,10.671,2.1409,7.5149,0.03659,0.0342,59.432
2452506,8/19/2002,Mon,48.563,8825.8,0.80551,4.6247,1980.4,48.371,118.55,0.70392,0.30154,1506.6,41.259,3.8002,0.42285,9.7578,10.7236,2.1427,7.542,0.036443,0.03349,59.418
2452507,8/20/2002,Tue,48.533,8828.7,0.80524,4.6302,1979.7,48.711,118.82,0.7072,0.30315,1509.1,41.245,3.7996,0.42392,9.7852,10.727,2.1332,7.5155,0.036193,0.033201,59.527
2452508,8/21/2002,Wed,48.512,8856.3,0.80428,4.6417,1977.4,48.19,118.53,0.70545,0.30209,1510.6,41.196,3.7999,0.42267,9.7847,10.698,2.1482,7.5409,0.036324,0.032927,59.515
2452509,8/22/2002,Thu,48.507,8844.3,0.81208,4.6619,1996.6,48.353,119.78,0.70355,0.30168,1510.8,41.596,3.8003,0.42463,9.827,10.8022,2.1539,7.6416,0.035958,0.033212,59.526
2452510,8/23/2002,Fri,48.498,8890.3,0.80974,4.6609,1990.8,48.627,119.52,0.70437,0.30193,1510,41.476,3.8002,0.42432,9.8406,10.7668,2.1433,7.6265,0.03635,0.033344,59.518
2452513,8/26/2002,Mon,48.493,8948.8,0.80934,4.6662,1989.8,48.358,119.55,0.70582,0.30265,1512.8,41.455,3.7996,0.42509,9.8178,10.7534,2.1392,7.5882,0.036284,0.034211,59.273
2452514,8/27/2002,Tue,48.485,8868.6,0.80251,4.6607,1973,48.356,118.32,0.70418,0.30135,1512.9,41.105,3.8002,0.42001,9.8415,10.6887,2.1176,7.5267,0.035855,0.034674,59.532
2452515,8/28/2002,Wed,48.453,8861.9,0.80196,4.6656,1971.7,48.538,118.31,0.70514,0.30196,1514.9,41.077,3.8004,0.42148,9.9029,10.6756,2.1302,7.5202,0.036311,0.035323,59.327
2452516,8/29/2002,Thu,48.492,8860.8,0.80133,4.6636,1970.1,48.485,118.34,0.70577,0.30203,1511.8,41.045,3.8,0.42026,9.9142,10.6742,2.1343,7.5193,0.036887,0.034686,59.319
2452517,8/30/2002,Fri,48.473,8857.4,0.80286,4.6632,1973.9,48.457,118.75,0.70505,0.30182,1510.9,41.123,3.8003,0.41973,9.9167,10.6994,2.1355,7.5346,0.036284,0.034518,59.319
2452521,9/3/2002,Tue,48.451,8831.3,0.79087,4.6972,1944.4,48.471,117.14,0.70573,0.30141,1512.1,40.509,3.8003,0.41523,9.9827,10.5735,2.1385,7.4762,0.037622,0.036023,59.324
2452522,9/4/2002,Wed,48.432,8849.2,0.79349,4.7306,1950.8,48.544,118,0.7045,0.30109,1515.6,40.644,3.7999,0.41611,10.0147,10.6046,2.1465,7.4621,0.036617,0.035361,59.33
2452523,9/5/2002,Thu,48.445,8854.2,0.79451,4.7376,1953.3,48.501,118.32,0.70289,0.3004,1512.3,40.696,3.8002,0.41446,10.0013,10.6107,2.1422,7.4487,0.036311,0.034412,59.319
2452524,9/6/2002,Fri,48.523,8883,0.79984,4.7361,1966.5,48.402,118.5,0.70649,0.30214,1511.2,40.969,3.8002,0.42079,9.958,10.6571,2.1251,7.4697,0.035261,0.033887,59.332
2452527,9/9/2002,Mon,48.471,8845.2,0.80211,4.7356,1972,48.628,118.86,0.70986,0.30217,1503.2,41.085,3.8,0.42091,9.9656,10.6794,2.1292,7.5017,0.03488,0.033557,59.236
2452528,9/10/2002,Tue,48.474,8881.4,0.80765,4.7593,1985.7,48.666,119.77,0.70882,0.30182,1512.5,41.369,3.7999,0.42159,9.9557,10.7377,2.1261,7.5723,0.034578,0.033761,59.231
2452529,9/11/2002,Wed,48.432,8901.1,0.80924,4.7426,1989.6,48.638,120.56,0.70676,0.30114,1512.9,41.45,3.8,0.42037,9.9715,10.7616,2.1233,7.5928,0.034868,0.033591,59.229
2452530,9/12/2002,Thu,48.423,8903.9,0.80686,4.7325,1983.7,48.627,120.62,0.70837,0.30163,1512.5,41.328,3.7998,0.41893,9.9742,10.7524,2.1076,7.5328,0.036023,0.034542,59.226
2452531,9/13/2002,Fri,48.418,8958.8,0.80831,4.7349,1987.3,48.594,121.53,0.7103,0.30305,1513,41.403,3.7999,0.42347,9.9604,10.7432,2.1072,7.5402,0.035051,0.033523,59.234
2452534,9/16/2002,Mon,48.321,9042.9,0.80998,4.7394,1991.4,48.474,122.17,0.70913,0.30266,1509.3,41.488,3.8004,0.42418,9.9654,10.7653,2.1233,7.5465,0.035236,0.034317,60.148
2452535,9/17/2002,Tue,48.397,9075.9,0.81321,4.7281,1999.3,48.531,122.63,0.70792,0.30214,1512.6,41.653,3.7998,0.42326,9.9509,10.7943,2.1269,7.5777,0.036023,0.034388,59.235
2452536,9/18/2002,Wed,48.375,8996,0.80428,4.7906,1977.4,48.572,121.47,0.7112,0.30324,1513.4,41.196,3.7996,0.42281,10.0082,10.7052,2.1227,7.4967,0.035199,0.033818,59.233
2452537,9/19/2002,Thu,48.385,9037.4,0.80158,4.784,1970.7,48.479,121.44,0.70928,,1513.6,41.058,3.8002,,10.0801,10.6755,2.104,7.4668,0.035149,0.03391,59.228
2452538,9/20/2002,Fri,48.415,9040.2,0.80039,4.8148,1967.8,48.458,123.17,0.70846,0.30207,1513,40.997,3.8004,0.41998,10.2476,10.6644,2.1228,7.494,0.034953,0.033727,59.135
2452541,9/23/2002,Mon,48.396,9054.3,0.80168,4.8456,1971,48.555,123.89,0.71021,0.30302,1508.9,41.063,3.7998,0.42202,10.3494,10.6844,2.1274,7.4811,0.03406,0.032415,59.123
