Jul.Day,YYYY/MM/DD,Wdy,INR/USD,IDR/USD,IEP/USD,ILS/USD,ITL/USD,JMD/USD,JPY/USD,JOD/USD,KWD/USD,LBP/USD,LUF/USD,MYR/USD,MTL/USD,MXN/USD,MAD/USD,NZD/USD,NOK/USD,XCB/USD,XCT/USD,PKR/USD
2451183,1/4/1999,Mon,42.551,7849,0.66328,4.1285,1630.7,37.045,112.15,0.70859,0.30154,1501.8,33.974,3.7996,0.37555,9.8281,9.2224,1.8737,7.4966,0.091408,0.080515,51.15
2451184,1/5/1999,Tue,42.539,7708.1,0.66962,4.0946,1646.3,37.089,111.1,0.70859,0.30144,1508.1,34.299,3.7998,0.37555,9.7995,9.2395,1.8622,7.4505,0.097087,0.083056,50.935
2451185,1/6/1999,Wed,42.496,7904.3,0.67679,4.0687,1663.9,37.072,112.71,0.70813,0.30144,1507.4,34.666,3.7995,0.3753,9.7754,9.2656,1.857,7.4399,0.093721,0.077882,51.024
2451186,1/7/1999,Thu,42.478,7803.1,0.67458,4.0662,1658.5,37.065,111.65,0.70828,,1507.1,34.553,3.7994,,9.8233,9.2692,1.8502,7.4253,0.090253,0.076982,50.766
2451187,1/8/1999,Fri,42.502,7828.1,0.68152,4.0828,1675.6,37.134,111.53,0.7096,,1509.9,34.908,3.7989,,9.8025,9.3311,1.8502,7.3974,0.08547,0.07657,49.803
2451190,1/11/1999,Mon,42.501,7801.5,0.68278,4.0555,1678.6,37.207,108.88,0.70855,0.30152,1506.8,34.973,3.7996,0.37743,9.9524,9.3703,1.8279,7.4141,0.08285,0.07446,51.044
2451191,1/12/1999,Tue,42.504,7901.8,0.68159,4.0551,1675.7,37.808,112.1,0.70635,0.30058,1503.3,34.912,3.7998,0.38184,10.0862,9.3546,1.8268,7.4257,0.08489,0.077459,50.397
2451192,1/13/1999,Wed,42.478,8529.6,0.67324,4.0965,1655.2,37.956,113.41,0.71092,0.30293,1508.3,34.484,3.7992,0.38431,10.5507,9.2598,1.8459,7.4612,0.091743,0.081103,50.909
2451193,1/14/1999,Thu,42.496,8479.1,0.6739,4.0719,1656.8,37.818,113.26,0.70638,0.3006,1506.2,34.518,3.7997,0.38185,10.5667,9.2779,1.8529,7.4695,0.09009,0.081766,51.001
2451194,1/15/1999,Fri,42.444,8261.4,0.67941,4.0899,1670.4,37.832,114.14,0.71085,0.30207,1506.8,34.8,3.7992,0.38373,10.2853,9.3195,1.8495,7.4848,0.091158,0.0819,50.761
2451197,1/18/1999,Mon,42.495,8366.1,0.67874,4.0514,1668.7,37.873,114.39,0.70901,0.30232,1509.4,34.766,3.7997,0.38328,10.2301,9.3256,1.8604,7.4351,0.092507,,50.76
2451198,1/19/1999,Tue,42.494,8417.7,0.67869,4.0589,1668.6,37.899,113.74,0.70427,0.30029,1511,34.763,3.7951,0.37624,10.2671,9.3566,1.864,7.4407,0.089365,0.08244,50.756
2451199,1/20/1999,Wed,42.499,8318.1,0.68046,4.053,1673,37.769,113.35,0.70887,0.30206,1504.2,34.854,3.7953,0.3793,10.2031,9.3565,1.8508,7.4404,0.092166,0.084602,50.76
2451200,1/21/1999,Thu,42.494,8517,0.68022,4.0853,1672.4,37.756,113.77,0.71151,0.30318,1503.7,34.842,3.7991,0.38011,10.2729,9.3177,1.8447,7.4579,0.089767,0.080321,50.507
2451201,1/22/1999,Fri,42.504,8719.7,0.67992,4.0812,1671.6,37.777,114.64,0.70853,0.3017,1504.6,34.826,3.7955,0.37685,10.1934,9.3288,1.8633,7.4621,0.089047,0.079239,50.509
2451204,1/25/1999,Mon,42.518,9204,0.6808,4.0833,1673.8,37.792,113.79,0.70616,0.30169,1505.2,34.871,3.7995,0.37718,10.2262,9.343,1.8709,7.4459,0.089206,0.08058,50.976
2451205,1/26/1999,Tue,42.467,9001.7,0.68042,4.0813,1672.8,37.807,114.05,0.70928,0.30302,1507.3,34.852,3.7998,0.37855,10.2239,9.3442,1.8654,7.4452,0.092251,0.082237,51.275
2451206,1/27/1999,Wed,42.478,9027,0.68614,4.0868,1686.9,37.808,115.64,0.70933,0.30304,1507.3,35.145,3.7951,0.38007,10.1719,9.3639,1.8657,7.4691,0.090662,0.080645,51.202
2451207,1/28/1999,Thu,42.495,9009.1,0.69126,4.1099,1699.5,37.838,116.31,0.71274,0.3051,1508,35.407,3.7998,0.38411,10.1801,9.4489,1.8712,7.5135,0.089767,0.079872,51.174
2451208,1/29/1999,Fri,42.498,8794.4,0.69243,4.1062,1702.4,37.657,115.95,0.70631,0.30178,1500.8,35.467,3.7999,0.37909,10.1508,9.433,1.855,7.5182,0.088183,0.078064,51.012
2451211,2/1/1999,Mon,42.502,8748,0.69679,4.0812,1713.1,37.791,115.06,0.70795,0.30368,1506.1,35.691,3.7947,0.38338,10.1167,9.4511,1.8406,7.5533,0.092507,0.080906,51.132
2451212,2/2/1999,Tue,42.504,8582.2,0.69525,4.0829,1709.3,36.808,112.11,0.70583,0.3006,1506.8,35.612,3.7997,0.38287,10.1022,9.4401,1.8331,7.5881,0.096246,0.0819,51.317
2451213,2/3/1999,Wed,42.44,8329.2,0.69462,4.0837,1707.8,36.819,112.44,0.70989,0.30218,1507.3,35.579,3.7996,0.38148,10.1163,9.4528,1.8179,7.6165,0.092764,0.080515,51.336
2451214,2/4/1999,Thu,42.469,8598.2,0.69647,4.0798,1712.3,36.792,112.02,0.71019,0.30331,1506.2,35.674,3.7995,0.38164,10.1165,9.4806,1.806,7.6378,0.095969,0.083752,51.525
2451215,2/5/1999,Fri,42.448,8599.8,0.698,4.0896,1716.1,36.799,113.14,0.70757,0.30219,1506.5,35.753,3.7993,0.38023,10.08,9.4584,1.8146,7.6612,0.098232,0.084388,51.517
2451218,2/8/1999,Mon,42.442,8850.9,0.69716,4.1049,1714,37.704,114.34,0.70724,0.30205,1506.6,35.709,3.7997,0.38853,10.0786,9.5237,1.7854,7.6405,0.100301,0.085837,49.903
2451219,2/9/1999,Tue,42.444,8746.7,0.69676,4.0831,1713,37.709,114.42,0.708,0.30237,1506.9,35.689,3.7995,0.38895,10.0688,9.4806,1.8021,7.6574,0.102354,0.085763,50.737
2451220,2/10/1999,Wed,42.429,8477.2,0.69513,4.075,1709,37.821,114.44,0.7109,0.30371,1507.8,35.605,3.7993,0.39055,10.064,9.4525,1.8138,7.6394,0.101215,0.084175,50.99
2451221,2/11/1999,Thu,42.458,8562.8,0.69678,4.0739,1713.1,37.646,114.71,0.70729,0.30207,1506.2,35.69,3.7994,0.38856,10,9.4901,1.8132,7.632,0.101833,0.083752,51.363
2451222,2/12/1999,Fri,42.498,8652.2,0.69803,4.0568,1716.1,37.71,114.34,0.70976,0.30312,1502.4,35.754,3.7996,0.38992,9.9341,9.4857,1.8199,7.6167,0.100301,0.084034,51.047
2451225,2/15/1999,Mon,42.45,8581.9,0.70023,4.0681,1721.6,37.73,115.62,0.70657,,1503.2,35.867,3.7952,,9.9256,9.5329,1.8291,7.6448,,,51.105
2451226,2/16/1999,Tue,42.467,8600.6,0.70374,4.0451,1730.2,37.813,118.07,0.71137,0.30452,1506.5,36.047,3.7952,0.3908,9.9173,9.551,1.8574,7.7294,0.1002,0.087873,51.177
2451227,2/17/1999,Wed,42.449,8645.3,0.70123,4.05,1724,37.789,118.99,0.71061,0.30429,1505.6,35.918,3.7947,0.39038,9.8833,9.5133,1.8576,7.7443,0.099108,0.087032,51.206
2451228,2/18/1999,Thu,42.461,8746.9,0.70172,4.0684,1725.2,37.738,119.82,0.70914,0.30366,1503.5,35.943,3.7992,0.38958,9.8804,9.5259,1.8553,7.7935,0.100705,0.083542,51.276
2451229,2/19/1999,Fri,42.422,8774.3,0.71129,4.0663,1748.8,37.749,120.97,0.71081,0.30458,1504,36.433,3.795,0.3905,9.9353,9.5901,1.8465,7.8313,0.097182,0.084818,51.248
2451232,2/22/1999,Mon,42.378,8760.1,0.71358,4.0663,1754.4,37.8,120.32,0.70985,0.30507,1506,36.55,3.799,0.38997,9.9257,9.6443,1.844,7.8366,0.097656,0.083542,51.278
2451233,2/23/1999,Tue,42.433,8730.1,0.71634,4.0569,1761.2,37.722,121.38,0.71043,0.30458,1502.9,36.692,3.7994,0.39174,9.9508,9.6805,1.8614,7.8851,0.094518,0.080386,51.183
2451234,2/24/1999,Wed,42.55,8720,0.71761,4.0514,1764.3,37.73,121.94,0.70948,0.30438,1504.2,36.757,3.7997,0.39321,9.9377,9.6497,1.8822,7.904,0.093985,0.080064,51.147
2451235,2/25/1999,Thu,42.57,8703.2,0.71149,4.0498,1749.2,37.779,119.22,0.70821,0.30393,1506.1,36.443,3.7994,0.39081,9.9847,9.6457,1.8971,7.8545,0.092251,0.079302,51.197
2451236,2/26/1999,Fri,42.703,8707.4,0.71642,4.0489,1761.4,37.619,118.6,0.71131,0.30482,1499.7,36.696,3.7999,0.3922,9.9302,9.669,1.9026,7.9129,0.094518,0.081235,51.237
2451239,3/1/1999,Mon,42.515,8813.2,0.72313,4.0481,1777.9,38.025,119.82,0.71265,0.30498,1515.9,37.039,3.7997,0.39456,9.9083,9.6815,1.9089,7.9566,0.095057,0.081433,51.328
2451240,3/2/1999,Tue,42.458,8704.7,0.72062,4.0523,1771.7,37.466,120.44,0.71106,0.3043,1504.7,36.911,3.7991,0.39288,9.9542,9.7063,1.8929,7.9167,0.096062,0.078989,51.23
2451241,3/3/1999,Wed,42.535,8604.8,0.72342,4.045,1778.6,37.531,121.67,0.71173,0.3048,1507.3,37.054,3.7994,0.39403,9.9544,9.7199,1.8868,7.9448,0.092507,0.077399,51.104
2451242,3/4/1999,Thu,42.502,8848.4,0.72756,4.0451,1788.8,37.609,123.51,0.71275,0.30542,1506,37.266,3.7993,0.39612,9.9439,9.7345,1.8935,7.9448,0.089286,0.075075,50.898
2451243,3/5/1999,Fri,42.511,8779.6,0.72632,4.0373,1785.7,37.487,122.52,0.71038,0.30482,1505.6,37.203,3.7996,0.39478,9.875,9.7858,1.8807,7.9124,0.090744,0.075019,50.882
2451246,3/8/1999,Mon,42.392,8798.3,0.72249,4.0295,1776.3,37.348,121.73,0.70863,0.30444,1499.6,37.007,3.7992,0.39439,9.8345,9.7023,1.8782,7.8605,0.087032,0.073368,50.89
2451247,3/9/1999,Tue,42.478,8853.7,0.72434,4.0279,1780.8,36.535,121.35,0.71092,0.30474,1487.6,37.102,3.7999,0.3938,9.7928,9.7113,1.8709,7.8555,0.088889,0.072569,49.475
2451248,3/10/1999,Wed,42.449,8994,0.71854,4.0156,1766.6,36.534,119.8,0.70979,0.30514,1503.6,36.804,3.7955,0.39254,9.7874,9.7002,1.8682,7.7989,0.08726,0.067843,49.509
2451249,3/11/1999,Thu,42.421,9338.7,0.72142,4.0161,1773.6,36.523,119.69,0.70742,0.30412,1503.1,36.952,3.7996,0.39123,9.7409,9.7284,1.8715,7.7957,0.084317,0.06993,49.609
2451250,3/12/1999,Fri,42.446,9158.6,0.71935,4.0174,1768.6,36.554,119.05,0.709,0.3045,1503.4,36.846,3.799,0.3924,9.7554,9.6811,1.8957,7.7944,0.081301,0.068918,49.797
2451253,3/15/1999,Mon,42.431,8607.6,0.72053,4.0229,1771.5,36.552,117.77,0.70956,0.30454,1496.2,36.907,3.7998,0.39311,9.68,9.6555,1.8784,7.8374,0.082169,0.069061,50.781
2451254,3/16/1999,Tue,42.423,8724.2,0.72148,4.0372,1773.8,36.694,117.76,0.70946,0.3049,1494.7,36.955,3.7994,0.39176,9.6679,9.7171,1.8889,7.8264,0.082576,0.068493,50.512
2451255,3/17/1999,Wed,42.423,8700,0.71484,4.0225,1757.5,36.75,118.24,0.70923,0.3044,1502,36.615,3.7995,0.39143,9.68,9.6616,1.8969,7.7598,0.07722,0.066181,50.488
2451256,3/18/1999,Thu,42.426,8913.3,0.71643,4.0214,1761.4,36.512,117.53,0.70937,0.30436,1484,36.696,3.7992,0.39191,9.6428,9.6183,1.8794,7.6908,0.074906,0.066181,49.842
2451257,3/19/1999,Fri,42.41,8763,0.72087,4.0226,1772.3,36.416,117.01,0.70891,0.30376,1495.7,36.924,3.7996,0.39295,9.6763,9.6701,1.8828,7.7232,0.076046,0.065531,49.993
2451260,3/22/1999,Mon,42.403,8898.4,0.72136,4.0262,1773.5,36.667,118.1,0.71089,0.30511,1506,36.949,3.7998,0.39415,9.7163,9.6727,1.873,7.7401,0.074794,0.064977,50.435
2451261,3/23/1999,Tue,42.407,8742.4,0.72129,4.0308,1773.3,38.319,118.05,0.70825,0.30408,1508.3,36.945,3.799,0.39188,9.6682,9.6993,1.8633,7.7207,0.073314,0.065104,50.462
2451262,3/24/1999,Wed,42.423,8823.1,0.72093,4.0319,1772.4,38.314,117.31,0.70707,0.30347,1502.5,36.927,3.7996,0.39183,9.6901,9.6404,1.8535,7.7521,0.074794,0.065876,50.585
2451263,3/25/1999,Thu,42.409,,0.72439,4.0684,1781,,117.98,0.71027,0.30484,,37.104,3.7992,0.39571,9.6437,9.6994,1.8599,7.6738,0.074074,0.063857,50.374
2451264,3/26/1999,Fri,42.404,8801.9,0.73298,4.0563,1802.1,38.309,120.21,0.70895,0.30428,1507.9,37.544,3.7996,0.39637,9.5906,9.7828,1.8663,7.801,0.071582,0.061881,50.196
2451267,3/29/1999,Mon,42.405,8824.8,0.73481,4.0358,1806.6,38.108,119.76,0.70783,0.3047,1501.9,37.638,3.7995,0.39625,9.5072,9.803,1.8706,7.7889,0.069735,0.060753,50.202
2451268,3/30/1999,Tue,42.426,,0.73372,4.0376,1803.9,38.122,120.04,0.70937,0.30546,1502.5,37.582,3.7718,0.39801,9.5366,9.7644,1.8843,7.7884,0.068965,0.060024,50.199
2451269,3/31/1999,Wed,42.429,8608.6,0.72862,4.0288,1791.3,38.124,118.37,0.70923,0.3048,1502.5,37.321,3.7996,0.39723,9.5158,9.7556,1.8694,7.7236,0.066578,0.060024,49.957
2451270,4/1/1999,Thu,42.431,8484.7,0.73056,4.0322,1796.1,38.041,120.16,0.70999,0.30573,1499.3,37.42,3.7995,0.39686,9.5229,9.7391,1.8699,7.7521,0.068493,0.06006,50.346
2451274,4/5/1999,Mon,42.404,8695.4,0.73555,4.0448,1808.4,38.28,121.97,0.70735,0.30469,1501.2,37.676,3.7997,0.39907,9.4753,9.7782,1.878,7.7951,,0.059032,50.319
2451275,4/6/1999,Tue,42.698,8634.9,0.72639,4.0468,1785.9,38.146,120.76,0.70872,0.30528,1503.4,37.207,3.7993,0.39644,9.4912,9.8133,1.8856,7.7058,0.068823,0.059559,50.484
2451276,4/7/1999,Wed,42.643,8663,0.73024,4.0393,1795.3,38.167,121.31,0.70999,0.30583,1504.2,37.404,3.7865,0.39746,9.4975,9.7759,1.8797,7.759,0.070721,0.062422,50.713
2451277,4/8/1999,Thu,42.667,8703.5,0.7264,4.0336,1785.9,38.125,120.88,0.70886,0.30524,1508.1,37.207,3.7995,0.39762,9.4927,9.7205,1.8861,7.7744,0.072886,0.062814,50.707
2451278,4/9/1999,Fri,42.658,8705.8,0.73024,4.029,1795.3,38.135,121.03,0.70947,0.3057,1494.9,37.404,3.7996,0.39676,9.5852,9.7659,1.8675,7.7824,0.070872,0.060277,50.658
2451281,4/12/1999,Mon,42.716,,0.72632,4.0318,1785.7,,120.11,0.70995,0.30551,,37.203,3.7991,0.39593,9.5537,9.7152,1.8426,7.722,0.070274,0.060827,50.737
2451282,4/13/1999,Tue,42.758,8700.4,0.73059,4.0295,1796.2,36.577,120.07,0.70867,0.30506,1502.3,37.422,3.7993,0.39641,9.5093,9.7647,1.8481,7.7569,0.06812,0.059773,50.718
2451283,4/14/1999,Wed,42.752,8679.1,0.7306,4.0338,1796.2,36.592,118.86,0.70867,0.30656,1503.9,37.422,3.7997,0.39581,9.5029,9.7448,1.844,7.7352,0.069204,0.060569,50.727
2451284,4/15/1999,Thu,42.806,8684.2,0.73481,4.036,1806.6,36.504,119.05,0.71009,0.30607,1500.3,37.638,3.7994,0.39892,9.5423,9.7674,1.8525,7.7509,0.067476,0.059347,50.372
2451285,4/16/1999,Fri,42.696,8543.9,0.73673,4.0287,1811.3,36.734,117.89,0.71207,0.30692,1507.5,37.736,3.799,0.39972,9.5279,9.8046,1.8329,7.7688,0.065189,0.05767,50.455
2451288,4/19/1999,Mon,42.85,8659.8,0.7423,4.031,1825,36.66,117.95,0.70723,0.30424,1498.3,38.022,3.7996,0.39811,9.3776,9.8316,1.8216,7.7949,0.062461,0.056117,50.583
2451289,4/20/1999,Tue,42.777,8671.2,0.74081,4.0377,1821.3,38.191,118.21,0.70914,0.30516,1504.2,37.945,3.7997,0.39978,9.4034,9.8123,1.8231,7.7862,0.062344,0.056211,50.681
2451290,4/21/1999,Wed,42.803,8644.8,0.74202,4.0487,1824.3,38.228,119.8,0.70976,0.30563,1508.6,38.007,3.7997,0.40093,9.3713,9.8551,1.8271,7.7841,0.062657,0.055402,55.091
2451291,4/22/1999,Thu,42.757,8438.3,0.74306,4.0401,1826.9,37.956,119.83,0.70929,0.30572,1485,38.061,3.7996,0.39876,9.3327,9.8609,1.8258,7.7994,0.061387,0.055494,50.653
2451292,4/23/1999,Fri,42.807,8551.1,0.74066,4.0405,1820.9,38.015,119.26,0.70939,0.30547,1495.1,37.937,3.7993,0.39942,9.2914,9.823,1.8232,7.7993,0.062228,0.055679,50.683
2451295,4/26/1999,Mon,42.808,8536.9,0.74367,4.0688,1828.3,38.142,119.08,0.71044,0.30572,1499.7,38.091,3.7991,0.40081,9.3136,9.8338,1.8264,7.813,0.06398,0.056593,50.564
2451296,4/27/1999,Tue,42.808,8539.4,0.73955,4.1221,1818.2,37.204,120.21,0.70809,0.30511,1500.1,37.88,3.7991,0.39769,9.3287,9.8246,1.8218,7.7821,0.062854,0.056117,50.395
2451297,4/28/1999,Wed,42.81,8550.1,0.74175,4.1359,1823.6,37.06,119.17,0.70996,0.30581,1502,37.993,3.7995,0.40194,9.2862,9.8106,1.813,7.808,0.06105,0.054259,50.6
2451298,4/29/1999,Thu,42.811,8141.2,0.74318,4.1597,1827.1,38.216,119.24,0.71011,0.30578,1502.2,38.066,3.7997,0.40073,9.2653,9.8502,1.7998,7.8016,0.060496,0.053966,50.611
2451299,4/30/1999,Fri,42.795,8056.7,0.74538,4.161,1832.5,38.281,119.38,0.70954,0.30563,1504.8,38.179,3.7998,0.4009,9.2429,9.8553,1.7854,7.8114,0.06079,0.053505,50.717
2451302,5/3/1999,Mon,42.75,7899.8,0.74508,4.136,1831.8,38.209,120.17,0.71086,0.3063,1502,38.164,3.7991,0.40155,9.2625,9.8741,1.7822,7.7984,,0.053107,50.717
2451303,5/4/1999,Tue,42.754,7962.5,0.74342,4.1132,1827.7,37.145,121,0.70919,0.30588,1503.4,38.079,3.7992,0.39851,9.2678,9.8723,1.7892,7.7753,0.058893,0.052798,50.811
2451304,5/5/1999,Wed,42.723,8002.8,0.73431,4.1049,1805.3,37.123,120.93,0.71169,0.30696,1487.5,37.612,3.7996,0.3975,9.3274,9.8113,1.7933,7.72,0.059347,0.052938,50.945
2451305,5/6/1999,Thu,42.748,8094.4,0.73066,4.1049,1796.4,37.176,120.73,0.70983,0.30536,1496.6,37.425,3.7996,0.39466,9.3274,9.7457,1.7752,7.6551,0.060827,0.054855,50.998
2451306,5/7/1999,Fri,42.753,8007.7,0.73023,4.1183,1795.3,37.123,120.82,0.70905,0.30502,1502.5,37.403,3.7996,0.39603,9.3421,9.748,1.7834,7.6471,0.063857,0.054855,50.706
2451309,5/10/1999,Mon,42.756,7744.1,0.72991,4.141,1794.5,37.781,120.74,0.70842,0.30505,1492.8,37.387,3.7993,0.39488,9.2975,9.7574,1.783,7.6145,0.063613,0.05385,50.684
2451310,5/11/1999,Tue,42.717,7764.4,0.73444,4.1545,1805.7,37.282,120.91,0.70949,0.30531,1490,37.619,3.7996,0.39707,9.2525,9.788,1.779,7.6633,0.06566,0.056054,50.786
2451311,5/12/1999,Wed,42.714,7791.1,0.73834,4.1394,1815.2,37.287,120.83,0.71012,0.30578,1490.1,37.818,3.7992,0.39903,9.3223,9.804,1.7841,7.7046,0.067843,0.05734,50.988
2451312,5/13/1999,Thu,42.75,7764.9,0.74131,4.1404,1822.5,37.472,121.66,0.71017,0.306,1504.9,37.97,3.7998,0.39866,9.2633,9.8442,1.7852,7.7162,0.065746,0.055218,50.885
2451313,5/14/1999,Fri,42.776,7776.5,0.73938,4.1003,1817.8,37.528,122.7,0.70808,0.3051,1507.1,37.872,3.7991,0.39748,9.3653,9.7913,1.7921,7.7083,0.065876,0.055432,50.897
2451316,5/17/1999,Mon,42.736,7747.9,0.73799,4.1066,1814.4,37.39,123.13,0.70881,0.30582,1501.6,37.801,3.7989,0.39779,9.3549,9.8204,1.7876,7.6817,0.066756,0.056306,51.024
2451317,5/18/1999,Tue,42.73,7911.9,0.73799,4.083,1814.4,37.266,123.25,0.70605,0.30443,1497.2,37.801,3.7994,0.39654,9.3026,9.802,1.7792,7.699,0.0693,0.058514,50.501
2451318,5/19/1999,Wed,42.713,8042.1,0.73996,4.0936,1819.2,37.387,124.44,0.70784,0.3051,1501.5,37.902,3.7996,0.39765,9.3073,9.8317,1.8109,7.7561,0.069348,0.05963,50.935
2451319,5/20/1999,Thu,42.719,7852.4,0.74076,4.0919,1821.2,37.411,124.11,0.70885,0.30584,1502.5,37.943,3.7991,0.39942,9.3357,9.8435,1.8239,7.7632,0.069252,0.058685,51.016
2451320,5/21/1999,Fri,42.713,7852.2,0.74475,4.1136,1831,37.411,123.9,0.70586,0.30454,1502.4,38.147,3.7998,0.39902,9.3678,9.8748,1.8349,7.7882,0.069013,0.058072,52.69
2451324,5/25/1999,Tue,42.759,,0.74375,4.1319,1828.5,,122.88,0.70528,0.30439,,38.096,3.7996,0.3979,9.5474,9.8502,1.8402,7.7898,0.067981,0.057971,51.784
2451325,5/26/1999,Wed,42.84,8129.1,0.75226,4.129,1849.5,37.535,122.09,0.7103,0.30656,1507.4,38.532,3.7998,0.40444,9.6614,9.4083,1.873,7.8612,0.065876,0.057737,51.9
2451326,5/27/1999,Thu,43.195,8129.1,0.75442,4.1158,1854.8,37.344,121.21,0.70842,0.30635,1507.4,38.642,3.7998,0.40377,9.7431,9.94,1.8674,7.9094,0.066489,0.058207,51.703
2451327,5/28/1999,Fri,43.016,8068,0.75539,4.114,1857.2,37.367,120.85,0.70804,0.30618,1500.7,38.692,3.7997,0.40305,9.7937,9.9191,1.8671,7.9055,0.067797,0.059347,51.685
2451330,5/31/1999,Mon,42.849,8091.8,0.75466,4.1073,1855.4,37.287,121.26,0.70646,,1505.1,38.655,3.7998,,9.6916,9.9328,1.8708,7.8942,,,51.952
2451331,6/1/1999,Tue,42.913,8086.5,0.75392,4.0902,1853.6,37.194,120.71,0.70886,0.30624,1486.3,38.617,3.799,0.40282,9.8115,9.943,1.8908,7.8784,0.070323,0.061312,51.925
2451332,6/2/1999,Wed,42.939,8096.8,0.76019,4.0853,1869,37.218,121.12,0.70905,0.30652,1487.4,38.938,3.799,0.40533,9.7632,9.9804,1.865,7.949,0.070028,0.060205,51.952
2451333,6/3/1999,Thu,42.913,8080.3,0.76116,4.0983,1871.4,37.165,121.6,0.70862,0.30643,1485.2,38.988,3.7997,0.40568,9.6547,9.9811,1.904,7.9622,0.070126,0.059488,51.979
2451334,6/4/1999,Fri,42.923,8034.3,0.7624,4.0962,1874.4,37.232,121.97,0.70876,0.3064,1488,39.051,3.7996,0.40486,9.6122,10.0252,1.878,7.9615,0.065746,0.057604,51.714
2451337,6/7/1999,Mon,42.995,7963.7,0.76477,4.0928,1880.2,37.274,121.33,0.71166,0.30765,1489.6,39.172,3.7993,0.40652,9.491,10.0752,1.8807,7.9536,0.062578,0.055835,51.648
2451338,6/8/1999,Tue,43.027,7740.1,0.75421,4.0896,1854.3,37.259,119.89,0.70602,0.30511,1488.9,38.631,3.7989,0.40131,9.4948,9.9512,1.8839,7.8473,0.061538,0.056625,51.699
2451339,6/9/1999,Wed,43.072,7732.3,0.75358,4.0872,1852.7,37.221,119.21,0.70871,0.30578,1487.5,38.599,3.7992,0.40444,9.5473,9.9406,1.8745,7.8685,0.061767,0.055617,51.674
2451340,6/10/1999,Thu,43.048,7720.3,0.75159,4.0833,1847.8,37.192,118.81,0.70764,0.30541,1489.3,38.497,3.7996,0.40163,9.5877,9.9198,1.8656,7.8295,0.062539,0.056117,51.725
2451341,6/11/1999,Fri,43.041,7711.1,0.7487,4.0862,1840.7,37.414,118.16,0.70832,0.30561,1501.1,38.349,3.7992,0.40042,9.5451,9.9077,1.8495,7.8013,0.061538,0.054201,51.732
2451344,6/14/1999,Mon,43.164,7532.9,0.75598,4.0765,1858.6,37.224,120.35,0.70851,0.30569,1502.6,38.722,3.7996,0.40212,9.585,9.9509,1.8563,7.8568,0.062305,0.054825,51.876
2451345,6/15/1999,Tue,42.302,7457.8,0.75582,4.0749,1858.2,37.249,120.63,0.70939,0.30637,1503.4,38.714,3.799,0.40472,9.5159,9.9694,1.8661,7.861,0.061237,0.053735,51.859
2451346,6/16/1999,Wed,43.157,,0.7644,4.0769,1879.3,,120.06,0.70871,0.30617,,39.153,3.7997,0.40713,9.4598,10.0185,1.8723,7.9191,0.061387,0.055804,51.874
2451347,6/17/1999,Thu,43.097,7258.4,0.76246,4.0787,1874.6,37.272,119.56,0.70818,0.30624,1489.5,39.054,3.7997,0.40583,9.3895,10.0275,1.8688,7.8845,0.0625,0.054794,51.845
2451348,6/18/1999,Fri,43.141,7187.4,0.7596,4.0695,1867.5,37.197,120.51,0.70905,0.30662,1486.5,38.908,3.7992,0.40503,9.3619,9.9605,1.8808,7.8636,0.062775,0.055525,51.867
2451351,6/21/1999,Mon,43.156,7000.1,0.76285,4.0835,1875.5,37.424,122.3,0.70972,0.30711,1510.7,39.074,3.799,0.40661,9.3909,10.017,1.8849,7.8366,0.063939,0.056211,51.885
2451352,6/22/1999,Tue,43.197,6732.9,0.76301,4.1004,1875.9,37.976,121.29,0.7089,0.30656,1501.4,39.082,3.7994,0.40664,9.3571,10.0204,1.8832,7.8568,0.062854,0.056754,51.87
2451353,6/23/1999,Wed,43.256,6553.4,0.76317,4.1119,1876.3,37.469,122.06,0.70948,0.30661,1505.6,39.09,3.7991,0.40748,9.3901,10.0361,1.8737,7.8492,0.062344,0.054289,51.604
2451354,6/24/1999,Thu,43.345,6741.6,0.75937,4.115,1867,37.347,121.85,0.70837,0.30653,1503.5,38.896,3.7993,0.40464,9.464,10.1568,1.8633,7.8437,0.061425,0.054764,51.549
2451355,6/25/1999,Fri,43.341,6856.2,0.75416,4.1136,1854.2,37.371,121.43,0.70765,0.30571,1496.8,38.629,3.7995,0.40492,9.4828,9.9809,1.8687,7.8079,0.061463,0.055036,51.358
2451358,6/28/1999,Mon,43.384,6554.5,0.7593,4.0999,1866.8,37.336,121.34,0.70895,0.30658,1503,38.892,3.7998,0.40657,9.48,9.9823,1.8745,7.8494,0.061463,0.054885,51.288
2451359,6/29/1999,Tue,43.403,6690.4,0.76175,4.0754,1872.8,37.329,120.86,0.70828,0.30639,1487.8,39.018,3.7994,0.40729,9.4173,9.9912,1.8837,7.8495,0.06105,0.053879,51.418
2451360,6/30/1999,Wed,43.383,6854.4,0.76461,4.0855,1879.8,37.312,120.95,0.70852,0.30659,1494.5,39.164,3.7997,0.40732,9.4359,10.0204,1.8879,7.8801,0.058928,0.051733,51.595
2451362,7/2/1999,Fri,43.38,,0.76851,4.0783,1889.4,,121.13,0.70963,0.30737,,39.364,3.799,0.40946,9.3578,10.0653,1.873,7.8906,0.05698,0.050761,51.386
2451365,7/5/1999,Mon,43.258,6572.4,0.77029,4.0883,1893.8,37.618,122.38,0.71023,,1506.7,39.455,3.7964,,9.3162,10.0984,1.8879,7.8972,,,51.466
