"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","SEK/USD","CHF/USD","TWD/USD","THB/USD","TTD/USD","TND/USD","TRY/USD","AED/USD","UYU/USD","VEF/USD","VND/USD","ZMW/USD","ZMK/USD"
2451183,"1999/01/04","Mon",8.0205,1.3663,32.153,36.203,6.2528,1.0948,0.31587,3.6710,10.691,0.56488,,,2193.3
2451184,"1999/01/05","Tue",7.9701,1.3699,32.188,36.102,6.2547,1.0902,0.31634,3.6730,10.691,0.56565,,,2195.9
2451185,"1999/01/06","Wed",7.9448,1.3910,32.100,36.393,6.2538,1.0934,0.31743,3.6706,10.834,0.56566,,,2194.9
2451186,"1999/01/07","Thu",7.8945,1.3853,32.152,36.272,6.2549,1.0992,0.32005,,,0.56601,,,2194.4
2451187,"1999/01/08","Fri",7.9158,1.3970,32.175,36.452,6.2541,1.1008,0.31825,,,0.56685,,,2198.5
2451190,"1999/01/11","Mon",7.8509,1.3962,32.155,36.232,6.2533,1.1087,0.32240,3.6707,10.931,0.56694,,,2194.0
2451191,"1999/01/12","Tue",7.7899,1.3886,32.207,36.429,6.2532,1.1070,0.32140,3.6593,10.817,0.56683,,,2194.1
2451192,"1999/01/13","Wed",7.8080,1.3584,32.199,37.053,6.2528,1.1003,0.32425,3.6830,10.887,0.56790,,,2202.6
2451193,"1999/01/14","Thu",7.7931,1.3627,32.278,37.013,6.2536,1.0993,0.32022,3.6620,10.817,0.56840,,,2194.6
2451194,"1999/01/15","Fri",7.8621,1.3783,32.204,36.495,6.2820,1.1050,0.33033,3.6800,10.911,0.56987,,,2195.5
2451197,"1999/01/18","Mon",7.8511,1.3808,32.259,36.432,6.2809,1.1043,0.32148,3.6756,10.698,0.56982,,,2197.8
2451198,"1999/01/19","Tue",7.7655,1.3750,32.322,36.433,6.2826,1.1049,0.31933,3.6510,10.964,0.56976,,,2199.3
2451199,"1999/01/20","Wed",7.7235,1.3900,32.266,36.427,6.2801,1.1073,0.32142,3.6749,11.036,0.57036,,,2191.8
2451200,"1999/01/21","Thu",7.7402,1.3865,32.257,36.498,6.2814,1.1041,0.32262,3.6886,11.077,0.57080,,,2191.0
2451201,"1999/01/22","Fri",7.7281,1.3830,32.300,36.876,6.2538,1.1052,0.32560,3.6706,10.933,0.57146,,,2192.3
2451204,"1999/01/25","Mon",7.7231,1.3818,32.320,36.903,6.2531,1.1048,0.32505,3.6583,10.896,0.57216,,,2193.1
2451205,"1999/01/26","Tue",7.7094,1.3868,32.374,36.696,6.2538,1.1049,0.32752,3.6740,10.944,0.57219,,,2194.0
2451206,"1999/01/27","Wed",7.7154,1.4014,32.307,36.767,6.2529,1.1119,0.32872,3.6747,10.945,0.57277,,,2194.1
2451207,"1999/01/28","Thu",7.7659,1.4162,32.330,36.958,6.2541,1.1121,0.33243,3.6919,11.028,0.57304,,,2195.8
2451208,"1999/01/29","Fri",7.7862,1.4153,32.313,36.910,6.2548,1.1142,0.33061,3.6638,10.944,0.57403,,,2185.3
2451211,"1999/02/01","Mon",7.8359,1.4232,32.245,36.763,6.2537,1.1192,0.33342,3.6723,10.969,0.57507,,,2193.1
2451212,"1999/02/02","Tue",7.8358,1.4113,32.287,36.644,6.2543,1.1167,0.33376,3.6664,10.922,0.57611,,,2194.0
2451213,"1999/02/03","Wed",7.8618,1.4135,32.255,36.706,6.2537,1.1186,0.33506,3.6771,10.944,0.56980,,,2194.7
2451214,"1999/02/04","Thu",7.8548,1.4163,32.320,36.787,6.2529,1.1219,0.33684,3.6787,10.948,0.57630,,,2193.1
2451215,"1999/02/05","Fri",7.8553,1.4179,32.266,36.790,6.2539,1.1246,0.33564,3.6651,10.908,0.57667,,,2193.5
2451218,"1999/02/08","Mon",7.8626,1.4170,32.269,36.931,6.2530,1.1292,0.33783,3.6634,10.903,0.57681,,,2193.8
2451219,"1999/02/09","Tue",7.8880,1.4172,32.299,37.089,6.2529,1.1246,0.33748,3.6673,10.915,0.57742,,,2194.2
2451220,"1999/02/10","Wed",7.8854,1.4091,32.299,37.041,6.2542,1.1270,0.33910,3.6824,10.959,0.57776,,,2200.7
2451221,"1999/02/11","Thu",7.8866,1.4155,32.313,36.939,6.2537,1.1284,0.33845,3.6636,10.894,0.57780,,,2190.5
2451222,"1999/02/12","Fri",7.8739,1.4159,32.297,36.924,6.2536,1.1311,0.34109,3.6764,10.701,0.57744,,,2194.2
2451225,"1999/02/15","Mon",7.8995,1.4214,32.298,36.793,6.2528,1.1336,0.34148,,,0.57743,,,2195.4
2451226,"1999/02/16","Tue",7.9297,1.4286,32.303,36.915,6.2531,1.1410,0.34520,3.6848,10.957,0.57740,,,2200.2
2451227,"1999/02/17","Wed",7.9286,1.4242,32.354,36.965,6.2549,1.1371,0.34417,3.6808,10.945,0.57732,,,2198.8
2451228,"1999/02/18","Thu",7.9604,1.4245,32.354,37.055,6.2531,1.1383,0.34421,3.6732,10.932,0.57748,,,2195.8
2451229,"1999/02/19","Fri",8.0210,1.4463,32.475,37.492,6.2539,1.1459,0.34654,3.6819,10.993,0.57630,,,2196.4
2451232,"1999/02/22","Mon",8.0647,1.4483,33.144,37.646,6.2549,1.1561,0.35027,3.6769,10.968,0.57702,,,2199.4
2451233,"1999/02/23","Tue",8.0897,1.4502,33.045,37.556,6.2541,1.1600,0.35181,3.6752,11.012,0.57739,,,2194.9
2451234,"1999/02/24","Wed",8.1446,1.4513,33.148,37.550,6.2546,1.1562,0.35224,3.6702,10.997,0.57727,,,2195.4
2451235,"1999/02/25","Thu",8.1039,1.4340,33.049,37.493,6.2529,1.1551,0.35131,3.6638,10.967,0.57712,,,2198.2
2451236,"1999/02/26","Fri",8.1879,1.4487,33.079,37.340,6.2548,1.1593,0.35480,3.6721,10.992,0.57512,,,2188.9
2451239,"1999/03/01","Mon",8.2721,1.4629,33.006,37.271,6.2235,1.1582,0.35671,3.7074,11.005,0.57533,,,2212.5
2451240,"1999/03/02","Tue",8.2385,1.4583,33.079,37.549,6.2219,1.1626,0.35601,3.6955,10.981,0.57597,,,2191.0
2451241,"1999/03/03","Wed",8.2585,1.4605,33.102,37.611,6.2225,1.1649,0.35746,3.6742,11.059,0.57601,,,2194.8
2451242,"1999/03/04","Thu",8.2722,1.4694,33.175,37.804,6.2236,1.1691,0.35922,3.6770,11.067,0.57606,,,2199.4
2451243,"1999/03/05","Fri",8.2390,1.4689,33.263,37.526,6.2240,1.1711,0.35930,3.6673,11.038,0.57629,,,2192.3
2451246,"1999/03/08","Mon",8.2096,1.4617,33.147,37.172,6.2238,1.1659,0.35784,3.6706,11.049,0.57668,,,2111.0
2451247,"1999/03/09","Tue",8.1906,1.4679,33.171,37.427,6.2219,1.1671,0.35873,3.6669,11.038,0.57677,,,2184.9
2451248,"1999/03/10","Wed",8.1059,1.4549,33.099,37.415,6.2225,1.1624,0.35865,3.6766,11.097,0.57745,,,2140.1
2451249,"1999/03/11","Thu",8.0898,1.4613,33.105,37.639,6.2219,1.1677,0.35897,3.6643,11.060,0.57846,,,2189.2
2451250,"1999/03/12","Fri",8.1053,1.4613,33.112,37.366,6.2221,1.1635,0.35966,3.6725,11.085,0.57961,,,2191.0
2451253,"1999/03/15","Mon",8.1554,1.4647,33.091,37.311,6.2220,1.1637,0.36116,3.6754,11.093,0.57904,,,2230.8
2451254,"1999/03/16","Tue",8.2089,1.4665,33.092,37.226,6.2235,1.1647,0.36288,3.6749,11.091,0.57876,,,2228.4
2451255,"1999/03/17","Wed",8.1505,1.4485,33.145,37.324,6.2237,1.1617,0.36197,3.6737,11.107,0.57903,,,2218.9
2451256,"1999/03/18","Thu",8.1051,1.4543,32.894,37.422,6.2232,1.1590,0.36171,3.6744,11.153,0.58004,,,2215.9
2451257,"1999/03/19","Fri",8.1820,1.4628,33.100,37.424,6.2230,1.1622,0.36330,3.6720,11.468,0.58035,,,2278.9
2451260,"1999/03/22","Mon",8.1902,1.4631,33.099,37.553,6.1889,1.1688,0.36650,3.6823,11.163,0.58073,,,2354.4
2451261,"1999/03/23","Tue",8.1820,1.4585,33.120,37.452,6.1886,1.1696,0.36516,3.6686,11.108,0.58181,,,2349.4
2451262,"1999/03/24","Wed",8.2496,1.4571,33.390,37.551,6.1889,1.1669,0.36451,3.6625,11.055,0.58246,,,2349.0
2451263,"1999/03/25","Thu",8.2570,1.4681,33.126,37.633,6.1893,1.1656,0.36712,3.6791,11.063,0.58444,,,
2451264,"1999/03/26","Fri",8.3383,1.4829,33.138,37.637,6.1872,1.1729,0.36824,3.6722,11.042,0.58387,,,2348.8
2451267,"1999/03/29","Mon",8.3385,1.4878,33.171,37.627,6.1890,1.1741,0.36766,3.6669,11.017,0.58267,,,2278.4
2451268,"1999/03/30","Tue",8.3333,1.4882,33.154,37.652,6.1886,1.1737,0.36846,3.6749,11.076,0.58308,,,
2451269,"1999/03/31","Wed",8.2111,1.4766,33.147,37.552,6.1878,1.1779,0.36839,3.6742,11.097,0.58315,,,2378.9
2451270,"1999/04/01","Thu",8.2552,1.4815,33.116,37.661,6.1889,1.1758,0.37259,3.6777,11.109,0.58306,,,2334.0
2451274,"1999/04/05","Mon",8.2909,1.4915,33.149,37.720,6.1891,1.1825,0.37346,3.6639,11.067,0.58350,,,2337.0
2451275,"1999/04/06","Tue",8.2019,1.4719,33.166,37.840,6.1894,1.1837,0.37498,3.6710,11.111,0.58339,,,2350.4
2451276,"1999/04/07","Wed",8.2906,1.4809,33.148,37.751,6.1880,1.1777,0.37493,3.6776,11.134,0.58366,,,2341.8
2451277,"1999/04/08","Thu",8.2630,1.4720,33.147,37.794,6.1887,1.1706,0.37464,3.6718,11.088,0.58414,,,2379.0
2451278,"1999/04/09","Fri",8.2800,1.4829,33.098,38.025,6.1887,1.1710,0.37612,3.6749,11.085,0.58489,,,2309.9
2451281,"1999/04/12","Mon",8.2735,1.4793,32.926,37.953,6.1872,1.1705,0.37645,3.6777,11.085,0.58619,,,
2451282,"1999/04/13","Tue",8.2922,1.4891,32.952,37.906,6.1881,1.1728,0.37789,3.6711,11.088,0.58619,,,2318.8
2451283,"1999/04/14","Wed",8.2801,1.4881,32.854,37.548,6.1869,1.1711,0.37795,3.6708,11.113,0.58822,,,2319.7
2451284,"1999/04/15","Thu",8.2852,1.4969,32.758,37.506,6.1872,1.1748,0.37933,3.6785,11.135,0.58727,,,2393.6
2451285,"1999/04/16","Fri",8.3216,1.4990,32.754,37.397,6.1892,1.1762,0.38260,3.6887,11.161,0.58781,,,2398.0
2451288,"1999/04/19","Mon",8.3763,1.5099,32.649,37.270,6.1878,1.1823,0.38215,3.6637,11.105,0.58833,,,2392.1
2451289,"1999/04/20","Tue",8.3915,1.5071,32.629,37.368,6.1882,1.1748,0.38340,3.6736,11.135,0.58897,,,2401.4
2451290,"1999/04/21","Wed",8.3940,1.5073,32.627,37.585,6.1891,1.1817,0.38544,3.6767,11.150,0.58928,,,2399.7
2451291,"1999/04/22","Thu",8.3963,1.5096,32.623,37.582,6.1893,1.1838,0.38565,3.6743,11.123,0.58961,,,2422.2
2451292,"1999/04/23","Fri",8.3696,1.5073,32.628,37.577,6.1878,1.1798,0.38570,3.6745,11.124,0.58891,,,2428.1
2451295,"1999/04/26","Mon",8.4034,1.5134,32.699,37.681,6.1883,1.1822,0.38786,3.6800,11.141,0.58924,,,2344.6
2451296,"1999/04/27","Tue",8.3537,1.5083,32.676,37.662,6.1892,1.1795,0.38699,3.6682,11.119,0.58932,,,2345.3
2451297,"1999/04/28","Wed",8.3892,1.5137,32.608,37.408,6.1882,1.1777,0.38770,3.6778,11.148,0.58989,,,2452.7
2451298,"1999/04/29","Thu",8.3955,1.5188,32.608,37.425,6.1886,1.1824,0.38930,3.6786,11.150,0.59022,,,2398.3
2451299,"1999/04/30","Fri",8.4303,1.5256,32.704,37.117,6.1894,1.1848,0.38960,3.6756,11.141,0.59180,,,2477.2
2451302,"1999/05/03","Mon",8.4627,1.5244,32.676,36.965,6.1881,1.1878,0.39180,3.6825,11.162,0.59277,,,2397.9
2451303,"1999/05/04","Tue",8.4685,1.5161,32.722,36.818,6.1891,1.1868,0.39164,3.6738,11.136,0.59338,,,2419.4
2451304,"1999/05/05","Wed",8.3968,1.4975,32.734,36.842,6.1878,1.1789,0.39301,3.6867,11.160,0.59477,,,2408.7
2451305,"1999/05/06","Thu",8.3248,1.4918,32.741,36.983,6.1878,1.1686,0.38910,3.6771,11.120,0.59599,,,2462.0
2451306,"1999/05/07","Fri",8.3141,1.4911,32.756,36.835,6.1871,1.1700,0.38914,3.6732,11.119,0.59450,,,2458.5
2451309,"1999/05/10","Mon",8.2938,1.4906,32.773,36.768,6.1878,1.1745,0.39099,3.6698,11.109,0.59531,,,2475.7
2451310,"1999/05/11","Tue",8.3544,1.5004,32.737,36.767,6.1579,1.1737,0.39177,3.6753,11.135,0.59392,,,2482.1
2451311,"1999/05/12","Wed",8.3954,1.5033,32.724,36.796,6.1585,1.1770,0.39429,3.6786,11.151,0.59479,,,2442.8
2451312,"1999/05/13","Thu",8.4193,1.5080,32.733,36.978,6.1573,1.1805,0.39511,3.6786,11.160,0.59588,,,2442.4
2451313,"1999/05/14","Fri",8.4175,1.5060,32.762,37.049,6.1582,1.1754,0.39353,3.6677,11.128,0.59553,,,2446.1
2451316,"1999/05/17","Mon",8.4167,1.5011,32.786,37.234,6.1564,1.1806,0.39522,3.6715,11.146,0.59531,,,2471.9
2451317,"1999/05/18","Tue",8.4324,1.5027,32.776,36.956,6.1572,1.1781,0.39397,3.6576,11.103,0.59564,,,2456.4
2451318,"1999/05/19","Wed",8.4587,1.5050,32.794,37.158,6.1567,1.1812,0.39497,3.6668,11.145,0.59662,,,2451.8
2451319,"1999/05/20","Thu",8.4381,1.5082,32.826,37.116,6.1584,1.1819,0.39722,3.6721,11.171,0.59605,,,2453.4
2451320,"1999/05/21","Fri",8.4805,1.5168,32.805,37.006,6.1582,1.1864,0.39701,3.6566,11.127,0.59669,,,2453.4
2451324,"1999/05/25","Tue",8.4872,1.5070,32.753,37.060,6.1569,1.1848,0.39773,3.6535,11.125,0.59730,,,
2451325,"1999/05/26","Wed",8.5754,1.5214,32.764,37.144,6.1581,1.1935,0.40247,3.6795,11.225,0.59781,,,2456.5
2451326,"1999/05/27","Thu",8.6213,1.5259,32.795,37.137,6.1565,1.2007,0.40329,3.6698,11.194,0.59842,,,2486.5
2451327,"1999/05/28","Fri",8.6082,1.5267,32.704,37.144,6.1564,1.2010,0.40297,3.6678,11.173,0.59813,,,2475.4
2451330,"1999/05/31","Mon",8.6072,1.5272,32.713,37.092,6.1567,1.2003,0.40434,,,0.59919,,,2497.7
2451331,"1999/06/01","Tue",8.6000,1.5226,32.719,36.995,6.1582,1.2052,0.40625,3.6717,11.192,0.59915,,,2496.4
2451332,"1999/06/02","Wed",8.6354,1.5362,32.724,37.067,6.1568,1.2089,0.40743,3.6727,11.209,0.59923,,,2498.0
2451333,"1999/06/03","Thu",8.6378,1.5376,32.753,37.109,6.1585,1.2093,0.40768,3.6705,11.217,0.59911,,,2494.5
2451334,"1999/06/04","Fri",8.6453,1.5369,32.726,37.123,6.1571,1.2177,0.40943,3.6713,11.214,0.59963,,,2403.6
2451337,"1999/06/07","Mon",8.6342,1.5419,32.625,37.075,6.1580,1.2166,0.41241,3.6863,11.251,0.60024,,,2402.1
2451338,"1999/06/08","Tue",8.5255,1.5247,32.496,36.930,6.1575,1.2104,0.40816,3.6571,11.164,0.60016,,,2401.1
2451339,"1999/06/09","Wed",8.5494,1.5243,32.520,36.953,6.1573,1.2055,0.40879,3.6710,11.223,0.60090,,,2473.3
2451340,"1999/06/10","Thu",8.4945,1.5241,32.499,36.939,6.1586,1.2040,0.40843,3.6655,,0.60140,,,2481.3
2451341,"1999/06/11","Fri",8.4465,1.5186,32.446,36.897,6.1568,1.1982,0.40900,3.6690,11.249,0.60173,,,2486.1
2451344,"1999/06/14","Mon",8.4971,1.5307,32.426,36.994,6.1569,1.2053,0.41126,3.6700,11.237,0.60198,,,2483.5
2451345,"1999/06/15","Tue",8.4899,1.5313,32.386,36.926,6.1585,1.2092,0.41295,3.6745,11.274,0.60243,,,2485.1
2451346,"1999/06/16","Wed",8.5304,1.5487,32.372,36.910,6.1574,1.2121,0.41394,3.6710,11.265,0.60277,,,
2451347,"1999/06/17","Thu",8.4745,1.5447,32.352,36.857,6.1568,1.2148,0.41415,3.6682,11.267,0.60322,,,2501.6
2451348,"1999/06/18","Fri",8.4295,1.5408,32.344,36.937,6.1573,1.2130,0.41421,3.6728,11.289,0.60379,,,2496.5
2451351,"1999/06/21","Mon",8.4047,1.5461,32.606,36.914,6.2766,1.2198,0.41662,3.6765,11.317,0.60447,,,2516.8
2451352,"1999/06/22","Tue",8.4386,1.5456,32.329,36.585,6.2767,1.2192,0.41721,3.6724,11.336,0.60469,,,2501.5
2451353,"1999/06/23","Wed",8.4237,1.5474,32.352,36.722,6.2774,1.2201,0.41804,3.6754,11.361,0.60456,,,2508.5
2451354,"1999/06/24","Thu",8.4329,1.5385,32.352,36.667,6.2770,1.2201,0.41733,3.6697,11.358,0.60498,,,2504.9
2451355,"1999/06/25","Fri",8.3803,1.5309,32.365,36.727,6.2771,1.2158,0.41544,3.6655,11.348,0.60538,,,2493.8
2451358,"1999/06/28","Mon",8.4594,1.5419,32.351,36.901,6.2768,1.2143,0.41826,3.6726,11.389,0.60544,,,2489.2
2451359,"1999/06/29","Tue",8.4519,1.5496,32.298,36.846,6.2004,1.2152,0.41877,3.6691,11.358,0.60529,,,2488.8
2451360,"1999/06/30","Wed",8.4890,1.5550,32.302,36.874,6.2005,1.2225,0.42006,3.6703,11.360,0.60676,,,2475.0
2451362,"1999/07/02","Fri",8.4948,1.5678,32.272,36.926,6.2003,1.2315,0.42306,3.6761,11.390,0.60742,,,
2451365,"1999/07/05","Mon",8.5110,1.5696,32.298,36.904,6.1990,1.2307,0.42387,,,0.60707,,,2470.4
2451366,"1999/07/06","Tue",8.4867,1.5647,32.289,36.788,6.2002,1.2334,0.42363,3.6646,11.369,0.60795,,,
2451367,"1999/07/07","Wed",8.5020,1.5692,32.286,36.888,6.1687,1.2336,0.42487,3.6723,11.408,0.60794,,,2490.5
2451368,"1999/07/08","Thu",8.5448,1.5735,32.301,37.020,6.1700,1.2394,0.42578,,,0.60857,,,
2451369,"1999/07/09","Fri",8.5695,1.5775,32.312,37.115,6.2765,1.2341,0.42636,3.6731,11.439,0.60897,,,2404.5
2451372,"1999/07/12","Mon",8.6072,1.5828,32.258,37.116,6.2767,1.2358,0.43007,3.6798,11.460,0.61009,,,2490.5
2451373,"1999/07/13","Tue",8.5843,1.5766,32.291,37.146,6.2765,1.2312,0.42899,3.6758,11.447,0.60933,,,2492.9
2451374,"1999/07/14","Wed",8.5838,1.5714,32.280,37.129,6.2768,1.2316,0.42934,3.6733,11.522,0.61009,,,2461.7
2451375,"1999/07/15","Thu",8.5688,1.5707,32.289,37.106,6.2787,1.2291,0.42955,3.7254,11.602,0.61130,,,2467.3
2451376,"1999/07/16","Fri",8.5539,1.5748,32.381,37.106,6.2787,1.2294,0.42945,3.6713,11.470,0.61130,,,2502.9
2451379,"1999/07/19","Mon",8.5332,1.5734,32.342,37.123,6.1995,1.2308,0.43233,3.6756,11.466,0.61156,,,2491.4
2451380,"1999/07/20","Tue",8.3881,1.5409,32.260,37.146,6.1679,1.2148,0.42752,3.6726,11.469,0.61098,,,2493.6
2451381,"1999/07/21","Wed",8.3389,1.5263,32.307,37.172,6.1693,1.2067,0.42767,3.6765,11.506,0.61240,,,2486.5
2451382,"1999/07/22","Thu",8.3565,1.5288,32.354,37.394,6.1679,1.2044,0.42523,3.6594,11.451,0.61227,,,2489.4
2451383,"1999/07/23","Fri",8.3703,1.5291,32.281,37.370,6.1682,1.2047,0.42735,3.6723,11.483,0.61305,,,2480.9
2451386,"1999/07/26","Mon",8.2774,1.5069,32.281,37.261,6.1700,1.1931,0.42523,3.6707,11.483,0.61324,,,2456.0
2451387,"1999/07/27","Tue",8.2734,1.5054,32.313,37.271,6.1388,1.1944,0.42704,3.6740,11.494,0.61263,,,2464.1
2451388,"1999/07/28","Wed",8.2568,1.5017,32.280,37.025,6.1398,1.1933,0.42866,3.6806,11.532,0.61199,,,2457.7
2451389,"1999/07/29","Thu",8.2090,1.4906,32.250,37.052,6.1376,1.1894,0.42747,3.6778,11.520,0.61127,,,2464.8
2451390,"1999/07/30","Fri",8.2222,1.4929,32.234,37.229,6.1381,1.1886,0.42696,3.6728,11.485,0.61207,,,2447.6
2451394,"1999/08/03","Tue",8.1756,1.4973,32.174,37.288,6.1502,1.1884,0.43003,3.6755,11.514,0.61351,,,2450.2
2451395,"1999/08/04","Wed",8.1438,1.4862,32.157,37.340,6.1499,1.1806,0.42768,,,0.61322,,,2448.2
2451396,"1999/08/05","Thu",8.1444,1.4823,32.071,37.484,6.1502,1.1790,0.42750,3.6692,11.536,0.61351,,,2383.4
2451397,"1999/08/06","Fri",8.1640,1.4860,32.126,37.652,6.1505,1.1824,0.42893,3.6691,11.536,0.61230,,,2388.9
2451400,"1999/08/09","Mon",8.2226,1.4955,32.104,37.852,6.1502,1.1875,0.43167,3.6751,11.560,0.61376,,,2379.8
2451401,"1999/08/10","Tue",8.2102,1.4893,32.099,37.774,6.1501,1.1846,0.43177,3.6803,11.573,0.61275,,,2377.4
2451402,"1999/08/11","Wed",8.2496,1.5023,32.120,38.067,6.1497,1.1940,0.43377,3.6813,11.576,0.61396,,,2388.4
2451403,"1999/08/12","Thu",8.2667,1.5059,32.136,38.079,6.1504,1.1921,0.43517,3.6740,11.601,0.61351,,,2388.3
2451404,"1999/08/13","Fri",8.3110,1.5158,32.103,38.026,6.1494,1.1958,0.43782,3.6734,11.617,0.61417,,,2387.7
2451407,"1999/08/16","Mon",8.2986,1.5174,32.000,37.982,6.1490,1.1948,0.43811,3.6679,11.597,0.61465,,,2392.4
2451408,"1999/08/17","Tue",8.3120,1.5225,31.951,38.328,6.1510,1.1959,0.44095,3.6779,11.634,0.61510,,,2388.8
2451409,"1999/08/18","Wed",8.3268,1.5231,31.927,38.430,6.1510,1.1966,0.44005,3.6718,11.609,0.61459,,,2390.5
2451410,"1999/08/19","Thu",8.2514,1.5024,31.919,38.413,6.1512,1.1869,0.43843,3.6691,11.637,0.61537,,,2375.7
2451411,"1999/08/20","Fri",8.2320,1.4984,31.925,38.310,6.1511,1.1875,0.44025,3.6704,11.638,0.61612,,,2347.7
2451414,"1999/08/23","Mon",8.2761,1.5150,31.880,38.327,6.1493,1.1965,0.44157,3.6673,11.630,0.61695,,,2380.1
2451415,"1999/08/24","Tue",8.2910,1.5248,31.878,38.332,6.1199,1.1968,0.44441,3.6852,11.692,0.61678,,,2376.8
2451416,"1999/08/25","Wed",8.3337,1.5313,31.848,38.297,6.1207,1.2013,0.44550,3.6715,11.661,0.61763,,,2389.3
2451417,"1999/08/26","Thu",8.3524,1.5340,31.848,38.390,6.1206,1.2045,0.44621,3.6754,11.654,0.61759,,,2388.3
2451418,"1999/08/27","Fri",8.3259,1.5307,31.799,38.296,6.1198,1.2025,0.44827,3.6225,11.333,0.61883,,,2340.6
2451421,"1999/08/30","Mon",8.3484,1.5336,31.793,38.333,6.1201,1.2026,0.44688,3.6686,11.651,0.61963,,,2382.2
2451422,"1999/08/31","Tue",8.2322,1.5127,31.798,38.324,6.1203,1.1958,0.44660,3.6823,11.688,0.61989,,,2357.3
2451423,"1999/09/01","Wed",8.2083,1.5132,31.780,38.791,6.1190,1.1912,0.44531,3.6686,11.649,0.62111,,,2350.9
2451424,"1999/09/02","Thu",8.1650,1.4935,31.744,38.800,6.1188,1.1891,0.44354,3.6689,11.654,0.62181,,,2352.4
2451425,"1999/09/03","Fri",8.1957,1.5069,31.746,38.823,6.1199,1.1912,0.44748,3.6734,11.660,0.62220,,,2354.9
2451429,"1999/09/07","Tue",8.1651,1.5112,31.774,39.135,6.1205,1.1930,0.44984,3.6808,11.700,0.62199,,,2397.3
2451430,"1999/09/08","Wed",8.1501,1.5101,31.748,39.496,6.1210,1.1920,0.44909,3.6709,11.674,0.62182,,,2347.0
2451431,"1999/09/09","Thu",8.1425,1.5181,31.773,39.527,6.1195,1.1940,0.45163,3.6774,11.684,0.62302,,,2347.0
2451432,"1999/09/10","Fri",8.2622,1.5448,31.743,39.465,6.1195,1.1993,0.45339,3.6700,11.690,0.62333,,,2348.3
2451435,"1999/09/13","Mon",8.2215,1.5428,31.743,39.474,6.1199,1.2082,0.45678,3.6751,11.707,0.62341,,,2347.6
2451436,"1999/09/14","Tue",8.2792,1.5409,31.747,39.509,6.1200,1.2029,0.45655,3.6700,11.706,0.62471,,,2352.2
2451437,"1999/09/15","Wed",8.2934,1.5448,31.729,39.491,6.1195,1.1993,0.45707,3.6712,11.703,0.62411,,,2394.8
2451438,"1999/09/16","Thu",8.2828,1.5385,31.694,39.957,6.1194,1.2008,0.45758,3.6710,11.704,0.62410,,,2341.6
2451439,"1999/09/17","Fri",8.2856,1.5435,31.726,40.000,6.1187,1.2006,0.46029,3.6797,11.737,0.62431,,,
2451442,"1999/09/20","Mon",8.2441,1.5426,31.697,40.125,6.1192,1.2019,0.46083,3.6742,11.719,0.62537,,,2350.0
2451443,"1999/09/21","Tue",8.2246,1.5329,31.797,40.246,6.1189,1.1967,0.45791,3.6629,11.700,0.62567,,,2350.3
2451444,"1999/09/22","Wed",8.2160,1.5265,31.800,40.502,6.1200,1.1938,0.45985,3.6675,11.707,0.62583,,,2356.7
2451445,"1999/09/23","Thu",8.2373,1.5392,31.775,41.360,6.1190,1.1976,0.46198,3.6784,11.754,0.62566,,,2366.0
2451446,"1999/09/24","Fri",8.2462,1.5301,31.745,41.002,6.2706,1.1953,0.46342,3.6770,11.751,0.62787,,,2410.0
2451449,"1999/09/27","Mon",8.2704,1.5360,31.743,40.949,6.2689,1.1969,0.46392,3.6786,11.758,0.62822,,,2357.7
2451450,"1999/09/28","Tue",8.2218,1.5236,31.743,41.576,6.1994,1.1976,0.46347,3.6799,11.756,0.62927,,,2356.4
2451451,"1999/09/29","Wed",8.1908,1.5076,31.744,41.289,6.1995,1.1917,0.46064,3.6695,11.684,0.62739,,,2358.0
2451452,"1999/09/30","Thu",8.1985,1.5025,31.743,40.947,6.1999,1.1886,0.46165,3.6780,11.696,0.62740,,,2360.5
2451453,"1999/10/01","Fri",8.1478,1.4866,31.724,40.615,6.1992,1.1871,0.46053,3.6650,11.620,0.62731,,,2348.0
2451456,"1999/10/04","Mon",8.1294,1.4872,31.697,40.335,6.1991,1.1876,0.46264,3.6762,11.480,0.62812,,,2348.6
2451457,"1999/10/05","Tue",8.1183,1.4890,31.726,38.924,6.1992,1.1852,0.46249,3.6662,11.449,0.62841,,,2358.5
2451458,"1999/10/06","Wed",8.1413,1.4875,31.745,39.323,6.2004,1.1794,0.46432,3.6741,11.559,0.62880,,,2464.0
2451459,"1999/10/07","Thu",8.1242,1.4859,31.743,39.938,6.2002,1.1803,0.46461,3.6739,11.653,0.62903,,,2462.4
2451460,"1999/10/08","Fri",8.1781,1.4999,31.727,40.353,6.1998,1.1845,0.46965,3.6786,11.488,0.62925,,,2465.4
2451464,"1999/10/12","Tue",8.0822,1.4829,31.727,39.481,6.2001,1.1816,0.46654,3.6713,11.460,0.63007,,,2458.3
2451465,"1999/10/13","Wed",8.1117,1.4793,31.724,39.604,6.2001,1.1771,0.46656,3.6707,11.478,0.63003,,,2459.2
2451466,"1999/10/14","Thu",8.1111,1.4719,31.726,39.339,6.2004,1.1768,0.46775,3.6769,11.487,0.63006,,,
2451467,"1999/10/15","Fri",8.1114,1.4585,31.735,39.198,6.1987,1.1686,0.46652,3.6698,11.595,0.63012,,,2457.0
