,Date,BCHBTC_d,DASHBTC,ETCBTC,ETHBTC,GASBTC_e,GNOBTC_e,LSKBTC,LTCBTC,NXTBTC,OMGBTC_e,POTBTC,REPBTC_e,XEMBTC,XMRBTC,XRPBTC,ZECBTC_e,ZRXBTC_e,USDBTC_d
4032,2017-12-16 06-PM,0.094413258,0.04824,0.001861,0.03637,0.001298045,0.009107048,0.000556,0.01572,3.65E-05,0.000740493,1.73E-05,0.002300039,3.37E-05,0.0168,4.00E-05,0.02462249,1.96E-05,5.35E-05
4033,2017-12-16 07-AM,0.100433464,0.0504,0.00198,0.03862,0.001332004,0.011586,0.0005804,0.01658,3.86E-05,0.000772014,1.78E-05,0.00215152,3.40E-05,0.01784,4.19E-05,0.026450838,2.17E-05,5.61E-05
4034,2017-12-16 07-PM,0.090472822,0.04689,0.001763,0.03507,0.001236568,0.00883764,0.000538,0.01495,3.52E-05,0.00071648,1.68E-05,0.00217434,3.25E-05,0.01649,3.78E-05,0.0234969,1.89E-05,5.20E-05
4035,2017-12-16 08-AM,0.099990482,0.051,0.00192,0.0385,0.00130284,0.0125125,0.0005876,0.01663,3.92E-05,0.00074767,1.81E-05,0.002091705,3.48E-05,0.01783,4.21E-05,0.0263956,2.16E-05,5.60E-05
4036,2017-12-16 08-PM,0.092056979,0.04722,0.001768,0.03563,0.001264152,0.00908565,0.0005384,0.0153,3.53E-05,0.000732197,1.67E-05,0.002219393,3.37E-05,0.01673,3.87E-05,0.023921982,2.05E-05,5.23E-05
4037,2017-12-16 09-AM,0.099843718,0.05064,0.001989,0.03865,0.0013141,0.010980465,0.0005758,0.01662,3.84E-05,0.000772227,1.79E-05,0.002064297,3.50E-05,0.01782,4.19E-05,0.026324515,2.11E-05,5.59E-05
4038,2017-12-16 09-PM,0.092584235,0.0471,0.001792,0.03553,0.001222943,0.0092378,0.0005376,0.01526,3.53E-05,0.00074613,1.69E-05,0.002214585,3.40E-05,0.01681,3.87E-05,0.023833524,2.02E-05,5.20E-05
4039,2017-12-16 10-AM,0.100279831,0.05057,0.001971,0.03852,0.001333562,0.010812564,0.0005808,0.0167,3.87E-05,0.000778104,1.79E-05,0.00215712,3.46E-05,0.01795,4.45E-05,0.026305308,2.07E-05,5.60E-05
4040,2017-12-16 10-PM,0.092344702,0.04751,0.001755,0.03521,0.001233406,0.009207415,0.000529,0.01501,3.52E-05,0.000727791,1.66E-05,0.002126332,3.34E-05,0.01662,3.81E-05,0.023960405,1.99E-05,5.17E-05
4041,2017-12-16 11-AM,0.099787353,0.05035,0.001984,0.03874,0.001302826,0.010545028,0.000582,0.01707,3.80E-05,0.000806179,1.80E-05,0.002165953,3.47E-05,0.01794,4.31E-05,0.0269243,2.10E-05,5.60E-05
4042,2017-12-16 11-PM,0.092477761,0.05143,0.00175,0.03549,0.001229019,0.009543261,0.00054,0.01539,3.53E-05,0.000734643,1.68E-05,0.002141112,3.38E-05,0.01683,3.84E-05,0.024008985,2.00E-05,5.20E-05
4043,2017-12-16 12-AM,0.100220116,0.05138,0.001747,0.0392,0.001332016,0.00983136,0.0005735,0.0167,3.82E-05,0.000830648,1.80E-05,0.002115624,3.26E-05,0.01773,4.24E-05,0.02705976,2.06E-05,5.69E-05
4044,2017-12-16 12-PM,0.099043642,0.0507,0.002014,0.03877,0.001273207,0.01031282,0.000579,0.01691,3.85E-05,0.000785093,1.78E-05,0.002138941,3.99E-05,0.0181,4.30E-05,0.02628606,2.04E-05,5.53E-05
4045,2017-12-17 01-AM,0.095729807,0.0555,0.001835,0.03705,0.001227467,0.0094848,0.00058,0.01656,3.63E-05,0.000744335,1.69E-05,0.002175576,3.50E-05,0.01729,3.95E-05,0.025108785,2.24E-05,5.27E-05
4046,2017-12-17 01-PM,0.094111675,0.05362,0.001725,0.03603,0.001338515,0.009284931,0.0006872,0.01605,4.17E-05,0.000738615,1.81E-05,0.002141623,3.42E-05,0.01732,3.64E-05,0.024817464,2.28E-05,5.08E-05
4047,2017-12-17 02-AM,0.094613573,0.05678,0.001794,0.03673,0.001248085,0.009270652,0.0005703,0.01625,3.56E-05,0.000762148,1.68E-05,0.002208575,3.50E-05,0.01768,3.87E-05,0.024833153,2.45E-05,5.23E-05
4048,2017-12-17 02-PM,0.094229938,0.05402,0.001741,0.03661,0.001378,0.009317245,0.0006882,0.01634,4.17E-05,0.000813108,1.85E-05,0.002144614,3.46E-05,0.01768,3.72E-05,0.02701818,2.34E-05,5.14E-05
4049,2017-12-17 03-AM,0.093619028,0.0583,0.001804,0.03748,0.001297932,0.00937,0.0005667,0.0164,3.56E-05,0.000745852,1.78E-05,0.002203074,3.53E-05,0.01805,3.85E-05,0.025194056,2.45E-05,5.24E-05
4050,2017-12-17 03-PM,0.094403895,0.05732,0.001761,0.03669,0.001414766,0.009242211,0.0007178,0.01651,4.08E-05,0.000856712,1.80E-05,0.002193328,3.52E-05,0.01775,3.77E-05,0.026989164,2.36E-05,5.16E-05
4051,2017-12-17 04-AM,0.09524843,0.05915,0.001819,0.03755,0.001367196,0.0095377,0.0005873,0.0165,3.65E-05,0.000743115,1.82E-05,0.00221132,3.78E-05,0.01829,3.88E-05,0.025534,2.42E-05,5.26E-05
4052,2017-12-17 04-PM,0.095403675,0.0568,0.001771,0.037,0.001554,0.0094239,0.0007318,0.01644,4.11E-05,0.00087875,1.81E-05,0.00230806,3.51E-05,0.01759,3.76E-05,0.0271469,2.52E-05,5.25E-05
4053,2017-12-17 05-AM,0.093259417,0.0563,0.00179,0.03702,0.00135123,0.00910692,0.0005958,0.0168,3.72E-05,0.000741511,1.75E-05,0.002200469,3.64E-05,0.01818,3.85E-05,0.025162494,2.36E-05,5.18E-05
4054,2017-12-17 05-PM,0.095375571,0.05685,0.00177,0.0372,0.0015624,0.00947484,0.0007348,0.01646,4.18E-05,0.000899496,1.79E-05,0.002244276,3.57E-05,0.0175,3.70E-05,0.02720436,2.48E-05,5.25E-05
4055,2017-12-17 06-AM,0.093181818,0.0555,0.001776,0.0369,0.001332459,0.00888552,0.0005712,0.01687,3.70E-05,0.000726561,1.70E-05,0.002193336,3.62E-05,0.01774,3.81E-05,0.02553111,2.47E-05,5.17E-05
4056,2017-12-17 06-PM,0.096236476,0.05762,0.001811,0.03856,0.0017352,0.00952432,0.0007293,0.01705,4.27E-05,0.000864901,1.80E-05,0.002282752,3.52E-05,0.0177,3.83E-05,0.02749328,2.49E-05,5.34E-05
4057,2017-12-17 07-AM,0.092050102,0.05552,0.001759,0.0365,0.00130962,0.00915785,0.0005901,0.01649,3.64E-05,0.000718685,1.70E-05,0.002223215,3.61E-05,0.01785,3.75E-05,0.02475065,2.32E-05,5.11E-05
4058,2017-12-17 07-PM,0.096649519,0.058,0.00181,0.03793,0.00170685,0.009554567,0.0007015,0.01691,4.13E-05,0.000847356,1.83E-05,0.0022758,3.52E-05,0.01784,3.80E-05,0.026907542,2.53E-05,5.30E-05
4059,2017-12-17 08-AM,0.098088843,0.05519,0.001777,0.03697,0.00129395,0.009275773,0.0006487,0.01633,3.84E-05,0.0007394,1.78E-05,0.002221897,3.65E-05,0.018,3.79E-05,0.02488081,2.40E-05,5.17E-05
4060,2017-12-17 08-PM,0.096975246,0.05762,0.001805,0.03773,0.001779724,0.00958342,0.0006757,0.01665,4.16E-05,0.000839492,1.83E-05,0.002275874,3.53E-05,0.01807,3.79E-05,0.027003361,2.47E-05,5.26E-05
4061,2017-12-17 09-AM,0.094927037,0.0546,0.00178,0.03629,0.001318053,0.00921766,0.00062,0.01614,3.75E-05,0.000748663,1.79E-05,0.002199174,3.57E-05,0.01761,3.76E-05,0.024884053,2.30E-05,5.10E-05
4062,2017-12-17 09-PM,0.097081988,0.05885,0.001798,0.03829,0.001904545,0.009683541,0.000711,0.01678,4.20E-05,0.000858845,1.82E-05,0.00225911,3.61E-05,0.01835,3.83E-05,0.028583485,2.49E-05,5.29E-05
4063,2017-12-17 10-AM,0.093964161,0.05376,0.00175,0.03629,0.001305714,0.009428142,0.000619,0.01629,3.72E-05,0.000742856,1.76E-05,0.002218771,3.57E-05,0.01769,3.74E-05,0.024521153,2.36E-05,5.08E-05
4064,2017-12-17 10-PM,0.095591921,0.056,0.001784,0.03718,0.001647074,0.009960522,0.0007286,0.01652,4.12E-05,0.000819075,1.81E-05,0.002257198,3.55E-05,0.01778,3.72E-05,0.027174862,2.38E-05,5.18E-05
4065,2017-12-17 11-AM,0.09380531,0.0542,0.00173,0.03613,0.001350539,0.009484125,0.0006096,0.01618,3.89E-05,0.00072549,1.80E-05,0.002200317,3.45E-05,0.01755,3.67E-05,0.0245684,2.29E-05,5.06E-05
4066,2017-12-17 11-PM,0.096259336,0.057,0.001794,0.0376,0.001591608,0.01001288,0.0007234,0.01657,4.35E-05,0.0008272,1.82E-05,0.002285704,3.60E-05,0.01825,3.75E-05,0.0277488,2.35E-05,5.27E-05
4067,2017-12-17 12-AM,0.094627807,0.05381,0.00183,0.0368,0.001239056,0.00953488,0.0005454,0.01584,3.60E-05,0.0007452,1.69E-05,0.002220144,3.52E-05,0.01802,3.91E-05,0.02525952,1.99E-05,5.23E-05
4068,2017-12-17 12-PM,0.09433095,0.0535,0.001716,0.03598,0.001336657,0.009272046,0.000605,0.01609,3.98E-05,0.000716722,1.79E-05,0.002169594,3.53E-05,0.01731,3.68E-05,0.024631908,2.25E-05,5.11E-05
4069,2017-12-18 01-AM,0.096802551,0.05667,0.001759,0.03768,0.001869305,0.009732744,0.0007306,0.01659,4.20E-05,0.000812004,1.86E-05,0.002330885,3.70E-05,0.01809,3.71E-05,0.02728032,2.34E-05,5.45E-05
4070,2017-12-18 01-PM,0.105746509,0.05767,0.002135,0.0386,0.00222336,0.00971948,0.000915,0.0169,5.44E-05,0.00095535,1.93E-05,0.002452644,4.05E-05,0.01859,3.84E-05,0.02813168,2.43E-05,5.37E-05
4071,2017-12-18 02-AM,0.096275578,0.05728,0.001765,0.03792,0.001951363,0.009794736,0.000734,0.01667,4.29E-05,0.000832723,1.86E-05,0.002302502,3.89E-05,0.01813,3.72E-05,0.027014208,2.28E-05,5.50E-05
4072,2017-12-18 02-PM,0.110862823,0.05754,0.00204,0.03881,0.002157836,0.00978012,0.000922,0.0169,5.38E-05,0.000950069,1.89E-05,0.002445806,4.06E-05,0.01879,3.86E-05,0.027838413,2.48E-05,5.40E-05
4073,2017-12-18 03-AM,0.096679806,0.05737,0.001759,0.03804,0.001898957,0.009825732,0.0007938,0.01656,4.44E-05,0.000835739,1.83E-05,0.002353154,3.83E-05,0.01813,3.73E-05,0.027993636,2.34E-05,5.40E-05
4074,2017-12-18 03-PM,0.116675773,0.05708,0.00201,0.0389,0.002247642,0.0098806,0.000928,0.01684,5.44E-05,0.000925042,1.92E-05,0.0024896,4.14E-05,0.01897,3.83E-05,0.0281247,2.41E-05,5.36E-05
4075,2017-12-18 04-AM,0.096463409,0.05699,0.001764,0.03761,0.001922623,0.009556701,0.0007691,0.01648,5.10E-05,0.000833438,1.85E-05,0.002337462,3.76E-05,0.01815,3.70E-05,0.0278314,2.35E-05,5.35E-05
4076,2017-12-18 04-PM,0.121910656,0.05839,0.002029,0.03963,0.002030245,0.010109613,0.0008863,0.0171,5.35E-05,0.000919416,1.90E-05,0.002492727,4.10E-05,0.01895,3.86E-05,0.0293262,2.46E-05,5.40E-05
4077,2017-12-18 05-AM,0.096349163,0.05683,0.001793,0.03739,0.001889691,0.009500799,0.0007772,0.01646,5.27E-05,0.000823328,1.84E-05,0.002358561,3.80E-05,0.01789,3.73E-05,0.027350785,2.35E-05,5.32E-05
4078,2017-12-18 05-PM,0.116982847,0.05851,0.002067,0.0396,0.002018412,0.01093356,0.0008837,0.01728,5.38E-05,0.000942084,1.91E-05,0.002535588,4.11E-05,0.01904,3.86E-05,0.03040092,2.39E-05,5.41E-05
4079,2017-12-18 06-AM,0.096117591,0.05677,0.001826,0.03733,0.00182917,0.009728198,0.000801,0.01657,5.51E-05,0.000850751,1.88E-05,0.002426823,3.83E-05,0.01793,3.77E-05,0.02698959,2.43E-05,5.30E-05
4080,2017-12-18 06-PM,0.115743166,0.05948,0.002045,0.04096,0.002118861,0.010514432,0.0009056,0.01755,5.37E-05,0.000936346,1.91E-05,0.002605056,4.20E-05,0.01954,3.91E-05,0.030511104,2.57E-05,5.43E-05
4081,2017-12-18 07-AM,0.096954999,0.05639,0.00183,0.03761,0.001926384,0.00981621,0.0008316,0.01655,5.26E-05,0.000853747,1.91E-05,0.002496928,3.88E-05,0.01805,3.81E-05,0.027361275,2.51E-05,5.39E-05
4082,2017-12-18 07-PM,0.114850611,0.05972,0.002023,0.04108,0.00201292,0.010500048,0.0008913,0.01739,5.35E-05,0.000971542,1.90E-05,0.0026702,4.20E-05,0.01941,3.97E-05,0.030506008,2.54E-05,5.34E-05
4083,2017-12-18 08-AM,0.097206986,0.05666,0.001822,0.03772,0.0017917,0.010003344,0.0008795,0.01661,5.45E-05,0.000863788,1.93E-05,0.00242351,4.06E-05,0.01818,3.92E-05,0.02757332,2.51E-05,5.30E-05
4084,2017-12-18 08-PM,0.113562971,0.0594,0.002061,0.04109,0.00197232,0.010597111,0.0008847,0.01815,5.35E-05,0.000964382,1.88E-05,0.002679479,4.20E-05,0.01903,4.09E-05,0.0308175,2.60E-05,5.38E-05
4085,2017-12-18 09-AM,0.097379281,0.05733,0.001828,0.038,0.00201058,0.0099636,0.0009051,0.01678,5.33E-05,0.00086716,1.91E-05,0.00246962,4.16E-05,0.01833,3.89E-05,0.0279034,2.46E-05,5.36E-05
4086,2017-12-18 09-PM,0.113572961,0.0599,0.00211,0.04254,0.002038517,0.010732842,0.0008803,0.0181,5.28E-05,0.000971188,1.90E-05,0.002777862,4.30E-05,0.01931,4.10E-05,0.031794396,2.62E-05,5.36E-05
4087,2017-12-18 10-AM,0.098265208,0.05731,0.001861,0.0384,0.00196224,0.00984192,0.000853,0.01685,5.52E-05,0.000899712,1.90E-05,0.002435328,4.10E-05,0.01836,3.89E-05,0.028224,2.54E-05,5.34E-05
4088,2017-12-18 10-PM,0.115464278,0.06101,0.002034,0.04149,0.001974094,0.010451331,0.000881,0.01923,5.13E-05,0.000971281,1.89E-05,0.002847459,4.29E-05,0.01945,4.00E-05,0.031192182,2.82E-05,5.33E-05
4089,2017-12-18 11-AM,0.09818639,0.0571,0.001859,0.03856,0.00204368,0.009790384,0.000848,0.01689,5.67E-05,0.000924669,1.90E-05,0.002448174,4.08E-05,0.01822,3.87E-05,0.028044688,2.42E-05,5.24E-05
4090,2017-12-18 11-PM,0.113000534,0.06021,0.002007,0.04156,0.002025634,0.010207136,0.0008945,0.01875,5.17E-05,0.000973335,1.89E-05,0.002948682,4.42E-05,0.0196,3.99E-05,0.030841676,2.78E-05,5.28E-05
4091,2017-12-18 12-AM,0.098715019,0.05814,0.001775,0.03807,0.001744367,0.009685008,0.000716,0.01664,4.30E-05,0.00083221,1.89E-05,0.002314275,3.76E-05,0.01825,3.75E-05,0.028392606,2.46E-05,5.56E-05
4092,2017-12-18 12-PM,0.098141972,0.05726,0.001909,0.03858,0.002238797,0.00976074,0.000979,0.0169,5.64E-05,0.000938651,1.89E-05,0.002526604,4.11E-05,0.01835,3.83E-05,0.028610928,2.43E-05,5.29E-05
4093,2017-12-19 01-AM,0.115817308,0.06238,0.00222,0.04243,0.002112165,0.010204415,0.0009359,0.01874,5.24E-05,0.001039111,1.92E-05,0.002959917,4.85E-05,0.01988,4.17E-05,0.030638703,2.89E-05,5.34E-05
4094,2017-12-19 01-PM,0.128371823,0.06595,0.002248,0.04689,0.002042528,0.011352069,0.000974,0.01941,5.33E-05,0.001093475,2.00E-05,0.005148522,5.21E-05,0.02047,4.28E-05,0.031772664,2.93E-05,5.62E-05
4095,2017-12-19 02-AM,0.115047822,0.06432,0.002118,0.04335,0.002020977,0.0110109,0.0009636,0.01891,5.25E-05,0.001028262,2.00E-05,0.00299852,4.77E-05,0.01989,4.13E-05,0.030540075,2.84E-05,5.34E-05
4096,2017-12-19 02-PM,0.127477631,0.06485,0.002175,0.04634,0.00199262,0.01214108,0.000986,0.01921,5.32E-05,0.001051918,2.02E-05,0.004995452,5.14E-05,0.02039,4.29E-05,0.031798508,2.89E-05,5.66E-05
4097,2017-12-19 03-AM,0.111464271,0.0631,0.00215,0.04299,0.002075987,0.011026935,0.0009838,0.019,5.53E-05,0.00107604,2.02E-05,0.002934497,5.10E-05,0.01983,4.21E-05,0.030673365,2.89E-05,5.30E-05
4098,2017-12-19 03-PM,0.128327833,0.0646,0.002176,0.0459,0.001958094,0.0121635,0.000971,0.0194,5.31E-05,0.001056159,2.01E-05,0.00525096,5.18E-05,0.02015,4.30E-05,0.03082185,2.89E-05,5.64E-05
4099,2017-12-19 04-AM,0.111583874,0.06398,0.002104,0.04331,0.00207888,0.01108736,0.0009492,0.0194,5.32E-05,0.001075387,2.00E-05,0.003048591,5.06E-05,0.0196,4.30E-05,0.030594184,2.77E-05,5.32E-05
4100,2017-12-19 04-PM,0.127794467,0.065,0.00216,0.04546,0.001927959,0.012315114,0.0009673,0.0193,5.26E-05,0.00103967,2.01E-05,0.005768874,5.23E-05,0.0203,4.24E-05,0.03127648,3.13E-05,5.53E-05
4101,2017-12-19 05-AM,0.113774693,0.0639,0.002142,0.04428,0.002066548,0.010888452,0.0009901,0.01961,5.45E-05,0.001135782,2.04E-05,0.00306639,5.49E-05,0.01996,4.45E-05,0.03115098,2.82E-05,5.34E-05
4102,2017-12-19 05-PM,0.132938691,0.06474,0.002172,0.0457,0.00197881,0.0125675,0.0009476,0.0193,5.33E-05,0.001084918,2.02E-05,0.00536518,5.35E-05,0.02023,4.25E-05,0.03199,3.03E-05,5.57E-05
4103,2017-12-19 06-AM,0.117636783,0.0649,0.002151,0.04485,0.0020631,0.0112125,0.0009773,0.01933,5.49E-05,0.001156233,2.10E-05,0.003206775,5.47E-05,0.0202,4.30E-05,0.03099135,3.00E-05,5.36E-05
4104,2017-12-19 06-PM,0.134704656,0.06424,0.002195,0.04613,0.001973903,0.01254736,0.000948,0.0196,5.24E-05,0.00106099,2.01E-05,0.005198851,5.38E-05,0.02043,4.29E-05,0.033342764,3.18E-05,5.56E-05
4105,2017-12-19 07-AM,0.122818572,0.0654,0.002181,0.04479,0.002095724,0.01115271,0.000986,0.01918,5.46E-05,0.001069137,2.07E-05,0.003126342,5.18E-05,0.0205,4.23E-05,0.03171132,3.04E-05,5.37E-05
4106,2017-12-19 07-PM,0.144008397,0.06476,0.002184,0.0467,0.002049196,0.01308067,0.0009551,0.01978,5.35E-05,0.001082973,2.00E-05,0.0050903,5.46E-05,0.02058,4.35E-05,0.0337641,3.22E-05,5.69E-05
4107,2017-12-19 08-AM,0.122725575,0.065,0.002245,0.04562,0.00209852,0.011318322,0.00096,0.01915,5.44E-05,0.001104916,2.07E-05,0.003220316,5.35E-05,0.02063,4.26E-05,0.031829074,3.08E-05,5.34E-05
4108,2017-12-19 08-PM,0.149876159,0.0653,0.00219,0.04655,0.002009564,0.01293159,0.0009523,0.01971,5.68E-05,0.001084615,1.93E-05,0.00501809,5.26E-05,0.02044,4.28E-05,0.0339815,3.22E-05,5.76E-05
4109,2017-12-19 09-AM,0.127607466,0.06384,0.002199,0.04595,0.00216011,0.0114875,0.0009372,0.01889,5.28E-05,0.001072013,2.08E-05,0.003789497,4.89E-05,0.02052,4.20E-05,0.032160405,3.05E-05,5.42E-05
4110,2017-12-19 09-PM,0.158190043,0.06408,0.002143,0.04559,0.001933016,0.012085909,0.000903,0.01946,5.10E-05,0.000997053,1.88E-05,0.004773273,4.92E-05,0.01976,4.17E-05,0.031963149,2.96E-05,6.02E-05
4111,2017-12-19 10-AM,0.120558659,0.06187,0.002136,0.04477,0.00204778,0.010606013,0.0009125,0.01879,5.15E-05,0.001036873,1.92E-05,0.00367114,4.79E-05,0.0197,4.14E-05,0.03048837,2.84E-05,5.59E-05
4112,2017-12-19 10-PM,0.163880792,0.0656,0.002156,0.04658,0.001949839,0.0121108,0.0009305,0.0196,5.25E-05,0.001034542,1.85E-05,0.00544986,5.10E-05,0.02007,4.24E-05,0.033411834,3.15E-05,5.95E-05
4113,2017-12-19 11-AM,0.122703148,0.0648,0.002151,0.04567,0.001937778,0.01073245,0.0009323,0.01902,5.18E-05,0.001081922,1.97E-05,0.003597426,5.08E-05,0.0204,4.19E-05,0.0310556,2.77E-05,5.68E-05
4114,2017-12-19 11-PM,0.154120162,0.06549,0.002155,0.04619,0.001881781,0.011764593,0.000956,0.01963,5.34E-05,0.001028651,1.92E-05,0.005940034,5.26E-05,0.0205,4.22E-05,0.034102077,3.25E-05,5.78E-05
4115,2017-12-19 12-AM,0.114187794,0.06269,0.002129,0.0415,0.002069605,0.0101011,0.0009482,0.0186,5.25E-05,0.00097857,1.90E-05,0.00289504,4.83E-05,0.01961,4.01E-05,0.0301871,2.79E-05,5.33E-05
4116,2017-12-19 12-PM,0.127042563,0.06553,0.002177,0.04557,0.002003257,0.010827432,0.0009407,0.01926,5.34E-05,0.00109049,1.98E-05,0.003702563,5.22E-05,0.02011,4.26E-05,0.031365831,2.89E-05,5.63E-05
4117,2017-12-20 01-AM,0.226237356,0.072,0.002168,0.04658,0.001796125,0.01136552,0.0009638,0.01914,4.97E-05,0.000976783,1.74E-05,0.00500735,5.12E-05,0.02256,4.17E-05,0.034599624,2.86E-05,6.30E-05
4118,2017-12-20 01-PM,0.208867647,0.0844,0.002279,0.04679,0.0018716,0.012357239,0.00116,0.01892,5.36E-05,0.001035463,1.93E-05,0.005273233,5.52E-05,0.02442,4.17E-05,0.036500879,3.10E-05,5.88E-05
4119,2017-12-20 02-AM,0.173134328,0.07,0.002202,0.04615,0.001922147,0.0112606,0.001012,0.01933,5.20E-05,0.001009762,1.81E-05,0.005607225,5.25E-05,0.02159,4.26E-05,0.034497125,2.98E-05,5.97E-05
4120,2017-12-20 02-PM,0.216238484,0.0889,0.002314,0.04709,0.001935399,0.012012659,0.00116,0.0184,5.38E-05,0.001031271,2.00E-05,0.005151646,5.48E-05,0.02465,4.13E-05,0.036574803,3.15E-05,5.83E-05
4121,2017-12-20 03-AM,0.193123939,0.0753,0.00223,0.047,0.001927,0.0114633,0.001047,0.01922,5.22E-05,0.00102601,1.83E-05,0.0055413,5.27E-05,0.02312,4.25E-05,0.0348787,3.02E-05,6.06E-05
4122,2017-12-20 03-PM,0.22442303,0.08623,0.002345,0.04769,0.00187994,0.01206557,0.001156,0.01867,5.36E-05,0.001031058,1.96E-05,0.005107599,5.60E-05,0.02514,4.26E-05,0.038228304,3.21E-05,6.06E-05
4123,2017-12-20 04-AM,0.187235969,0.076,0.002356,0.04659,0.001917644,0.011363301,0.001022,0.0197,5.20E-05,0.001011469,1.86E-05,0.005287965,5.16E-05,0.023,4.25E-05,0.035240676,3.04E-05,6.04E-05
4124,2017-12-20 04-PM,0.243753436,0.08663,0.00232,0.04794,0.00186966,0.012766422,0.00116,0.0186,5.24E-05,0.001012972,1.93E-05,0.005359692,5.43E-05,0.02524,4.23E-05,0.039138216,3.20E-05,6.11E-05
4125,2017-12-20 05-AM,0.205970018,0.07874,0.002332,0.04705,0.002049969,0.01126377,0.001045,0.01949,5.18E-05,0.001002165,1.83E-05,0.005302535,5.27E-05,0.02363,4.25E-05,0.03571095,2.99E-05,6.10E-05
4126,2017-12-20 05-PM,0.221456789,0.08805,0.002325,0.04756,0.001913339,0.012284748,0.001159,0.01878,5.45E-05,0.001046796,1.92E-05,0.005360012,5.52E-05,0.02539,4.29E-05,0.038252508,3.16E-05,5.93E-05
4127,2017-12-20 06-AM,0.204043777,0.07673,0.002346,0.04705,0.001953046,0.0113861,0.001036,0.01955,5.14E-05,0.000983345,1.83E-05,0.00507199,5.26E-05,0.02375,4.26E-05,0.03532514,2.95E-05,6.18E-05
4128,2017-12-20 06-PM,0.22373667,0.0899,0.002339,0.04785,0.001935054,0.01240272,0.001142,0.01898,5.46E-05,0.001046001,1.98E-05,0.0052635,5.55E-05,0.02619,4.39E-05,0.039337485,3.12E-05,5.96E-05
4129,2017-12-20 07-AM,0.204655713,0.07508,0.002293,0.04673,0.001967333,0.011626424,0.001012,0.01936,5.22E-05,0.001017312,1.86E-05,0.005196376,5.20E-05,0.02359,4.29E-05,0.034855907,3.05E-05,6.15E-05
4130,2017-12-20 07-PM,0.204601332,0.08895,0.002363,0.04804,0.001936492,0.012845896,0.00115,0.01896,5.35E-05,0.001051115,2.00E-05,0.005255576,5.53E-05,0.02792,4.37E-05,0.040295952,3.30E-05,5.96E-05
4131,2017-12-20 08-AM,0.185871522,0.073,0.002286,0.04681,0.001974914,0.011665052,0.001008,0.01921,5.25E-05,0.001037778,1.84E-05,0.005223996,5.11E-05,0.02298,4.28E-05,0.034044913,2.96E-05,5.92E-05
4132,2017-12-20 08-PM,0.215008618,0.08424,0.00241,0.04834,0.001942301,0.01300346,0.001174,0.01857,5.87E-05,0.001071698,2.02E-05,0.005211052,5.38E-05,0.02682,4.32E-05,0.038667166,3.35E-05,5.98E-05
4133,2017-12-20 09-AM,0.195383151,0.07521,0.002356,0.04705,0.001984099,0.01171545,0.0009959,0.0189,5.35E-05,0.001018162,1.88E-05,0.00524137,5.19E-05,0.02372,4.28E-05,0.034351205,2.94E-05,5.95E-05
4134,2017-12-20 09-PM,0.234405289,0.08697,0.002382,0.04838,0.001996159,0.013319014,0.001179,0.01856,6.80E-05,0.001055168,1.99E-05,0.005229878,5.47E-05,0.02761,4.37E-05,0.03947808,3.31E-05,6.15E-05
4135,2017-12-20 10-AM,0.185643615,0.0733,0.002299,0.04662,0.001989275,0.011846142,0.0009799,0.01893,5.53E-05,0.001021444,1.87E-05,0.005379948,5.31E-05,0.02344,4.24E-05,0.03412584,2.93E-05,5.80E-05
4136,2017-12-20 10-PM,0.229046154,0.08942,0.00237,0.04824,0.001981217,0.013376952,0.001177,0.0186,6.82E-05,0.001085882,2.07E-05,0.00528228,5.54E-05,0.02803,4.39E-05,0.038780136,3.45E-05,6.15E-05
4137,2017-12-20 11-AM,0.19052963,0.07488,0.002314,0.0467,0.001982882,0.01193652,0.001098,0.01874,5.55E-05,0.001025065,1.93E-05,0.0054639,5.43E-05,0.02385,4.21E-05,0.03384349,2.99E-05,5.76E-05
4138,2017-12-20 11-PM,0.225224044,0.08692,0.002375,0.0484,0.002020216,0.01349876,0.001191,0.01854,6.80E-05,0.001088032,2.07E-05,0.00545468,5.53E-05,0.02867,4.36E-05,0.04041884,3.48E-05,6.07E-05
4139,2017-12-20 12-AM,0.190039439,0.0685,0.002136,0.04499,0.001819396,0.01102255,0.000965,0.01909,4.81E-05,0.001002827,1.78E-05,0.005299822,5.06E-05,0.0206,4.18E-05,0.033063151,2.88E-05,6.07E-05
4140,2017-12-20 12-PM,0.179330111,0.08385,0.002299,0.04638,0.001899725,0.012239682,0.001078,0.01913,5.42E-05,0.001042159,1.95E-05,0.005329062,5.48E-05,0.02477,4.14E-05,0.0361764,3.04E-05,5.62E-05
4141,2017-12-21 01-AM,0.219767781,0.08785,0.002357,0.04839,0.002047865,0.013094334,0.001255,0.01869,6.85E-05,0.001110551,2.02E-05,0.005622918,5.82E-05,0.02781,4.94E-05,0.0396798,3.55E-05,6.08E-05
4142,2017-12-21 01-PM,0.205198758,0.09045,0.002472,0.05003,0.002090253,0.01325795,0.001453,0.01895,7.78E-05,0.00110016,2.13E-05,0.005498297,6.05E-05,0.02749,6.34E-05,0.045102045,3.84E-05,6.21E-05
4143,2017-12-21 02-AM,0.212,0.09199,0.00239,0.04863,0.00217133,0.013169004,0.001238,0.01887,7.07E-05,0.00111849,2.04E-05,0.005733477,5.78E-05,0.02794,5.36E-05,0.040562283,3.48E-05,6.10E-05
