,Date,BCHBTC_d,DASHBTC,ETCBTC,ETHBTC,GASBTC_e,GNOBTC_e,LSKBTC,LTCBTC,NXTBTC,OMGBTC_e,POTBTC,REPBTC_e,XEMBTC,XMRBTC,XRPBTC,ZECBTC_e,ZRXBTC_e,USDBTC_d
0,2017-07-01 01-PM,,0.0703,0.00694,0.1095,,0.128115,0.000966,0.01584,6.22E-05,,3.90E-05,0.01096095,6.34E-05,0.0173,9.98E-05,0.117165,,0.00042223
1,2017-07-01 02-PM,,0.07051,0.006915,0.1085,,0.126945,0.0009847,0.01584,6.03E-05,,3.92E-05,0.0105245,6.27E-05,0.01731,9.97E-05,0.11718,,0.00042155
2,2017-07-01 03-PM,,0.07067,0.00698,0.1107,,0.13284,0.001004,0.0159,5.79E-05,,3.86E-05,0.01078218,6.25E-05,0.01717,9.95E-05,0.116235,,0.000415966
3,2017-07-01 04-PM,,0.06941,0.00691,0.1093,,0.130067,0.0009839,0.01588,5.83E-05,,3.81E-05,0.010592263,6.24E-05,0.0171,9.94E-05,0.116951,,0.000417819
4,2017-07-01 05-PM,,0.06929,0.006879,0.108,,0.13068,0.000955,0.01582,5.80E-05,,3.82E-05,0.0105516,6.19E-05,0.01707,9.94E-05,0.11556,,0.00042053
5,2017-07-01 06-PM,,0.06955,0.00681,0.107,,0.1284,0.0009558,0.01565,5.69E-05,,3.72E-05,0.01049777,6.14E-05,0.01701,9.88E-05,0.11556,,0.000425532
6,2017-07-01 07-PM,,0.06956,0.006738,0.106,,0.1272,0.000963,0.01562,5.47E-05,,3.61E-05,0.01038906,6.11E-05,0.01691,9.87E-05,0.11448,,0.000427798
7,2017-07-01 08-PM,,0.06923,0.00679,0.1069,,0.127211,0.0009553,0.0156,5.43E-05,,3.61E-05,0.010146948,6.09E-05,0.01679,9.85E-05,0.113314,,0.000434007
8,2017-07-01 09-PM,,0.06814,0.006754,0.1067,,0.126973,0.0009503,0.01549,5.40E-05,,3.63E-05,0.0102432,6.02E-05,0.01703,9.87E-05,0.114169,,0.000432827
9,2017-07-01 10-PM,,0.06809,0.006826,0.1087,,0.127179,0.0009633,0.01559,5.57E-05,,3.65E-05,0.010226496,5.96E-05,0.01715,9.89E-05,0.114135,,0.000429183
10,2017-07-01 11-AM,,0.07082,0.006982,0.1094,,0.129092,0.0009806,0.01571,6.18E-05,,3.98E-05,0.0111588,6.30E-05,0.01738,9.94E-05,0.117058,,0.000412712
11,2017-07-01 11-PM,,0.06784,0.006893,0.1087,,0.126092,0.0009486,0.0158,5.66E-05,,3.70E-05,0.010394981,6.00E-05,0.0171,9.88E-05,0.116309,,0.000426159
12,2017-07-01 12-PM,,0.07054,0.006976,0.1105,,0.13039,0.0009691,0.01587,6.21E-05,,3.91E-05,0.01103895,6.27E-05,0.01738,9.96E-05,0.11713,,0.000416734
13,2017-07-02 01-AM,,0.06868,0.006847,0.1091,,0.122192,0.0009409,0.01566,5.41E-05,,3.63E-05,0.010239035,6.24E-05,0.01702,9.99E-05,0.114555,,0.000429738
14,2017-07-02 01-PM,,0.06978,0.00686,0.1077,,0.130317,0.000983,0.01586,5.49E-05,,3.68E-05,0.010256271,6.23E-05,0.01695,0.0001002,0.113085,,0.000425894
15,2017-07-02 02-AM,,0.06878,0.0068,0.1065,,0.118215,0.000931,0.01547,5.25E-05,,3.64E-05,0.010050405,6.00E-05,0.01713,9.95E-05,0.11289,,0.000431218
16,2017-07-02 02-PM,,0.06932,0.006879,0.1078,,0.128282,0.0009771,0.01585,5.50E-05,,3.67E-05,0.01024639,6.15E-05,0.0169,9.99E-05,0.11319,,0.000424719
17,2017-07-02 03-AM,,0.06887,0.006858,0.1069,,0.118659,0.0009087,0.01557,5.33E-05,,3.65E-05,0.010167259,6.17E-05,0.017,0.0001002,0.112245,,0.000433751
18,2017-07-02 03-PM,,0.06863,0.006839,0.1082,,0.12984,0.0009678,0.01593,5.45E-05,,3.69E-05,0.010269262,6.14E-05,0.01699,9.95E-05,0.114692,,0.000419287
19,2017-07-02 04-AM,,0.06917,0.006866,0.1069,,0.115452,0.0009162,0.01562,5.31E-05,,3.65E-05,0.010072118,6.17E-05,0.01696,0.0001004,0.113314,,0.000431965
20,2017-07-02 04-PM,,0.06881,0.0069,0.1094,,0.129092,0.0009527,0.01625,5.39E-05,,3.69E-05,0.010351428,6.13E-05,0.01702,9.94E-05,0.11487,,0.000417711
21,2017-07-02 05-AM,,0.06949,0.006907,0.1076,,0.117284,0.000931,0.01568,5.50E-05,,3.67E-05,0.0100068,6.12E-05,0.01713,0.0001001,0.11298,,0.000425813
22,2017-07-02 05-PM,,0.06838,0.006933,0.1122,,0.127908,0.0009859,0.01613,5.41E-05,,3.68E-05,0.010279764,6.13E-05,0.0173,9.95E-05,0.115566,,0.000414504
23,2017-07-02 06-AM,,0.06968,0.006934,0.1078,,0.117502,0.0009267,0.01575,5.34E-05,,3.68E-05,0.0100254,6.11E-05,0.01713,0.0001005,0.114268,,0.000429069
24,2017-07-02 06-PM,,0.06881,0.00691,0.1121,,0.127794,0.000997,0.01635,5.50E-05,,3.73E-05,0.010465656,6.07E-05,0.01732,9.97E-05,0.116584,,0.000414938
25,2017-07-02 07-AM,,0.06999,0.006987,0.1093,,0.119137,0.001003,0.01583,5.26E-05,,3.70E-05,0.010116808,6.10E-05,0.0171,9.98E-05,0.116951,,0.000425532
26,2017-07-02 07-PM,,0.06881,0.006948,0.1127,,0.130732,0.001,0.01653,5.60E-05,,3.73E-05,0.010428131,6.13E-05,0.01736,9.99E-05,0.116081,,0.000412541
27,2017-07-02 08-AM,,0.07037,0.006996,0.111,,0.11877,0.001025,0.01586,5.62E-05,,3.73E-05,0.01017537,6.22E-05,0.017,9.99E-05,0.11655,,0.000417561
28,2017-07-02 08-PM,,0.06949,0.006924,0.113,,0.12882,0.001011,0.01665,5.63E-05,,3.84E-05,0.010396,6.21E-05,0.01715,1.00E-04,0.11865,,0.000411108
29,2017-07-02 09-AM,,0.0708,0.006925,0.1094,,0.122528,0.0009736,0.01595,5.53E-05,,3.67E-05,0.010277036,6.24E-05,0.017,9.97E-05,0.117058,,0.00042337
30,2017-07-02 09-PM,,0.06951,0.006965,0.1157,,0.128427,0.00103,0.01665,5.57E-05,,3.83E-05,0.0106444,6.27E-05,0.01712,1.00E-04,0.120328,,0.000406431
31,2017-07-02 10-AM,,0.06962,0.006884,0.1087,,0.125005,0.0009447,0.01585,5.41E-05,,3.67E-05,0.010297151,6.16E-05,0.01695,9.93E-05,0.115222,,0.000422744
32,2017-07-02 10-PM,,0.06934,0.006925,0.1134,,0.129276,0.001022,0.01641,5.46E-05,,3.85E-05,0.010361358,6.23E-05,0.01712,0.0001003,0.11907,,0.000409997
33,2017-07-02 11-AM,,0.06945,0.00686,0.1093,,0.13116,0.0009435,0.01595,5.51E-05,,3.67E-05,0.010190039,6.16E-05,0.01689,9.97E-05,0.114765,,0.000420521
34,2017-07-02 11-PM,,0.06901,0.006957,0.1132,,0.129048,0.001023,0.01652,5.55E-05,,3.94E-05,0.01051628,6.35E-05,0.0171,0.0001009,0.117728,,0.000410654
35,2017-07-02 12-AM,,0.068,0.00682,0.1084,,0.128996,0.0009509,0.01565,5.48E-05,,3.70E-05,0.010210196,6.12E-05,0.0172,9.94E-05,0.117072,,0.000433403
36,2017-07-02 12-PM,,0.06988,0.0069,0.1089,,0.129591,0.000974,0.01601,5.58E-05,,3.67E-05,0.010205019,6.14E-05,0.01689,0.0001002,0.114345,,0.000423549
37,2017-07-03 01-AM,,0.0691,0.006879,0.111,,0.12987,0.0009991,0.0164,5.43E-05,,3.94E-05,0.01040736,6.40E-05,0.01691,9.95E-05,0.11544,,0.000408975
38,2017-07-03 01-PM,,0.07039,0.006859,0.1101,,0.138726,0.0009904,0.01825,5.48E-05,,3.72E-05,0.010861365,6.41E-05,0.017,9.94E-05,0.113403,,0.00039066
39,2017-07-03 02-AM,,0.07,0.006898,0.1129,,0.130964,0.001014,0.01638,5.39E-05,,3.86E-05,0.010526796,6.38E-05,0.017,9.97E-05,0.116287,,0.000413167
40,2017-07-03 02-PM,,0.07012,0.006837,0.1098,,0.132858,0.0009973,0.018,5.40E-05,,3.75E-05,0.01100196,6.40E-05,0.01702,9.88E-05,0.113094,,0.000394926
41,2017-07-03 03-AM,,0.06968,0.00685,0.1125,,0.13275,0.001006,0.01671,5.35E-05,,3.83E-05,0.010504125,6.37E-05,0.01702,9.98E-05,0.11475,,0.000412882
42,2017-07-03 03-PM,,0.0704,0.00681,0.1097,,0.133834,0.0009935,0.01829,5.46E-05,,3.81E-05,0.0110797,6.41E-05,0.01711,9.90E-05,0.112991,,0.000390067
43,2017-07-03 04-AM,,0.06886,0.0069,0.1125,,0.135,0.0009885,0.01764,5.45E-05,,3.87E-05,0.01045125,6.33E-05,0.01718,9.90E-05,0.115875,,0.00040833
44,2017-07-03 04-PM,,0.07025,0.0068,0.11,,0.1331,0.0009822,0.01838,5.42E-05,,3.81E-05,0.011077,6.57E-05,0.01724,9.87E-05,0.1122,,0.000393345
45,2017-07-03 05-AM,,0.06938,0.006892,0.1123,,0.135883,0.000984,0.0176,5.45E-05,,3.84E-05,0.010456253,6.36E-05,0.01727,9.93E-05,0.115669,,0.000409165
46,2017-07-03 05-PM,,0.07032,0.006828,0.1105,,0.1326,0.000967,0.01833,5.44E-05,,3.75E-05,0.0111163,6.58E-05,0.01721,9.92E-05,0.11271,,0.000395257
47,2017-07-03 06-AM,,0.07,0.006818,0.1113,,0.134673,0.000982,0.01792,5.35E-05,,3.72E-05,0.010431036,6.42E-05,0.01703,9.98E-05,0.115752,,0.000407633
48,2017-07-03 06-PM,,0.07045,0.00679,0.1099,,0.13188,0.00098,0.018,5.46E-05,,3.83E-05,0.01137465,6.64E-05,0.0173,9.93E-05,0.112098,,0.000397614
49,2017-07-03 07-AM,,0.06971,0.006849,0.1111,,0.13332,0.0009724,0.01805,5.30E-05,,3.75E-05,0.01047673,6.40E-05,0.01702,0.0001,0.114433,,0.000411787
50,2017-07-03 07-PM,,0.07021,0.00678,0.1096,,0.129328,0.0009638,0.01806,5.46E-05,,3.87E-05,0.01133264,6.63E-05,0.01722,9.88E-05,0.111792,,0.000393856
51,2017-07-03 08-AM,,0.07023,0.006858,0.1112,,0.134552,0.0009665,0.01766,5.27E-05,,3.73E-05,0.010433896,6.41E-05,0.017,9.99E-05,0.114536,,0.000412218
52,2017-07-03 08-PM,,0.0708,0.00677,0.1093,,0.130067,0.0009605,0.01822,5.56E-05,,3.87E-05,0.01126883,6.60E-05,0.01711,9.91E-05,0.111486,,0.000394331
53,2017-07-03 09-AM,,0.06989,0.006834,0.1105,,0.135915,0.0009794,0.01766,5.19E-05,,3.80E-05,0.010465455,6.39E-05,0.01702,9.99E-05,0.113815,,0.000411523
54,2017-07-03 09-PM,,0.07088,0.006744,0.1092,,0.129948,0.0009683,0.01823,5.50E-05,,3.87E-05,0.01138956,6.61E-05,0.017,9.94E-05,0.113568,,0.000390591
55,2017-07-03 10-AM,,0.07038,0.006831,0.1114,,0.135908,0.0009642,0.01823,5.20E-05,,3.80E-05,0.01042704,6.39E-05,0.01711,9.98E-05,0.114742,,0.000408998
56,2017-07-03 10-PM,,0.07023,0.006735,0.108,,0.13176,0.0009685,0.01802,5.50E-05,,3.89E-05,0.0113184,6.70E-05,0.01707,9.88E-05,0.1134,,0.000390625
57,2017-07-03 11-AM,,0.0698,0.00683,0.1105,,0.13702,0.0009677,0.01829,5.29E-05,,3.78E-05,0.01037153,6.32E-05,0.01716,9.92E-05,0.113815,,0.000405844
58,2017-07-03 11-PM,,0.07027,0.00678,0.1087,,0.13044,0.0009655,0.01786,5.44E-05,,3.92E-05,0.01127219,6.80E-05,0.0171,9.91E-05,0.114135,,0.00039425
59,2017-07-03 12-AM,,0.0691,0.006895,0.1129,,0.129835,0.001005,0.01644,5.43E-05,,3.91E-05,0.0104997,6.38E-05,0.01702,0.0001,0.116287,,0.000411734
60,2017-07-03 12-PM,,0.06981,0.006811,0.1094,,0.137844,0.0009624,0.01832,5.37E-05,,3.80E-05,0.01031642,6.40E-05,0.017,9.91E-05,0.112682,,0.000401389
61,2017-07-04 01-AM,,0.07015,0.00677,0.1085,,0.1302,0.0009877,0.01845,5.46E-05,,3.91E-05,0.0111321,7.20E-05,0.01718,9.87E-05,0.113925,,0.0003885
62,2017-07-04 01-PM,,0.0715,0.00688,0.1064,,0.128744,0.001015,0.02024,5.90E-05,,3.99E-05,0.01083152,7.22E-05,0.01724,9.79E-05,0.112784,,0.000383378
63,2017-07-04 02-AM,,0.07046,0.006777,0.1082,,0.128758,0.000971,0.01899,5.49E-05,,3.95E-05,0.01115542,7.22E-05,0.01705,9.82E-05,0.112528,,0.000383362
64,2017-07-04 02-PM,,0.0718,0.006852,0.1061,,0.125198,0.0009995,0.01978,5.86E-05,,4.00E-05,0.01088586,7.10E-05,0.01733,9.71E-05,0.112466,,0.000385057
65,2017-07-04 03-AM,,0.07,0.006776,0.107,,0.13054,0.0009778,0.0193,5.70E-05,,4.00E-05,0.0111066,6.83E-05,0.01712,9.80E-05,0.11128,,0.000383142
66,2017-07-04 03-PM,,0.07121,0.006761,0.1055,,0.12449,0.0009935,0.01995,5.74E-05,,4.00E-05,0.01068715,6.88E-05,0.01734,9.71E-05,0.110775,,0.000391458
67,2017-07-04 04-AM,,0.07005,0.006768,0.1066,,0.131118,0.0009725,0.01952,5.77E-05,,3.99E-05,0.01080924,7.02E-05,0.01717,9.77E-05,0.11193,,0.000383436
68,2017-07-04 04-PM,,0.0712,0.006749,0.1049,,0.12588,0.0009965,0.01961,5.51E-05,,3.97E-05,0.01074176,6.70E-05,0.01727,9.72E-05,0.111194,,0.000395101
69,2017-07-04 05-AM,,0.07054,0.00673,0.1077,,0.127086,0.0009827,0.01924,5.86E-05,,4.02E-05,0.010761384,7.10E-05,0.01722,9.64E-05,0.112008,,0.000382409
70,2017-07-04 05-PM,,0.071,0.006746,0.1049,,0.12588,0.0009996,0.01971,5.72E-05,,4.02E-05,0.0106998,6.94E-05,0.01724,9.71E-05,0.111194,,0.000390752
71,2017-07-04 06-AM,,0.07082,0.006884,0.1074,,0.12888,0.0009745,0.01926,5.93E-05,,3.96E-05,0.0106326,7.09E-05,0.01723,9.72E-05,0.11277,,0.000382117
72,2017-07-04 06-PM,,0.0709,0.006805,0.1056,,0.124608,0.000991,0.01991,5.68E-05,,4.02E-05,0.01081344,6.90E-05,0.01727,9.71E-05,0.11088,,0.00039208
73,2017-07-04 07-AM,,0.0707,0.006856,0.1073,,0.12876,0.0009953,0.01903,5.96E-05,,3.89E-05,0.0106227,7.11E-05,0.01731,9.74E-05,0.113738,,0.000382409
74,2017-07-04 07-PM,,0.07118,0.0068,0.1049,,0.124831,0.000986,0.01991,5.62E-05,,4.08E-05,0.01065784,7.00E-05,0.01733,9.70E-05,0.110145,,0.00039683
75,2017-07-04 08-AM,,0.07106,0.0069,0.1091,,0.129829,0.0009887,0.01917,5.87E-05,,3.91E-05,0.010485601,7.11E-05,0.01722,9.82E-05,0.113464,,0.000384911
76,2017-07-04 08-PM,,0.07066,0.006783,0.1046,,0.123428,0.0009888,0.02008,5.64E-05,,4.12E-05,0.01058552,6.98E-05,0.01737,9.73E-05,0.108784,,0.000395257
77,2017-07-04 09-AM,,0.07123,0.006855,0.1088,,0.129472,0.0009927,0.01902,5.81E-05,,3.96E-05,0.010758144,7.25E-05,0.01728,9.75E-05,0.113152,,0.000384025
78,2017-07-04 09-PM,,0.0703,0.006727,0.1049,,0.12588,0.0009781,0.02075,5.59E-05,,4.10E-05,0.01082568,7.02E-05,0.01775,9.65E-05,0.108047,,0.000392157
79,2017-07-04 10-AM,,0.07124,0.006911,0.1089,,0.13068,0.001007,0.01892,5.85E-05,,3.89E-05,0.0106722,7.20E-05,0.01721,9.73E-05,0.113256,,0.000385917
80,2017-07-04 10-PM,,0.07063,0.00672,0.1037,,0.123403,0.0009701,0.02049,5.65E-05,,4.02E-05,0.01082628,7.10E-05,0.01755,9.57E-05,0.107848,,0.00039032
81,2017-07-04 11-AM,,0.07155,0.00684,0.1083,,0.128877,0.0009935,0.01919,5.90E-05,,3.94E-05,0.010796427,7.26E-05,0.01725,9.78E-05,0.112632,,0.000383583
82,2017-07-04 11-PM,,0.07028,0.00673,0.1032,,0.121776,0.0009735,0.02125,5.60E-05,,4.03E-05,0.01055736,7.20E-05,0.0175,9.55E-05,0.10836,,0.000387597
83,2017-07-04 12-AM,,0.07031,0.006755,0.1084,,0.13008,0.0009723,0.01829,5.50E-05,,3.92E-05,0.01115436,7.13E-05,0.01712,9.86E-05,0.11382,,0.000391047
84,2017-07-04 12-PM,,0.0715,0.006876,0.1075,,0.129,0.0009999,0.01933,5.92E-05,,3.99E-05,0.01082525,7.23E-05,0.01724,9.77E-05,0.112875,,0.000384234
85,2017-07-05 01-AM,,0.07119,0.006761,0.1039,,0.122602,0.0009675,0.02117,5.57E-05,,4.00E-05,0.01057702,7.02E-05,0.01765,9.68E-05,0.109095,,0.000393391
86,2017-07-05 01-PM,,0.07434,0.006708,0.1006,,0.123738,0.0009645,0.0195,5.36E-05,,3.95E-05,0.01035174,6.83E-05,0.01818,9.70E-05,0.10563,,0.000392022
87,2017-07-05 02-AM,,0.0715,0.0068,0.1041,,0.121797,0.0009675,0.02083,5.56E-05,,3.98E-05,0.01048287,7.00E-05,0.01767,9.69E-05,0.109305,,0.000395299
88,2017-07-05 02-PM,,0.07667,0.00666,0.09945,,0.1243125,0.000961,0.01946,5.33E-05,,3.94E-05,0.01038258,6.80E-05,0.01795,9.60E-05,0.1064115,,0.000393082
89,2017-07-05 03-AM,,0.07125,0.00678,0.1051,,0.122967,0.000968,0.02113,5.60E-05,,4.03E-05,0.01066765,7.02E-05,0.01748,9.80E-05,0.109304,,0.000393843
90,2017-07-05 03-PM,,0.07549,0.00669,0.1,,0.124,0.0009495,0.0198,5.32E-05,,3.94E-05,0.01037,6.75E-05,0.01791,9.61E-05,0.105,,0.000391181
91,2017-07-05 04-AM,,0.0718,0.006788,0.1045,,0.128535,0.0009678,0.02069,5.58E-05,,4.00E-05,0.01060675,7.00E-05,0.01764,0.000101,0.10868,,0.000394822
92,2017-07-05 04-PM,,0.07581,0.006689,0.09961,,0.1225203,0.0009492,0.01992,5.30E-05,,3.96E-05,0.01035944,6.70E-05,0.01762,9.59E-05,0.1055866,,0.00039093
93,2017-07-05 05-AM,,0.07216,0.00679,0.1047,,0.128781,0.000985,0.02072,5.52E-05,,4.05E-05,0.01061658,6.87E-05,0.01801,9.88E-05,0.109935,,0.000395246
94,2017-07-05 05-PM,,0.07648,0.00673,0.101,,0.12322,0.0009513,0.02018,5.32E-05,,3.96E-05,0.0103424,6.70E-05,0.01777,9.62E-05,0.10605,,0.000389408
95,2017-07-05 06-AM,,0.07345,0.0068,0.1045,,0.12958,0.0009704,0.02045,5.55E-05,,4.01E-05,0.0106381,6.90E-05,0.01822,9.85E-05,0.10868,,0.000396511
96,2017-07-05 06-PM,,0.07671,0.00671,0.104,,0.12688,0.000965,0.01968,5.40E-05,,3.91E-05,0.010348,6.73E-05,0.01756,9.65E-05,0.10712,,0.00038924
97,2017-07-05 07-AM,,0.07245,0.006735,0.1033,,0.128092,0.0009679,0.02007,5.50E-05,,3.99E-05,0.01040231,6.90E-05,0.01815,9.76E-05,0.109498,,0.000400802
98,2017-07-05 07-PM,,0.07892,0.006697,0.1028,,0.132612,0.0009528,0.0198,5.34E-05,,3.89E-05,0.01036224,6.75E-05,0.01768,9.59E-05,0.106912,,0.000384246
99,2017-07-05 08-AM,,0.07273,0.006753,0.1031,,0.126813,0.0009691,0.02075,5.61E-05,,3.94E-05,0.01050589,6.96E-05,0.01791,9.77E-05,0.108255,,0.000397283
100,2017-07-05 08-PM,,0.08069,0.00669,0.1015,,0.130935,0.0009452,0.01984,5.33E-05,,3.93E-05,0.01034285,6.75E-05,0.01752,9.59E-05,0.10556,,0.000385594
101,2017-07-05 09-AM,,0.0735,0.006721,0.1025,,0.1271,0.0009746,0.02075,5.54E-05,,3.90E-05,0.01038325,6.92E-05,0.01808,9.80E-05,0.10865,,0.000397535
102,2017-07-05 09-PM,,0.07951,0.00666,0.1027,,0.131456,0.0009455,0.02,5.34E-05,,3.93E-05,0.01032135,6.74E-05,0.01756,9.61E-05,0.108862,,0.000386136
103,2017-07-05 10-AM,,0.07516,0.00669,0.1018,,0.126232,0.000973,0.0204,5.55E-05,,3.89E-05,0.01041414,6.93E-05,0.01833,9.77E-05,0.107908,,0.000400481
104,2017-07-05 10-PM,,0.07896,0.00665,0.1022,,0.130816,0.0009505,0.02045,5.34E-05,,3.90E-05,0.01034264,6.67E-05,0.0176,9.65E-05,0.108332,,0.000384494
105,2017-07-05 11-AM,,0.07738,0.00669,0.1027,,0.125294,0.0009674,0.02025,5.41E-05,,3.89E-05,0.01048567,6.83E-05,0.01841,9.70E-05,0.107835,,0.000397428
106,2017-07-05 11-PM,,0.08058,0.006661,0.1019,,0.129413,0.00095,0.02034,5.33E-05,,3.93E-05,0.01034285,6.67E-05,0.01772,9.59E-05,0.108014,,0.000384763
107,2017-07-05 12-AM,,0.0712,0.006748,0.1035,,0.12213,0.0009619,0.02127,5.52E-05,,3.99E-05,0.01073295,7.20E-05,0.01761,9.68E-05,0.108675,,0.000392836
108,2017-07-05 12-PM,,0.07657,0.006731,0.1026,,0.126198,0.0009648,0.02018,5.42E-05,,3.95E-05,0.01040364,6.89E-05,0.01828,9.75E-05,0.10773,,0.000396464
109,2017-07-06 01-AM,,0.0851,0.00665,0.1011,,0.130419,0.0009419,0.02001,5.25E-05,,3.88E-05,0.01040319,6.63E-05,0.01812,9.67E-05,0.108177,,0.000387258
110,2017-07-06 01-PM,,0.08045,0.0067,0.1023,,0.129921,0.0009964,0.01994,5.16E-05,,3.77E-05,0.0105369,6.57E-05,0.01842,9.63E-05,0.110484,,0.000388919
111,2017-07-06 02-AM,,0.0844,0.006555,0.1011,,0.13143,0.000946,0.01975,5.31E-05,,3.90E-05,0.01032231,6.58E-05,0.01862,9.57E-05,0.106155,,0.000385951
112,2017-07-06 02-PM,,0.08133,0.006677,0.1028,,0.130556,0.0009964,0.01955,5.04E-05,,3.77E-05,0.01056784,6.49E-05,0.01838,9.60E-05,0.108968,,0.000388636
113,2017-07-06 03-AM,,0.08529,0.006611,0.1019,,0.13247,0.000958,0.02002,5.32E-05,,3.92E-05,0.01031228,6.58E-05,0.01857,9.62E-05,0.106995,,0.000384602
114,2017-07-06 03-PM,,0.08218,0.006681,0.1031,,0.130937,0.0009785,0.01955,5.02E-05,,3.79E-05,0.01057806,6.53E-05,0.01855,9.65E-05,0.108255,,0.000388651
115,2017-07-06 04-AM,,0.0841,0.006628,0.1019,,0.13247,0.00096,0.01984,5.30E-05,,3.84E-05,0.01045494,6.52E-05,0.01832,9.63E-05,0.106995,,0.000387672
116,2017-07-06 04-PM,,0.0833,0.006731,0.1025,,0.130175,0.00098,0.0196,5.05E-05,,3.78E-05,0.01054725,6.55E-05,0.01871,9.63E-05,0.109675,,0.000387084
117,2017-07-06 05-AM,,0.0836,0.00662,0.1019,,0.13247,0.0009601,0.01964,5.28E-05,,3.79E-05,0.01045494,6.50E-05,0.0185,9.60E-05,0.106995,,0.000388703
118,2017-07-06 05-PM,,0.08296,0.006672,0.1022,,0.128772,0.0009675,0.01961,5.01E-05,,3.84E-05,0.01064924,6.54E-05,0.01886,9.63E-05,0.109354,,0.0003863
119,2017-07-06 06-AM,,0.08213,0.00682,0.103,,0.12978,0.0009858,0.01965,5.27E-05,,3.83E-05,0.0104545,6.41E-05,0.01854,9.63E-05,0.10712,,0.000387067
120,2017-07-06 06-PM,,0.0817,0.006678,0.1015,,0.128905,0.0009702,0.01972,5.02E-05,,3.74E-05,0.01056615,6.53E-05,0.01878,9.63E-05,0.10962,,0.000388009
121,2017-07-06 07-AM,,0.08138,0.006742,0.1041,,0.130125,0.001032,0.01951,5.28E-05,,3.84E-05,0.01048287,6.38E-05,0.01854,9.58E-05,0.109305,,0.000386741
122,2017-07-06 07-PM,,0.08157,0.006648,0.1013,,0.128651,0.0009911,0.01953,5.03E-05,,3.70E-05,0.01057572,6.49E-05,0.01891,9.64E-05,0.109404,,0.00038798
123,2017-07-06 08-AM,,0.08066,0.006794,0.1052,,0.132552,0.001029,0.01936,5.29E-05,,3.81E-05,0.01068832,6.39E-05,0.0185,9.63E-05,0.11046,,0.000386284
124,2017-07-06 08-PM,,0.0825,0.006645,0.1017,,0.128142,0.0009675,0.01963,5.02E-05,,3.69E-05,0.0105768,6.49E-05,0.01905,9.61E-05,0.109836,,0.000386986
125,2017-07-06 09-AM,,0.08,0.006828,0.1047,,0.132969,0.001008,0.01947,5.32E-05,,3.78E-05,0.01055376,6.46E-05,0.0188,9.71E-05,0.112029,,0.000389458
126,2017-07-06 09-PM,,0.08131,0.00667,0.1012,,0.128524,0.0009694,0.01991,5.06E-05,,3.72E-05,0.01058552,6.51E-05,0.01928,9.61E-05,0.109296,,0.000386964
127,2017-07-06 10-AM,,0.0795,0.006803,0.1049,,0.131125,0.001006,0.01932,5.27E-05,,3.78E-05,0.01067882,6.56E-05,0.0188,9.59E-05,0.112243,,0.000389126
128,2017-07-06 10-PM,,0.0807,0.0067,0.1022,,0.12775,0.0009619,0.01973,4.97E-05,,3.73E-05,0.01055726,6.61E-05,0.01904,9.61E-05,0.109354,,0.000385282
129,2017-07-06 11-AM,,0.0796,0.006764,0.105,,0.13335,0.001008,0.01942,5.29E-05,,3.76E-05,0.0105945,6.64E-05,0.01876,9.69E-05,0.11235,,0.000389824
130,2017-07-06 11-PM,,0.08088,0.006715,0.1024,,0.128,0.0009618,0.01964,4.98E-05,,3.73E-05,0.01057792,6.51E-05,0.0193,9.62E-05,0.110592,,0.000386108
131,2017-07-06 12-AM,,0.0819,0.00667,0.1011,,0.130419,0.0009406,0.02003,5.38E-05,,3.90E-05,0.01034253,6.75E-05,0.01788,9.68E-05,0.107166,,0.000384468
132,2017-07-06 12-PM,,0.07926,0.006722,0.103,,0.13184,0.00101,0.01949,5.21E-05,,3.72E-05,0.0105163,6.66E-05,0.01838,9.58E-05,0.11124,,0.00038866
133,2017-07-07 01-AM,,0.07995,0.00675,0.1023,,0.127875,0.0009494,0.01947,4.81E-05,,3.65E-05,0.01098702,6.51E-05,0.01955,9.66E-05,0.111507,,0.000387597
134,2017-07-07 01-PM,,0.0758,0.006591,0.097,,0.12416,0.0009051,0.01828,4.33E-05,,3.67E-05,0.0104372,6.14E-05,0.01777,9.22E-05,0.10185,,0.000402865
135,2017-07-07 02-AM,,0.078,0.006785,0.102,,0.12648,0.0009412,0.01919,4.78E-05,,3.67E-05,0.0108426,6.50E-05,0.01937,9.66E-05,0.11118,,0.000389864
136,2017-07-07 02-PM,,0.07546,0.006537,0.09803,,0.1244981,0.0009099,0.01857,4.34E-05,,3.98E-05,0.01019512,6.14E-05,0.01802,9.26E-05,0.1019512,,0.000402576
137,2017-07-07 03-AM,,0.0788,0.00675,0.1024,,0.125952,0.0009494,0.01911,4.72E-05,,3.74E-05,0.0109056,6.55E-05,0.0194,9.64E-05,0.109568,,0.000390207
138,2017-07-07 03-PM,,0.0758,0.006496,0.09696,,0.1231392,0.0008998,0.01848,4.27E-05,,3.70E-05,0.009802656,6.16E-05,0.01776,9.24E-05,0.1008384,,0.0004
139,2017-07-07 04-AM,,0.07866,0.006766,0.1029,,0.126567,0.0009624,0.01915,4.73E-05,,3.72E-05,0.01104117,6.53E-05,0.01907,9.63E-05,0.110103,,0.000389864
