,YYYY/MM/DD,BTC/USD,LTC/USD,XRP/USD,XMR/USD,ETH/USD,NEO/USD,IOTA/USD,XAU/USD_y
0,2/20/2018,11403.7,232.85,1.09,304.4,895.37,128.36,1.91,1344.935645
1,2/16/2018,10233.9,230.12,1.14,296.48,944.21,128.85,2.1,1357.459921
2,2/15/2018,10166.4,225.43,1.15,303.25,936.98,123.29,2.13,1356.944162
3,2/14/2018,9494.63,213.36,1.14,276.66,923.56,122.52,2.03,1333.404448
4,2/13/2018,8598.31,159.55,1.03,234.69,845.26,111.17,1.81,1328.903654
5,2/12/2018,8926.57,161.57,1.08,247.57,868.71,113.25,1.87,1323.907115
6,2/9/2018,8736.98,163.95,0.954428,260.43,883.87,117.57,1.96,1317.88769
7,2/8/2018,8265.59,149.47,0.805263,247.22,817.81,112.43,1.78,1319.888073
8,2/7/2018,7621.3,138.2,0.723895,207.28,757.07,102.5,1.6,1324.906925
9,2/6/2018,7754,142.99,0.776393,212.29,793.12,105.95,1.62,1337.416913
10,2/5/2018,6955.27,125.33,0.691799,179.49,697.95,82.37,1.45,1339.423244
11,2/2/2018,8830.75,131.38,0.884784,235.63,915.78,120.13,1.81,1338.921097
12,2/1/2018,9170.54,142.3,0.96253,240.97,1036.79,126,1.91,1343.435972
13,1/31/2018,10221.1,163.35,1.16,272.89,1118.31,145.76,2.31,1347.945058
14,1/30/2018,10106.3,165.28,1.14,274.02,1071.13,146.28,2.22,1350.931467
15,1/29/2018,11296.4,181.66,1.32,316.63,1182.36,168.14,2.58,1347.945058
16,1/26/2018,11171.4,176.73,1.22,323.69,1055.17,137.89,2.37,1358.954149
17,1/25/2018,11259.4,180.27,1.31,317.1,1056.03,138,2.37,1363.958754
18,1/24/2018,11359.4,179.99,1.36,317.4,1058.78,136.41,2.43,1360.951577
19,1/23/2018,10868.4,177.81,1.34,308.46,986.23,121.6,2.5,1335.916104
20,1/22/2018,10931.4,180.01,1.36,315.9,1003.26,123.66,2.47,1335.916104
21,1/19/2018,11607.4,192.96,1.55,364.62,1039.1,139.5,2.7,1337.416913
22,1/18/2018,11474.9,192.84,1.6,316.47,1036.28,142.66,2.75,1333.902465
23,1/17/2018,11188.6,186.52,1.31,319.19,1014.25,141.37,2.72,1338.921097
24,1/16/2018,11490.5,188.33,1.18,320.04,1053.69,145.3,2.6,1337.917932
25,1/15/2018,13819.8,232.77,1.68,414.57,1291.92,187.41,3.48,
26,1/12/2018,13980.6,236.86,2.04,394.78,1273.2,124.47,3.69,1330.902219
27,1/11/2018,13405.8,229.37,1.95,355.59,1154.93,108.3,3.37,1323.907115
28,1/10/2018,14973.3,250.52,1.97,407.74,1255.82,122.99,3.78,1322.891311
29,1/9/2018,14595.4,247.04,2.1,413.33,1299.74,126.94,3.54,1314.872523
30,1/8/2018,15170.1,255.76,2.46,405.07,1148.53,102.38,3.85,1322.891311
31,1/5/2018,17429.5,249.27,3.05,384.94,997.72,95.28,3.75,1322.383994
32,1/4/2018,15599.2,241.37,3.2,403.05,980.92,99.11,4.08,1318.89582
33,1/3/2018,15201,245.37,3.11,412.06,962.72,105.56,4.13,1319.888073
34,1/2/2018,14982.1,255.68,2.48,383.42,884.44,90.33,4,1316.881099
35,12/29/2017,14656.2,245.5,2.21,377.37,753.59,73.9,3.69,1302.863694
36,12/28/2017,14606.5,249.93,1.43,378.9,737.02,65.43,3.68,1296.848658
37,12/27/2017,15838.5,272.17,1.4,421.85,762.84,66.88,3.74,1287.830006
38,12/22/2017,13831.8,264.93,1.14,346.11,674.86,55.57,3.45,1273.804216
39,12/21/2017,15802.9,317.46,1.19,417.98,821.06,71.37,5.03,1268.794011
40,12/20/2017,16624.6,314.62,0.775964,469.2,819.09,75.62,5.09,1267.796696
41,12/19/2017,17776.7,350.25,0.791257,377.24,826.82,70.81,5.37,1265.806762
42,12/18/2017,19114.2,358.34,0.778407,381.51,794.64,77.22,4.24,1261.79781
43,12/15/2017,17706.9,299.78,0.756181,312.32,684.45,47.99,3.9,1261.781888
44,12/14/2017,16564,279.33,0.864263,325.21,695.82,50.62,3.78,1258.273146
45,12/13/2017,16408.2,302.6,0.471063,305.75,702.77,44.81,4.09,1247.769612
46,12/12/2017,17415.4,316.16,0.373541,308.07,651.43,40.41,4.72,1244.756463
47,12/11/2017,16936.8,214.2,0.251691,279.67,515.14,35.88,4.27,1250.265681
48,12/8/2017,16569.4,124.85,0.252125,276.74,456.03,36.27,5.01,1250.766094
49,12/7/2017,17899.7,98.29,0.222823,280.86,434.41,34.86,4.14,1256.281407
50,12/6/2017,14291.5,100.35,0.232544,278.69,428.59,35.16,4.36,1266.800948
51,12/5/2017,11916.7,102.4,0.246101,269.48,463.28,38.82,3.84,1272.313193
52,12/4/2017,11657.2,104.24,0.253571,210.24,470.2,42.17,2.76,1279.312242
53,12/1/2017,10975.6,99,0.255699,190.94,466.54,35.84,1.45,1277.318653
54,11/30/2017,10233.6,88.33,0.250878,180.14,447.11,32.96,1.33,1281.821212
55,11/29/2017,9888.61,85.57,0.243064,168.15,427.52,32.28,1.25,1290.33923
56,11/28/2017,10058.8,96.03,0.299152,203.21,472.9,38.08,1.5,1301.862966
57,11/27/2017,9818.35,91.6,0.253927,173.39,480.36,40.13,1.04,
58,11/24/2017,8253.69,77.97,0.244642,160.03,474.91,34.79,0.786914,
59,11/23/2017,8038.77,73.22,0.242402,158.61,410.17,34.9,0.793487,
60,11/22/2017,8253.55,71.89,0.238859,165.95,380.65,35.86,0.89957,1290.838916
61,11/21/2017,8071.26,70.03,0.233271,141.74,360.4,34.36,0.888499,1279.819801
62,11/20/2017,8200.64,72.25,0.238759,135.76,366.73,35.64,0.966548,1292.841536
63,11/17/2017,7708.99,67.57,0.226581,126.7,332.39,40.5,0.792462,1289.839931
64,11/16/2017,7871.69,71.06,0.227107,120.31,330.92,28.7,0.823941,1278.821438
65,11/15/2017,7315.54,63.82,0.212956,121.37,333.36,29.35,0.785823,1288.842491
66,11/14/2017,6635.75,62.68,0.209825,122.35,337.63,29.73,0.610332,1272.815213
67,11/10/2017,6618.14,59.26,0.206483,105.59,299.25,28.18,0.504601,1287.332647
68,11/9/2017,7143.58,64.27,0.217488,120.78,320.88,31.9,0.535435,1288.344349
69,11/8/2017,7459.69,62.57,0.217437,113.31,309.07,30.67,0.475925,1286.322533
70,11/7/2017,7144.38,61.3,0.210354,99.76,294.66,26.23,0.383096,1281.821212
71,11/6/2017,7022.76,55.17,0.20599,102.92,298.89,26.32,0.373939,1275.315003
72,11/3/2017,7207.76,56.18,0.208133,87.99,305.71,26.82,0.393126,1280.819725
73,11/2/2017,7078.5,54.74,0.205861,83.76,287.43,24.5,0.366056,1279.819801
74,11/1/2017,6767.31,53.18,0.194124,85.72,291.69,26.86,0.36392,1275.803118
75,10/31/2017,6468.4,55.75,0.200558,87.64,305.88,28.47,0.390915,1274.811009
76,10/30/2017,6130.53,56.39,0.202711,88.84,307.75,28.79,0.409046,1275.803118
77,10/27/2017,5780.9,55.33,0.202785,86.75,297.42,28.76,0.423355,1270.809506
78,10/26/2017,5904.83,55.74,0.203628,88.58,296.53,28.33,0.417107,1278.821438
79,10/25/2017,5750.8,56.49,0.204604,88.13,297.93,28.54,0.443448,1280.819725
80,10/24/2017,5526.64,55.96,0.206644,88.4,298.33,30.15,0.453682,1279.819801
81,10/23/2017,5930.32,54.92,0.196928,85.21,286.95,27.51,0.386487,1276.813075
82,10/20/2017,6011.45,60.33,0.210549,90.54,304.01,27.75,0.401913,1286.322533
83,10/19/2017,5708.52,59.74,0.21515,88.62,308.09,28.66,0.433388,1289.839931
84,10/18/2017,5590.69,60.73,0.21852,89.54,314.32,29.67,0.454575,1282.824266
85,10/17/2017,5605.51,59.48,0.232064,91.28,317.08,31.4,0.468463,1288.842491
86,10/16/2017,5725.59,64.62,0.256232,95.9,333.38,28.53,0.450655,1308.369641
87,10/13/2017,5647.21,59.43,0.260489,95.13,338.76,29.35,0.441595,1304.359168
88,10/12/2017,5446.91,60.11,0.248414,87.09,304.14,28.18,0.412417,1296.344309
89,10/11/2017,4826.48,50.89,0.264439,87.42,303.46,29.96,0.481464,1292.841536
90,10/10/2017,4781.99,50.72,0.260733,86.82,299.87,29.31,0.477576,1293.343163
91,10/6/2017,4370.81,52.12,0.234039,91.19,308.59,33.52,0.503448,1268.794011
92,10/5/2017,4328.41,51.67,0.237016,91.86,295.86,32.28,0.540915,1280.311372
93,10/4/2017,4229.36,51.4,0.214774,90.41,292.66,31.16,0.546982,1279.328608
94,10/3/2017,4317.48,52.35,0.203318,92.96,292.46,33.61,0.561712,1274.307414
95,10/2/2017,4409.32,53.38,0.202676,91.54,297.48,36.74,0.575398,1278.31467
96,9/29/2017,4163.07,52.62,0.193606,94.5,291.47,28.64,0.584418,1289.839931
97,9/28/2017,4174.73,54.09,0.196131,97.23,299.15,29.76,0.595896,1285.826336
98,9/27/2017,4200.67,56.28,0.203299,101.04,306.47,31.79,0.551005,1287.332647
99,9/26/2017,3892.35,51.55,0.186119,93.13,287.44,26.38,0.515205,1303.356142
100,9/25/2017,3926.07,51.58,0.181487,93.64,292.33,26.02,0.556207,1295.857145
101,9/22/2017,3630.7,48.09,0.17351,88.17,264.31,18.69,0.50601,1297.353399
102,9/21/2017,3631.04,46.61,0.171754,86.24,258.58,17.45,0.500724,1293.845178
103,9/20/2017,3905.95,51.73,0.182078,95.57,283.74,19.75,0.566627,1314.872523
104,9/19/2017,3924.97,52.84,0.184041,97.72,282.8,19.94,0.565168,1313.387357
105,9/18/2017,4065.2,55.53,0.189768,100.57,293.5,21.22,0.606233,1314.388612
106,9/15/2017,3637.52,48.21,0.181358,99.85,250.46,18.74,0.48051,1329.911029
107,9/14/2017,3154.95,41.58,0.164167,83.04,213.91,15.69,0.445019,1325.908247
108,9/13/2017,3882.59,61.73,0.200778,111.33,277.11,20.06,0.55682,1332.906803
109,9/12/2017,4130.81,64.23,0.209303,111.89,291.46,20.97,0.591949,1328.903654
110,9/11/2017,4161.27,66.04,0.214441,112.75,294.53,21.88,0.558273,1334.917435
111,9/8/2017,4228.75,67.79,0.211518,118.04,296.5,24.86,0.540475,1351.442665
112,9/7/2017,4599.88,78.48,0.22364,120.84,329.43,30.78,0.645758,1344.429357
113,9/6/2017,4597.12,80.11,0.226186,121.63,334.34,21.36,0.741663,1342.930812
114,9/5/2017,4376.53,71.29,0.215189,118.82,312.99,22.8,0.613085,1335.416583
115,9/1/2017,4892.01,86.04,0.248479,141.2,387.74,32.01,0.807778,1326.893477
116,8/31/2017,4703.39,71.06,0.25563,140.41,383.04,33.16,0.842424,1314.872523
117,8/30/2017,4565.3,64.17,0.228006,132.38,378.49,33.1,0.869647,1311.888332
118,8/29/2017,4579.02,63.17,0.218564,133.03,370.67,33.66,0.811961,1327.897805
119,8/28/2017,4382.66,62.36,0.224508,145.4,347.75,38.45,0.875197,1302.863694
120,8/25/2017,4371.6,51.18,0.217828,108.26,331.92,40.3,0.919635,1290.838916
121,8/24/2017,4334.68,50.19,0.218958,86.29,325.61,42.05,0.895101,1290.838916
122,8/23/2017,4151.52,53.25,0.246827,90.33,317.52,40,0.850371,1292.841536
123,8/22/2017,4100.52,46.73,0.239286,91.16,314.79,35.85,0.843775,1290.838916
124,8/21/2017,4001.74,47.94,0.191918,77.82,321.59,35.3,0.906269,1292.340299
125,8/18/2017,4160.62,47.28,0.158883,46.69,295.59,38.85,0.870147,1301.35471
126,8/17/2017,4331.69,43.91,0.157498,47.45,301.46,40.69,1.02,1288.842491
127,8/16/2017,4376.63,44.15,0.160431,48.78,302.27,45.54,1.05,1272.815213
128,8/15/2017,4181.93,43.31,0.161221,48.74,289.82,47.49,0.917949,1271.31034
129,8/14/2017,4325.13,45.8,0.169991,49.75,300.1,47.43,0.976404,1286.322533
130,8/11/2017,3650.62,47.1,0.179307,50.65,308.86,33.5,0.654872,1288.344349
131,8/10/2017,3381.28,46.5,0.180399,49.47,295.89,36.18,0.566456,1287.830006
132,8/9/2017,3342.47,48.01,0.182947,50.96,296.03,21.75,0.543328,1275.803118
133,8/8/2017,3419.94,48.63,0.192586,51.94,296.77,18.27,0.547637,1265.806762
134,8/4/2017,2895.89,43.45,0.173743,45.12,223.07,10.43,0.391286,1265.550451
135,8/3/2017,2804.73,42.86,0.174612,43.36,225.34,10.67,0.332352,1269.293258
136,8/2/2017,2710.67,42.13,0.173113,43.63,219.95,8.11,0.286116,1268.794011
137,8/1/2017,2718.26,43.04,0.177053,44.15,226.77,7.86,0.29022,1269.792897
138,7/31/2017,2875.34,43.02,0.167386,39.84,203.87,7.33,0.254732,1270.29293
139,7/28/2017,2809.01,40.61,0.165937,43.96,193.12,7.09,0.265118,1267.057765
140,7/27/2017,2671.78,42.14,0.173457,45.24,204.32,7.72,0.275467,1265.294244
141,7/26/2017,2529.45,42.23,0.173822,45.8,203.95,7.17,0.274598,1256.786648
142,7/25/2017,2576.48,42.24,0.178104,40.68,206.71,7.35,0.250453,1255.2879
143,7/24/2017,2754.86,44.41,0.192002,45.58,224.71,8.46,0.266447,1260.287093
144,7/21/2017,2667.76,45.76,0.182608,40.34,218.31,7.42,0.264134,1260.795562
145,7/20/2017,2817.6,45.02,0.188295,40.3,227.26,7.21,0.29246,1243.765625
146,7/19/2017,2273.43,40.86,0.168388,35.06,199.7,5.88,0.232212,1245.454093
147,7/18/2017,2318.88,44.3,0.188718,36.38,234.39,6.02,0.26734,1243.765625
148,7/17/2017,2228.41,42.67,0.177889,34.83,193.42,5.77,0.263105,1237.746312
149,7/14/2017,2233.34,42.8,0.190769,35.48,199.66,5.54,0.17535,1233.243307
150,7/13/2017,2357.9,46.33,0.200809,38.23,209.73,6.29,0.214589,1224.125057
151,7/12/2017,2398.84,48.75,0.205354,40.39,230.77,6.63,0.228758,1225.535253
152,7/11/2017,2337.79,45.33,0.185019,37.14,197.4,5.4,0.187596,1214.712599
153,7/10/2017,2372.56,46.58,0.203165,40.01,215.36,6.03,0.217061,1213.003396
154,7/7/2017,2518.66,46.58,0.23948,44.25,245.99,6.77,0.284565,1220.226474
155,7/6/2017,2608.56,51.13,0.254641,50.12,270.55,7.84,0.35388,1227.732011
156,7/5/2017,2601.99,53.19,0.256523,45.72,268.77,8.03,0.38013,1221.717246
157,7/4/2017,2601.64,55.33,0.254709,45.47,273.3,7.78,0.39639,
158,6/30/2017,2480.84,40.35,0.26293,43.73,294.92,8.73,0.401591,
159,6/29/2017,2539.32,41.07,0.265421,45.02,302.88,9.77,0.417798,1243.765625
160,6/28/2017,2574.79,42.85,0.280455,47.32,327.93,8.38,0.379136,1255.083087
161,6/27/2017,2552.45,40.54,0.276306,43.57,293.09,6.83,0.392269,1251.768122
162,6/26/2017,2478.45,41.13,0.277288,43.49,272.69,5.53,0.402438,1246.758428
163,6/23/2017,2744.91,47.34,0.319978,51.41,341.74,6.84,0.48091,1260.096523
164,6/22/2017,2705.41,47.71,0.297848,47.28,336.37,6.94,0.417742,1256.076269
165,6/21/2017,2689.1,47.79,0.296366,46.59,336.87,10.15,0.413547,1245.764401
166,6/20/2017,2721.79,47.22,0.324427,48.08,359,8,0.418494,1247.769612
167,6/19/2017,2589.6,50.32,0.296068,49.09,370.06,11.72,0.412183,1251.266908
168,6/16/2017,2518.56,35.7,0.262068,48.11,370.23,2.77,0.410757,1258.795836
169,6/15/2017,2464.58,30.22,0.259266,46.02,361.93,1.78,0.363661,1256.786648
170,6/14/2017,2506.37,30.22,0.278447,46.3,359.05,1.74,0.528916,1279.819801
171,6/13/2017,2717.02,30.64,0.266153,51.8,397.54,1.81,0.590255,1263.791121
172,6/12/2017,2659.63,29.5,0.253964,50.04,401.49,1.51,,1269.792897
173,6/9/2017,2823.81,29.68,0.286019,55.62,281.74,1.55,,1268.295158
174,6/8/2017,2805.62,30.21,0.289678,56.19,261.67,1.36,,1286.322533
175,6/7/2017,2732.16,28.39,0.279783,52.54,258.07,1.28,,1294.85038
176,6/6/2017,2863.2,30.55,0.284548,55.57,264.47,1.34,,1295.857145
177,6/5/2017,2686.81,30.84,0.294003,48.26,248.46,1.28,,1285.826336
178,6/2/2017,2488.55,28.94,0.303448,44,223.78,1.35,,1278.821438
179,6/1/2017,2407.88,28.8,0.333657,43.7,222.24,1.24,,1268.794011
180,5/31/2017,2286.41,25.3,0.24659,41.83,230.67,1.03,,1268.295158
181,5/30/2017,2175.47,24.14,0.205324,39.79,231.91,1.02,,1266.30366
182,5/29/2017,2255.61,25.21,0.23207,41.21,194.91,0.966765,,
183,5/26/2017,2202.42,23.75,0.271808,38.71,160.4,0.826549,,1270.809506
184,5/25/2017,2304.98,29.9,0.246065,40.12,174.45,1.11,,1259.033566
185,5/24/2017,2443.64,34.45,0.29589,45.38,190.05,1.76,,1255.776572
186,5/23/2017,2320.42,32.11,0.323368,55.62,181.95,0.877157,,1265.598502
187,5/19/2017,1987.71,27.7,0.327801,31.87,129.53,0.63186,,1258.273146
188,5/18/2017,1888.65,28.36,0.364869,30.33,96.91,0.539481,,1261.988894
189,5/17/2017,1839.09,25.4,0.394132,26.93,89.86,0.531643,,1255.776572
190,5/16/2017,1734.45,23.33,0.349861,26.26,89.44,0.463667,,1237.746312
191,5/15/2017,1738.43,25.37,0.27072,27.79,92.41,0.470057,,1238.252083
192,5/12/2017,1724.24,27.45,0.206068,28.68,88.66,0.487684,,1233.745404
193,5/11/2017,1848.57,30.72,0.183135,29.51,89.88,0.481077,,1223.735575
194,5/10/2017,1787.13,31.96,0.186066,29.84,89.52,0.503894,,1226.226533
195,5/9/2017,1755.36,33.58,0.160074,28.66,91.16,0.44937,,1223.735575
196,5/8/2017,1723.35,28.96,0.198212,30.47,91.42,0.496572,,1232.741617
197,5/5/2017,1555.45,26.27,0.09355,28.45,94.4,0.576426,,1230.738936
198,5/4/2017,1537.67,23.39,0.078914,25.99,96.98,0.500309,,1230.239282
199,5/3/2017,1490.09,21.04,0.06049,25.2,79.72,0.343782,,1254.783863
200,5/2/2017,1452.82,15.89,0.053908,23.04,77.26,0.314833,,1257.086827
201,5/1/2017,1421.6,15.92,0.055115,22.77,76.3,0.318838,,1266.800948
202,4/28/2017,1316.48,14.34,0.044475,22.35,70.16,0.229255,,1268.60086
203,4/27/2017,1317.73,14.62,0.034816,21.21,62.17,0.202092,,1268.295158
204,4/26/2017,1281.08,14.85,0.032797,19.37,52.72,0.184577,,1265.806762
205,4/25/2017,1265.49,15.21,0.032346,19.65,49.89,0.183504,,1268.794011
206,4/24/2017,1250.15,14.97,0.031384,19.56,50.03,0.173758,,1271.811568
207,4/21/2017,1222.05,11.23,0.03278,20.29,48.22,0.178122,,1285.826336
208,4/20/2017,1229.08,10.33,0.029984,20.24,49.67,0.184725,,1282.824266
209,4/19/2017,1210.29,9.66,0.030173,20.39,48.31,0.189408,,1285.826336
210,4/18/2017,1211.67,10.32,0.033183,21.06,50.71,0.180479,,1289.141561
211,4/17/2017,1193.91,10.42,0.033655,20.56,48.3,0.191489,,1290.638995
212,4/13/2017,1169.28,10.15,0.034383,21.48,50.22,0.191686,,1289.839931
213,4/12/2017,1200.37,10.79,0.034336,21.76,46.29,0.195553,,1275.803118
214,4/11/2017,1205.01,8.85,0.032952,21.36,43.41,0.197826,,1264.798138
215,4/10/2017,1187.13,8.92,0.033598,21.83,43.44,0.207874,,1254.783863
216,4/7/2017,1176.9,9.37,0.036319,19.39,42.16,0.188531,,1266.496112
217,4/6/2017,1182.68,10.25,0.032665,19.27,43.24,0.18643,,1255.587364
218,4/5/2017,1124.78,11.09,0.035544,19.62,45.3,0.184719,,1252.787452
219,4/4/2017,1133.25,8.29,0.037455,21.35,44.64,0.185002,,1259.794905
220,4/3/2017,1143.81,8.07,0.033023,20.33,44.36,0.199703,,1248.766843
221,3/31/2017,1071.79,6.67,0.020889,20.54,50.04,0.203541,,1249.063203
222,3/30/2017,1026.43,6.98,0.013276,20.88,52.21,0.210556,,1248.673285
223,3/29/2017,1039.97,4.19,0.010101,21.14,53.13,0.212428,,1255.035831
224,3/28/2017,1047.15,4.16,0.009514,19.81,50.77,0.220632,,1260.096523
225,3/27/2017,1045.77,4.08,0.009597,19.66,49.67,0.186426,,1262.785705
226,3/24/2017,937.52,4.08,0.010518,21.1,53.11,0.166465,,1247.069387
227,3/23/2017,1038.59,3.98,0.010582,21.82,43.68,0.166412,,1257.782529
228,3/22/2017,1049.14,3.94,0.007301,21.42,42.34,0.173143,,1251.768122
229,3/21/2017,1120.54,4.01,0.006909,21.29,43.15,0.164934,,1240.04861
230,3/20/2017,1054.23,4.03,0.006975,22.51,43.39,0.153898,,1234.735581
231,3/17/2017,1100.23,4.06,0.006116,22.35,46.83,0.139902,,1232.741617
232,3/16/2017,1187.81,4.24,0.006394,22.48,46.35,0.131867,,1234.491698
233,3/15/2017,1249.61,4.16,0.006314,18.98,35.06,0.128653,,1203.6881
234,3/14/2017,1240,4.06,0.006381,17.76,28.65,0.133681,,1205.705398
235,3/13/2017,1231.92,4.17,0.006385,18.13,28.59,0.136979,,1207.204597
236,3/10/2017,1116.72,3.75,0.006227,13.21,19.33,0.131476,,1207.204597
237,3/9/2017,1188.49,3.84,0.006498,13.03,17.75,0.132026,,1209.701809
238,3/8/2017,1150,3.78,0.006509,12.47,16.65,0.116242,,1210.199562
239,3/7/2017,1223.54,3.82,0.006534,13.53,18.89,0.122573,,1223.226627
240,3/6/2017,1272.83,3.92,0.006057,15.41,19.61,0.12345,,1234.735581
241,3/3/2017,1274.99,3.92,0.006339,13.91,19.46,0.122444,,1230.738936
242,3/2/2017,1251.01,3.92,0.005991,13.11,19.03,0.119301,,1240.448546
243,3/1/2017,1222.5,3.8,0.005408,12.33,17.35,0.135197,,1240.248546
244,2/28/2017,1179.97,3.77,0.005536,12.28,15.82,0.117443,,1258.795836
245,2/27/2017,1179.97,3.8,0.005609,11.96,15.4,0.115376,,1259.033566
246,2/24/2017,1173.68,3.85,0.005701,11.92,13.07,0.121185,,1262.785705
247,2/23/2017,1166.72,3.84,0.005895,12.87,13.12,0.118724,,1249.562653
248,2/22/2017,1117.44,3.81,0.00586,12.77,12.6,0.121959,,1238.742924
249,2/21/2017,1115.3,3.78,0.005832,12.34,12.67,0.121561,,1231.436101
250,2/17/2017,1046.21,3.83,0.005935,13.3,12.68,0.122661,,1244.260847
251,2/16/2017,1027.44,3.79,0.006027,13.1,12.9,0.126088,,1239.495278
252,2/15/2017,1007.48,3.81,0.006147,13.62,12.92,0.112729,,1224.724743
253,2/14/2017,1004.55,3.77,0.006278,12.99,13.03,0.116603,,1236.246755
254,2/13/2017,990.64,3.72,0.006251,12.2,11.27,0.118286,,1228.727653
255,2/10/2017,988.67,3.78,0.006289,11.98,11.28,0.125761,,1229.241189
256,2/9/2017,994.38,3.8,0.006374,12.12,11.03,0.127476,,1242.760918
257,2/8/2017,1063.07,4.02,0.006438,12.8,11.43,0.129568,,1243.765625
258,2/7/2017,1061.35,4.04,0.006407,12.65,11.52,0.133135,,1232.741617
259,2/6/2017,1038.15,4.04,0.00645,12.88,11.39,0.126788,,1231.238996
260,2/3/2017,1029.91,4.08,0.006474,12.86,11.11,0.134264,,1219.72044
261,2/2/2017,1011.8,4.09,0.006469,13.14,10.82,0.145699,,1224.724743
262,2/1/2017,989.02,4.08,0.00654,13.27,10.73,0.147218,,1207.700297
263,1/31/2017,970.4,4.08,0.006314,12.99,10.73,0.147016,,1208.692919
264,1/30/2017,920.38,4.02,0.006381,12.71,10.57,0.15376,,1196.687569
265,1/27/2017,919.75,3.86,0.006415,12.1,10.54,0.130343,,1188.664892
266,1/26/2017,917.59,3.83,0.00669,11.98,10.59,0.133612,,1192.662739
267,1/25/2017,901.54,3.71,0.006513,11.83,10.57,0.124216,,1200.192031
268,1/24/2017,892.69,3.79,0.00654,11.81,10.63,0.120213,,1217.211369
269,1/23/2017,921.01,3.84,0.006697,12.25,10.82,0.129948,,1215.214485
270,1/20/2017,895.03,3.89,0.006675,11.91,10.6,0.117809,,1206.447254
271,1/19/2017,899.07,3.86,0.007034,12.15,10.4,0.116619,,1201.691982
272,1/18/2017,886.62,3.84,0.006709,12.05,10.23,0.123035,,1214.712599
273,1/17/2017,907.94,3.94,0.0068,12.39,10.3,0.116638,,1218.724483
274,1/16/2017,831.53,3.9,0.006788,10.64,9.64,0.119649,,
275,1/13/2017,823.98,3.89,0.006596,11.27,9.77,0.121321,,1196.673248
276,1/12/2017,804.83,3.96,0.006423,11.85,9.86,0.124122,,1203.6881
277,1/11/2017,777.76,3.85,0.006411,11.64,9.72,0.115138,,1190.674636
278,1/10/2017,907.68,4.59,0.006698,13.39,10.55,0.133864,,1186.464809
279,1/9/2017,902.83,4.3,0.006167,13.74,10.33,0.123767,,1182.662173
280,1/6/2017,902.2,3.86,0.006315,14.03,10.25,0.135472,,1176.650547
281,1/5/2017,1013.38,4.29,0.006201,16.19,10.25,0.13107,,1179.356543
282,1/4/2017,1154.73,4.84,0.00657,18.53,11.25,0.136734,,1166.629723
283,1/3/2017,1043.84,4.63,0.006386,16.09,9.73,0.140422,,1152.100279
284,12/30/2016,961.24,4.39,0.006426,12.97,8.16,0.147527,,1160.617913
285,12/29/2016,973.5,4.56,0.006341,13.13,8.28,0.14095,,1148.60674
286,12/28/2016,975.92,4.57,0.006173,14.09,7.52,0.150689,,1141.591607
287,12/23/2016,921.98,4.66,0.006286,9.55,7.17,0.137593,,1132.566963
288,12/22/2016,864.54,3.71,0.006363,8.9,7.58,0.155065,,1132.566963
289,12/21/2016,834.28,3.65,0.006445,8.28,7.91,0.167117,,1141.591607
290,12/20/2016,800.88,3.66,0.0065,8.43,7.66,0.120868,,1132.566963
291,12/19/2016,792.71,3.66,0.006545,8.63,7.64,0.121387,,1141.891429
292,12/16/2016,784.91,3.63,0.00671,8.51,7.86,0.114432,,1138.576097
293,12/15/2016,778.09,3.62,0.006662,8.42,7.83,0.109837,,1134.571529
294,12/14/2016,781.48,3.62,0.006705,8.41,8.27,0.121008,,1169.631683
295,12/13/2016,780.56,3.65,0.006708,8.11,8.42,0.127959,,1163.616053
296,12/12/2016,780.09,3.66,0.006778,8.05,8.52,0.129977,,1164.11725
297,12/9/2016,772.79,3.69,0.007135,7.95,8.45,0.13007,,1168.633867
298,12/8/2016,770.81,3.69,0.007097,7.79,8.23,0.134429,,1175.336734
299,12/7/2016,768.13,3.62,0.006851,7.89,8.38,0.13745,,1181.153515
300,12/6/2016,764.22,3.54,0.006655,7.54,7.87,0.136097,,1174.136129
301,12/5/2016,758.7,3.53,0.006434,7.91,6.82,0.141459,,1170.028549
302,12/2/2016,777.94,3.95,0.00666,8.23,7.76,0.141991,,1176.650547
303,12/1/2016,756.77,3.91,0.006702,8.58,8.45,0.140114,,1170.644908
304,11/30/2016,745.69,3.89,0.006723,8.95,8.59,0.144636,,1183.656077
305,11/29/2016,735.6,3.87,0.00678,7.6,8.17,0.149953,,1186.366279
306,11/28/2016,735.81,3.88,0.007008,7.89,8.72,0.167994,,1191.469081
307,11/25/2016,741.65,3.92,0.006902,7.54,9.4,0.174514,,
308,11/24/2016,740.29,3.91,0.00695,7.81,9.23,0.171955,,
309,11/23/2016,744.59,3.93,0.007061,7.91,9.84,0.167085,,1196.673248
310,11/22/2016,751.35,3.95,0.007434,7.69,9.91,0.168892,,1217.715323
311,11/21/2016,739.25,3.94,0.007566,6.8,9.62,0.173476,,1216.707832
312,11/18/2016,751.59,3.96,0.007778,6.72,9.48,0.172177,,1215.716787
313,11/17/2016,740.98,3.94,0.007727,6.79,9.99,0.17328,,1227.732011
314,11/16/2016,744.2,4.02,0.007842,6.58,10.06,0.162529,,1228.727653
315,11/15/2016,711.62,3.89,0.007881,7.3,10.22,0.173875,,1225.730535
316,11/14/2016,705.02,3.88,0.008098,7.71,9.97,0.183786,,1219.72044
