,YYYY/MM/DD,BTC/USD,LTC/USD,XRP/USD,XMR/USD,ETH/USD,NEO/USD,IOTA/USD,XAU/USD_y
1050,12/5/2013,1045.11,37.75,0.055153,,,,,1222.493888
1051,12/4/2013,1151.17,44.73,0.058692,,,,,1227.505953
1052,12/3/2013,1078.28,39.79,0.048672,,,,,1217.255818
1053,12/2/2013,1043.33,33.18,0.055252,,,,,1229.498119
1054,11/29/2013,1131.97,37.74,0.030986,,,,,1253.007217
1055,11/28/2013,1031.95,43.39,0.028981,,,,,1245.500629
1056,11/27/2013,1001.96,39.04,0.024096,,,,,1245.00442
1057,11/26/2013,928.1,20.35,0.029913,,,,,1247.50499
1058,11/25/2013,799.11,12.27,0.018208,,,,,1242.992629
1059,11/22/2013,771.44,10.13,0.009717,,,,,1246.245685
1060,11/21/2013,722.43,9.35,0.009935,,,,,1240.00248
1061,11/20/2013,590.83,7.98,0.007467,,,,,1256.992018
1062,11/19/2013,584.61,8.03,0.007225,,,,,1275.75429
1063,11/18/2013,703.56,9.37,0.010918,,,,,1283.499333
1064,11/15/2013,417.95,4.21,0.009685,,,,,1287.249791
1065,11/14/2013,420.2,4.29,0.009646,,,,,1285.991692
1066,11/13/2013,407.37,4.11,0.010846,,,,,1272.491283
1067,11/12/2013,360.33,3.98,0.009557,,,,,1281.246396
1068,11/8/2013,338.11,4.61,0.010722,,,,,1285.495751
1069,11/7/2013,296.41,4.39,0.008939,,,,,1307.257896
1070,11/6/2013,262.5,3.39,0.007776,,,,,1319.000198
1071,11/5/2013,245.24,3.04,0.00715,,,,,1307.257896
1072,11/4/2013,229.1,3.08,0.007011,,,,,1320.498092
1073,11/1/2013,206.18,2.45,0.006353,,,,,1306.74542
1074,10/31/2013,204,2.36,0.006073,,,,,1323.994757
1075,10/30/2013,199.97,2.29,0.005854,,,,,1354.75655
1076,10/29/2013,204.39,2.13,0.005998,,,,,1349.254537
1077,10/28/2013,198.55,2.18,0.005942,,,,,1361.007145
1078,10/25/2013,186.69,2.18,0.00686,,,,,1347.745222
1079,10/24/2013,198.23,2.27,0.008596,,,,,1344.754784
1080,10/23/2013,213.62,2.05,0.007873,,,,,1331.256573
1081,10/22/2013,193.76,1.7,0.006845,,,,,1332.995641
1082,10/21/2013,182.21,1.82,0.006634,,,,,1317.505698
1083,10/18/2013,155.96,1.9,0.007942,,,,,1316.499691
1084,10/17/2013,146.25,1.91,0.008343,,,,,1319.243809
1085,10/16/2013,142.55,1.92,0.007305,,,,,1273.496001
1086,10/15/2013,145.24,1.96,0.008051,,,,,1270.502738
1087,10/11/2013,130.9,2.07,0.00897,,,,,1265.502404
1088,10/10/2013,130.59,2.03,0.009861,,,,,1298.498935
1089,10/9/2013,130.69,1.92,0.009663,,,,,1304.001982
1090,10/8/2013,126,1.98,0.009451,,,,,1329.504361
1091,10/7/2013,126.94,2.1,0.00924,,,,,1323.504109
1092,10/4/2013,129.01,2.2,0.009873,,,,,1309.757695
1093,10/3/2013,123.63,2.17,0.009112,,,,,1315.997263
1094,10/2/2013,114.13,1.97,0.007862,,,,,1306.250408
1095,10/1/2013,132.18,2.42,0.010529,,,,,1290.755608
1096,9/30/2013,133,2.35,0.010932,,,,,1326.506248
1097,9/27/2013,133.78,2.4,0.014566,,,,,1341.003876
1098,9/26/2013,128.38,2.39,0.011713,,,,,1332.995641
1099,9/25/2013,128.22,2.37,0.010433,,,,,1322.751323
1100,9/24/2013,127.25,2.47,0.010448,,,,,1314.250417
1101,9/23/2013,125.95,2.47,0.010008,,,,,1322.996322
1102,9/20/2013,127.04,2.48,0.010113,,,,,1349.254537
1103,9/19/2013,129.65,2.62,0.010958,,,,,1365.504622
1104,9/18/2013,131.47,2.56,0.010782,,,,,1300.999167
1105,9/17/2013,131.66,2.6,0.009613,,,,,1312.249852
1106,9/16/2013,131.72,2.63,0.007056,,,,,1323.994757
1107,9/13/2013,134.98,2.67,0.006513,,,,,1318.49586
1108,9/12/2013,133.13,2.7,0.006349,,,,,1328.003612
1109,9/11/2013,135.25,2.72,0.006273,,,,,1367.745818
1110,9/10/2013,125.91,2.64,0.005808,,,,,1358.252744
1111,9/9/2013,127.11,2.73,0.00627,,,,,1390.008618
1112,9/6/2013,119.15,2.69,0.005866,,,,,1387.001026
1113,9/5/2013,126.43,2.75,0.005715,,,,,1385.003186
1114,9/4/2013,126.74,2.81,0.005695,,,,,1390.008618
1115,9/3/2013,136.77,2.6,0.00567,,,,,1399.501777
1116,8/30/2013,133.49,2.66,0.00593,,,,,1394.758498
1117,8/29/2013,122.39,2.55,0.005763,,,,,1407.75674
1118,8/28/2013,122.62,2.52,0.006246,,,,,1419.506863
1119,8/27/2013,126.5,2.57,0.006452,,,,,1419.244962
1120,8/26/2013,120.06,2.57,0.006417,,,,,
1121,8/23/2013,118.5,2.72,0.005139,,,,,1377.505338
1122,8/22/2013,121.15,2.75,0.005143,,,,,1375.496898
1123,8/21/2013,123.3,2.7,0.006131,,,,,1362.99204
1124,8/20/2013,121.2,2.78,0.006098,,,,,1372.495196
1125,8/19/2013,119,2.82,0.00526,,,,,1365.001365
1126,8/16/2013,108.99,2.72,0.003134,,,,,1369.24404
1127,8/15/2013,109.99,2.76,0.003092,,,,,1329.751868
1128,8/14/2013,112.56,2.73,0.003788,,,,,1326.506248
1129,8/13/2013,109,2.74,0.004245,,,,,1328.497602
1130,8/12/2013,106.64,2.65,0.004449,,,,,1341.003876
1131,8/9/2013,102.8,2.68,0.004291,,,,,1309.003325
1132,8/8/2013,103,2.7,0.004254,,,,,1298.24607
1133,8/7/2013,106.75,2.76,0.004417,,,,,1282.495223
1134,8/6/2013,106.75,2.82,0.00468,,,,,1280.508106
1135,8/2/2013,104.5,2.84,,,,,,1309.243257
1136,8/1/2013,104,2.91,,,,,,1314.993557
1137,7/31/2013,106.09,2.87,,,,,,1314.492277
1138,7/30/2013,107.99,2.99,,,,,,1324.152542
1139,7/29/2013,101.2,2.96,,,,,,1329.751868
1140,7/26/2013,96.02,2.9,,,,,,1331.008505
1141,7/25/2013,96.9,2.97,,,,,,1325.996155
1142,7/24/2013,94.51,2.94,,,,,,1335.006542
1143,7/23/2013,95.56,2.99,,,,,,1333.493353
1144,7/22/2013,91.61,2.89,,,,,,1326.999124
1145,7/19/2013,92.17,2.96,,,,,,1295.756398
1146,7/18/2013,90.58,2.89,,,,,,1283.252275
1147,7/17/2013,98.5,3.15,,,,,,1297.252419
1148,7/16/2013,97.45,3.1,,,,,,1291.505767
1149,7/15/2013,98.4,2.98,,,,,,1284.752557
1150,7/12/2013,93.59,2.79,,,,,,1279.754287
1151,7/11/2013,88.98,2.73,,,,,,1280
1152,7/10/2013,86.76,2.81,,,,,,1255.997388
1153,7/9/2013,76.69,2.61,,,,,,1255.492781
1154,7/8/2013,76.52,2.61,,,,,,1235.254154
1155,7/5/2013,68.43,2.43,,,,,,1212.753314
1156,7/4/2013,80.53,2.73,,,,,,1251.752453
1157,7/3/2013,77.53,2.62,,,,,,1250
1158,7/2/2013,90.13,2.83,,,,,,1252.50501
1159,6/28/2013,94.65,2.75,,,,,,1191.994565
1160,6/27/2013,101.44,3.02,,,,,,1232.756814
1161,6/26/2013,104,2.86,,,,,,1236.246755
1162,6/25/2013,103.95,2.82,,,,,,1279.001356
1163,6/24/2013,102.74,2.87,,,,,,1286.752879
1164,6/21/2013,109.5,2.87,,,,,,1295.252898
1165,6/20/2013,110.15,2.29,,,,,,1292.507335
1166,6/19/2013,108.25,2.3,,,,,,1372.758971
1167,6/18/2013,107.4,2.31,,,,,,1366.75505
1168,6/17/2013,101.7,2.28,,,,,,1384.75386
1169,6/14/2013,99.98,2.13,,,,,,1391.246278
1170,6/13/2013,104,2.27,,,,,,1385.003186
1171,6/12/2013,108.15,2.38,,,,,,1382.743363
1172,6/11/2013,108.9,2.4,,,,,,1374.249316
1173,6/10/2013,106.35,2.49,,,,,,1383.25979
1174,6/7/2013,111.5,2.6,,,,,,1386.001386
1175,6/6/2013,118,2.75,,,,,,1399.9916
1176,6/5/2013,121.65,2.86,,,,,,1404.001404
1177,6/4/2013,121.42,2.87,,,,,,1399.501777
1178,6/3/2013,122.22,2.73,,,,,,1402.504874
1179,5/31/2013,129,2.96,,,,,,1394.505648
1180,5/30/2013,128.8,2.97,,,,,,1413.507477
1181,5/29/2013,132.3,3.1,,,,,,1382.49485
1182,5/28/2013,129,3.09,,,,,,1376.500385
1183,5/27/2013,129.75,3.1,,,,,,
1184,5/24/2013,133.2,3.18,,,,,,1390.240512
1185,5/23/2013,126.7,3.18,,,,,,1380.490903
1186,5/22/2013,123.89,3.12,,,,,,1408.49038
1187,5/21/2013,122.88,3.09,,,,,,1360.747867
1188,5/17/2013,123.02,3.19,,,,,,1368.756758
1189,5/16/2013,118.76,2.92,,,,,,1381.005648
1190,5/15/2013,114.22,2.94,,,,,,1409.999718
1191,5/14/2013,111.5,2.82,,,,,,1433.753423
1192,5/13/2013,117.98,3.28,,,,,,1430.758445
1193,5/10/2013,117.2,3.44,,,,,,1426.492825
1194,5/9/2013,112.67,3.42,,,,,,1465.502081
1195,5/8/2013,113.57,3.41,,,,,,1467.997651
1196,5/7/2013,111.5,3.33,,,,,,1444.251878
1197,5/6/2013,112.3,3.37,,,,,,1469.248626
1198,5/3/2013,97.75,3.04,,,,,,
1199,5/2/2013,105.21,3.37,,,,,,1469.248626
1200,5/1/2013,116.99,3.8,,,,,,1454.757056
1201,4/30/2013,139,4.3,,,,,,1468.989629
1202,4/29/2013,144.54,4.38,,,,,,1467.502165
